Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Реутовская городская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641	УИК №2642	УИК №2643	УИК №2644	УИК №2645	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653	УИК №2654	УИК №2655	УИК №2656	УИК №2657	УИК №2658	УИК №2659	УИК №2660	УИК №2661	УИК №2662	УИК №2663	УИК №2664	УИК №2665	УИК №2666	УИК №2667	УИК №2668	УИК №2669	УИК №2670	УИК №2671	УИК №2672	УИК №2673	УИК №2674	УИК №2675									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	372	4	11	7	3	12	6	14	21	9	9	17	10	4	11	16	2	13	4	11	6	12	20	12	4	0	24	5	5	8	6	6	6	6	6	20	8	4	7	15	8									
		1.05%	0.54%	1.23%	0.73%	0.37%	1.24%	0.63%	2.24%	2.00%	1.25%	0.83%	1.79%	1.35%	0.32%	1.16%	1.72%	0.20%	1.64%	0.50%	1.39%	0.92%	1.39%	1.87%	1.09%	0.53%	0.00%	2.16%	0.92%	0.65%	1.01%	1.06%	0.60%	0.63%	0.75%	0.91%	1.96%	0.90%	0.51%	0.55%	1.58%	0.95%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	548	11	14	17	10	26	22	10	18	16	10	11	10	21	13	14	14	16	11	13	20	14	24	19	1	3	21	5	1	9	8	18	17	11	14	22	11	4	29	3	17									
		1.55%	1.48%	1.57%	1.76%	1.23%	2.70%	2.30%	1.60%	1.71%	2.22%	0.93%	1.16%	1.35%	1.68%	1.37%	1.51%	1.38%	2.02%	1.38%	1.65%	3.06%	1.62%	2.25%	1.73%	0.13%	0.35%	1.89%	0.92%	0.13%	1.14%	1.42%	1.79%	1.78%	1.38%	2.12%	2.16%	1.24%	0.51%	2.30%	0.32%	2.02%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	24133	503	583	687	571	621	660	314	662	451	807	738	444	875	686	600	760	552	598	556	470	563	716	776	572	791	757	408	558	540	344	733	625	526	428	693	587	496	821	638	423									
		68.44%	67.52%	65.29%	71.19%	70.41%	64.42%	69.11%	50.16%	63.05%	62.55%	74.79%	77.85%	59.76%	70.00%	72.44%	64.59%	75.10%	69.70%	74.75%	70.47%	71.98%	65.09%	66.98%	70.80%	75.46%	91.98%	68.08%	75.00%	72.09%	68.18%	60.88%	73.01%	65.58%	65.75%	64.95%	67.94%	66.33%	63.51%	65.06%	67.37%	50.18%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	289	4	0	10	3	6	6	4	0	13	6	4	3	12	4	10	5	9	4	8	7	12	16	8	1	2	14	2	0	6	4	13	14	4	5	15	13	3	11	12	16									
		0.82%	0.54%	0.00%	1.04%	0.37%	0.62%	0.63%	0.64%	0.00%	1.80%	0.56%	0.42%	0.40%	0.96%	0.42%	1.08%	0.49%	1.14%	0.50%	1.01%	1.07%	1.39%	1.50%	0.73%	0.13%	0.23%	1.26%	0.37%	0.00%	0.76%	0.71%	1.29%	1.47%	0.50%	0.76%	1.47%	1.47%	0.38%	0.87%	1.27%	1.90%									
24	"6. Политическая партия ""Гражданская Платформа"""	104	0	0	2	2	2	2	2	1	1	0	2	3	1	0	0	0	0	3	1	3	1	1	2	0	1	6	2	0	2	1	3	2	2	2	19	4	14	2	14	1									
		0.29%	0.00%	0.00%	0.21%	0.25%	0.21%	0.21%	0.32%	0.10%	0.14%	0.00%	0.21%	0.40%	0.08%	0.00%	0.00%	0.00%	0.00%	0.38%	0.13%	0.46%	0.12%	0.09%	0.18%	0.00%	0.12%	0.54%	0.37%	0.00%	0.25%	0.18%	0.30%	0.21%	0.25%	0.30%	1.86%	0.45%	1.79%	0.16%	1.48%	0.12%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2581	76	69	62	69	96	91	68	95	56	88	26	65	96	63	65	73	56	54	52	33	77	67	66	30	11	68	18	58	50	58	64	64	98	32	52	67	42	102	93	111									
		7.32%	10.20%	7.73%	6.42%	8.51%	9.96%	9.53%	10.86%	9.05%	7.77%	8.16%	2.74%	8.75%	7.68%	6.65%	6.99%	7.21%	7.07%	6.75%	6.59%	5.05%	8.90%	6.27%	6.02%	3.96%	1.28%	6.12%	3.31%	7.49%	6.31%	10.27%	6.37%	6.72%	12.25%	4.86%	5.10%	7.57%	5.38%	8.08%	9.82%	13.17%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	344	5	0	8	2	9	16	4	11	14	9	6	20	16	8	9	9	11	6	11	3	9	24	12	3	2	13	3	3	2	5	1	19	7	1	7	8	17	18	7	6									
		0.98%	0.67%	0.00%	0.83%	0.25%	0.93%	1.68%	0.64%	1.05%	1.94%	0.83%	0.63%	2.69%	1.28%	0.84%	0.97%	0.89%	1.39%	0.75%	1.39%	0.46%	1.04%	2.25%	1.09%	0.40%	0.23%	1.17%	0.55%	0.39%	0.25%	0.88%	0.10%	1.99%	0.88%	0.15%	0.69%	0.90%	2.18%	1.43%	0.74%	0.71%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	540	6	20	8	2	9	16	11	19	14	13	12	19	12	21	7	13	10	9	13	17	13	23	27	1	0	12	2	0	13	5	18	31	19	10	11	12	22	30	9	31									
		1.53%	0.81%	2.24%	0.83%	0.25%	0.93%	1.68%	1.76%	1.81%	1.94%	1.20%	1.27%	2.56%	0.96%	2.22%	0.75%	1.28%	1.26%	1.13%	1.65%	2.60%	1.50%	2.15%	2.46%	0.13%	0.00%	1.08%	0.37%	0.00%	1.64%	0.88%	1.79%	3.25%	2.38%	1.52%	1.08%	1.36%	2.82%	2.38%	0.95%	3.68%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	87	1	0	1	2	1	0	1	0	0	0	0	2	0	0	0	4	0	2	1	3	0	0	1	0	0	0	1	0	2	0	11	0	1	1	20	3	24	1	3	1									
		0.25%	0.13%	0.00%	0.10%	0.25%	0.10%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.40%	0.00%	0.25%	0.13%	0.46%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.18%	0.00%	0.25%	0.00%	1.10%	0.00%	0.13%	0.15%	1.96%	0.34%	3.07%	0.08%	0.32%	0.12%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1063	15	21	11	30	24	23	37	48	28	15	23	47	23	33	28	35	20	24	16	19	36	46	52	6	9	28	3	15	20	20	18	36	14	30	16	29	51	41	20	53									
		3.01%	2.01%	2.35%	1.14%	3.70%	2.49%	2.41%	5.91%	4.57%	3.88%	1.39%	2.43%	6.33%	1.84%	3.48%	3.01%	3.46%	2.53%	3.00%	2.03%	2.91%	4.16%	4.30%	4.74%	0.79%	1.05%	2.52%	0.55%	1.94%	2.53%	3.54%	1.79%	3.78%	1.75%	4.55%	1.57%	3.28%	6.53%	3.25%	2.11%	6.29%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3139	80	100	117	97	89	69	94	80	65	82	75	60	128	55	96	59	53	48	64	27	50	57	69	71	30	109	67	102	72	70	72	80	82	70	105	107	53	114	109	112									
		8.90%	10.74%	11.20%	12.12%	11.96%	9.23%	7.23%	15.02%	7.62%	9.02%	7.60%	7.91%	8.08%	10.24%	5.81%	10.33%	5.83%	6.69%	6.00%	8.11%	4.13%	5.78%	5.33%	6.30%	9.37%	3.49%	9.80%	12.32%	13.18%	9.09%	12.39%	7.17%	8.39%	10.25%	10.62%	10.29%	12.09%	6.79%	9.03%	11.51%	13.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	156	5	0	2	5	3	4	6	17	0	1	3	3	3	4	0	2	2	3	1	3	4	13	4	0	0	5	4	5	4	0	7	1	2	1	15	3	10	5	1	5									
		0.44%	0.67%	0.00%	0.21%	0.62%	0.31%	0.42%	0.96%	1.62%	0.00%	0.09%	0.32%	0.40%	0.24%	0.42%	0.00%	0.20%	0.25%	0.38%	0.13%	0.46%	0.46%	1.22%	0.36%	0.00%	0.00%	0.45%	0.74%	0.65%	0.51%	0.00%	0.70%	0.10%	0.25%	0.15%	1.47%	0.34%	1.28%	0.40%	0.11%	0.59%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1060	22	24	16	10	37	25	35	37	27	17	21	39	41	26	61	17	22	21	19	24	38	35	27	67	5	33	15	15	41	23	12	28	15	33	10	22	15	40	18	27									
		3.01%	2.95%	2.69%	1.66%	1.23%	3.84%	2.62%	5.59%	3.52%	3.74%	1.58%	2.22%	5.25%	3.28%	2.75%	6.57%	1.68%	2.78%	2.63%	2.41%	3.68%	4.39%	3.27%	2.46%	8.84%	0.58%	2.97%	2.76%	1.94%	5.18%	4.07%	1.20%	2.94%	1.88%	5.01%	0.98%	2.49%	1.92%	3.17%	1.90%	3.20%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
