Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Трехгорная городская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918					
		0.06%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.07%	0.0%	0.16%	0.0%	0.0%	0.17%	0.06%	0.24%	0.13%					
26	"9. ""Российская экологическая партия ""Зеленые"""	98	11	1	5	8	3	9	7	3	5	10	7	5	11	10	3					
		0.52%	0.99%	0.09%	0.44%	0.70%	0.25%	0.85%	0.53%	0.25%	0.42%	0.81%	0.54%	0.28%	0.74%	0.81%	0.20%					
27	"10. ""Аграрная партия России"""	418	24	31	32	27	35	29	30	20	27	34	32	29	33	25	10					
		2.22%	2.16%	2.88%	2.87%	2.37%	2.91%	2.74%	2.29%	1.73%	2.27%	2.76%	2.48%	1.64%	2.24%	2.04%	0.69%					
28	"11. ""Истинные патриоты России"""	41	2	2	1	1	2	0	0	2	0	2	2	21	3	1	2					
		0.21%	0.18%	0.18%	0.08%	0.08%	0.16%	0.0%	0.0%	0.17%	0.0%	0.16%	0.15%	1.19%	0.20%	0.08%	0.13%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	129	11	8	6	3	9	8	9	6	7	10	5	18	13	7	9					
		0.68%	0.99%	0.74%	0.53%	0.26%	0.75%	0.75%	0.68%	0.51%	0.59%	0.81%	0.38%	1.02%	0.88%	0.57%	0.62%					
30	"13. ""Демократическая партия России"""	28	2	1	1	2	1	3	1	3	3	1	1	2	4	0	3					
		0.14%	0.18%	0.09%	0.08%	0.17%	0.08%	0.28%	0.07%	0.25%	0.25%	0.08%	0.07%	0.11%	0.27%	0.0%	0.20%					
31	"14. ""Великая Россия - Евразийский Союз"""	29	2	1	2	3	2	1	2	1	1	3	0	3	2	5	1					
		0.15%	0.18%	0.09%	0.17%	0.26%	0.16%	0.09%	0.15%	0.08%	0.08%	0.24%	0.0%	0.17%	0.13%	0.40%	0.06%					
32	"15. ""Партия СЛОН"""	21	3	3	0	1	0	0	1	3	0	0	2	1	3	2	2					
		0.11%	0.27%	0.27%	0.0%	0.08%	0.0%	0.0%	0.07%	0.25%	0.0%	0.0%	0.15%	0.05%	0.20%	0.16%	0.13%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1222	60	102	63	87	91	97	78	79	89	89	86	90	83	80	48					
		6.51%	5.41%	9.47%	5.66%	7.64%	7.58%	9.18%	5.97%	6.83%	7.51%	7.24%	6.66%	5.10%	5.65%	6.53%	3.32%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	39	1	3	1	1	2	3	6	1	4	0	0	8	4	4	1					
		0.20%	0.09%	0.27%	0.08%	0.08%	0.16%	0.28%	0.45%	0.08%	0.33%	0.0%	0.0%	0.45%	0.27%	0.32%	0.06%					
35	"18. ""ЛДПР"""	2762	161	113	178	174	170	132	171	205	186	198	215	326	247	183	103					
		14.72%	14.53%	10.50%	15.99%	15.28%	14.16%	12.5%	13.09%	17.74%	15.69%	16.11%	16.66%	18.49%	16.82%	14.93%	7.13%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	200	11	14	18	12	14	12	10	16	17	15	12	16	8	18	7					
		1.06%	0.99%	1.30%	1.61%	1.05%	1.16%	1.13%	0.76%	1.38%	1.43%	1.22%	0.93%	0.90%	0.54%	1.46%	0.48%					
37	"20. ""Политическая партия ""Единая Россия"""	7884	454	395	476	457	466	418	483	486	445	450	504	732	564	497	1057					
		42.03%	40.97%	36.71%	42.76%	40.15%	38.83%	39.58%	36.98%	42.07%	37.55%	36.61%	39.06%	41.52%	38.41%	40.57%	73.19%					
38	"21. ""Российская Конституционно-демократическая партия"""	28	0	0	3	1	3	1	2	3	2	2	1	2	4	1	3					
		0.14%	0.0%	0.0%	0.26%	0.08%	0.25%	0.09%	0.15%	0.25%	0.16%	0.16%	0.07%	0.11%	0.27%	0.08%	0.20%					
39	"22. ""Развитие предпринимательства"""	54	1	2	8	1	2	3	8	2	4	4	6	4	5	3	1					
		0.28%	0.09%	0.18%	0.71%	0.08%	0.16%	0.28%	0.61%	0.17%	0.33%	0.32%	0.46%	0.22%	0.34%	0.24%	0.06%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1306	113	131	84	80	81	79	99	50	91	93	84	125	81	69	46					
		6.96%	10.19%	12.17%	7.54%	7.02%	6.75%	7.48%	7.58%	4.32%	7.67%	7.56%	6.51%	7.09%	5.51%	5.63%	3.18%					
																						
41	Против всех	1255	81	58	59	68	92	58	117	87	88	85	103	101	117	94	47					
		6.69%	7.31%	5.39%	5.30%	5.97%	7.66%	5.49%	8.95%	7.53%	7.42%	6.91%	7.98%	5.72%	7.97%	7.67%	3.25%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
