Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Асекеевская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №1805					
		5.69%	7.92%	7.97%	8.83%	3.88%	3.29%	2.71%	4.68%	0.55%	6.49%	1.67%	5.67%	9.87%	4.62%	1.54%	4.09%	5.37%	3.46%	1.88%	5.71%	6.71%	0.80%	5.51%	8.88%	5.00%	5.07%	3.92%	2.08%	4.12%	7.67%	2.62%	3.13%	2.46%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	73	8	13	4	1	1	3	0	0	4	0	1	2	0	0	2	0	2	0	1	1	1	2	5	1	0	3	3	3	8	0	4	0					
		0.58%	0.62%	1.10%	1.41%	0.43%	0.41%	0.74%	0.00%	0.00%	0.38%	0.00%	0.20%	0.44%	0.00%	0.00%	0.74%	0.00%	0.69%	0.00%	0.21%	0.35%	0.80%	0.42%	1.17%	0.83%	0.00%	0.78%	3.13%	0.69%	0.94%	0.00%	0.78%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8107	711	697	194	143	179	261	294	150	657	199	292	282	146	97	196	88	210	123	350	205	116	292	252	73	110	258	54	294	533	275	291	85					
		64.51%	55.20%	59.12%	68.55%	61.64%	73.66%	64.29%	68.85%	82.42%	61.81%	83.26%	59.11%	61.84%	56.15%	74.62%	72.86%	59.06%	72.66%	76.88%	73.99%	72.44%	92.80%	61.86%	58.88%	60.83%	79.71%	67.36%	56.25%	67.28%	62.93%	71.99%	56.84%	69.67%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	56	17	8	0	1	1	2	0	0	6	0	0	0	0	2	1	1	0	0	1	3	0	1	1	0	0	0	0	0	3	3	5	0					
		0.45%	1.32%	0.68%	0.00%	0.43%	0.41%	0.49%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	1.54%	0.37%	0.67%	0.00%	0.00%	0.21%	1.06%	0.00%	0.21%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.79%	0.98%	0.00%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
