Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																													
Дата голосования: 07.12.2003 0:00:00																																																													
																																																													
Наименование Избирательной комиссии:    Темрюкская																																																													
																																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																													
																																																													
		Сумма	УИК №4901	УИК №4902	УИК №4903	УИК №4904	УИК №4905	УИК №4906	УИК №4907	УИК №4908	УИК №4909	УИК №4910	УИК №4911	УИК №4912	УИК №4913	УИК №4914	УИК №4915	УИК №4916	УИК №4917	УИК №4918	УИК №4919	УИК №4920	УИК №4921	УИК №4922	УИК №4923	УИК №4924	УИК №4925	УИК №4926	УИК №4927	УИК №4928	УИК №4929	УИК №4930	УИК №4931	УИК №4932	УИК №4933	УИК №4934	УИК №4935	УИК №4936	УИК №4937	УИК №4938	УИК №4939	УИК №4940	УИК №4941	УИК №4942	УИК №4943	УИК №4944	УИК №4945	УИК №4946	УИК №4947	УИК №4948	УИК №4949	УИК №4950	УИК №4951	УИК №4952	УИК №4953	УИК №4954					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	799	13	7	21	21	13	21	21	21	21	20	13	13	13	13	13	13	13	7	21	13	13	13	13	13	13	21	21	13	13	13	21	13	21	21	13	13	13	13	13	7	13	13	21	13	13	6	6	21	21	21	7	13	13	13					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	139	1	0	2	4	2	7	2	3	2	0	3	5	2	2	3	6	1	2	9	1	6	0	1	6	2	3	1	2	1	2	5	0	0	1	1	4	3	5	3	2	4	5	0	1	4	0	6	3	2	3	0	5	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	140	0	0	8	4	1	5	1	0	6	0	4	1	3	1	0	2	0	1	0	2	1	5	0	5	4	5	3	2	0	2	3	1	0	0	0	3	0	2	1	1	4	0	0	3	0	0	1	6	3	1	0	43	0	2					
14	Число погашенных открепительных удостоверений	660	12	7	19	17	11	14	19	18	19	20	10	8	11	11	10	7	12	5	12	12	7	13	12	7	11	18	20	11	12	11	16	13	21	20	12	9	10	8	10	5	9	8	21	12	9	6	0	18	19	18	7	8	13	12					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	"1. ""ЕДИНЕНИЕ"""	524	8	4	5	9	4	5	9	13	6	11	7	11	3	12	11	11	5	6	9	10	11	3	12	17	4	10	12	17	10	8	10	11	9	15	7	8	11	8	13	7	24	12	23	12	4	4	7	25	22	7	5	7	6	4					
		1.09%	1.30%	1.11%	0.49%	0.84%	0.63%	0.36%	0.70%	1.07%	0.47%	0.77%	0.78%	1.32%	0.36%	1.61%	1.34%	1.17%	0.69%	1.07%	0.69%	1.05%	1.12%	0.40%	2.09%	1.47%	0.72%	0.74%	1.01%	1.91%	1.09%	1.17%	0.80%	1.44%	0.77%	1.31%	0.76%	0.87%	1.56%	0.61%	1.83%	1.22%	2.29%	1.94%	1.97%	1.28%	0.83%	3.22%	1.35%	2.40%	2.34%	0.70%	1.08%	0.78%	0.91%	0.45%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	795	9	9	18	31	9	30	20	24	36	29	11	12	14	12	9	12	5	7	14	4	8	7	10	19	10	16	39	29	14	8	22	6	15	13	9	12	9	21	14	9	21	18	20	17	8	3	23	19	13	9	4	9	11	15					
		1.65%	1.46%	2.51%	1.77%	2.90%	1.42%	2.20%	1.56%	1.98%	2.87%	2.05%	1.24%	1.44%	1.71%	1.61%	1.10%	1.28%	0.69%	1.24%	1.07%	0.42%	0.81%	0.94%	1.74%	1.64%	1.81%	1.18%	3.29%	3.27%	1.53%	1.17%	1.78%	0.78%	1.28%	1.13%	0.98%	1.31%	1.28%	1.62%	1.97%	1.57%	2.00%	2.92%	1.71%	1.82%	1.67%	2.41%	4.46%	1.82%	1.38%	0.90%	0.86%	1.00%	1.67%	1.71%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	920	11	5	22	15	24	35	26	24	20	30	18	8	11	2	19	17	12	7	18	17	15	19	18	24	3	25	18	31	9	11	23	5	25	28	19	18	12	23	25	14	24	9	15	20	16	0	10	19	17	17	16	18	14	19					
		1.91%	1.79%	1.39%	2.16%	1.40%	3.79%	2.56%	2.03%	1.98%	1.59%	2.12%	2.02%	0.96%	1.34%	0.26%	2.32%	1.81%	1.67%	1.24%	1.38%	1.78%	1.53%	2.57%	3.14%	2.07%	0.54%	1.85%	1.52%	3.49%	0.98%	1.61%	1.86%	0.65%	2.14%	2.45%	2.07%	1.97%	1.70%	1.78%	3.52%	2.44%	2.29%	1.46%	1.28%	2.14%	3.34%	0.0%	1.94%	1.82%	1.81%	1.71%	3.47%	2.00%	2.13%	2.17%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1262	13	9	37	30	22	50	59	41	34	51	28	20	18	20	11	17	10	17	24	26	15	9	14	24	13	26	32	33	19	12	29	7	15	15	14	9	19	54	22	14	11	6	63	17	19	8	18	28	41	36	9	23	17	34					
		2.63%	2.12%	2.51%	3.64%	2.81%	3.47%	3.66%	4.61%	3.39%	2.71%	3.61%	3.15%	2.40%	2.20%	2.68%	1.34%	1.81%	1.39%	3.03%	1.85%	2.73%	1.53%	1.21%	2.44%	2.07%	2.35%	1.92%	2.70%	3.72%	2.07%	1.75%	2.34%	0.91%	1.28%	1.31%	1.53%	0.98%	2.70%	4.17%	3.09%	2.44%	1.04%	0.97%	5.41%	1.82%	3.97%	6.45%	3.49%	2.69%	4.37%	3.62%	1.95%	2.56%	2.59%	3.88%					
22	"5. ""За Русь Святую"""	255	5	4	4	4	4	8	6	8	2	2	8	6	5	3	6	0	0	1	15	11	6	5	4	7	4	3	5	7	5	4	2	4	12	6	2	6	4	8	2	2	1	4	5	5	0	3	1	5	2	7	3	8	5	6					
		0.53%	0.81%	1.11%	0.39%	0.37%	0.63%	0.58%	0.46%	0.66%	0.15%	0.14%	0.90%	0.72%	0.61%	0.40%	0.73%	0.0%	0.0%	0.17%	1.15%	1.15%	0.61%	0.67%	0.69%	0.60%	0.72%	0.22%	0.42%	0.79%	0.54%	0.58%	0.16%	0.52%	1.02%	0.52%	0.21%	0.65%	0.56%	0.61%	0.28%	0.34%	0.09%	0.64%	0.42%	0.53%	0.0%	2.41%	0.19%	0.48%	0.21%	0.70%	0.65%	0.89%	0.76%	0.68%					
23	"6. ""Объединенная Российская партия ""Русь"""	146	3	3	2	3	4	0	2	2	5	1	3	1	2	1	1	1	2	0	5	5	1	2	1	2	2	2	5	6	1	1	1	3	1	5	3	6	2	4	1	4	8	1	2	5	1	0	7	2	9	1	1	7	0	3					
		0.30%	0.48%	0.83%	0.19%	0.28%	0.63%	0.0%	0.15%	0.16%	0.39%	0.07%	0.33%	0.12%	0.24%	0.13%	0.12%	0.10%	0.27%	0.0%	0.38%	0.52%	0.10%	0.27%	0.17%	0.17%	0.36%	0.14%	0.42%	0.67%	0.10%	0.14%	0.08%	0.39%	0.08%	0.43%	0.32%	0.65%	0.28%	0.30%	0.14%	0.69%	0.76%	0.16%	0.17%	0.53%	0.20%	0.0%	1.35%	0.19%	0.95%	0.10%	0.21%	0.78%	0.0%	0.34%					
24	"7. ""Новый курс - Автомобильная Россия"""	385	3	8	11	4	8	9	15	10	18	13	5	9	8	7	5	8	6	4	11	4	3	5	3	8	1	6	11	8	11	1	11	0	9	11	9	6	6	7	5	4	4	3	16	8	2	3	4	13	8	13	6	9	1	4					
		0.80%	0.48%	2.23%	1.08%	0.37%	1.26%	0.66%	1.17%	0.82%	1.43%	0.92%	0.56%	1.08%	0.97%	0.93%	0.61%	0.85%	0.83%	0.71%	0.84%	0.42%	0.30%	0.67%	0.52%	0.69%	0.18%	0.44%	0.92%	0.90%	1.20%	0.14%	0.89%	0.0%	0.77%	0.96%	0.98%	0.65%	0.85%	0.54%	0.70%	0.69%	0.38%	0.48%	1.37%	0.85%	0.41%	2.41%	0.77%	1.25%	0.85%	1.30%	1.30%	1.00%	0.15%	0.45%					
25	"8. ""Народно-республиканская партия России"""	117	0	0	3	0	0	0	1	2	0	1	3	3	3	2	0	1	2	2	4	5	0	1	1	7	3	5	2	1	1	2	3	1	5	2	2	3	0	2	6	1	13	0	3	2	2	1	0	1	5	2	0	1	6	1					
		0.24%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.07%	0.16%	0.0%	0.07%	0.33%	0.36%	0.36%	0.26%	0.0%	0.10%	0.27%	0.35%	0.30%	0.52%	0.0%	0.13%	0.17%	0.60%	0.54%	0.37%	0.16%	0.11%	0.10%	0.29%	0.24%	0.13%	0.42%	0.17%	0.21%	0.32%	0.0%	0.15%	0.84%	0.17%	1.24%	0.0%	0.25%	0.21%	0.41%	0.80%	0.0%	0.09%	0.53%	0.20%	0.0%	0.11%	0.91%	0.11%					
26	"9. ""Российская экологическая партия ""Зеленые"""	109	0	1	5	3	3	1	4	5	3	1	2	1	1	1	2	3	0	1	1	1	4	3	3	0	2	2	5	3	0	1	2	0	1	4	2	3	0	3	1	0	4	1	7	1	0	3	3	3	2	0	3	3	0	1					
		0.22%	0.0%	0.27%	0.49%	0.28%	0.47%	0.07%	0.31%	0.41%	0.23%	0.07%	0.22%	0.12%	0.12%	0.13%	0.24%	0.32%	0.0%	0.17%	0.07%	0.10%	0.40%	0.40%	0.52%	0.0%	0.36%	0.14%	0.42%	0.33%	0.0%	0.14%	0.16%	0.0%	0.08%	0.35%	0.21%	0.32%	0.0%	0.23%	0.14%	0.0%	0.38%	0.16%	0.60%	0.10%	0.0%	2.41%	0.58%	0.28%	0.21%	0.0%	0.65%	0.33%	0.0%	0.11%					
27	"10. ""Аграрная партия России"""	1669	18	3	19	18	15	21	34	13	22	35	12	19	11	17	28	5	13	11	37	35	48	40	14	43	24	62	49	43	46	31	46	39	51	52	31	30	47	44	25	22	44	38	58	59	14	3	13	51	41	34	24	43	44	30					
		3.48%	2.93%	0.83%	1.87%	1.68%	2.36%	1.54%	2.66%	1.07%	1.75%	2.48%	1.35%	2.28%	1.34%	2.28%	3.42%	0.53%	1.81%	1.96%	2.85%	3.68%	4.90%	5.42%	2.44%	3.71%	4.35%	4.58%	4.14%	4.85%	5.03%	4.53%	3.72%	5.11%	4.36%	4.55%	3.39%	3.29%	6.69%	3.40%	3.52%	3.83%	4.19%	6.16%	4.98%	6.33%	2.92%	2.41%	2.52%	4.90%	4.37%	3.42%	5.20%	4.79%	6.70%	3.42%					
28	"11. ""Истинные патриоты России"""	71	1	0	1	2	0	2	0	0	1	2	0	0	0	0	0	0	0	3	1	2	1	0	0	0	0	10	1	0	1	2	1	0	0	1	0	0	0	0	4	0	2	6	0	1	1	0	14	2	3	3	0	0	3	0					
		0.14%	0.16%	0.0%	0.09%	0.18%	0.0%	0.14%	0.0%	0.0%	0.07%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%	0.07%	0.21%	0.10%	0.0%	0.0%	0.0%	0.0%	0.74%	0.08%	0.0%	0.10%	0.29%	0.08%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.19%	0.97%	0.0%	0.10%	0.20%	0.0%	2.71%	0.19%	0.31%	0.30%	0.0%	0.0%	0.45%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	705	6	9	26	25	8	12	20	22	23	21	15	15	18	14	22	6	11	8	13	10	9	4	4	8	28	29	21	12	6	3	23	11	19	14	9	6	9	16	9	10	8	10	9	15	7	0	3	7	7	7	4	16	39	19					
		1.47%	0.97%	2.51%	2.56%	2.34%	1.26%	0.88%	1.56%	1.81%	1.83%	1.48%	1.69%	1.80%	2.20%	1.87%	2.69%	0.64%	1.53%	1.42%	1.00%	1.05%	0.91%	0.54%	0.69%	0.69%	5.08%	2.14%	1.77%	1.35%	0.65%	0.43%	1.86%	1.44%	1.62%	1.22%	0.98%	0.65%	1.28%	1.23%	1.26%	1.74%	0.76%	1.62%	0.77%	1.61%	1.46%	0.0%	0.58%	0.67%	0.74%	0.70%	0.86%	1.78%	5.94%	2.17%					
30	"13. ""Демократическая партия России"""	97	1	0	1	2	1	0	1	0	1	3	3	0	2	2	0	1	0	3	1	3	1	0	1	1	3	1	0	4	4	1	3	2	1	3	1	2	1	0	1	4	7	2	8	1	2	0	4	1	3	1	1	4	3	1					
		0.20%	0.16%	0.0%	0.09%	0.18%	0.15%	0.0%	0.07%	0.0%	0.07%	0.21%	0.33%	0.0%	0.24%	0.26%	0.0%	0.10%	0.0%	0.53%	0.07%	0.31%	0.10%	0.0%	0.17%	0.08%	0.54%	0.07%	0.0%	0.45%	0.43%	0.14%	0.24%	0.26%	0.08%	0.26%	0.10%	0.21%	0.14%	0.0%	0.14%	0.69%	0.66%	0.32%	0.68%	0.10%	0.41%	0.0%	0.77%	0.09%	0.31%	0.10%	0.21%	0.44%	0.45%	0.11%					
31	"14. ""Великая Россия - Евразийский Союз"""	64	0	1	1	1	0	0	4	0	1	5	3	3	1	0	2	1	1	1	0	0	2	3	1	0	2	0	0	2	1	0	0	2	3	0	2	0	2	0	1	2	0	2	2	1	0	0	2	2	2	2	0	2	0	1					
		0.13%	0.0%	0.27%	0.09%	0.09%	0.0%	0.0%	0.31%	0.0%	0.07%	0.35%	0.33%	0.36%	0.12%	0.0%	0.24%	0.10%	0.13%	0.17%	0.0%	0.0%	0.20%	0.40%	0.17%	0.0%	0.36%	0.0%	0.0%	0.22%	0.10%	0.0%	0.0%	0.26%	0.25%	0.0%	0.21%	0.0%	0.28%	0.0%	0.14%	0.34%	0.0%	0.32%	0.17%	0.10%	0.0%	0.0%	0.38%	0.19%	0.21%	0.20%	0.0%	0.22%	0.0%	0.11%					
32	"15. ""Партия СЛОН"""	39	0	1	0	0	0	2	1	1	3	0	3	1	1	1	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	2	0	4	0	0	0	0	0	0	1	0	3	0	0	4	0	0	0	0	2	3	0					
		0.08%	0.0%	0.27%	0.0%	0.0%	0.0%	0.14%	0.07%	0.08%	0.23%	0.0%	0.33%	0.12%	0.12%	0.13%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.14%	0.08%	0.0%	0.17%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.32%	0.0%	0.0%	0.77%	0.0%	0.0%	0.0%	0.0%	0.22%	0.45%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	5354	58	27	137	128	91	182	134	137	142	156	124	89	96	60	105	100	49	40	132	119	109	116	67	104	74	156	182	91	102	50	154	89	149	118	117	98	58	127	71	58	132	101	121	142	43	22	32	66	71	83	62	67	82	134					
		11.17%	9.46%	7.54%	13.49%	11.99%	14.37%	13.35%	10.48%	11.33%	11.32%	11.05%	13.97%	10.68%	11.75%	8.05%	12.85%	10.67%	6.83%	7.14%	10.17%	12.51%	11.13%	15.71%	11.71%	8.99%	13.43%	11.54%	15.38%	10.27%	11.15%	7.32%	12.46%	11.67%	12.75%	10.34%	12.80%	10.75%	8.26%	9.82%	10.0%	10.12%	12.59%	16.39%	10.39%	15.25%	8.99%	17.74%	6.21%	6.34%	7.56%	8.35%	13.44%	7.46%	12.49%	15.31%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	122	1	2	1	2	0	0	0	0	2	4	2	0	3	0	5	5	2	3	0	1	1	2	2	1	3	7	6	5	0	1	4	1	2	8	1	2	4	1	2	0	4	3	4	7	3	0	4	4	0	1	0	0	3	3					
		0.25%	0.16%	0.55%	0.09%	0.18%	0.0%	0.0%	0.0%	0.0%	0.15%	0.28%	0.22%	0.0%	0.36%	0.0%	0.61%	0.53%	0.27%	0.53%	0.0%	0.10%	0.10%	0.27%	0.34%	0.08%	0.54%	0.51%	0.50%	0.56%	0.0%	0.14%	0.32%	0.13%	0.17%	0.70%	0.10%	0.21%	0.56%	0.07%	0.28%	0.0%	0.38%	0.48%	0.34%	0.75%	0.62%	0.0%	0.77%	0.38%	0.0%	0.10%	0.0%	0.0%	0.45%	0.34%					
35	"18. ""ЛДПР"""	6463	118	73	136	113	79	143	163	101	163	192	98	121	100	92	111	196	149	92	145	151	134	141	52	187	67	150	115	82	88	126	176	101	176	161	121	121	96	146	103	94	135	74	274	103	74	21	95	163	137	16	79	115	80	124					
		13.48%	19.24%	20.39%	13.39%	10.59%	12.48%	10.49%	12.75%	8.35%	12.99%	13.60%	11.04%	14.52%	12.23%	12.34%	13.58%	20.91%	20.78%	16.42%	11.17%	15.87%	13.68%	19.10%	9.09%	16.17%	12.15%	11.10%	9.72%	9.25%	9.62%	18.44%	14.25%	13.25%	15.06%	14.11%	13.23%	13.28%	13.67%	11.30%	14.50%	16.40%	12.88%	12.01%	23.53%	11.06%	15.48%	16.93%	18.44%	15.67%	14.60%	1.60%	17.13%	12.82%	12.19%	14.17%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	580	6	2	9	8	4	25	12	15	10	18	9	7	6	5	26	13	5	6	11	10	21	8	6	21	2	14	7	13	26	6	17	8	11	7	15	20	7	11	12	2	9	3	10	6	8	3	4	28	18	14	12	16	8	0					
		1.21%	0.97%	0.55%	0.88%	0.74%	0.63%	1.83%	0.93%	1.24%	0.79%	1.27%	1.01%	0.84%	0.73%	0.67%	3.18%	1.38%	0.69%	1.07%	0.84%	1.05%	2.14%	1.08%	1.04%	1.81%	0.36%	1.03%	0.59%	1.46%	2.84%	0.87%	1.37%	1.04%	0.94%	0.61%	1.64%	2.19%	0.99%	0.85%	1.69%	0.34%	0.85%	0.48%	0.85%	0.64%	1.67%	2.41%	0.77%	2.69%	1.91%	1.40%	2.60%	1.78%	1.21%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	16459	183	118	351	406	215	494	452	426	447	498	248	280	310	292	281	379	286	188	450	302	312	205	204	456	171	418	396	300	342	272	475	286	330	415	301	323	273	506	225	186	290	206	281	279	127	24	177	416	349	454	136	297	151	270					
		34.34%	29.85%	32.96%	34.58%	38.05%	33.96%	36.24%	35.36%	35.23%	35.64%	35.29%	27.95%	33.61%	37.94%	39.19%	34.39%	40.44%	39.88%	33.57%	34.69%	31.75%	31.86%	27.77%	35.66%	39.44%	31.03%	30.94%	33.47%	33.86%	37.41%	39.82%	38.46%	37.53%	28.25%	36.37%	32.93%	35.45%	38.88%	39.16%	31.69%	32.46%	27.67%	33.44%	24.14%	29.96%	26.56%	19.35%	34.36%	40.0%	37.20%	45.67%	29.50%	33.11%	23.01%	30.85%					
38	"21. ""Российская Конституционно-демократическая партия"""	112	1	0	2	2	1	2	0	0	0	1	3	2	2	2	1	5	3	1	6	4	0	2	1	4	0	4	2	3	5	1	4	4	4	2	1	3	2	4	1	2	2	1	0	3	2	2	2	2	5	1	1	2	2	0					
		0.23%	0.16%	0.0%	0.19%	0.18%	0.15%	0.14%	0.0%	0.0%	0.0%	0.07%	0.33%	0.24%	0.24%	0.26%	0.12%	0.53%	0.41%	0.17%	0.46%	0.42%	0.0%	0.27%	0.17%	0.34%	0.0%	0.29%	0.16%	0.33%	0.54%	0.14%	0.32%	0.52%	0.34%	0.17%	0.10%	0.32%	0.28%	0.30%	0.14%	0.34%	0.19%	0.16%	0.0%	0.32%	0.41%	1.61%	0.38%	0.19%	0.53%	0.10%	0.21%	0.22%	0.30%	0.0%					
39	"22. ""Развитие предпринимательства"""	146	2	1	7	2	2	2	8	5	5	2	6	4	4	0	8	3	1	3	1	3	3	5	3	2	2	0	4	5	1	1	5	0	3	1	4	1	0	1	1	4	7	2	0	2	0	0	4	4	2	2	1	5	0	2					
		0.30%	0.32%	0.27%	0.68%	0.18%	0.31%	0.14%	0.62%	0.41%	0.39%	0.14%	0.67%	0.48%	0.48%	0.0%	0.97%	0.32%	0.13%	0.53%	0.07%	0.31%	0.30%	0.67%	0.52%	0.17%	0.36%	0.0%	0.33%	0.56%	0.10%	0.14%	0.40%	0.0%	0.25%	0.08%	0.43%	0.10%	0.0%	0.07%	0.14%	0.69%	0.66%	0.32%	0.0%	0.21%	0.0%	0.0%	0.77%	0.38%	0.21%	0.20%	0.21%	0.55%	0.0%	0.22%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	8447	120	42	171	199	114	272	226	270	237	259	235	173	174	159	107	96	115	120	336	175	212	101	123	157	106	319	186	140	167	91	144	137	250	213	193	181	98	216	94	82	238	71	140	162	98	16	45	113	129	132	46	179	100	168					
		17.62%	19.57%	11.73%	16.84%	18.65%	18.00%	19.95%	17.68%	22.33%	18.89%	18.35%	26.49%	20.76%	21.29%	21.34%	13.09%	10.24%	16.03%	21.42%	25.90%	18.40%	21.65%	13.68%	21.50%	13.58%	19.23%	23.61%	15.72%	15.80%	18.27%	13.32%	11.65%	17.97%	21.40%	18.66%	21.11%	19.86%	13.96%	16.71%	13.23%	14.31%	22.70%	11.52%	12.02%	17.40%	20.50%	12.90%	8.73%	10.86%	13.75%	13.27%	9.97%	19.95%	15.24%	19.2%					
																																																													
41	Против всех	2455	43	31	39	53	16	50	65	75	58	76	41	30	19	34	54	48	30	30	54	41	49	40	19	51	22	55	61	35	46	38	62	39	56	39	36	37	31	63	66	45	32	31	81	39	40	6	37	46	37	138	39	53	63	36					
		5.12%	7.01%	8.65%	3.84%	4.96%	2.52%	3.66%	5.08%	6.20%	4.62%	5.38%	4.62%	3.60%	2.32%	4.56%	6.60%	5.12%	4.18%	5.35%	4.16%	4.31%	5.00%	5.42%	3.32%	4.41%	3.99%	4.07%	5.15%	3.95%	5.03%	5.56%	5.02%	5.11%	4.79%	3.41%	3.93%	4.06%	4.41%	4.87%	9.29%	7.85%	3.05%	5.03%	6.95%	4.18%	8.36%	4.83%	7.18%	4.42%	3.94%	13.88%	8.45%	5.90%	9.60%	4.11%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
