Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Андроповская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192									
		15.02%	16.63%	16.27%	15.69%	20.65%	16.94%	22.62%	17.84%	11.50%	18.04%	14.44%	12.24%	14.74%	12.38%	11.97%	15.85%	20.97%	15.03%	13.79%	6.69%	13.90%	10.33%	12.16%	12.03%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	38	1	4	1	3	1	5	2	0	1	2	0	2	0	0	2	0	1	0	2	2	1	4	4									
		0.39%	0.24%	0.50%	0.36%	0.30%	0.12%	1.98%	0.36%	0.00%	0.52%	0.54%	0.00%	2.11%	0.00%	0.00%	0.81%	0.00%	0.52%	0.00%	0.33%	0.39%	0.15%	0.78%	0.72%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	228	12	20	6	32	25	9	26	5	4	5	4	2	1	0	5	11	7	2	7	5	16	12	12									
		2.35%	2.85%	2.52%	2.19%	3.24%	2.92%	3.57%	4.68%	4.42%	2.06%	1.36%	1.02%	2.11%	0.20%	0.00%	2.03%	2.96%	3.63%	1.72%	1.14%	0.97%	2.40%	2.35%	2.15%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
