Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Судогодская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625					
		15.57%	15.59%	15.99%	12.68%	13.54%	12.50%	18.31%	15.31%	14.93%	21.20%	20.54%	16.22%	14.00%	13.02%	17.45%	24.10%	16.85%	18.84%	10.48%	18.80%	15.61%	14.04%	20.90%	17.12%	19.50%	9.52%	17.43%	11.44%	17.04%	17.16%	8.72%	8.41%	25.89%	12.50%	15.76%	14.81%	24.66%	10.00%	11.94%	22.05%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	165	15	4	8	13	10	8	6	4	0	6	0	1	4	0	1	16	6	2	1	3	6	3	3	3	0	4	9	6	4	1	2	2	0	4	6	1	1	1	1					
		1.21%	2.15%	0.56%	1.27%	1.57%	1.34%	1.41%	1.48%	0.60%	0.00%	1.79%	0.00%	1.00%	1.86%	0.00%	1.20%	2.45%	1.74%	0.95%	0.85%	0.68%	1.17%	2.24%	1.35%	1.50%	0.00%	0.97%	2.64%	0.96%	0.79%	0.58%	0.93%	1.79%	0.00%	0.70%	1.29%	1.37%	1.67%	0.27%	0.79%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3335	180	173	166	256	237	142	123	135	47	93	40	22	53	31	13	122	51	41	20	120	131	18	24	27	23	112	68	174	140	32	56	28	11	165	105	16	15	95	30					
		24.44%	25.75%	24.26%	26.31%	30.96%	31.85%	25.00%	30.37%	20.36%	16.61%	27.68%	21.62%	22.00%	24.65%	20.81%	15.66%	18.68%	14.78%	19.52%	17.09%	27.15%	25.54%	13.43%	10.81%	13.50%	27.38%	27.12%	19.94%	27.71%	27.61%	18.60%	26.17%	25.00%	17.19%	28.90%	22.53%	21.92%	25.00%	25.20%	23.62%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	326	21	16	20	25	14	15	9	12	4	5	1	0	1	3	1	41	14	2	5	10	11	3	5	7	3	4	15	4	11	2	7	0	0	13	8	2	1	8	3					
		2.39%	3.00%	2.24%	3.17%	3.02%	1.88%	2.64%	2.22%	1.81%	1.41%	1.49%	0.54%	0.00%	0.47%	2.01%	1.20%	6.28%	4.06%	0.95%	4.27%	2.26%	2.14%	2.24%	2.25%	3.50%	3.57%	0.97%	4.40%	0.64%	2.17%	1.16%	3.27%	0.00%	0.00%	2.28%	1.72%	2.74%	1.67%	2.12%	2.36%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4284	204	252	190	222	178	150	122	199	106	90	72	39	66	58	30	133	127	84	29	113	140	51	83	74	33	123	128	200	172	95	98	36	39	136	168	30	21	139	54					
		31.39%	29.18%	35.34%	30.11%	26.84%	23.92%	26.41%	30.12%	30.02%	37.46%	26.79%	38.92%	39.00%	30.70%	38.93%	36.14%	20.37%	36.81%	40.00%	24.79%	25.57%	27.29%	38.06%	37.39%	37.00%	39.29%	29.78%	37.54%	31.85%	33.93%	55.23%	45.79%	32.14%	60.94%	23.82%	36.05%	41.10%	35.00%	36.87%	42.52%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	62	3	3	2	6	3	2	0	5	2	1	0	0	0	1	2	5	2	1	2	1	3	2	2	1	0	1	0	1	2	2	2	1	0	0	1	0	2	1	0					
		0.45%	0.43%	0.42%	0.32%	0.73%	0.40%	0.35%	0.00%	0.75%	0.71%	0.30%	0.00%	0.00%	0.00%	0.67%	2.41%	0.77%	0.58%	0.48%	1.71%	0.23%	0.58%	1.49%	0.90%	0.50%	0.00%	0.24%	0.00%	0.16%	0.39%	1.16%	0.93%	0.89%	0.00%	0.00%	0.21%	0.00%	3.33%	0.27%	0.00%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
