Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
"Наименование Избирательной комиссии:    Ижевск, Устиновская"																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1636	125	30	35	30	30	40	30	25	33	30	35	30	5	25	30	30	30	25	30	40	30	30	30	25	30	25	36	35	30	30	0	0	25	30	30	25	25	30	30	30	47	25	30	30	40	50	40	40	25	25	0	25	45					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1216	93	27	32	22	28	40	24	8	31	20	28	20	0	23	18	25	19	14	19	27	23	26	21	22	21	9	33	30	12	28	0	0	8	22	17	13	15	19	18	28	41	11	29	25	31	37	39	33	18	15	0	10	44					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1910	63	139	31	11	18	18	6	23	20	81	68	42	6	10	19	19	12	49	69	21	20	4	13	64	96	78	35	8	4	12	3	10	17	229	100	38	5	25	23	63	48	52	25	25	31	35	23	0	20	8	24	44	3					
14	Число погашенных неиспользованных открепительных удостоверений	420	32	3	3	8	2	0	6	17	2	10	7	10	5	2	12	5	11	11	11	13	7	4	9	3	9	16	3	5	18	2	0	0	17	8	13	12	10	11	12	2	6	14	1	5	9	13	1	7	7	10	0	15	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	3	2	0	2	0	0	2	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7534	134	196	196	161	110	208	142	52	177	168	180	155	11	104	162	152	153	91	165	179	150	172	187	133	134	82	204	124	148	190	31	23	101	162	171	80	139	135	187	177	214	155	179	174	212	178	162	170	118	100	33	74	139					
		12.73%	13.83%	15.76%	15.21%	13.62%	11.07%	13.63%	13.06%	8.01%	11.58%	10.99%	11.90%	11.38%	7.01%	12.06%	13.17%	11.80%	14.75%	9.36%	12.39%	12.87%	11.54%	12.05%	12.52%	13.84%	10.47%	12.08%	12.91%	12.02%	13.65%	13.73%	17.51%	11.73%	9.90%	11.69%	12.30%	12.99%	14.21%	11.59%	15.86%	12.85%	12.95%	17.15%	12.24%	12.81%	13.11%	14.29%	12.47%	13.74%	13.21%	12.87%	13.41%	11.94%	13.44%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	10653	169	210	257	191	224	305	201	91	292	282	262	265	60	166	246	238	188	197	272	232	223	268	241	151	200	107	282	176	216	238	23	37	178	212	224	94	191	209	203	240	274	144	258	265	321	191	263	207	178	129	37	105	220					
		17.99%	17.44%	16.88%	19.94%	16.16%	22.54%	19.99%	18.49%	14.02%	19.10%	18.46%	17.33%	19.46%	38.22%	19.26%	20.00%	18.48%	18.13%	20.27%	20.42%	16.68%	17.15%	18.78%	16.13%	15.71%	15.63%	15.76%	17.85%	17.05%	19.93%	17.20%	12.99%	18.88%	17.45%	15.30%	16.12%	15.26%	19.53%	17.94%	17.22%	17.43%	16.58%	15.93%	17.63%	19.51%	19.85%	15.33%	20.25%	16.73%	19.93%	16.60%	15.04%	16.94%	21.28%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	2717	39	39	55	52	29	56	40	9	80	54	40	36	3	30	48	48	28	49	46	67	69	73	78	38	35	26	42	54	54	62	6	4	83	81	101	30	60	81	96	76	120	63	107	51	91	54	65	51	28	28	10	24	28					
		4.59%	4.02%	3.14%	4.27%	4.40%	2.92%	3.67%	3.68%	1.39%	5.23%	3.53%	2.65%	2.64%	1.91%	3.48%	3.90%	3.73%	2.70%	5.04%	3.45%	4.82%	5.31%	5.12%	5.22%	3.95%	2.73%	3.83%	2.66%	5.23%	4.98%	4.48%	3.39%	2.04%	8.14%	5.84%	7.27%	4.87%	6.13%	6.95%	8.14%	5.52%	7.26%	6.97%	7.31%	3.76%	5.63%	4.33%	5.00%	4.12%	3.14%	3.60%	4.07%	3.87%	2.71%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	12164	187	246	210	263	200	307	218	109	300	295	330	296	12	199	271	284	218	200	270	330	258	295	315	242	270	163	360	226	212	291	36	23	224	254	283	149	201	265	243	267	358	186	268	265	338	242	268	247	174	153	56	102	185					
		20.55%	19.30%	19.77%	16.29%	22.25%	20.12%	20.12%	20.06%	16.80%	19.62%	19.31%	21.83%	21.73%	7.64%	23.09%	22.03%	22.05%	21.02%	20.58%	20.27%	23.72%	19.85%	20.67%	21.08%	25.18%	21.09%	24.01%	22.78%	21.90%	19.56%	21.03%	20.34%	11.73%	21.96%	18.33%	20.36%	24.19%	20.55%	22.75%	20.61%	19.39%	21.66%	20.58%	18.32%	19.51%	20.90%	19.42%	20.63%	19.97%	19.48%	19.69%	22.76%	16.45%	17.89%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2448	39	55	51	42	41	82	30	13	62	59	53	31	3	25	30	42	52	35	46	39	62	73	69	35	52	30	64	39	46	70	5	7	52	54	71	35	34	52	44	51	84	43	69	61	79	63	54	61	45	30	3	48	33					
		4.14%	4.02%	4.42%	3.96%	3.55%	4.12%	5.37%	2.76%	2.00%	4.05%	3.86%	3.51%	2.28%	1.91%	2.90%	2.44%	3.26%	5.01%	3.60%	3.45%	2.80%	4.77%	5.12%	4.62%	3.64%	4.06%	4.42%	4.05%	3.78%	4.24%	5.06%	2.82%	3.57%	5.10%	3.90%	5.11%	5.68%	3.48%	4.46%	3.73%	3.70%	5.08%	4.76%	4.72%	4.49%	4.89%	5.06%	4.16%	4.93%	5.04%	3.86%	1.22%	7.74%	3.19%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	22245	371	469	486	444	371	525	429	369	585	627	603	547	66	319	438	492	376	379	497	524	498	510	565	337	567	256	592	374	380	496	70	99	357	595	506	221	336	393	387	520	574	306	540	512	533	488	452	471	326	318	99	251	399					
		37.58%	38.29%	37.70%	37.70%	37.56%	37.32%	34.40%	39.47%	56.86%	38.26%	41.03%	39.88%	40.16%	42.04%	37.01%	35.61%	38.20%	36.26%	38.99%	37.31%	37.67%	38.31%	35.74%	37.82%	35.07%	44.30%	37.70%	37.47%	36.24%	35.06%	35.84%	39.55%	50.51%	35.00%	42.93%	36.40%	35.88%	34.36%	33.73%	32.82%	37.76%	34.72%	33.85%	36.91%	37.70%	32.96%	39.17%	34.80%	38.08%	36.51%	40.93%	40.24%	40.48%	38.59%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	579	11	9	16	12	3	13	10	3	18	18	11	9	0	5	17	12	8	11	20	11	18	18	15	9	8	5	22	13	9	14	0	2	8	14	12	4	8	18	8	14	9	7	13	16	19	14	13	20	5	4	4	5	14					
		0.98%	1.14%	0.72%	1.24%	1.02%	0.30%	0.85%	0.92%	0.46%	1.18%	1.18%	0.73%	0.66%	0.00%	0.58%	1.38%	0.93%	0.77%	1.13%	1.50%	0.79%	1.38%	1.26%	1.00%	0.94%	0.63%	0.74%	1.39%	1.26%	0.83%	1.01%	0.00%	1.02%	0.78%	1.01%	0.86%	0.65%	0.82%	1.55%	0.68%	1.02%	0.54%	0.77%	0.89%	1.18%	1.18%	1.12%	1.00%	1.62%	0.56%	0.51%	1.63%	0.81%	1.35%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
