Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Озерская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	45	1	0	3	0	0	7	1	2	3	0	2	1	0	1	1	3	2	7	11									
		0.92%	0.68%	0.00%	1.49%	0.00%	0.00%	2.78%	0.52%	0.68%	1.14%	0.00%	1.20%	0.66%	0.00%	0.56%	0.61%	1.02%	1.32%	0.84%	1.71%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.34%	0.38%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	41	2	1	0	0	0	2	3	0	2	0	1	1	0	1	1	1	2	17	7									
		0.84%	1.35%	0.64%	0.00%	0.00%	0.00%	0.79%	1.56%	0.00%	0.76%	0.00%	0.60%	0.66%	0.00%	0.56%	0.61%	0.34%	1.32%	2.04%	1.09%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	474	7	15	9	9	25	29	9	17	10	8	11	12	10	16	12	30	16	134	95									
		9.69%	4.73%	9.55%	4.46%	7.50%	8.45%	11.51%	4.69%	5.76%	3.80%	4.06%	6.63%	7.89%	5.49%	8.99%	7.27%	10.17%	10.53%	16.07%	14.75%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	28	1	1	1	0	0	0	2	0	2	1	0	0	2	0	2	2	2	6	6									
		0.57%	0.68%	0.64%	0.50%	0.00%	0.00%	0.00%	1.04%	0.00%	0.76%	0.51%	0.00%	0.00%	1.10%	0.00%	1.21%	0.68%	1.32%	0.72%	0.93%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	209	2	11	2	8	18	4	8	9	11	16	9	4	3	3	1	8	9	43	40									
		4.27%	1.35%	7.01%	0.99%	6.67%	6.08%	1.59%	4.17%	3.05%	4.18%	8.12%	5.42%	2.63%	1.65%	1.69%	0.61%	2.71%	5.92%	5.16%	6.21%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
