Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																																
Дата голосования: 04.12.2011																																																																																
																																																																																
Наименование Избирательной комиссии:    Химкинская городская																																																																																
																																																																																
Сводная таблица результатов выборов																																																																																
																																																																																
		Сумма	УИК №2990	УИК №2991	УИК №2992	УИК №2993	УИК №2994	УИК №2995	УИК №2996	УИК №2997	УИК №2998	УИК №2999	УИК №3000	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033	УИК №3034	УИК №3035	УИК №3036	УИК №3037	УИК №3038	УИК №3039	УИК №3040	УИК №3041	УИК №3042	УИК №3043	УИК №3044	УИК №3045	УИК №3046	УИК №3047	УИК №3048	УИК №3049	УИК №3050	УИК №3051	УИК №3052	УИК №3053	УИК №3054	УИК №3055	УИК №3056	УИК №3057	УИК №3058	УИК №3059	УИК №3060	УИК №3061	УИК №3062					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2140	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	40	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1596	28	30	30	24	24	22	30	26	26	30	23	25	23	6	27	27	13	29	30	23	30	32	13	26	30	29	28	20	30	23	26	30	25	29	24	28	23	21	24	18	23	16	16	20	11	24	30	27	30	29	22	16	29	29	23	15	6	30	4	16	27	5	14	17	30	29	13	8	16	10	6	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2312	28	90	47	22	39	8	21	8	23	25	166	28	24	2	16	5	34	34	31	22	19	10	9	39	29	7	10	2	11	24	19	12	24	11	43	20	10	18	22	20	28	12	14	38	27	16	24	0	17	24	30	12	7	18	13	11	14	22	6	30	24	0	16	5	18	16	28	29	49	8	25	145	554					
14	Число погашенных неиспользованных открепительных удостоверений	544	2	0	0	6	6	8	0	4	4	0	7	5	7	24	3	3	17	1	0	7	0	8	17	4	0	1	2	10	0	7	4	0	5	1	6	2	7	9	6	12	7	14	14	10	19	6	0	3	0	1	8	14	1	1	7	15	24	0	26	14	3	25	16	13	0	1	17	22	14	20	24	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	57	3	0	2	1	3	2	0	1	2	0	1	2	0	0	0	0	1	0	0	0	0	3	0	4	1	1	2	0	1	1	4	2	2	0	2	0	0	1	2	1	0	0	0	0	1	1	1	0	1	0	2	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	67	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9608	38	60	182	226	180	96	233	215	32	111	198	233	185	82	219	116	84	37	244	113	254	159	144	124	95	83	128	52	210	176	186	104	327	150	87	157	249	226	273	205	192	112	57	111	79	38	21	241	214	255	67	69	68	192	213	112	58	65	41	84	106	38	114	131	81	78	129	48	93	48	66	23	91					
		10.40%	2.74%	4.17%	15.91%	17.45%	11.83%	6.97%	18.27%	19.51%	2.33%	9.27%	12.94%	18.27%	11.46%	10.10%	19.48%	6.76%	7.55%	2.22%	15.24%	6.87%	16.47%	9.65%	8.86%	6.92%	5.71%	4.98%	8.13%	5.34%	13.91%	10.78%	12.10%	5.83%	16.94%	12.03%	5.82%	8.77%	18.94%	19.58%	16.48%	12.15%	16.55%	7.53%	4.46%	8.77%	11.03%	2.92%	1.74%	17.21%	16.42%	17.35%	7.30%	9.47%	5.62%	13.10%	19.14%	12.66%	13.62%	5.16%	12.06%	10.45%	6.24%	7.84%	7.65%	9.98%	5.62%	5.23%	8.24%	11.48%	11.26%	17.20%	13.23%	15.86%	16.43%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8034	27	138	119	176	185	86	162	148	25	92	172	196	169	81	159	42	61	182	176	61	190	148	108	168	170	156	90	53	154	178	128	82	218	103	46	129	177	179	183	189	146	79	78	98	89	75	54	141	145	142	35	56	97	139	152	86	58	64	35	61	87	37	34	101	93	83	141	51	60	32	87	17	75					
		8.70%	1.95%	9.59%	10.40%	13.59%	12.16%	6.25%	12.71%	13.43%	1.82%	7.68%	11.24%	15.37%	10.47%	9.98%	14.15%	2.45%	5.49%	10.92%	10.99%	3.71%	12.32%	8.99%	6.64%	9.38%	10.22%	9.37%	5.71%	5.44%	10.20%	10.90%	8.33%	4.59%	11.30%	8.26%	3.07%	7.21%	13.46%	15.51%	11.04%	11.20%	12.59%	5.31%	6.10%	7.74%	12.43%	5.76%	4.48%	10.07%	11.13%	9.66%	3.81%	7.68%	8.02%	9.48%	13.66%	9.72%	13.62%	5.08%	10.29%	7.59%	5.12%	7.63%	2.28%	7.70%	6.45%	5.56%	9.01%	12.20%	7.26%	11.47%	17.43%	11.72%	13.54%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1160	3	5	23	19	30	21	27	10	25	24	18	18	18	8	23	11	3	26	22	34	30	16	11	4	15	9	12	11	15	30	21	10	24	19	4	19	25	19	31	26	21	21	17	35	7	28	14	33	22	26	14	7	16	19	16	12	9	16	5	9	12	2	9	18	10	5	11	5	4	3	4	1	10					
		1.26%	0.22%	0.35%	2.01%	1.47%	1.97%	1.53%	2.12%	0.91%	1.82%	2.00%	1.18%	1.41%	1.12%	0.99%	2.05%	0.64%	0.27%	1.56%	1.37%	2.07%	1.95%	0.97%	0.68%	0.22%	0.90%	0.54%	0.76%	1.13%	0.99%	1.84%	1.37%	0.56%	1.24%	1.52%	0.27%	1.06%	1.90%	1.65%	1.87%	1.54%	1.81%	1.41%	1.33%	2.76%	0.98%	2.15%	1.16%	2.36%	1.69%	1.77%	1.53%	0.96%	1.32%	1.30%	1.44%	1.36%	2.11%	1.27%	1.47%	1.12%	0.71%	0.41%	0.60%	1.37%	0.69%	0.34%	0.70%	1.20%	0.48%	1.08%	0.80%	0.69%	1.81%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	15885	331	349	280	329	229	109	330	312	276	308	276	343	271	126	268	175	125	310	394	379	364	323	175	174	245	194	261	120	238	263	198	221	317	202	94	223	331	330	391	330	291	285	131	255	135	91	168	302	400	381	115	78	113	264	253	217	96	106	31	36	43	47	174	205	173	253	176	81	78	69	106	55	163					
		17.20%	23.88%	24.25%	24.48%	25.41%	15.06%	7.92%	25.88%	28.31%	20.13%	25.71%	18.04%	26.90%	16.79%	15.52%	23.84%	10.19%	11.24%	18.61%	24.61%	23.03%	23.61%	19.61%	10.76%	9.71%	14.72%	11.65%	16.57%	12.32%	15.76%	16.11%	12.88%	12.38%	16.42%	16.20%	6.28%	12.46%	25.17%	28.60%	23.60%	19.56%	25.09%	19.17%	10.25%	20.14%	18.85%	6.99%	13.93%	21.57%	30.70%	25.92%	12.53%	10.70%	9.34%	18.01%	22.73%	24.52%	22.54%	8.42%	9.12%	4.48%	2.53%	9.69%	11.68%	15.63%	12.01%	16.96%	11.25%	19.38%	9.44%	24.73%	21.24%	37.93%	29.42%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	6233	30	140	152	178	95	89	150	139	36	94	131	147	132	69	127	79	60	58	173	109	203	107	69	16	111	15	110	51	136	127	56	157	208	85	27	143	113	123	130	117	101	74	91	230	106	27	18	106	119	169	30	31	38	108	70	55	38	50	28	45	34	13	5	24	34	9	55	22	11	41	41	14	104					
		6.75%	2.16%	9.73%	13.29%	13.75%	6.25%	6.46%	11.76%	12.61%	2.63%	7.85%	8.56%	11.53%	8.18%	8.50%	11.30%	4.60%	5.40%	3.48%	10.81%	6.62%	13.16%	6.50%	4.24%	0.89%	6.67%	0.90%	6.98%	5.24%	9.01%	7.78%	3.64%	8.80%	10.78%	6.82%	1.80%	7.99%	8.59%	10.66%	7.85%	6.94%	8.71%	4.98%	7.12%	18.17%	14.80%	2.08%	1.49%	7.57%	9.13%	11.50%	3.27%	4.25%	3.14%	7.37%	6.29%	6.21%	8.92%	3.97%	8.24%	5.60%	2.00%	2.68%	0.34%	1.83%	2.36%	0.60%	3.51%	5.26%	1.33%	14.70%	8.22%	9.66%	18.77%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	44288	916	700	317	300	443	954	331	237	925	539	561	297	777	424	282	1234	775	891	446	552	455	864	941	1035	990	947	706	660	729	849	736	1157	771	659	631	1010	310	240	605	767	371	892	727	495	282	1003	896	416	355	448	635	288	568	543	355	329	108	838	157	330	866	247	1123	788	1025	1056	1023	203	580	76	175	33	94					
		47.94%	66.09%	48.64%	27.71%	23.17%	29.13%	69.28%	25.96%	21.51%	67.47%	44.99%	36.67%	23.29%	48.14%	52.22%	25.09%	71.87%	69.69%	53.48%	27.86%	33.54%	29.51%	52.46%	57.87%	57.76%	59.50%	56.88%	44.83%	67.76%	48.28%	51.99%	47.89%	64.82%	39.95%	52.85%	42.18%	56.42%	23.57%	20.80%	36.51%	45.47%	31.98%	59.99%	56.89%	39.10%	39.39%	77.09%	74.30%	29.71%	27.24%	30.48%	69.17%	39.51%	46.94%	37.04%	31.90%	37.18%	25.35%	66.56%	46.18%	41.04%	50.94%	50.93%	75.37%	60.06%	71.13%	70.78%	65.37%	48.56%	70.22%	27.24%	35.07%	22.76%	16.97%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	901	2	7	20	19	19	7	22	8	18	22	21	10	17	7	19	13	2	18	31	11	18	15	16	2	18	2	15	14	15	10	25	10	31	12	7	10	16	12	11	19	14	8	15	21	9	23	23	11	23	14	11	7	11	15	17	5	7	9	3	4	5	4	11	19	9	5	9	0	0	2	9	0	7					
		0.98%	0.14%	0.49%	1.75%	1.47%	1.25%	0.51%	1.73%	0.73%	1.31%	1.84%	1.37%	0.78%	1.05%	0.86%	1.69%	0.76%	0.18%	1.08%	1.94%	0.67%	1.17%	0.91%	0.98%	0.11%	1.08%	0.12%	0.95%	1.44%	0.99%	0.61%	1.63%	0.56%	1.61%	0.96%	0.47%	0.56%	1.22%	1.04%	0.66%	1.13%	1.21%	0.54%	1.17%	1.66%	1.26%	1.77%	1.91%	0.79%	1.77%	0.95%	1.20%	0.96%	0.91%	1.02%	1.53%	0.56%	1.64%	0.71%	0.88%	0.50%	0.29%	0.82%	0.74%	1.45%	0.62%	0.34%	0.58%	0.00%	0.00%	0.72%	1.80%	0.00%	1.26%					
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
