Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Ленинская - 183																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542									
24	"6. Политическая партия ""Гражданская Платформа"""	21	0	0	2	0	0	0	6	0	0	2	1	2	0	1	1	2	0	0	3	0	1									
		0.24%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.18%	0.10%	0.62%	0.00%	0.45%	0.30%	1.18%	0.00%	0.00%	0.41%	0.00%	0.54%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1253	48	25	38	15	46	81	137	53	23	228	147	46	1	76	46	21	53	71	62	11	25									
		14.23%	14.68%	16.13%	12.93%	10.27%	15.28%	13.34%	11.86%	17.91%	9.43%	20.00%	15.30%	14.20%	1.96%	33.93%	13.61%	12.43%	15.19%	9.86%	8.46%	13.10%	13.51%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	43	3	0	0	2	4	1	6	2	1	3	7	7	0	3	0	0	2	0	2	0	0									
		0.49%	0.92%	0.00%	0.00%	1.37%	1.33%	0.16%	0.52%	0.68%	0.41%	0.26%	0.73%	2.16%	0.00%	1.34%	0.00%	0.00%	0.57%	0.00%	0.27%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	89	5	3	5	1	5	10	10	4	1	10	10	4	1	0	6	1	3	2	7	0	1									
		1.01%	1.53%	1.94%	1.70%	0.68%	1.66%	1.65%	0.87%	1.35%	0.41%	0.88%	1.04%	1.23%	1.96%	0.00%	1.78%	0.59%	0.86%	0.28%	0.95%	0.00%	0.54%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	1	0	0	1	0	2	0	0	0	1	1	0	1	0	1	1	0	0	0	0									
		0.10%	0.00%	0.65%	0.00%	0.00%	0.33%	0.00%	0.17%	0.00%	0.00%	0.00%	0.10%	0.31%	0.00%	0.45%	0.00%	0.59%	0.29%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	110	15	2	3	1	8	6	6	1	0	15	20	2	1	2	5	5	6	6	3	1	2									
		1.25%	4.59%	1.29%	1.02%	0.68%	2.66%	0.99%	0.52%	0.34%	0.00%	1.32%	2.08%	0.62%	1.96%	0.89%	1.48%	2.96%	1.72%	0.83%	0.41%	1.19%	1.08%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	872	36	18	30	25	34	60	76	49	9	132	129	27	5	20	39	26	46	54	8	12	37									
		9.91%	11.01%	11.61%	10.20%	17.12%	11.30%	9.88%	6.58%	16.55%	3.69%	11.58%	13.42%	8.33%	9.80%	8.93%	11.54%	15.38%	13.18%	7.50%	1.09%	14.29%	20.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	0	0	0	1	2	4	5	0	0	0	3	2	0	1	1	0	1	1	1	0	0									
		0.25%	0.00%	0.00%	0.00%	0.68%	0.66%	0.66%	0.43%	0.00%	0.00%	0.00%	0.31%	0.62%	0.00%	0.45%	0.30%	0.00%	0.29%	0.14%	0.14%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	232	6	8	14	3	6	30	30	5	2	39	34	7	1	5	7	3	10	8	7	1	6									
		2.64%	1.83%	5.16%	4.76%	2.05%	1.99%	4.94%	2.60%	1.69%	0.82%	3.42%	3.54%	2.16%	1.96%	2.23%	2.07%	1.78%	2.87%	1.11%	0.95%	1.19%	3.24%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
