Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																						
Дата голосования: 02.12.2007																																																																						
																																																																						
Наименование Избирательной комиссии:    Калининская N17																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
		Сумма	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №1818					
18	1.Политическая партия «Аграрная партия России»	1918	35	36	21	33	29	32	41	45	32	53	39	25	29	27	35	21	35	36	39	29	41	25	29	16	16	26	17	29	35	24	33	32	34	34	23	41	39	30	33	37	45	37	36	47	35	28	37	43	13	25	29	29	37	16	32	41	26	19	37	14	12	3	11					
		2.44%	2.35%	2.59%	1.58%	2.34%	2.10%	2.39%	2.96%	3.13%	2.38%	3.67%	2.68%	1.99%	2.57%	2.51%	3.48%	1.93%	2.89%	2.82%	2.83%	2.90%	2.90%	2.26%	2.34%	1.17%	1.85%	2.29%	2.27%	2.18%	2.71%	1.97%	2.45%	2.20%	2.59%	2.57%	1.71%	3.31%	2.59%	2.18%	2.80%	3.18%	3.59%	2.53%	2.45%	3.53%	2.94%	2.15%	3.20%	3.35%	2.08%	2.17%	1.97%	2.65%	2.92%	1.25%	2.60%	3.01%	2.63%	1.76%	2.88%	0.74%	1.42%	0.22%	3.04%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1523	29	30	43	26	22	37	25	28	3	33	26	23	22	21	30	26	23	21	26	17	23	37	40	22	19	21	16	28	35	26	27	35	26	22	18	17	20	33	17	21	20	43	27	31	30	16	23	30	14	28	16	27	16	15	31	22	14	29	31	18	13	7	8					
		1.94%	1.95%	2.16%	3.24%	1.85%	1.59%	2.76%	1.81%	1.95%	0.22%	2.28%	1.78%	1.84%	1.95%	1.95%	2.98%	2.39%	1.90%	1.64%	1.89%	1.70%	1.63%	3.34%	3.23%	1.61%	2.20%	1.85%	2.14%	2.11%	2.71%	2.13%	2.01%	2.41%	1.98%	1.66%	1.34%	1.37%	1.33%	2.39%	1.44%	1.81%	1.60%	2.94%	1.84%	2.33%	2.52%	1.23%	1.99%	2.34%	2.24%	2.43%	1.09%	2.47%	1.26%	1.17%	2.52%	1.62%	1.42%	2.68%	2.41%	0.96%	1.54%	0.51%	2.21%					
20	3.Политическая партия «Демократическая партия России»	107	3	1	1	2	0	1	2	3	0	5	4	1	0	4	3	0	4	0	0	0	3	2	8	1	1	0	1	4	0	0	4	1	1	2	3	0	0	1	1	0	0	1	0	0	3	2	2	1	2	3	3	2	0	0	3	0	3	1	1	6	5	1	1					
		0.14%	0.20%	0.07%	0.08%	0.14%	0.00%	0.07%	0.14%	0.21%	0.00%	0.35%	0.27%	0.08%	0.00%	0.37%	0.30%	0.00%	0.33%	0.00%	0.00%	0.00%	0.21%	0.18%	0.65%	0.07%	0.12%	0.00%	0.13%	0.30%	0.00%	0.00%	0.30%	0.07%	0.08%	0.15%	0.22%	0.00%	0.00%	0.07%	0.08%	0.00%	0.00%	0.07%	0.00%	0.00%	0.25%	0.15%	0.17%	0.08%	0.32%	0.26%	0.20%	0.18%	0.00%	0.00%	0.24%	0.00%	0.30%	0.09%	0.08%	0.32%	0.59%	0.07%	0.28%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	9962	179	197	167	169	166	183	176	221	175	222	209	140	139	135	109	186	163	157	185	122	187	133	165	110	113	102	58	166	183	152	197	217	203	190	180	183	208	161	174	202	172	207	209	192	187	196	164	185	93	162	196	153	178	147	160	196	106	125	139	38	21	6	46					
		12.69%	12.03%	14.15%	12.59%	11.99%	11.99%	13.65%	12.71%	15.39%	13.01%	15.36%	14.34%	11.17%	12.32%	12.55%	10.82%	17.06%	13.45%	12.29%	13.44%	12.21%	13.22%	12.00%	13.31%	8.06%	13.09%	8.98%	7.75%	12.50%	14.15%	12.46%	14.65%	14.92%	15.44%	14.37%	13.41%	14.78%	13.80%	11.68%	14.75%	17.38%	13.73%	14.13%	14.21%	14.41%	15.71%	15.05%	14.19%	14.42%	14.88%	14.06%	13.32%	13.99%	14.03%	11.48%	13.02%	14.39%	10.73%	11.56%	10.82%	2.02%	2.49%	0.44%	12.71%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1701	50	35	37	24	37	30	33	47	67	35	46	24	29	26	22	21	18	41	39	24	31	32	38	35	26	15	4	19	39	21	38	46	24	26	35	30	20	36	31	40	30	27	23	30	14	32	17	19	11	29	10	9	21	24	23	31	15	14	15	17	13	4	2					
		2.17%	3.36%	2.51%	2.79%	1.70%	2.67%	2.24%	2.38%	3.27%	4.98%	2.42%	3.16%	1.92%	2.57%	2.42%	2.18%	1.93%	1.49%	3.21%	2.83%	2.40%	2.19%	2.89%	3.06%	2.56%	3.01%	1.32%	0.53%	1.43%	3.02%	1.72%	2.83%	3.16%	1.83%	1.97%	2.61%	2.42%	1.33%	2.61%	2.63%	3.44%	2.39%	1.84%	1.56%	2.25%	1.18%	2.46%	1.47%	1.48%	1.76%	2.52%	0.68%	0.82%	1.65%	1.88%	1.87%	2.28%	1.52%	1.30%	1.17%	0.90%	1.54%	0.29%	0.55%					
23	6.Политическая партия «Партия социальной справедливости»	203	2	6	3	3	7	3	1	2	3	4	3	1	6	2	3	4	2	8	3	1	3	1	9	11	2	1	3	7	1	6	4	5	1	3	2	3	6	1	1	2	5	2	2	2	4	2	5	1	0	3	4	4	6	1	3	1	2	1	5	5	2	1	3					
		0.26%	0.13%	0.43%	0.23%	0.21%	0.51%	0.22%	0.07%	0.14%	0.22%	0.28%	0.21%	0.08%	0.53%	0.19%	0.30%	0.37%	0.17%	0.63%	0.22%	0.10%	0.21%	0.09%	0.73%	0.81%	0.23%	0.09%	0.40%	0.53%	0.08%	0.49%	0.30%	0.34%	0.08%	0.23%	0.15%	0.24%	0.40%	0.07%	0.08%	0.17%	0.40%	0.14%	0.14%	0.15%	0.34%	0.15%	0.43%	0.08%	0.00%	0.26%	0.27%	0.37%	0.47%	0.08%	0.24%	0.07%	0.20%	0.09%	0.39%	0.27%	0.24%	0.07%	0.83%					
24	7.Политическая партия «Либерально-демократическая партия России»	6010	99	88	82	73	75	68	85	84	85	84	81	108	79	86	64	72	88	83	85	57	93	75	97	152	71	126	64	115	89	99	98	117	99	92	80	104	123	83	79	61	77	116	106	95	80	99	94	96	44	89	100	75	94	75	83	110	78	75	94	518	220	35	14					
		7.65%	6.65%	6.32%	6.18%	5.18%	5.42%	5.07%	6.14%	5.85%	6.32%	5.81%	5.56%	8.62%	7.00%	7.99%	6.36%	6.61%	7.26%	6.50%	6.17%	5.71%	6.58%	6.77%	7.82%	11.14%	8.23%	11.09%	8.56%	8.66%	6.88%	8.11%	7.29%	8.05%	7.53%	6.96%	5.96%	8.40%	8.16%	6.02%	6.69%	5.25%	6.15%	7.92%	7.21%	7.13%	6.72%	7.60%	8.13%	7.48%	7.04%	7.73%	6.79%	6.86%	7.41%	5.86%	6.75%	8.08%	7.89%	6.94%	7.32%	27.51%	26.04%	2.56%	3.87%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	11738	187	219	169	282	233	247	263	250	232	225	241	211	191	152	182	164	195	211	278	146	258	142	143	110	141	132	103	223	184	185	189	249	188	180	224	188	233	257	241	166	191	205	224	207	180	242	190	203	102	186	136	215	192	219	208	205	144	163	213	44	10	15	30					
		14.95%	12.57%	15.73%	12.75%	20.01%	16.84%	18.42%	18.99%	17.41%	17.25%	15.57%	16.54%	16.84%	16.93%	14.13%	18.07%	15.05%	16.09%	16.52%	20.19%	14.61%	18.25%	12.82%	11.53%	8.06%	16.34%	11.62%	13.77%	16.79%	14.23%	15.16%	14.05%	17.13%	14.30%	13.62%	16.69%	15.19%	15.46%	18.65%	20.42%	14.29%	15.24%	13.99%	15.23%	15.54%	15.13%	18.59%	16.44%	15.82%	16.32%	16.15%	9.24%	19.65%	15.13%	17.11%	16.92%	15.05%	14.57%	15.08%	16.58%	2.34%	1.18%	1.10%	8.29%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	782	13	14	5	23	11	8	15	12	15	13	14	12	14	10	15	22	3	16	18	9	14	9	15	15	6	8	8	19	16	10	13	11	14	11	15	10	16	8	12	7	13	8	16	14	19	17	12	10	7	5	14	6	17	1	15	26	18	9	13	30	8	2	3					
		0.99%	0.87%	1.01%	0.38%	1.63%	0.79%	0.60%	1.08%	0.84%	1.12%	0.90%	0.96%	0.96%	1.24%	0.93%	1.49%	2.02%	0.25%	1.25%	1.31%	0.90%	0.99%	0.81%	1.21%	1.10%	0.70%	0.70%	1.07%	1.43%	1.24%	0.82%	0.97%	0.76%	1.06%	0.83%	1.12%	0.81%	1.06%	0.58%	1.02%	0.60%	1.04%	0.55%	1.09%	1.05%	1.60%	1.31%	1.04%	0.78%	1.12%	0.43%	0.95%	0.55%	1.34%	0.08%	1.22%	1.91%	1.82%	0.83%	1.01%	1.59%	0.95%	0.15%	0.83%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	39072	715	572	561	573	590	521	573	626	580	656	678	631	552	551	478	507	615	601	635	533	667	560	618	846	408	652	428	648	630	637	657	648	658	698	688	589	764	709	495	545	615	727	733	649	577	610	538	618	301	530	917	528	655	744	613	641	538	598	679	1130	488	1124	226					
		49.75%	48.05%	41.09%	42.31%	40.67%	42.63%	38.85%	41.37%	43.59%	43.12%	45.40%	46.53%	50.36%	48.94%	51.21%	47.47%	46.51%	50.74%	47.06%	46.11%	53.35%	47.17%	50.54%	49.84%	61.98%	47.28%	57.39%	57.22%	48.80%	48.72%	52.21%	48.85%	44.57%	50.04%	52.80%	51.27%	47.58%	50.70%	51.45%	41.95%	46.90%	49.08%	49.62%	49.83%	48.72%	48.49%	46.85%	46.54%	48.17%	48.16%	46.01%	62.30%	48.26%	51.62%	58.13%	49.88%	47.06%	54.45%	55.32%	52.84%	60.01%	57.75%	82.34%	62.43%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	4616	164	175	228	191	200	198	161	107	136	104	109	62	49	55	55	54	59	94	57	52	83	81	73	31	53	42	32	53	73	54	74	84	55	56	68	63	71	50	86	68	77	76	84	51	53	54	56	64	30	76	40	34	50	29	50	72	33	39	46	23	4	3	12					
		5.88%	11.02%	12.57%	17.19%	13.56%	14.45%	14.77%	11.62%	7.45%	10.11%	7.20%	7.48%	4.95%	4.34%	5.11%	5.46%	4.95%	4.87%	7.36%	4.14%	5.21%	5.87%	7.31%	5.89%	2.27%	6.14%	3.70%	4.28%	3.99%	5.65%	4.43%	5.50%	5.78%	4.18%	4.24%	5.07%	5.09%	4.71%	3.63%	7.29%	5.85%	6.15%	5.19%	5.71%	3.83%	4.45%	4.15%	4.84%	4.99%	4.80%	6.60%	2.72%	3.11%	3.94%	2.27%	4.07%	5.29%	3.34%	3.61%	3.58%	1.22%	0.47%	0.22%	3.31%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
