Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																
Дата голосования: 04.12.2011																																																																
																																																																
Наименование Избирательной комиссии:    Кореновская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	773	14	10	7	19	23	17	13	31	30	18	133	25	12	18	9	12	5	1	5	10	20	4	6	37	18	9	10	7	5	5	25	6	17	10	10	1	10	4	4	4	19	7	5	30	20	5	22	1	1	3	5	9	0	10	0	5	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	727	13	10	7	19	23	17	13	29	30	18	129	25	12	18	5	12	4	1	4	10	19	3	6	37	18	8	10	6	0	4	25	6	17	10	8	1	10	4	4	4	19	6	1	25	20	3	22	0	0	1	1	9	0	10	0	5	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	500	6	9	16	21	12	24	10	16	14	16	40	8	14	13	3	6	6	2	5	8	12	5	4	8	6	5	11	5	5	9	8	2	5	4	6	17	2	3	4	2	10	5	2	4	4	2	10	1	1	4	4	32	6	8	30	1	4					
14	Число погашенных неиспользованных открепительных удостоверений	46	1	0	0	0	0	0	0	2	0	0	4	0	0	0	4	0	1	0	1	0	1	1	0	0	0	1	0	1	5	1	0	0	0	0	2	0	0	0	0	0	0	1	4	5	0	2	0	1	1	2	4	0	0	0	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	227	8	10	4	7	14	13	6	15	18	7	36	6	7	3	2	8	0	0	0	1	3	1	0	6	3	3	0	1	0	0	0	1	5	3	2	1	1	1	0	1	5	2	0	0	0	1	10	0	1	0	0	3	0	7	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5145	108	126	115	125	101	129	306	188	145	134	197	163	148	121	69	178	10	14	47	89	114	34	78	229	136	144	104	82	8	51	71	17	72	112	57	10	78	118	24	38	112	28	5	182	119	33	164	30	11	12	15	145	10	84	15	40	50					
		11.32%	11.65%	12.05%	11.11%	12.73%	7.23%	12.22%	20.13%	12.43%	13.07%	14.12%	12.36%	12.52%	13.95%	13.18%	7.61%	16.82%	2.89%	3.51%	12.50%	8.76%	10.28%	10.40%	15.45%	15.27%	13.67%	11.09%	10.81%	13.62%	8.70%	13.04%	7.55%	2.44%	6.92%	9.16%	9.58%	16.39%	9.05%	18.13%	8.36%	8.94%	7.34%	8.70%	2.40%	18.63%	7.41%	10.58%	13.82%	16.76%	11.34%	6.59%	9.68%	11.78%	4.44%	6.98%	13.04%	15.09%	8.47%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5496	149	175	149	181	98	155	139	205	179	185	407	215	196	40	76	164	22	53	46	144	125	51	79	207	157	174	75	85	22	46	92	14	11	93	50	8	155	23	37	19	143	49	35	110	71	37	174	31	28	12	38	68	10	112	7	37	33					
		12.09%	16.07%	16.73%	14.40%	18.43%	7.02%	14.68%	9.14%	13.55%	16.14%	19.49%	25.53%	16.51%	18.47%	4.36%	8.38%	15.50%	6.36%	13.28%	12.23%	14.17%	11.27%	15.60%	15.64%	13.80%	15.78%	13.39%	7.80%	14.12%	23.91%	11.76%	9.78%	2.01%	1.06%	7.60%	8.40%	13.11%	17.98%	3.53%	12.89%	4.47%	9.38%	15.22%	16.83%	11.26%	4.42%	11.86%	14.66%	17.32%	28.87%	6.59%	24.52%	5.52%	4.44%	9.30%	6.09%	13.96%	5.59%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	369	13	17	13	9	6	11	0	15	8	13	32	24	11	6	8	8	0	3	0	3	14	1	5	11	13	16	8	7	0	1	10	2	4	7	0	1	0	0	0	3	8	8	0	8	6	4	12	2	0	0	0	3	1	6	1	2	5					
		0.81%	1.40%	1.63%	1.26%	0.92%	0.43%	1.04%	0.00%	0.99%	0.72%	1.37%	2.01%	1.84%	1.04%	0.65%	0.88%	0.76%	0.00%	0.75%	0.00%	0.30%	1.26%	0.31%	0.99%	0.73%	1.31%	1.23%	0.83%	1.16%	0.00%	0.26%	1.06%	0.29%	0.38%	0.57%	0.00%	1.64%	0.00%	0.00%	0.00%	0.71%	0.52%	2.48%	0.00%	0.82%	0.37%	1.28%	1.01%	1.12%	0.00%	0.00%	0.00%	0.24%	0.44%	0.50%	0.87%	0.75%	0.85%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7929	228	264	161	203	211	243	147	323	263	221	284	294	258	155	119	271	45	33	41	189	176	46	99	256	229	284	130	121	18	61	222	129	231	207	95	11	59	95	31	72	171	57	43	102	193	56	241	22	15	39	13	145	10	162	12	30	93					
		17.44%	24.60%	25.24%	15.56%	20.67%	15.10%	23.01%	9.67%	21.35%	23.72%	23.29%	17.82%	22.58%	24.32%	16.88%	13.12%	25.61%	13.01%	8.27%	10.90%	18.60%	15.87%	14.07%	19.60%	17.07%	23.02%	21.86%	13.51%	20.10%	19.57%	15.60%	23.59%	18.48%	22.19%	16.93%	15.97%	18.03%	6.84%	14.59%	10.80%	16.94%	11.21%	17.70%	20.67%	10.44%	12.02%	17.95%	20.30%	12.29%	15.46%	21.43%	8.39%	11.78%	4.44%	13.46%	10.43%	11.32%	15.76%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	632	32	12	16	18	44	21	0	40	36	23	25	23	27	13	12	17	0	2	0	9	20	6	3	35	21	26	8	9	1	12	6	5	10	2	3	2	1	0	0	1	13	1	0	5	7	4	25	0	1	1	3	3	0	14	4	2	8					
		1.39%	3.45%	1.15%	1.55%	1.83%	3.15%	1.99%	0.00%	2.64%	3.25%	2.42%	1.57%	1.77%	2.54%	1.42%	1.32%	1.61%	0.00%	0.50%	0.00%	0.89%	1.80%	1.83%	0.59%	2.33%	2.11%	2.00%	0.83%	1.50%	1.09%	3.07%	0.64%	0.72%	0.96%	0.16%	0.50%	3.28%	0.12%	0.00%	0.00%	0.24%	0.85%	0.31%	0.00%	0.51%	0.44%	1.28%	2.11%	0.00%	1.03%	0.55%	1.94%	0.24%	0.00%	1.16%	3.48%	0.75%	1.36%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	24497	373	430	553	429	909	470	912	717	446	351	581	553	403	572	613	396	266	280	229	562	512	183	233	735	417	637	625	288	43	215	523	504	709	798	387	25	568	415	175	258	844	168	101	550	1104	174	543	93	40	78	84	862	136	815	72	149	389					
		53.89%	40.24%	41.11%	53.43%	43.69%	65.07%	44.51%	60.00%	47.39%	40.22%	36.99%	36.45%	42.47%	37.98%	62.31%	67.59%	37.43%	76.88%	70.18%	60.90%	55.31%	46.17%	55.96%	46.14%	49.00%	41.91%	49.04%	64.97%	47.84%	46.74%	54.99%	55.58%	72.21%	68.11%	65.25%	65.04%	40.98%	65.89%	63.75%	60.98%	60.71%	55.34%	52.17%	48.56%	56.29%	68.74%	55.77%	45.75%	51.96%	41.24%	42.86%	54.19%	70.02%	60.44%	67.69%	62.61%	56.23%	65.93%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	137	3	4	8	1	3	6	0	6	11	3	7	8	2	1	2	5	1	0	0	2	2	2	0	5	3	5	3	1	0	1	2	2	4	0	1	3	1	0	0	0	5	2	0	4	5	0	8	0	0	0	0	2	1	0	2	0	0					
		0.30%	0.32%	0.38%	0.77%	0.10%	0.21%	0.57%	0.00%	0.40%	0.99%	0.32%	0.44%	0.61%	0.19%	0.11%	0.22%	0.47%	0.29%	0.00%	0.00%	0.20%	0.18%	0.61%	0.00%	0.33%	0.30%	0.38%	0.31%	0.17%	0.00%	0.26%	0.21%	0.29%	0.38%	0.00%	0.17%	4.92%	0.12%	0.00%	0.00%	0.00%	0.33%	0.62%	0.00%	0.41%	0.31%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.16%	0.44%	0.00%	1.74%	0.00%	0.00%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
