Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Брединская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №2332									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1500	67	17	62	58	79	67	70	73	35	32	109	32	27	93	7	5	2	91	57	24	16	1	67	52	7	12	52	15	40	2	117	11	8	62	16	15									
		15.17%	12.27%	10.83%	17.17%	17.58%	19.51%	19.65%	15.32%	19.21%	19.55%	13.33%	22.52%	17.02%	9.75%	18.71%	8.43%	5.81%	2.27%	18.24%	27.27%	12.97%	15.09%	1.75%	13.06%	13.00%	8.64%	20.00%	11.79%	13.16%	6.13%	2.94%	21.59%	13.92%	22.22%	13.19%	11.68%	10.87%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	3	3	0	1	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0									
		0.15%	0.55%	1.91%	0.00%	0.30%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.20%	1.20%	1.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	66	7	4	5	5	4	2	1	2	1	1	2	1	0	2	0	0	0	6	0	1	0	1	7	0	0	0	4	1	6	0	1	0	0	1	1	0									
		0.67%	1.28%	2.55%	1.39%	1.52%	0.99%	0.59%	0.22%	0.53%	0.56%	0.42%	0.41%	0.53%	0.00%	0.40%	0.00%	0.00%	0.00%	1.20%	0.00%	0.54%	0.00%	1.75%	1.36%	0.00%	0.00%	0.00%	0.91%	0.88%	0.92%	0.00%	0.18%	0.00%	0.00%	0.21%	0.73%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	2	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.10%	0.00%	1.27%	0.00%	0.00%	0.00%	0.59%	0.44%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	57	4	3	4	2	2	2	1	7	0	2	1	4	1	4	0	0	0	2	1	1	0	0	1	2	0	0	0	0	3	0	4	0	0	2	1	3									
		0.58%	0.73%	1.91%	1.11%	0.61%	0.49%	0.59%	0.22%	1.84%	0.00%	0.83%	0.21%	2.13%	0.36%	0.80%	0.00%	0.00%	0.00%	0.40%	0.48%	0.54%	0.00%	0.00%	0.19%	0.50%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.74%	0.00%	0.00%	0.43%	0.73%	2.17%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1617	104	30	73	52	64	46	104	78	20	33	67	19	38	74	14	21	5	78	35	32	19	0	80	70	9	23	92	11	85	6	58	4	3	110	18	42									
		16.35%	19.05%	19.11%	20.22%	15.76%	15.80%	13.49%	22.76%	20.53%	11.17%	13.75%	13.84%	10.11%	13.72%	14.89%	16.87%	24.42%	5.68%	15.63%	16.75%	17.30%	17.92%	0.00%	15.59%	17.50%	11.11%	38.33%	20.86%	9.65%	13.02%	8.82%	10.70%	5.06%	8.33%	23.40%	13.14%	30.43%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	3	3	0	0	0	2	2	0	2	0	3	0	0	3	1	0	0	1	0	0	2	0	1	1	0	0	0	0	1	0	7	0	0	1	0	0									
		0.33%	0.55%	1.91%	0.00%	0.00%	0.00%	0.59%	0.44%	0.00%	1.12%	0.00%	0.62%	0.00%	0.00%	0.60%	1.20%	0.00%	0.00%	0.20%	0.00%	0.00%	1.89%	0.00%	0.19%	0.25%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	1.29%	0.00%	0.00%	0.21%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1019	104	22	51	51	59	58	77	33	18	13	62	17	14	33	9	6	4	39	7	13	1	2	45	25	7	9	48	11	33	2	66	3	11	43	14	9									
		10.31%	19.05%	14.01%	14.13%	15.45%	14.57%	17.01%	16.85%	8.68%	10.06%	5.42%	12.81%	9.04%	5.05%	6.64%	10.84%	6.98%	4.55%	7.82%	3.35%	7.03%	0.94%	3.51%	8.77%	6.25%	8.64%	15.00%	10.88%	9.65%	5.05%	2.94%	12.18%	3.80%	30.56%	9.15%	10.22%	6.52%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
