Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Алтайская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1537	27	121	102	217	143	79	57	103	111	58	104	30	169	5	9	23	17	6	19	46	50	17	24									
		17.23%	15.88%	18.85%	22.32%	18.82%	17.55%	17.40%	15.97%	16.30%	17.54%	15.10%	14.84%	14.78%	25.00%	6.02%	12.00%	18.85%	14.29%	7.59%	16.24%	13.49%	13.12%	11.04%	13.79%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	43	0	7	3	7	2	1	3	0	2	1	5	1	5	1	0	2	0	0	0	0	3	0	0									
		0.48%	0.00%	1.09%	0.66%	0.61%	0.25%	0.22%	0.84%	0.00%	0.32%	0.26%	0.71%	0.49%	0.74%	1.20%	0.00%	1.64%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	54	2	2	1	3	4	2	4	8	4	3	3	0	4	2	0	0	0	0	0	5	5	1	1									
		0.61%	1.18%	0.31%	0.22%	0.26%	0.49%	0.44%	1.12%	1.27%	0.63%	0.78%	0.43%	0.00%	0.59%	2.41%	0.00%	0.00%	0.00%	0.00%	0.00%	1.47%	1.31%	0.65%	0.57%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	0	2	1	0	1	0	1	1	0	1	0	0	3	1	0	1	0	0	0	0	0	0	0									
		0.13%	0.00%	0.31%	0.22%	0.00%	0.12%	0.00%	0.28%	0.16%	0.00%	0.26%	0.00%	0.00%	0.44%	1.20%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	85	0	8	8	13	4	3	2	15	1	3	8	0	3	2	1	0	0	0	1	3	4	2	4									
		0.95%	0.00%	1.25%	1.75%	1.13%	0.49%	0.66%	0.56%	2.37%	0.16%	0.78%	1.14%	0.00%	0.44%	2.41%	1.33%	0.00%	0.00%	0.00%	0.85%	0.88%	1.05%	1.30%	2.30%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1927	53	146	107	282	207	108	70	137	121	76	116	41	107	18	29	28	28	20	31	91	59	19	33									
		21.60%	31.18%	22.74%	23.41%	24.46%	25.40%	23.79%	19.61%	21.68%	19.12%	19.79%	16.55%	20.20%	15.83%	21.69%	38.67%	22.95%	23.53%	25.32%	26.50%	26.69%	15.49%	12.34%	18.97%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	1	0	1	4	2	1	0	6	1	1	3	2	4	0	1	0	1	1	0	0	3	0	2									
		0.38%	0.59%	0.00%	0.22%	0.35%	0.25%	0.22%	0.00%	0.95%	0.16%	0.26%	0.43%	0.99%	0.59%	0.00%	1.33%	0.00%	0.84%	1.27%	0.00%	0.00%	0.79%	0.00%	1.15%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	898	17	50	40	120	84	75	32	52	67	38	55	18	54	6	8	16	17	6	13	52	31	19	28									
		10.07%	10.00%	7.79%	8.75%	10.41%	10.31%	16.52%	8.96%	8.23%	10.58%	9.90%	7.85%	8.87%	7.99%	7.23%	10.67%	13.11%	14.29%	7.59%	11.11%	15.25%	8.14%	12.34%	16.09%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
