Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Шалинская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	117	32	14	4	4	4	4	1	0	4	2	0	8	15	4	3	8	0	8	2					
14	Число погашенных неиспользованных открепительных удостоверений	78	5	0	4	6	6	7	0	9	0	0	6	4	7	3	4	2	8	2	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1617	239	241	97	70	152	89	66	14	68	5	63	51	112	119	48	109	15	52	7					
		18.41%	21.06%	22.95%	22.88%	12.68%	18.56%	13.59%	14.01%	16.87%	14.98%	5.62%	14.96%	19.03%	22.81%	20.55%	18.18%	19.36%	22.39%	14.94%	13.46%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1351	205	167	55	68	122	113	56	7	68	23	70	45	78	89	65	69	5	43	3					
		15.38%	18.06%	15.90%	12.97%	12.32%	14.90%	17.25%	11.89%	8.43%	14.98%	25.84%	16.63%	16.79%	15.89%	15.37%	24.62%	12.26%	7.46%	12.36%	5.77%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	94	10	10	6	6	11	4	5	0	5	0	3	4	5	4	1	9	2	9	0					
		1.07%	0.88%	0.95%	1.42%	1.09%	1.34%	0.61%	1.06%	0.00%	1.10%	0.00%	0.71%	1.49%	1.02%	0.69%	0.38%	1.60%	2.99%	2.59%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1254	173	153	81	45	141	85	72	2	68	11	64	44	56	76	35	95	4	42	7					
		14.27%	15.24%	14.57%	19.10%	8.15%	17.22%	12.98%	15.29%	2.41%	14.98%	12.36%	15.20%	16.42%	11.41%	13.13%	13.26%	16.87%	5.97%	12.07%	13.46%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	128	17	20	9	16	12	12	3	0	1	0	2	3	7	10	3	9	0	3	1					
		1.46%	1.50%	1.90%	2.12%	2.90%	1.47%	1.83%	0.64%	0.00%	0.22%	0.00%	0.48%	1.12%	1.43%	1.73%	1.14%	1.60%	0.00%	0.86%	1.92%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3832	400	409	140	308	338	330	249	57	227	50	208	108	207	229	101	227	41	169	34					
		43.62%	35.24%	38.95%	33.02%	55.80%	41.27%	50.38%	52.87%	68.67%	50.00%	56.18%	49.41%	40.30%	42.16%	39.55%	38.26%	40.32%	61.19%	48.56%	65.38%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	356	72	37	30	17	36	20	12	3	15	0	4	1	12	36	6	31	0	24	0					
		4.05%	6.34%	3.52%	7.08%	3.08%	4.40%	3.05%	2.55%	3.61%	3.30%	0.00%	0.95%	0.37%	2.44%	6.22%	2.27%	5.51%	0.00%	6.90%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
