Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Узловская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3337	79	89	18	90	114	108	57	77	34	19	16	102	101	101	123	84	133	97	85	76	58	21	107	142	38	120	61	106	95	63	15	44	72	103	106	103	10	37	16	101	38	120	20	19	11	12	23	2	4	8	3	12	14	12	12	6					
		7.32%	10.30%	11.60%	10.91%	10.34%	10.23%	12.80%	7.46%	9.78%	7.57%	4.86%	4.75%	6.76%	6.66%	5.22%	8.51%	6.29%	13.99%	7.02%	6.99%	6.88%	6.02%	2.14%	7.49%	7.70%	2.29%	10.67%	4.21%	9.06%	11.18%	5.39%	1.03%	10.92%	8.38%	14.71%	10.30%	8.89%	2.25%	11.71%	7.51%	6.25%	6.88%	10.46%	5.41%	10.11%	4.58%	4.23%	3.28%	0.88%	2.06%	4.28%	0.67%	6.42%	8.75%	15.38%	20.00%	7.59%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5032	112	74	36	113	130	126	89	78	68	22	26	155	128	247	160	110	125	105	150	116	113	170	114	199	212	135	208	130	119	110	125	63	120	88	159	86	30	16	32	111	36	157	38	20	24	38	48	31	10	22	20	21	20	13	9	15					
		11.04%	14.60%	9.65%	21.82%	12.99%	11.67%	14.93%	11.65%	9.91%	15.14%	5.63%	7.72%	10.28%	8.44%	12.76%	11.07%	8.23%	13.14%	7.60%	12.34%	10.50%	11.72%	17.35%	7.98%	10.80%	12.78%	12.00%	14.36%	11.11%	14.00%	9.42%	8.62%	15.63%	13.97%	12.57%	15.45%	7.42%	6.74%	5.06%	15.02%	6.86%	6.52%	13.69%	10.27%	10.64%	10.00%	13.38%	6.84%	13.66%	5.15%	11.76%	4.46%	11.23%	12.50%	16.67%	15.00%	18.99%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	347	10	7	2	9	16	11	4	5	6	0	1	7	14	2	9	7	8	7	9	11	9	9	16	16	14	14	4	13	12	4	1	8	5	10	14	13	0	3	2	9	1	7	2	0	2	1	4	0	1	0	0	0	2	4	2	0					
		0.76%	1.30%	0.91%	1.21%	1.03%	1.44%	1.30%	0.52%	0.64%	1.34%	0.00%	0.30%	0.46%	0.92%	0.10%	0.62%	0.52%	0.84%	0.51%	0.74%	0.99%	0.93%	0.92%	1.12%	0.87%	0.84%	1.24%	0.28%	1.11%	1.41%	0.34%	0.07%	1.99%	0.58%	1.43%	1.36%	1.12%	0.00%	0.95%	0.94%	0.56%	0.18%	0.61%	0.54%	0.00%	0.83%	0.35%	0.57%	0.00%	0.52%	0.00%	0.00%	0.00%	1.25%	5.13%	3.33%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6884	204	187	35	128	203	162	109	135	60	24	32	224	245	50	307	218	288	214	197	231	144	90	228	336	131	234	64	270	222	174	45	94	138	147	198	102	10	49	36	222	60	237	126	49	6	22	51	6	11	15	10	31	32	18	12	11					
		15.10%	26.60%	24.38%	21.21%	14.71%	18.22%	19.19%	14.27%	17.15%	13.36%	6.14%	9.50%	14.85%	16.15%	2.58%	21.23%	16.32%	30.28%	15.50%	16.20%	20.90%	14.94%	9.18%	15.96%	18.23%	7.90%	20.80%	4.42%	23.08%	26.12%	14.90%	3.10%	23.33%	16.07%	21.00%	19.24%	8.80%	2.25%	15.51%	16.90%	13.73%	10.87%	20.66%	34.05%	26.06%	2.50%	7.75%	7.26%	2.64%	5.67%	8.02%	2.23%	16.58%	20.00%	23.08%	20.00%	13.92%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	942	19	19	5	25	24	25	16	17	1	3	3	39	36	2	41	51	66	31	22	46	13	6	25	45	44	28	9	32	24	24	2	18	21	17	28	12	0	4	7	21	3	38	7	5	1	0	3	2	0	0	0	0	7	1	2	2					
		2.07%	2.48%	2.48%	3.03%	2.87%	2.15%	2.96%	2.09%	2.16%	0.22%	0.77%	0.89%	2.59%	2.37%	0.10%	2.84%	3.82%	6.94%	2.24%	1.81%	4.16%	1.35%	0.61%	1.75%	2.44%	2.65%	2.49%	0.62%	2.74%	2.82%	2.05%	0.14%	4.47%	2.44%	2.43%	2.72%	1.04%	0.00%	1.27%	3.29%	1.30%	0.54%	3.31%	1.89%	2.66%	0.42%	0.00%	0.43%	0.88%	0.00%	0.00%	0.00%	0.00%	4.38%	1.28%	3.33%	2.53%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	28280	328	351	56	466	618	395	431	463	267	320	257	972	971	1520	784	849	316	915	732	600	619	676	924	1080	1194	559	1048	611	364	780	1261	166	491	322	501	829	390	200	117	1136	410	558	176	94	196	207	564	184	165	140	413	123	79	28	21	43					
		62.04%	42.76%	45.76%	33.94%	53.56%	55.48%	46.80%	56.41%	58.83%	59.47%	81.84%	76.26%	64.46%	64.01%	78.55%	54.22%	63.55%	33.23%	66.26%	60.20%	54.30%	64.21%	68.98%	64.66%	58.60%	71.97%	49.69%	72.38%	52.22%	42.82%	66.78%	86.97%	41.19%	57.16%	46.00%	48.69%	71.53%	87.64%	63.29%	54.93%	70.25%	74.28%	48.65%	47.57%	50.00%	81.67%	72.89%	80.34%	81.06%	85.05%	74.87%	92.19%	65.78%	49.38%	35.90%	35.00%	54.43%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	153	4	5	2	5	2	1	2	2	5	2	0	5	1	1	2	5	4	1	4	7	5	0	7	5	3	8	6	3	5	6	1	3	3	4	9	4	0	1	1	4	1	5	1	0	0	0	4	0	0	0	0	0	2	1	1	0					
		0.34%	0.52%	0.65%	1.21%	0.57%	0.18%	0.12%	0.26%	0.25%	1.11%	0.51%	0.00%	0.33%	0.07%	0.05%	0.14%	0.37%	0.42%	0.07%	0.33%	0.63%	0.52%	0.00%	0.49%	0.27%	0.18%	0.71%	0.41%	0.26%	0.59%	0.51%	0.07%	0.74%	0.35%	0.57%	0.87%	0.35%	0.00%	0.32%	0.47%	0.25%	0.18%	0.44%	0.27%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	1.25%	1.28%	1.67%	0.00%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
