Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																														
Дата голосования: 18.09.2016																																																														
																																																														
Наименование Избирательной комиссии:    Павлово-Посадская																																																														
																																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																																														
																																																														
		Сумма	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2264	УИК №2265	УИК №2266	УИК №2267	УИК №2268	УИК №2269	УИК №2270	УИК №2271	УИК №2272	УИК №2273	УИК №2274	УИК №2275	УИК №2276	УИК №2277	УИК №2278	УИК №2279	УИК №2280	УИК №2281	УИК №2282	УИК №2283	УИК №2284	УИК №2285	УИК №2286	УИК №2287	УИК №2288	УИК №2289	УИК №2290	УИК №2291	УИК №2292									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	806	0	15	20	20	20	10	23	24	22	19	30	19	18	15	10	10	30	15	16	24	30	15	25	30	19	20	20	18	20	10	13	10	23	30	5	14	6	7	10	10	10	10	17	15	2	15	5	5	10	7	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	774	0	15	20	20	17	10	23	24	22	14	26	19	18	15	10	10	24	12	16	23	28	14	25	30	19	20	18	18	16	10	13	10	23	30	5	13	6	7	10	10	10	10	17	15	2	15	5	5	10	7	15									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	591	5	40	7	9	44	21	12	19	43	15	10	7	6	15	11	9	8	8	6	12	13	8	8	2	5	6	8	11	6	13	14	27	15	6	7	5	7	9	6	6	13	9	11	6	7	16	12	10	4	7	7									
14	Число погашенных неиспользованных открепительных удостоверений	32	0	0	0	0	3	0	0	0	0	5	4	0	0	0	0	0	6	3	0	1	2	1	0	0	0	0	2	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	628	0	8	13	22	25	12	37	18	23	31	19	26	17	20	16	9	16	24	22	23	19	21	19	14	14	16	4	11	12	15	12	17	12	15	4	2	1	1	2	2	2	4	5	5	1	7	0	6	1	1	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	789	4	22	28	32	38	6	40	26	23	25	23	19	20	22	30	15	23	13	24	20	26	11	23	26	18	16	18	13	10	15	11	9	17	18	2	6	1	3	4	3	3	2	15	17	9	15	5	9	3	5	3									
		3.42%	1.59%	6.08%	3.94%	4.69%	7.29%	1.98%	4.83%	3.71%	3.86%	4.74%	3.73%	3.42%	3.46%	4.41%	5.93%	4.10%	4.09%	2.30%	3.99%	3.65%	4.01%	1.71%	3.24%	4.15%	4.30%	2.50%	3.87%	3.04%	1.70%	3.07%	3.54%	2.08%	2.74%	2.39%	2.20%	2.03%	0.70%	2.29%	1.56%	1.05%	1.23%	1.75%	2.52%	4.59%	4.33%	2.29%	3.05%	2.85%	1.59%	3.13%	1.33%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	633	8	11	24	28	15	7	16	19	13	15	15	10	10	13	12	9	18	12	25	14	18	23	14	11	12	17	8	8	17	8	7	11	14	30	3	5	3	3	12	9	9	7	21	8	9	21	6	12	6	1	6									
		2.74%	3.19%	3.04%	3.38%	4.11%	2.88%	2.31%	1.93%	2.71%	2.18%	2.85%	2.44%	1.80%	1.73%	2.61%	2.37%	2.46%	3.20%	2.12%	4.15%	2.55%	2.77%	3.57%	1.97%	1.75%	2.86%	2.66%	1.72%	1.87%	2.89%	1.64%	2.25%	2.54%	2.26%	3.99%	3.30%	1.69%	2.11%	2.29%	4.67%	3.16%	3.69%	6.14%	3.52%	2.16%	4.33%	3.21%	3.66%	3.80%	3.17%	0.63%	2.65%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	647	9	8	26	22	14	8	34	24	17	17	12	12	22	17	10	10	17	19	18	16	17	14	17	15	8	14	12	11	23	16	8	9	21	18	3	5	4	4	6	6	7	1	15	11	11	14	2	7	4	6	6									
		2.80%	3.59%	2.21%	3.66%	3.23%	2.69%	2.64%	4.11%	3.42%	2.85%	3.23%	1.95%	2.16%	3.81%	3.41%	1.98%	2.73%	3.02%	3.36%	2.99%	2.92%	2.62%	2.17%	2.39%	2.39%	1.91%	2.19%	2.58%	2.57%	3.91%	3.28%	2.57%	2.08%	3.39%	2.39%	3.30%	1.69%	2.82%	3.05%	2.33%	2.11%	2.87%	0.88%	2.52%	2.97%	5.29%	2.14%	1.22%	2.22%	2.12%	3.75%	2.65%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9770	117	156	312	246	224	126	332	271	247	212	254	212	218	215	218	143	198	191	212	210	263	272	305	240	198	272	193	184	259	192	121	207	262	320	40	132	98	69	125	119	116	59	287	172	94	290	85	170	92	84	136									
		42.30%	46.61%	43.09%	43.88%	36.07%	42.99%	41.58%	40.10%	38.66%	41.44%	40.23%	41.23%	38.20%	37.72%	43.09%	43.08%	39.07%	35.23%	33.81%	35.22%	38.32%	40.52%	42.17%	42.96%	38.28%	47.26%	42.57%	41.51%	42.99%	44.05%	39.34%	38.91%	47.81%	42.26%	42.55%	43.96%	44.75%	69.01%	52.67%	48.64%	41.75%	47.54%	51.75%	48.15%	46.49%	45.19%	44.34%	51.83%	53.80%	48.68%	52.50%	60.18%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	302	3	8	8	7	9	4	15	15	7	9	10	7	3	10	6	7	7	4	11	11	6	4	11	11	4	7	4	1	12	2	2	7	12	9	3	1	1	2	4	4	3	0	8	4	2	7	3	0	5	1	1									
		1.31%	1.20%	2.21%	1.13%	1.03%	1.73%	1.32%	1.81%	2.14%	1.17%	1.71%	1.62%	1.26%	0.52%	2.00%	1.19%	1.91%	1.25%	0.71%	1.83%	2.01%	0.92%	0.62%	1.55%	1.75%	0.95%	1.10%	0.86%	0.23%	2.04%	0.41%	0.64%	1.62%	1.94%	1.20%	3.30%	0.34%	0.70%	1.53%	1.56%	1.40%	1.23%	0.00%	1.34%	1.08%	0.96%	1.07%	1.83%	0.00%	2.65%	0.63%	0.44%									
24	"6. Политическая партия ""Гражданская Платформа"""	146	0	0	2	2	1	0	1	2	2	3	2	0	3	88	0	1	3	4	0	3	1	2	1	1	2	0	1	2	3	1	1	1	2	1	0	0	0	1	1	2	2	0	1	1	1	1	0	0	0	0	0									
		0.63%	0.00%	0.00%	0.28%	0.29%	0.19%	0.00%	0.12%	0.29%	0.34%	0.57%	0.32%	0.00%	0.52%	17.64%	0.00%	0.27%	0.53%	0.71%	0.00%	0.55%	0.15%	0.31%	0.14%	0.16%	0.48%	0.00%	0.22%	0.47%	0.51%	0.20%	0.32%	0.23%	0.32%	0.13%	0.00%	0.00%	0.00%	0.76%	0.39%	0.70%	0.82%	0.00%	0.17%	0.27%	0.48%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3902	52	60	114	117	71	58	127	120	103	69	97	97	106	3	89	61	117	110	124	110	131	106	129	108	58	120	92	82	85	92	70	69	116	125	21	57	13	28	28	45	40	17	92	52	35	124	31	40	34	24	33									
		16.90%	20.72%	16.57%	16.03%	17.16%	13.63%	19.14%	15.34%	17.12%	17.28%	13.09%	15.75%	17.48%	18.34%	0.60%	17.59%	16.67%	20.82%	19.47%	20.60%	20.07%	20.18%	16.43%	18.17%	17.22%	13.84%	18.78%	19.78%	19.16%	14.46%	18.85%	22.51%	15.94%	18.71%	16.62%	23.08%	19.32%	9.15%	21.37%	10.89%	15.79%	16.39%	14.91%	15.44%	14.05%	16.83%	18.96%	18.90%	12.66%	17.99%	15.00%	14.60%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	224	0	1	7	7	10	1	11	7	14	7	4	6	6	8	7	7	2	4	3	10	7	4	4	11	5	8	2	3	6	7	4	6	3	5	1	0	2	1	2	1	0	1	1	3	2	5	2	2	3	1	0									
		0.97%	0.00%	0.28%	0.98%	1.03%	1.92%	0.33%	1.33%	0.99%	2.35%	1.33%	0.65%	1.08%	1.04%	1.60%	1.38%	1.91%	0.36%	0.71%	0.50%	1.82%	1.08%	0.62%	0.56%	1.75%	1.19%	1.25%	0.43%	0.70%	1.02%	1.43%	1.29%	1.39%	0.48%	0.66%	1.10%	0.00%	1.41%	0.76%	0.78%	0.35%	0.00%	0.88%	0.17%	0.81%	0.96%	0.76%	1.22%	0.63%	1.59%	0.63%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	369	4	6	10	14	6	8	15	15	20	4	9	7	14	2	7	8	10	11	6	11	13	15	7	4	10	6	6	2	7	15	0	9	12	9	2	2	0	2	2	6	3	4	10	5	2	13	1	7	3	1	4									
		1.60%	1.59%	1.66%	1.41%	2.05%	1.15%	2.64%	1.81%	2.14%	3.36%	0.76%	1.46%	1.26%	2.42%	0.40%	1.38%	2.19%	1.78%	1.95%	0.99%	2.01%	2.00%	2.33%	0.99%	0.64%	2.39%	0.94%	1.29%	0.47%	1.19%	3.07%	0.00%	2.08%	1.94%	1.20%	2.20%	0.68%	0.00%	1.53%	0.78%	2.11%	1.23%	3.51%	1.68%	1.35%	0.96%	1.99%	0.61%	2.22%	1.59%	0.63%	1.77%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	50	1	1	0	0	0	0	2	2	0	0	2	1	1	12	0	0	0	1	0	1	3	2	0	1	2	3	0	0	0	0	1	0	2	1	1	1	0	0	1	0	4	0	2	0	1	0	0	1	0	0	0									
		0.22%	0.40%	0.28%	0.00%	0.00%	0.00%	0.00%	0.24%	0.29%	0.00%	0.00%	0.32%	0.18%	0.17%	2.40%	0.00%	0.00%	0.00%	0.18%	0.00%	0.18%	0.46%	0.31%	0.00%	0.16%	0.48%	0.47%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.32%	0.13%	1.10%	0.34%	0.00%	0.00%	0.39%	0.00%	1.64%	0.00%	0.34%	0.00%	0.48%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	628	6	11	12	23	19	9	32	22	12	21	17	16	17	67	14	18	14	8	16	7	19	19	15	17	5	14	12	13	15	15	15	11	7	14	0	3	3	0	4	4	9	3	15	8	6	8	0	5	4	2	2									
		2.72%	2.39%	3.04%	1.69%	3.37%	3.65%	2.97%	3.86%	3.14%	2.01%	3.98%	2.76%	2.88%	2.94%	13.43%	2.77%	4.92%	2.49%	1.42%	2.66%	1.28%	2.93%	2.95%	2.11%	2.71%	1.19%	2.19%	2.58%	3.04%	2.55%	3.07%	4.82%	2.54%	1.13%	1.86%	0.00%	1.02%	2.11%	0.00%	1.56%	1.40%	3.69%	2.63%	2.52%	2.16%	2.88%	1.22%	0.00%	1.58%	2.12%	1.25%	0.88%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3290	22	51	108	111	70	54	127	109	82	87	96	101	85	4	68	52	87	90	83	68	75	108	102	98	51	88	70	78	89	72	45	56	112	136	9	42	9	9	38	58	25	15	74	48	18	88	16	40	24	17	25									
		14.25%	8.76%	14.09%	15.19%	16.28%	13.44%	17.82%	15.34%	15.55%	13.76%	16.51%	15.58%	18.20%	14.71%	0.80%	13.44%	14.21%	15.48%	15.93%	13.79%	12.41%	11.56%	16.74%	14.37%	15.63%	12.17%	13.77%	15.05%	18.22%	15.14%	14.75%	14.47%	12.93%	18.06%	18.09%	9.89%	14.24%	6.34%	6.87%	14.79%	20.35%	10.25%	13.16%	12.42%	12.97%	8.65%	13.46%	9.76%	12.66%	12.70%	10.63%	11.06%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	131	0	1	2	2	1	2	3	4	6	6	1	1	13	18	1	2	4	2	5	3	7	1	2	1	3	3	1	3	1	0	0	2	4	3	0	3	0	0	2	1	1	0	3	3	2	4	0	0	1	2	1									
		0.57%	0.00%	0.28%	0.28%	0.29%	0.19%	0.66%	0.36%	0.57%	1.01%	1.14%	0.16%	0.18%	2.25%	3.61%	0.20%	0.55%	0.71%	0.35%	0.83%	0.55%	1.08%	0.16%	0.28%	0.16%	0.72%	0.47%	0.22%	0.70%	0.17%	0.00%	0.00%	0.46%	0.65%	0.40%	0.00%	1.02%	0.00%	0.00%	0.78%	0.35%	0.41%	0.00%	0.50%	0.81%	0.96%	0.61%	0.00%	0.00%	0.53%	1.25%	0.44%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1180	9	20	37	35	20	14	39	40	29	33	42	34	40	0	21	19	29	37	42	36	44	40	54	56	27	34	24	22	32	25	12	16	18	29	4	22	5	3	7	11	6	3	28	18	9	22	6	9	3	11	4									
		5.11%	3.59%	5.52%	5.20%	5.13%	3.84%	4.62%	4.71%	5.71%	4.87%	6.26%	6.82%	6.13%	6.92%	0.00%	4.15%	5.19%	5.16%	6.55%	6.98%	6.57%	6.78%	6.20%	7.61%	8.93%	6.44%	5.32%	5.16%	5.14%	5.44%	5.12%	3.86%	3.70%	2.90%	3.86%	4.40%	7.46%	3.52%	2.29%	2.72%	3.86%	2.46%	2.63%	4.70%	4.86%	4.33%	3.36%	3.66%	2.85%	1.59%	6.88%	1.77%									
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
