Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																								
Дата голосования: 18.09.2016																								
																								
Наименование Избирательной комиссии:    Кировградская городская																								
																								
Сводная таблица итогов голосования по федеральному избирательному округу																								
																								
		Сумма	УИК №1974	УИК №1975	УИК №1976	УИК №1977	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	120	22	9	9	2	11	11	11	7	4	22	5	3	4									
		1.21%	1.77%	0.83%	1.04%	0.26%	1.11%	1.34%	1.61%	1.00%	0.76%	3.03%	0.87%	0.72%	0.80%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	321	29	31	24	12	41	20	17	28	17	29	31	24	18									
		3.24%	2.33%	2.85%	2.77%	1.55%	4.15%	2.44%	2.48%	4.01%	3.23%	4.00%	5.41%	5.78%	3.61%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	324	39	31	22	21	31	19	27	19	13	25	35	25	17									
		3.27%	3.14%	2.85%	2.54%	2.71%	3.14%	2.32%	3.94%	2.72%	2.47%	3.45%	6.11%	6.02%	3.41%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4200	553	479	346	368	412	334	288	331	232	291	189	140	237									
		42.42%	44.45%	44.03%	39.91%	47.42%	41.74%	40.83%	42.04%	47.35%	44.11%	40.14%	32.98%	33.73%	47.49%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	82	13	12	7	4	12	6	0	5	6	11	2	0	4									
		0.83%	1.05%	1.10%	0.81%	0.52%	1.22%	0.73%	0.00%	0.72%	1.14%	1.52%	0.35%	0.00%	0.80%									
24	"6. Политическая партия ""Гражданская Платформа"""	23	4	4	0	2	0	2	3	1	1	1	3	1	1									
		0.23%	0.32%	0.37%	0.00%	0.26%	0.00%	0.24%	0.44%	0.14%	0.19%	0.14%	0.52%	0.24%	0.20%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1768	199	203	161	148	165	128	103	100	129	127	112	84	109									
		17.85%	15.99%	18.66%	18.57%	19.07%	16.72%	15.65%	15.04%	14.31%	24.52%	17.52%	19.55%	20.24%	21.84%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	38	4	5	5	1	2	7	4	3	3	1	1	1	1									
		0.38%	0.32%	0.46%	0.58%	0.13%	0.20%	0.86%	0.58%	0.43%	0.57%	0.14%	0.17%	0.24%	0.20%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	116	23	11	6	6	12	7	13	13	5	9	6	1	4									
		1.17%	1.85%	1.01%	0.69%	0.77%	1.22%	0.86%	1.90%	1.86%	0.95%	1.24%	1.05%	0.24%	0.80%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	0	3	3	2	3	1	0	1	1	5	1	0	0									
		0.20%	0.00%	0.28%	0.35%	0.26%	0.30%	0.12%	0.00%	0.14%	0.19%	0.69%	0.17%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	113	20	14	6	13	13	11	15	1	4	8	3	1	4									
		1.14%	1.61%	1.29%	0.69%	1.68%	1.32%	1.34%	2.19%	0.14%	0.76%	1.10%	0.52%	0.24%	0.80%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1098	140	108	85	62	108	82	71	71	52	70	106	85	58									
		11.09%	11.25%	9.93%	9.80%	7.99%	10.94%	10.02%	10.36%	10.16%	9.89%	9.66%	18.50%	20.48%	11.62%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	136	11	14	10	7	23	10	7	13	13	6	9	6	7									
		1.37%	0.88%	1.29%	1.15%	0.90%	2.33%	1.22%	1.02%	1.86%	2.47%	0.83%	1.57%	1.45%	1.40%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1246	152	129	149	106	117	160	106	85	27	105	48	36	26									
		12.58%	12.22%	11.86%	17.19%	13.66%	11.85%	19.56%	15.47%	12.16%	5.13%	14.48%	8.38%	8.67%	5.21%									
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
