Выборы Президента Российской Федерации																																																					
																																																					
Наименование Избирательной комиссии:    Воткинская городская																																																					
																																																					
Итоги голосования 																																																					
																																																					
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646					
21	. Путин Владимир Владимирович	31638	626	685	582	689	205	780	752	976	892	665	897	705	715	949	476	824	528	1030	664	775	748	844	767	754	793	1039	769	864	865	858	687	696	896	927	583	784	836	540	485	526	469	499	533	120	194	147					
		70.19%	68.12%	63.48%	68.63%	65.25%	84.71%	66.05%	65.33%	69.07%	73.17%	67.51%	74.38%	67.72%	73.86%	70.45%	72.12%	70.43%	72.83%	69.69%	67.27%	71.43%	73.62%	73.58%	72.29%	68.98%	69.87%	73.95%	71.14%	70.53%	71.72%	71.98%	68.36%	70.30%	72.08%	69.86%	68.43%	67.30%	69.67%	68.44%	71.64%	70.99%	72.27%	67.62%	73.93%	72.73%	64.45%	76.56%					
22	. Хакамада Ирина Муцуовна	1997	35	66	32	49	5	60	55	84	71	36	44	57	47	54	15	62	26	82	41	56	42	43	33	42	45	70	43	51	50	57	50	40	57	68	46	46	54	32	29	23	14	23	37	5	16	4					
		4.43%	3.81%	6.12%	3.77%	4.64%	2.07%	5.08%	4.78%	5.94%	5.82%	3.65%	3.65%	5.48%	4.86%	4.01%	2.27%	5.30%	3.59%	5.55%	4.15%	5.16%	4.13%	3.75%	3.11%	3.84%	3.96%	4.98%	3.98%	4.16%	4.15%	4.78%	4.98%	4.04%	4.59%	5.12%	5.40%	3.95%	4.50%	4.06%	4.28%	3.10%	2.16%	3.12%	5.13%	3.03%	5.32%	2.08%					
23	. Харитонов Николай Михайлович	5094	142	183	130	183	6	144	163	145	103	127	108	103	71	143	101	129	75	144	123	102	92	117	104	128	121	122	132	110	125	121	111	128	147	108	101	142	143	105	82	99	64	111	75	21	44	16					
		11.30%	15.45%	16.96%	15.33%	17.33%	2.48%	12.19%	14.16%	10.26%	8.45%	12.89%	8.96%	9.89%	7.33%	10.62%	15.30%	11.03%	10.34%	9.74%	12.46%	9.40%	9.06%	10.20%	9.80%	11.71%	10.66%	8.68%	12.21%	8.98%	10.36%	10.15%	11.04%	12.93%	11.83%	8.14%	11.85%	12.19%	11.92%	13.31%	12.11%	13.36%	9.86%	15.04%	10.40%	12.73%	14.62%	8.33%					
																																																					
24	Против всех	1440	16	32	19	24	5	34	43	51	41	36	31	47	36	47	14	37	20	63	34	44	31	33	37	40	41	50	42	64	51	28	37	28	28	45	33	33	34	21	15	10	25	15	10	3	4	8					
		3.19%	1.74%	2.97%	2.24%	2.27%	2.07%	2.88%	3.74%	3.61%	3.36%	3.65%	2.57%	4.51%	3.72%	3.49%	2.12%	3.16%	2.76%	4.26%	3.44%	4.06%	3.05%	2.88%	3.49%	3.66%	3.61%	3.56%	3.89%	5.22%	4.23%	2.35%	3.68%	2.83%	2.25%	3.39%	3.87%	2.83%	2.83%	2.66%	2.22%	1.35%	3.85%	2.03%	1.39%	1.82%	1.33%	4.17%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
