Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Шарканская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129	УИК №3130	УИК №3131	УИК №3132	УИК №3133									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	1	0	0	0	0	0	5	5	2	0	0	0	0	1	0	1	1	0	0	3	3	3	0	0	0	0	0	0	2	1	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	63	0	0	3	1	1	0	3	4	2	0	3	0	1	1	1	3	3	1	5	6	4	9	1	1	2	2	0	1	3	1	1	0	0									
		0.67%	0.00%	0.00%	1.40%	0.56%	0.27%	0.00%	0.96%	1.10%	0.63%	0.00%	0.73%	0.00%	0.27%	0.66%	0.62%	0.77%	1.05%	0.43%	0.99%	1.24%	0.76%	0.84%	0.50%	0.37%	2.13%	0.66%	0.00%	0.50%	0.74%	0.92%	1.39%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	178	6	0	5	5	4	5	6	8	4	2	5	2	12	1	3	3	3	2	12	5	16	18	9	5	4	7	0	9	6	1	1	1	8									
		1.90%	1.26%	0.00%	2.34%	2.78%	1.08%	5.10%	1.92%	2.19%	1.26%	1.45%	1.22%	1.80%	3.24%	0.66%	1.86%	0.77%	1.05%	0.85%	2.37%	1.03%	3.04%	1.67%	4.50%	1.85%	4.26%	2.32%	0.00%	4.52%	1.49%	0.92%	1.39%	1.37%	6.30%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	104	5	2	1	1	5	2	1	2	2	2	8	0	5	1	4	2	2	0	6	12	7	13	2	1	1	3	0	3	4	1	2	0	4									
		1.11%	1.05%	1.08%	0.47%	0.56%	1.34%	2.04%	0.32%	0.55%	0.63%	1.45%	1.95%	0.00%	1.35%	0.66%	2.48%	0.51%	0.70%	0.00%	1.19%	2.47%	1.33%	1.21%	1.00%	0.37%	1.06%	0.99%	0.00%	1.51%	0.99%	0.92%	2.78%	0.00%	3.15%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6307	343	150	153	114	224	63	190	279	225	88	289	61	253	109	118	308	217	193	349	268	315	624	112	187	55	221	117	131	299	85	46	49	72									
		67.29%	72.21%	80.65%	71.50%	63.33%	60.22%	64.29%	60.70%	76.44%	70.75%	63.77%	70.49%	54.95%	68.38%	72.19%	73.29%	78.57%	75.61%	82.13%	68.97%	55.26%	59.77%	57.94%	56.00%	69.26%	58.51%	73.18%	76.97%	65.83%	74.01%	77.98%	63.89%	67.12%	56.69%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	38	2	1	2	1	4	2	1	1	2	0	0	1	2	1	1	1	0	0	3	1	3	5	0	1	0	0	0	0	3	0	0	0	0									
		0.41%	0.42%	0.54%	0.93%	0.56%	1.08%	2.04%	0.32%	0.27%	0.63%	0.00%	0.00%	0.90%	0.54%	0.66%	0.62%	0.26%	0.00%	0.00%	0.59%	0.21%	0.57%	0.46%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	0	0	2	2	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	4	0	1	0	1	0	1	0	0	0	0	0									
		0.18%	0.00%	0.00%	0.93%	1.11%	0.00%	0.00%	0.32%	0.00%	0.31%	0.00%	0.24%	0.00%	0.27%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.21%	0.00%	0.37%	0.00%	0.37%	0.00%	0.33%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	859	47	15	19	17	42	1	29	24	32	20	43	12	35	10	10	30	20	17	44	52	55	114	20	23	4	24	11	13	35	7	10	10	14									
		9.16%	9.89%	8.06%	8.88%	9.44%	11.29%	1.02%	9.27%	6.58%	10.06%	14.49%	10.49%	10.81%	9.46%	6.62%	6.21%	7.65%	6.97%	7.23%	8.70%	10.72%	10.44%	10.58%	10.00%	8.52%	4.26%	7.95%	7.24%	6.53%	8.66%	6.42%	13.89%	13.70%	11.02%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	24	0	0	0	1	1	0	1	2	2	0	2	0	0	0	0	1	2	0	1	1	1	3	0	1	1	3	0	0	1	0	0	0	0									
		0.26%	0.00%	0.00%	0.00%	0.56%	0.27%	0.00%	0.32%	0.55%	0.63%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.26%	0.70%	0.00%	0.20%	0.21%	0.19%	0.28%	0.00%	0.37%	1.06%	0.99%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	302	17	2	1	6	6	3	20	2	6	4	10	6	5	5	5	8	12	6	20	32	21	48	16	7	7	9	6	1	3	0	1	5	2									
		3.22%	3.58%	1.08%	0.47%	3.33%	1.61%	3.06%	6.39%	0.55%	1.89%	2.90%	2.44%	5.41%	1.35%	3.31%	3.11%	2.04%	4.18%	2.55%	3.95%	6.60%	3.98%	4.46%	8.00%	2.59%	7.45%	2.98%	3.95%	0.50%	0.74%	0.00%	1.39%	6.85%	1.57%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	1	0	0	2	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	4	1	0	0	2	0	0	0	0	0	0	0									
		0.16%	0.00%	0.54%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.35%	0.00%	0.00%	0.21%	0.19%	0.37%	0.50%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	28	2	0	0	2	1	0	1	0	1	2	0	0	1	0	0	3	0	1	2	4	2	3	1	0	0	0	0	0	2	0	0	0	0									
		0.30%	0.42%	0.00%	0.00%	1.11%	0.27%	0.00%	0.32%	0.00%	0.31%	1.45%	0.00%	0.00%	0.27%	0.00%	0.00%	0.77%	0.00%	0.43%	0.40%	0.82%	0.38%	0.28%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	828	22	10	17	19	45	14	32	29	21	10	25	19	33	15	10	15	18	4	36	52	66	155	24	16	15	17	12	29	19	6	6	5	12									
		8.83%	4.63%	5.38%	7.94%	10.56%	12.10%	14.29%	10.22%	7.95%	6.60%	7.25%	6.10%	17.12%	8.92%	9.93%	6.21%	3.83%	6.27%	1.70%	7.11%	10.72%	12.52%	14.39%	12.00%	5.93%	15.96%	5.63%	7.89%	14.57%	4.70%	5.50%	8.33%	6.85%	9.45%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	6	1	2	0	1	1	1	2	0	0	1	1	1	1	0	1	1	0	1	0	1	3	1	9	0	0	1	1	1	1	0	1	1									
		0.44%	1.26%	0.54%	0.93%	0.00%	0.27%	1.02%	0.32%	0.55%	0.00%	0.00%	0.24%	0.90%	0.27%	0.66%	0.00%	0.26%	0.35%	0.00%	0.20%	0.00%	0.19%	0.28%	0.50%	3.33%	0.00%	0.00%	0.66%	0.50%	0.25%	0.92%	0.00%	1.37%	0.79%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	304	10	2	4	3	25	2	19	7	12	4	15	4	11	3	0	11	5	4	22	28	19	38	5	10	3	2	5	8	11	1	2	1	8									
		3.24%	2.11%	1.08%	1.87%	1.67%	6.72%	2.04%	6.07%	1.92%	3.77%	2.90%	3.66%	3.60%	2.97%	1.99%	0.00%	2.81%	1.74%	1.70%	4.35%	5.77%	3.61%	3.53%	2.50%	3.70%	3.19%	0.66%	3.29%	4.02%	2.72%	0.92%	2.78%	1.37%	6.30%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
