Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																												
Дата голосования: 07.12.2003 0:00:00																																																												
																																																												
Наименование Избирательной комиссии:    Рославльская																																																												
																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																												
																																																												
		Сумма	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	302	8	7	11	20	3	4	12	18	9	6	9	7	3	21	10	7	7	9	2	7	11	12	9	10	13	6	5	2	1	3	3	0	0	4	3	2	12	0	1	0	0	3	4	1	1	3	5	1	3	1	0	1	2					
		0.96%	0.93%	1.39%	1.35%	1.82%	0.86%	0.57%	1.77%	1.53%	1.55%	1.25%	1.11%	0.98%	0.65%	1.95%	1.05%	1.49%	0.76%	1.03%	0.33%	0.79%	0.95%	0.94%	0.73%	0.69%	1.28%	2.59%	0.97%	0.69%	0.59%	0.84%	0.94%	0.0%	0.0%	0.54%	0.85%	1.50%	1.26%	0.0%	0.29%	0.0%	0.0%	0.89%	1.12%	0.32%	0.33%	0.36%	0.68%	0.22%	0.84%	0.33%	0.0%	0.35%	0.57%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1914	81	23	69	39	8	46	32	61	37	22	40	28	25	58	51	44	66	31	30	75	43	79	65	67	70	15	46	17	18	28	20	3	27	47	25	2	58	0	18	16	14	29	27	10	32	48	87	23	28	26	17	14	29					
		6.12%	9.47%	4.57%	8.51%	3.55%	2.31%	6.56%	4.73%	5.21%	6.41%	4.59%	4.95%	3.92%	5.44%	5.41%	5.37%	9.42%	7.19%	3.57%	5.07%	8.56%	3.74%	6.23%	5.28%	4.68%	6.93%	6.49%	8.96%	5.94%	10.71%	7.86%	6.28%	1.73%	10.50%	6.40%	7.10%	1.50%	6.09%	0.0%	5.29%	7.11%	10.52%	8.60%	7.60%	3.28%	10.56%	5.78%	11.83%	5.11%	7.88%	8.60%	5.88%	4.96%	8.33%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	707	16	8	23	52	11	16	14	32	13	12	25	9	20	36	33	3	12	10	9	32	34	32	49	48	39	5	2	0	2	6	0	2	0	16	2	2	22	0	1	0	1	0	4	2	2	18	13	5	4	2	0	3	5					
		2.26%	1.87%	1.59%	2.83%	4.73%	3.18%	2.28%	2.07%	2.73%	2.25%	2.50%	3.09%	1.26%	4.35%	3.35%	3.47%	0.64%	1.30%	1.15%	1.52%	3.65%	2.96%	2.52%	3.98%	3.35%	3.86%	2.16%	0.38%	0.0%	1.19%	1.68%	0.0%	1.15%	0.0%	2.17%	0.56%	1.50%	2.31%	0.0%	0.29%	0.0%	0.75%	0.0%	1.12%	0.65%	0.66%	2.16%	1.76%	1.11%	1.12%	0.66%	0.0%	1.06%	1.43%					
22	"5. ""За Русь Святую"""	96	4	5	3	3	0	3	1	3	2	3	2	3	0	2	4	2	0	2	3	2	1	2	3	2	5	0	1	0	1	0	2	1	0	2	3	0	3	4	0	1	0	5	4	0	0	2	0	0	2	0	3	0	2					
		0.30%	0.46%	0.99%	0.37%	0.27%	0.0%	0.42%	0.14%	0.25%	0.34%	0.62%	0.24%	0.42%	0.0%	0.18%	0.42%	0.42%	0.0%	0.23%	0.50%	0.22%	0.08%	0.15%	0.24%	0.13%	0.49%	0.0%	0.19%	0.0%	0.59%	0.0%	0.62%	0.57%	0.0%	0.27%	0.85%	0.0%	0.31%	2.29%	0.0%	0.44%	0.0%	1.48%	1.12%	0.0%	0.0%	0.24%	0.0%	0.0%	0.56%	0.0%	1.03%	0.0%	0.57%					
23	"6. ""Объединенная Российская партия ""Русь"""	55	0	0	0	4	0	0	1	3	2	2	1	1	0	1	2	0	1	0	0	0	1	4	1	1	1	1	0	0	0	0	0	0	0	4	0	0	3	0	1	0	2	0	5	1	0	3	0	2	3	3	0	0	1					
		0.17%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.14%	0.25%	0.34%	0.41%	0.12%	0.14%	0.0%	0.09%	0.21%	0.0%	0.10%	0.0%	0.0%	0.0%	0.08%	0.31%	0.08%	0.06%	0.09%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.31%	0.0%	0.29%	0.0%	1.50%	0.0%	1.40%	0.32%	0.0%	0.36%	0.0%	0.44%	0.84%	0.99%	0.0%	0.0%	0.28%					
24	"7. ""Новый курс - Автомобильная Россия"""	185	0	2	8	6	3	1	5	3	6	0	7	2	7	4	5	0	10	7	5	5	13	10	8	12	12	2	3	0	1	1	0	0	1	3	2	0	3	0	1	0	1	3	1	1	1	9	1	3	1	2	0	0	4					
		0.59%	0.0%	0.39%	0.98%	0.54%	0.86%	0.14%	0.73%	0.25%	1.03%	0.0%	0.86%	0.28%	1.52%	0.37%	0.52%	0.0%	1.09%	0.80%	0.84%	0.57%	1.13%	0.78%	0.64%	0.83%	1.18%	0.86%	0.58%	0.0%	0.59%	0.28%	0.0%	0.0%	0.38%	0.40%	0.56%	0.0%	0.31%	0.0%	0.29%	0.0%	0.75%	0.89%	0.28%	0.32%	0.33%	1.08%	0.13%	0.66%	0.28%	0.66%	0.0%	0.0%	1.14%					
25	"8. ""Народно-республиканская партия России"""	38	2	0	0	3	1	1	0	0	0	0	1	0	0	0	0	1	2	1	1	2	0	2	0	1	0	0	1	1	2	2	0	0	0	1	0	0	2	0	0	0	1	0	0	0	1	1	3	0	0	1	1	0	3					
		0.12%	0.23%	0.0%	0.0%	0.27%	0.28%	0.14%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.21%	0.21%	0.11%	0.16%	0.22%	0.0%	0.15%	0.0%	0.06%	0.0%	0.0%	0.19%	0.34%	1.19%	0.56%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.75%	0.0%	0.0%	0.0%	0.33%	0.12%	0.40%	0.0%	0.0%	0.33%	0.34%	0.0%	0.86%					
26	"9. ""Российская экологическая партия ""Зеленые"""	41	0	0	1	4	2	3	3	0	1	0	2	0	0	2	2	1	2	4	1	1	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	1					
		0.13%	0.0%	0.0%	0.12%	0.36%	0.57%	0.42%	0.44%	0.0%	0.17%	0.0%	0.24%	0.0%	0.0%	0.18%	0.21%	0.21%	0.21%	0.46%	0.16%	0.11%	0.0%	0.15%	0.16%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.12%	0.0%	0.22%	0.28%	0.0%	0.0%	0.35%	0.28%					
27	"10. ""Аграрная партия России"""	799	13	4	14	19	8	10	16	21	16	7	13	21	13	15	22	8	20	26	12	10	20	36	14	36	31	11	20	16	8	21	4	21	11	20	15	5	27	9	6	16	3	22	27	4	8	16	19	17	12	6	9	11	10					
		2.55%	1.52%	0.79%	1.72%	1.73%	2.31%	1.42%	2.36%	1.79%	2.77%	1.46%	1.60%	2.94%	2.83%	1.39%	2.31%	1.71%	2.18%	3.00%	2.03%	1.14%	1.74%	2.83%	1.13%	2.51%	3.07%	4.76%	3.89%	5.59%	4.76%	5.89%	1.25%	12.13%	4.28%	2.72%	4.26%	3.75%	2.83%	5.17%	1.76%	7.11%	2.25%	6.52%	7.60%	1.31%	2.64%	1.92%	2.58%	3.77%	3.38%	1.98%	3.11%	3.90%	2.87%					
28	"11. ""Истинные патриоты России"""	28	0	1	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	1	1	3	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	4					
		0.08%	0.0%	0.19%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.21%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.03%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.38%	0.13%	0.85%	0.75%	0.10%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	1.14%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	340	5	4	11	8	9	6	6	12	5	4	4	12	3	10	10	5	5	12	3	9	16	9	19	15	22	0	4	5	3	3	3	1	3	15	3	2	11	0	1	0	4	3	1	6	6	13	6	5	0	3	8	3	4					
		1.08%	0.58%	0.79%	1.35%	0.72%	2.60%	0.85%	0.88%	1.02%	0.86%	0.83%	0.49%	1.68%	0.65%	0.93%	1.05%	1.07%	0.54%	1.38%	0.50%	1.02%	1.39%	0.70%	1.54%	1.04%	2.18%	0.0%	0.77%	1.74%	1.78%	0.84%	0.94%	0.57%	1.16%	2.04%	0.85%	1.50%	1.15%	0.0%	0.29%	0.0%	3.00%	0.89%	0.28%	1.97%	1.98%	1.56%	0.81%	1.11%	0.0%	0.99%	2.76%	1.06%	1.14%					
30	"13. ""Демократическая партия России"""	59	2	0	0	3	1	1	1	2	0	1	0	1	2	3	1	0	0	5	2	2	2	1	1	0	2	0	0	2	0	2	0	0	1	3	2	0	3	0	1	3	1	0	0	1	0	1	1	0	4	0	0	0	1					
		0.18%	0.23%	0.0%	0.0%	0.27%	0.28%	0.14%	0.14%	0.17%	0.0%	0.20%	0.0%	0.14%	0.43%	0.27%	0.10%	0.0%	0.0%	0.57%	0.33%	0.22%	0.17%	0.07%	0.08%	0.0%	0.19%	0.0%	0.0%	0.69%	0.0%	0.56%	0.0%	0.0%	0.38%	0.40%	0.56%	0.0%	0.31%	0.0%	0.29%	1.33%	0.75%	0.0%	0.0%	0.32%	0.0%	0.12%	0.13%	0.0%	1.12%	0.0%	0.0%	0.0%	0.28%					
31	"14. ""Великая Россия - Евразийский Союз"""	38	1	3	4	0	1	1	1	1	0	0	1	2	1	1	1	0	2	2	0	0	0	2	1	1	0	0	0	1	0	1	0	0	0	3	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0					
		0.12%	0.11%	0.59%	0.49%	0.0%	0.28%	0.14%	0.14%	0.08%	0.0%	0.0%	0.12%	0.28%	0.21%	0.09%	0.10%	0.0%	0.21%	0.23%	0.0%	0.0%	0.0%	0.15%	0.08%	0.06%	0.0%	0.0%	0.0%	0.34%	0.0%	0.28%	0.0%	0.0%	0.0%	0.40%	0.28%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.33%	0.0%	0.13%	0.0%	0.28%	0.0%	0.34%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	28	3	0	0	0	0	0	1	0	1	0	1	0	0	0	2	1	1	0	1	1	1	1	2	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	1	0	0	0	2					
		0.08%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.17%	0.0%	0.12%	0.0%	0.0%	0.0%	0.21%	0.21%	0.10%	0.0%	0.16%	0.11%	0.08%	0.07%	0.16%	0.06%	0.09%	0.0%	0.19%	0.34%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.24%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.57%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2588	73	47	92	93	38	57	66	146	52	54	89	68	56	129	88	41	88	65	52	81	102	129	143	153	112	11	21	11	10	11	11	6	2	25	10	3	78	2	10	3	1	8	24	5	15	67	63	15	11	9	8	26	8					
		8.28%	8.53%	9.34%	11.35%	8.46%	11.01%	8.13%	9.76%	12.48%	9.01%	11.27%	11.01%	9.52%	12.20%	12.03%	9.27%	8.77%	9.59%	7.50%	8.79%	9.24%	8.89%	10.17%	11.61%	10.69%	11.10%	4.76%	4.09%	3.84%	5.95%	3.08%	3.45%	3.46%	0.77%	3.40%	2.84%	2.25%	8.20%	1.14%	2.94%	1.33%	0.75%	2.37%	6.76%	1.64%	4.95%	8.07%	8.57%	3.33%	3.09%	2.98%	2.76%	9.21%	2.29%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	69	2	0	3	1	0	0	2	0	0	1	0	1	3	0	3	2	2	4	2	1	0	0	2	2	0	2	3	1	0	1	0	2	1	1	1	0	6	0	1	0	2	0	0	0	3	3	0	1	2	1	0	1	6					
		0.22%	0.23%	0.0%	0.37%	0.09%	0.0%	0.0%	0.29%	0.0%	0.0%	0.20%	0.0%	0.14%	0.65%	0.0%	0.31%	0.42%	0.21%	0.46%	0.33%	0.11%	0.0%	0.0%	0.16%	0.13%	0.0%	0.86%	0.58%	0.34%	0.0%	0.28%	0.0%	1.15%	0.38%	0.13%	0.28%	0.0%	0.63%	0.0%	0.29%	0.0%	1.50%	0.0%	0.0%	0.0%	0.99%	0.36%	0.0%	0.22%	0.56%	0.33%	0.0%	0.35%	1.72%					
35	"18. ""ЛДПР"""	4771	129	77	92	175	64	124	116	162	101	88	119	123	72	156	140	82	163	172	97	168	197	191	207	297	171	20	80	34	23	45	20	25	33	64	36	10	135	14	23	30	11	46	37	38	43	147	127	56	51	40	35	28	37					
		15.26%	15.08%	15.30%	11.35%	15.93%	18.55%	17.68%	17.15%	13.85%	17.50%	18.37%	14.72%	17.22%	15.68%	14.55%	14.75%	17.55%	17.77%	19.86%	16.41%	19.17%	17.17%	15.06%	16.81%	20.75%	16.94%	8.65%	15.59%	11.88%	13.69%	12.64%	6.28%	14.45%	12.84%	8.71%	10.22%	7.51%	14.19%	8.04%	6.76%	13.33%	8.27%	13.64%	10.42%	12.5%	14.19%	17.71%	17.27%	12.44%	14.36%	13.24%	12.11%	9.92%	10.63%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	546	15	20	8	11	7	14	9	20	12	10	18	12	8	14	20	14	20	15	11	19	20	22	30	22	11	4	3	4	3	6	13	1	4	18	5	1	20	0	3	1	0	4	5	2	4	17	12	1	14	3	3	8	5					
		1.74%	1.75%	3.97%	0.98%	1.00%	2.02%	1.99%	1.33%	1.71%	2.07%	2.08%	2.22%	1.68%	1.74%	1.30%	2.10%	2.99%	2.18%	1.73%	1.86%	2.16%	1.74%	1.73%	2.43%	1.53%	1.09%	1.73%	0.58%	1.39%	1.78%	1.68%	4.08%	0.57%	1.55%	2.45%	1.42%	0.75%	2.10%	0.0%	0.88%	0.44%	0.0%	1.18%	1.40%	0.65%	1.32%	2.04%	1.63%	0.22%	3.94%	0.99%	1.03%	2.83%	1.43%					
37	"20. ""Политическая партия ""Единая Россия"""	11024	254	155	217	387	90	228	192	358	175	153	257	243	132	317	295	169	249	281	185	230	382	427	404	447	286	103	239	126	61	165	191	61	121	356	145	71	314	105	225	114	62	161	110	203	115	299	249	227	154	167	150	122	95					
		35.27%	29.70%	30.81%	26.79%	35.24%	26.08%	32.52%	28.40%	30.62%	30.32%	31.94%	31.80%	34.03%	28.75%	29.57%	31.08%	36.18%	27.15%	32.44%	31.30%	26.25%	33.30%	33.67%	32.81%	31.23%	28.34%	44.58%	46.58%	44.05%	36.30%	46.34%	60.06%	35.26%	47.08%	48.50%	41.19%	53.38%	33.01%	60.34%	66.17%	50.66%	46.61%	47.77%	30.98%	66.77%	37.95%	36.02%	33.87%	50.44%	43.38%	55.29%	51.90%	43.26%	27.29%					
38	"21. ""Российская Конституционно-демократическая партия"""	62	0	2	0	0	0	2	1	0	0	3	0	2	0	4	0	2	1	3	2	1	3	5	2	3	2	0	2	1	0	0	0	1	0	0	0	0	5	0	1	1	0	4	0	1	1	1	1	2	0	0	1	1	1					
		0.19%	0.0%	0.39%	0.0%	0.0%	0.0%	0.28%	0.14%	0.0%	0.0%	0.62%	0.0%	0.28%	0.0%	0.37%	0.0%	0.42%	0.10%	0.34%	0.33%	0.11%	0.26%	0.39%	0.16%	0.20%	0.19%	0.0%	0.38%	0.34%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.29%	0.44%	0.0%	1.18%	0.0%	0.32%	0.33%	0.12%	0.13%	0.44%	0.0%	0.0%	0.34%	0.35%	0.28%					
39	"22. ""Развитие предпринимательства"""	67	4	1	1	0	0	6	2	6	0	0	3	3	0	1	0	0	4	4	1	2	2	1	0	3	3	1	0	0	1	2	1	0	0	1	1	0	6	0	0	0	0	0	1	0	0	1	2	0	2	0	0	0	1					
		0.21%	0.46%	0.19%	0.12%	0.0%	0.0%	0.85%	0.29%	0.51%	0.0%	0.0%	0.37%	0.42%	0.0%	0.09%	0.0%	0.0%	0.43%	0.46%	0.16%	0.22%	0.17%	0.07%	0.0%	0.20%	0.29%	0.43%	0.0%	0.0%	0.59%	0.56%	0.31%	0.0%	0.0%	0.13%	0.28%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.12%	0.27%	0.0%	0.56%	0.0%	0.0%	0.0%	0.28%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5918	188	106	190	210	80	135	151	239	121	91	173	149	90	241	211	67	217	187	148	184	215	233	207	216	183	38	69	54	27	42	47	28	44	117	73	29	208	32	39	36	24	32	86	18	55	139	117	72	44	23	46	39	108					
		18.93%	21.98%	21.07%	23.45%	19.12%	23.18%	19.25%	22.33%	20.44%	20.97%	18.99%	21.41%	20.86%	19.60%	22.48%	22.23%	14.34%	23.66%	21.59%	25.04%	21.00%	18.74%	18.37%	16.81%	15.09%	18.13%	16.45%	13.45%	18.88%	16.07%	11.79%	14.77%	16.18%	17.12%	15.94%	20.73%	21.80%	21.87%	18.39%	11.47%	16.0%	18.04%	9.49%	24.22%	5.92%	18.15%	16.74%	15.91%	16.0%	12.39%	7.61%	15.91%	13.82%	31.03%					
																																																												
41	Против всех	1021	44	16	42	45	15	30	36	34	14	17	30	17	14	39	37	8	30	17	13	34	66	43	52	71	34	2	6	3	2	12	1	10	3	15	12	3	20	5	3	4	1	8	9	2	8	23	17	16	10	7	3	11	7					
		3.26%	5.14%	3.18%	5.18%	4.09%	4.34%	4.27%	5.32%	2.90%	2.42%	3.54%	3.71%	2.38%	3.05%	3.63%	3.89%	1.71%	3.27%	1.96%	2.19%	3.88%	5.75%	3.39%	4.22%	4.96%	3.36%	0.86%	1.16%	1.04%	1.19%	3.37%	0.31%	5.78%	1.16%	2.04%	3.40%	2.25%	2.10%	2.87%	0.88%	1.77%	0.75%	2.37%	2.53%	0.65%	2.64%	2.77%	2.31%	3.55%	2.81%	2.31%	1.03%	3.90%	2.01%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
