Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																
Дата голосования: 18.09.2016																																																																
																																																																
"Наименование Избирательной комиссии:    Ижевск, Индустриальная"																																																																
																																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																																
																																																																
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153									
		1.32%	0.81%	0.76%	2.47%	1.07%	2.17%	2.02%	0.71%	2.52%	0.54%	0.87%	1.29%	1.60%	3.15%	1.62%	1.45%	1.10%	0.73%	1.82%	0.94%	1.82%	0.64%	1.60%	0.88%	0.61%	1.49%	1.09%	0.96%	1.51%	0.91%	1.53%	0.86%	0.86%	1.50%	1.48%	1.75%	0.82%	1.26%	1.05%	1.15%	0.99%	0.62%	0.35%	1.66%	0.47%	1.39%	1.47%	1.59%	2.63%	2.33%	7.69%	2.42%	1.08%	1.11%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	644	11	7	12	10	8	12	11	5	11	12	13	10	9	13	15	10	9	18	8	13	11	14	15	13	4	29	7	12	23	15	17	12	17	17	11	14	22	17	15	9	20	14	1	6	17	2	12	20	12	1	6	2	20									
		1.87%	2.24%	1.07%	2.47%	1.52%	1.93%	1.62%	1.55%	1.05%	1.96%	2.60%	1.68%	1.78%	1.49%	1.50%	2.72%	1.57%	1.64%	1.93%	1.25%	1.97%	1.76%	1.86%	2.19%	1.99%	0.66%	2.42%	0.96%	1.51%	2.09%	2.09%	2.09%	1.72%	2.56%	2.29%	1.75%	1.90%	2.76%	2.23%	2.16%	1.48%	2.50%	2.43%	0.55%	1.42%	1.82%	2.94%	1.73%	2.39%	2.33%	1.92%	1.61%	0.72%	1.58%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	700	18	20	10	17	8	15	12	11	12	6	8	15	17	14	11	8	10	19	21	10	11	21	13	10	12	17	22	15	17	10	16	9	21	14	11	15	21	14	12	17	11	12	4	8	20	3	20	27	14	0	7	2	12									
		2.03%	3.67%	3.05%	2.06%	2.59%	1.93%	2.02%	1.69%	2.31%	2.14%	1.30%	1.03%	2.67%	2.82%	1.62%	1.99%	1.26%	1.82%	2.04%	3.28%	1.52%	1.76%	2.79%	1.90%	1.53%	1.98%	1.42%	3.01%	1.89%	1.55%	1.39%	1.97%	1.29%	3.16%	1.89%	1.75%	2.04%	2.64%	1.84%	1.73%	2.80%	1.37%	2.09%	2.21%	1.89%	2.14%	4.41%	2.88%	3.23%	2.72%	0.00%	1.88%	0.72%	0.95%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14783	205	266	185	254	163	332	288	161	321	184	279	242	241	376	248	303	268	383	281	306	320	320	276	289	272	544	315	348	481	255	342	313	292	303	251	312	318	333	251	262	310	272	70	193	341	20	309	365	226	18	188	191	597									
		42.96%	41.75%	40.61%	38.07%	38.72%	39.28%	44.74%	40.68%	33.75%	57.32%	39.83%	36.05%	43.06%	39.97%	43.47%	45.01%	47.57%	48.73%	41.09%	43.91%	46.43%	51.28%	42.55%	40.29%	44.26%	44.96%	45.48%	43.03%	43.77%	43.81%	35.56%	42.07%	44.91%	43.91%	40.89%	40.03%	42.39%	39.95%	43.70%	36.22%	43.09%	38.70%	47.30%	38.67%	45.63%	36.47%	29.41%	44.52%	43.66%	43.97%	34.62%	50.54%	68.95%	47.19%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	349	3	6	4	7	6	6	7	5	3	3	12	6	11	13	7	5	2	13	5	9	6	8	10	9	8	13	3	10	11	7	7	8	2	6	5	4	4	5	6	4	8	6	2	5	11	1	0	14	6	1	2	3	21									
		1.01%	0.61%	0.92%	0.82%	1.07%	1.45%	0.81%	0.99%	1.05%	0.54%	0.65%	1.55%	1.07%	1.82%	1.50%	1.27%	0.78%	0.36%	1.39%	0.78%	1.37%	0.96%	1.06%	1.46%	1.38%	1.32%	1.09%	0.41%	1.26%	1.00%	0.98%	0.86%	1.15%	0.30%	0.81%	0.80%	0.54%	0.50%	0.66%	0.87%	0.66%	0.99%	1.04%	1.10%	1.18%	1.18%	1.47%	0.00%	1.67%	1.17%	1.92%	0.54%	1.08%	1.66%									
24	"6. Политическая партия ""Гражданская Платформа"""	206	4	8	6	6	6	4	5	5	3	5	8	5	3	5	4	5	3	4	2	1	0	2	1	0	4	6	4	4	3	4	5	4	4	1	2	2	3	3	1	3	7	6	1	1	9	1	7	13	5	0	3	0	5									
		0.60%	0.81%	1.22%	1.23%	0.91%	1.45%	0.54%	0.71%	1.05%	0.54%	1.08%	1.03%	0.89%	0.50%	0.58%	0.73%	0.78%	0.55%	0.43%	0.31%	0.15%	0.00%	0.27%	0.15%	0.00%	0.66%	0.50%	0.55%	0.50%	0.27%	0.56%	0.62%	0.57%	0.60%	0.13%	0.32%	0.27%	0.38%	0.39%	0.14%	0.49%	0.87%	1.04%	0.55%	0.24%	0.96%	1.47%	1.01%	1.56%	0.97%	0.00%	0.81%	0.00%	0.40%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4218	60	62	54	78	39	99	91	47	56	53	78	59	70	103	78	117	87	117	72	72	71	84	86	72	79	138	78	81	128	104	106	87	79	83	71	90	73	95	97	66	95	63	32	151	113	8	128	106	42	10	42	23	145									
		12.26%	12.22%	9.47%	11.11%	11.89%	9.40%	13.34%	12.85%	9.85%	10.00%	11.47%	10.08%	10.50%	11.61%	11.91%	14.16%	18.37%	15.82%	12.55%	11.25%	10.93%	11.38%	11.17%	12.55%	11.03%	13.06%	11.54%	10.66%	10.19%	11.66%	14.50%	13.04%	12.48%	11.88%	11.20%	11.32%	12.23%	9.17%	12.47%	13.99%	10.86%	11.86%	10.96%	17.68%	35.70%	12.09%	11.76%	18.44%	12.68%	8.17%	19.23%	11.29%	8.30%	11.46%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	309	7	6	9	8	1	10	7	6	6	1	12	10	9	5	4	0	9	15	3	5	7	6	4	2	3	5	3	4	5	17	4	7	8	4	4	6	5	2	10	4	8	3	2	6	11	0	5	10	3	0	5	0	13									
		0.90%	1.43%	0.92%	1.85%	1.22%	0.24%	1.35%	0.99%	1.26%	1.07%	0.22%	1.55%	1.78%	1.49%	0.58%	0.73%	0.00%	1.64%	1.61%	0.47%	0.76%	1.12%	0.80%	0.58%	0.31%	0.50%	0.42%	0.41%	0.50%	0.46%	2.37%	0.49%	1.00%	1.20%	0.54%	0.64%	0.82%	0.63%	0.26%	1.44%	0.66%	0.99%	0.52%	1.10%	1.42%	1.18%	0.00%	0.72%	1.20%	0.58%	0.00%	1.34%	0.00%	1.03%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1805	21	22	40	27	19	36	33	32	18	16	46	35	41	53	47	47	26	49	30	22	29	36	35	21	23	65	28	47	64	48	46	25	38	36	34	32	57	42	25	22	44	39	10	7	75	5	52	32	19	4	29	5	71									
		5.25%	4.28%	3.36%	8.23%	4.12%	4.58%	4.85%	4.66%	6.71%	3.21%	3.46%	5.94%	6.23%	6.80%	6.13%	8.53%	7.38%	4.73%	5.26%	4.69%	3.34%	4.65%	4.79%	5.11%	3.22%	3.80%	5.43%	3.83%	5.91%	5.83%	6.69%	5.66%	3.59%	5.71%	4.86%	5.42%	4.35%	7.16%	5.51%	3.61%	3.62%	5.49%	6.78%	5.52%	1.65%	8.02%	7.35%	7.49%	3.83%	3.70%	7.69%	7.80%	1.81%	5.61%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	43	0	0	0	0	0	0	1	2	1	1	1	0	0	2	0	0	1	2	0	2	1	0	2	1	0	5	2	0	1	1	0	2	0	1	1	2	2	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	2									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.42%	0.18%	0.22%	0.13%	0.00%	0.00%	0.23%	0.00%	0.00%	0.18%	0.21%	0.00%	0.30%	0.16%	0.00%	0.29%	0.15%	0.00%	0.42%	0.27%	0.00%	0.09%	0.14%	0.00%	0.29%	0.00%	0.13%	0.16%	0.27%	0.25%	0.13%	0.00%	0.00%	0.12%	0.00%	0.55%	0.00%	0.11%	0.00%	0.14%	0.12%	0.00%	0.00%	0.27%	0.00%	0.16%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	693	15	18	16	20	15	12	24	8	8	6	24	18	26	24	7	20	5	25	10	15	6	10	18	11	9	15	13	7	26	12	13	10	8	15	12	2	15	3	19	11	22	9	1	3	35	1	5	18	18	0	3	5	22									
		2.01%	3.05%	2.75%	3.29%	3.05%	3.61%	1.62%	3.39%	1.68%	1.43%	1.30%	3.10%	3.20%	4.31%	2.77%	1.27%	3.14%	0.91%	2.68%	1.56%	2.28%	0.96%	1.33%	2.63%	1.68%	1.49%	1.25%	1.78%	0.88%	2.37%	1.67%	1.60%	1.43%	1.20%	2.02%	1.91%	0.27%	1.88%	0.39%	2.74%	1.81%	2.75%	1.57%	0.55%	0.71%	3.74%	1.47%	0.72%	2.15%	3.50%	0.00%	0.81%	1.81%	1.74%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4748	73	127	60	99	69	91	111	84	53	90	143	72	87	135	64	53	68	135	87	87	74	93	86	87	65	149	117	101	152	107	95	92	85	96	96	109	111	123	111	103	136	79	19	10	129	12	83	109	89	5	46	21	170									
		13.80%	14.87%	19.39%	12.35%	15.09%	16.63%	12.26%	15.68%	17.61%	9.46%	19.48%	18.48%	12.81%	14.43%	15.61%	11.62%	8.32%	12.36%	14.48%	13.59%	13.20%	11.86%	12.37%	12.55%	13.32%	10.74%	12.46%	15.98%	12.70%	13.84%	14.92%	11.69%	13.20%	12.78%	12.96%	15.31%	14.81%	13.94%	16.14%	16.02%	16.94%	16.98%	13.74%	10.50%	2.36%	13.80%	17.65%	11.96%	13.04%	17.32%	9.62%	12.37%	7.58%	13.44%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	366	9	7	7	14	7	14	2	6	1	6	11	7	6	7	4	6	0	5	6	9	5	7	8	2	8	13	7	4	8	6	8	5	5	11	9	8	9	2	8	12	17	6	0	8	18	0	6	7	6	0	0	4	15									
		1.06%	1.83%	1.07%	1.44%	2.13%	1.69%	1.89%	0.28%	1.26%	0.18%	1.30%	1.42%	1.25%	0.99%	0.81%	0.73%	0.94%	0.00%	0.54%	0.94%	1.37%	0.80%	0.93%	1.17%	0.31%	1.32%	1.09%	0.96%	0.50%	0.73%	0.84%	0.98%	0.72%	0.75%	1.48%	1.44%	1.09%	1.13%	0.26%	1.15%	1.97%	2.12%	1.04%	0.00%	1.89%	1.93%	0.00%	0.86%	0.84%	1.17%	0.00%	0.00%	1.44%	1.19%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4415	53	92	59	92	57	81	103	88	51	62	119	66	58	85	45	38	42	113	99	89	66	119	115	120	99	163	112	132	152	105	126	94	85	125	90	113	114	97	107	83	106	53	27	8	127	13	47	75	57	8	26	15	144									
		12.83%	10.79%	14.05%	12.14%	14.02%	13.73%	10.92%	14.55%	18.45%	9.11%	13.42%	15.37%	11.74%	9.62%	9.83%	8.17%	5.97%	7.64%	12.12%	15.47%	13.51%	10.58%	15.82%	16.79%	18.38%	16.36%	13.63%	15.30%	16.60%	13.84%	14.64%	15.50%	13.49%	12.78%	16.87%	14.35%	15.35%	14.32%	12.73%	15.44%	13.65%	13.23%	9.22%	14.92%	1.89%	13.58%	19.12%	6.77%	8.97%	11.09%	15.38%	6.99%	5.42%	11.38%									
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
