Выборы Президента Российской Федерации																																																																
																																																																
Наименование Избирательной комиссии:    Лужская																																																																
																																																																
Итоги голосования 																																																																
																																																																
		Сумма	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720					
		1.36%	2.11%	1.94%	1.38%	2.38%	7.38%	0.51%	1.90%	1.21%	1.89%	0.46%	1.92%	1.36%	0.82%	0.84%	1.81%	1.36%	0.74%	1.07%	0.83%	1.67%	0.60%	1.52%	1.11%	2.08%	1.07%	1.17%	1.24%	1.00%	1.48%	0.90%	3.47%	0.00%	2.42%	0.56%	2.10%	1.23%	1.12%	1.20%	1.16%	1.66%	1.76%	1.17%	1.11%	1.32%	0.65%	2.27%	1.18%	0.61%	1.04%	2.16%	1.52%	1.59%	0.37%	1.11%	2.74%	1.06%	0.77%					
20	. Миронов Сергей Михайлович	363	3	4	5	5	1	5	4	12	4	10	11	5	12	9	7	5	13	10	8	7	9	5	8	14	4	8	6	4	12	14	2	0	5	1	5	4	7	0	6	5	14	7	7	4	6	3	3	5	9	10	2	3	1	12	5	5	8					
		1.02%	0.37%	0.60%	1.15%	1.70%	0.82%	2.55%	0.63%	1.62%	0.75%	1.54%	1.40%	0.62%	1.63%	1.25%	0.91%	0.68%	1.60%	1.18%	1.11%	0.98%	1.35%	0.38%	0.98%	1.00%	1.07%	1.34%	0.93%	0.57%	1.48%	1.14%	0.99%	0.00%	1.52%	0.56%	1.17%	1.65%	1.57%	0.00%	1.39%	1.66%	1.12%	1.02%	0.97%	1.06%	0.98%	0.85%	0.39%	0.76%	0.85%	2.16%	0.38%	0.53%	0.37%	1.03%	0.86%	0.75%	0.88%					
21	. Путин Владимир Владимирович	26517	583	496	327	205	85	160	456	536	364	458	531	576	503	498	528	487	555	579	477	504	455	1031	579	1104	250	488	471	545	637	920	125	107	231	144	330	177	359	136	368	226	972	587	545	300	488	249	586	500	797	356	416	432	217	834	432	517	698					
		74.16%	72.51%	73.92%	75.35%	69.73%	69.67%	81.63%	72.15%	72.14%	68.68%	70.46%	67.82%	71.46%	68.53%	69.36%	68.39%	66.35%	68.43%	68.60%	66.07%	70.29%	68.32%	78.46%	71.22%	79.08%	66.67%	81.47%	72.91%	77.52%	78.64%	75.16%	61.88%	79.85%	70.00%	80.45%	77.10%	72.84%	80.67%	81.44%	85.19%	74.83%	77.76%	85.82%	75.38%	79.37%	79.35%	70.74%	77.00%	76.10%	75.12%	76.89%	78.79%	76.19%	80.37%	71.53%	73.97%	77.98%	76.70%					
22	. Хакамада Ирина Муцуовна	1039	30	25	20	10	4	3	18	27	32	23	43	38	31	26	22	27	23	42	32	32	34	36	32	41	7	14	4	14	29	39	3	6	11	4	7	5	6	2	4	6	31	4	8	3	9	8	19	12	21	7	4	10	3	48	21	6	13					
		2.91%	3.73%	3.73%	4.61%	3.40%	3.28%	1.53%	2.85%	3.63%	6.04%	3.54%	5.49%	4.71%	4.22%	3.62%	2.85%	3.68%	2.84%	4.98%	4.43%	4.46%	5.11%	2.74%	3.94%	2.94%	1.87%	2.34%	0.62%	1.99%	3.58%	3.19%	1.49%	4.48%	3.33%	2.23%	1.64%	2.06%	1.35%	1.20%	0.93%	1.99%	2.48%	0.58%	1.11%	0.79%	1.46%	2.27%	2.50%	1.83%	1.98%	1.51%	0.76%	1.76%	1.11%	4.12%	3.60%	0.90%	1.43%					
23	. Харитонов Николай Михайлович	5005	119	99	56	45	12	18	90	109	68	97	97	117	136	123	138	151	142	107	134	114	110	122	119	129	74	48	130	99	78	169	53	16	50	19	56	41	47	18	37	37	146	52	122	45	75	61	92	95	161	49	68	76	34	181	82	99	143					
		14.00%	14.80%	14.75%	12.90%	15.31%	9.84%	9.18%	14.24%	14.67%	12.83%	14.92%	12.39%	14.52%	18.53%	17.13%	17.88%	20.57%	17.51%	12.68%	18.56%	15.90%	16.52%	9.28%	14.64%	9.24%	19.73%	8.01%	20.12%	14.08%	9.63%	13.81%	26.24%	11.94%	15.15%	10.61%	13.08%	16.87%	10.56%	10.78%	8.56%	12.25%	11.68%	7.60%	16.87%	11.90%	12.20%	17.33%	12.09%	14.46%	15.17%	10.58%	12.88%	13.40%	12.59%	15.52%	14.04%	14.93%	15.71%					
																																																																
24	Против всех	987	26	13	8	8	5	8	24	27	21	19	31	21	21	31	33	21	31	51	23	24	24	60	23	41	16	23	5	11	14	24	4	3	7	2	13	4	7	4	4	10	25	9	9	3	14	13	19	20	22	14	11	18	5	29	13	4	14					
		2.76%	3.23%	1.94%	1.84%	2.72%	4.10%	4.08%	3.80%	3.63%	3.96%	2.92%	3.96%	2.61%	2.86%	4.32%	4.27%	2.86%	3.82%	6.04%	3.19%	3.35%	3.60%	4.57%	2.83%	2.94%	4.27%	3.84%	0.77%	1.56%	1.73%	1.96%	1.98%	2.24%	2.12%	1.12%	3.04%	1.65%	1.57%	2.40%	0.93%	3.31%	2.00%	1.32%	1.24%	0.79%	2.28%	3.69%	2.50%	3.04%	2.07%	3.02%	2.08%	3.17%	1.85%	2.49%	2.23%	0.60%	1.54%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
