Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Погарская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	1.Политическая партия «Аграрная партия России»	332	25	8	24	5	14	3	15	9	5	9	3	0	2	7	3	6	1	8	8	15	1	14	11	4	3	4	4	0	3	7	6	0	4	1	3	3	2	2	2	8	4	3	4	6	2	2	13	1	20	6	8	2	4	5					
		1.96%	1.86%	0.95%	2.05%	1.65%	2.77%	2.61%	3.39%	5.20%	5.75%	2.11%	1.24%	0.00%	1.33%	3.78%	2.38%	6.25%	0.26%	2.11%	4.08%	2.84%	0.33%	5.83%	5.82%	0.95%	0.95%	0.98%	1.37%	0.00%	1.73%	1.82%	2.44%	0.00%	1.67%	0.60%	0.69%	1.00%	0.68%	1.65%	0.79%	2.52%	2.13%	2.38%	1.64%	1.44%	1.98%	0.47%	3.08%	0.64%	7.84%	1.89%	1.74%	0.58%	1.48%	3.88%					
19	2.Всероссийская политическая партия «Гражданская Сила»	67	8	8	17	0	1	1	1	1	0	2	1	0	1	0	0	0	1	0	1	2	0	1	1	0	1	0	0	0	0	0	0	0	2	0	4	1	0	1	0	0	0	0	0	2	1	1	2	0	2	0	2	0	1	0					
		0.40%	0.60%	0.95%	1.45%	0.00%	0.20%	0.87%	0.23%	0.58%	0.00%	0.47%	0.41%	0.00%	0.67%	0.00%	0.00%	0.00%	0.26%	0.00%	0.51%	0.38%	0.00%	0.42%	0.53%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%	0.92%	0.33%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.99%	0.24%	0.47%	0.00%	0.78%	0.00%	0.43%	0.00%	0.37%	0.00%					
20	3.Политическая партия «Демократическая партия России»	22	4	0	3	2	0	0	0	1	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0					
		0.13%	0.30%	0.00%	0.26%	0.66%	0.00%	0.00%	0.00%	0.58%	0.00%	0.23%	0.00%	1.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.47%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2240	175	140	196	51	62	11	43	14	2	46	32	17	16	26	12	13	43	45	14	68	18	52	20	70	43	26	47	7	17	86	74	6	44	35	41	31	42	17	18	26	14	3	13	47	25	80	58	20	36	72	51	27	34	14					
		13.21%	13.05%	16.67%	16.77%	16.83%	12.25%	9.57%	9.71%	8.09%	2.30%	10.77%	13.28%	14.66%	10.67%	14.05%	9.52%	13.54%	11.35%	11.84%	7.14%	12.85%	5.92%	21.67%	10.58%	16.67%	13.65%	6.37%	16.15%	7.14%	9.83%	22.40%	30.08%	5.36%	18.41%	20.83%	9.47%	10.37%	14.29%	14.05%	7.14%	8.18%	7.45%	2.38%	5.33%	11.24%	24.75%	18.82%	13.74%	12.74%	14.12%	22.71%	11.09%	7.87%	12.55%	10.85%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	21	4	3	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.12%	0.30%	0.36%	0.34%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.53%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.58%	0.26%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	26	4	0	2	1	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0					
		0.15%	0.30%	0.00%	0.17%	0.33%	0.00%	0.87%	0.00%	0.58%	0.00%	0.23%	0.00%	0.00%	0.67%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.92%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1047	126	64	72	21	52	8	23	10	3	42	17	8	9	10	5	2	18	29	18	38	20	10	7	23	13	8	10	4	9	16	7	5	11	17	25	13	5	4	9	21	12	8	13	17	8	34	36	17	15	21	23	14	14	3					
		6.17%	9.40%	7.62%	6.16%	6.93%	10.28%	6.96%	5.19%	5.78%	3.45%	9.84%	7.05%	6.90%	6.00%	5.41%	3.97%	2.08%	4.75%	7.63%	9.18%	7.18%	6.58%	4.17%	3.70%	5.48%	4.13%	1.96%	3.44%	4.08%	5.20%	4.17%	2.85%	4.46%	4.60%	10.12%	5.77%	4.35%	1.70%	3.31%	3.57%	6.60%	6.38%	6.35%	5.33%	4.07%	7.92%	8.00%	8.53%	10.83%	5.88%	6.62%	5.00%	4.08%	5.17%	2.33%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1410	115	82	90	39	39	8	33	23	12	45	27	2	13	13	8	4	37	24	5	27	49	8	5	47	34	37	28	5	9	18	12	0	41	39	30	29	45	4	20	15	6	6	28	26	10	41	51	10	25	26	34	6	17	3					
		8.31%	8.58%	9.76%	7.70%	12.87%	7.71%	6.96%	7.45%	13.29%	13.79%	10.54%	11.20%	1.72%	8.67%	7.03%	6.35%	4.17%	9.76%	6.32%	2.55%	5.10%	16.12%	3.33%	2.65%	11.19%	10.79%	9.07%	9.62%	5.10%	5.20%	4.69%	4.88%	0.00%	17.15%	23.21%	6.93%	9.70%	15.31%	3.31%	7.94%	4.72%	3.19%	4.76%	11.48%	6.22%	9.90%	9.65%	12.09%	6.37%	9.80%	8.20%	7.39%	1.75%	6.27%	2.33%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	81	9	5	4	1	5	0	2	0	0	1	1	1	0	0	0	0	0	0	0	8	2	0	0	1	3	0	2	0	0	2	2	0	1	1	3	3	1	0	1	5	0	1	3	2	0	0	2	2	0	1	2	1	2	1					
		0.48%	0.67%	0.60%	0.34%	0.33%	0.99%	0.00%	0.45%	0.00%	0.00%	0.23%	0.41%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.51%	0.66%	0.00%	0.00%	0.24%	0.95%	0.00%	0.69%	0.00%	0.00%	0.52%	0.81%	0.00%	0.42%	0.60%	0.69%	1.00%	0.34%	0.00%	0.40%	1.57%	0.00%	0.79%	1.23%	0.48%	0.00%	0.00%	0.47%	1.27%	0.00%	0.32%	0.43%	0.29%	0.74%	0.78%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11477	844	510	734	176	325	78	322	111	63	275	157	84	107	128	97	71	270	268	145	365	213	155	143	269	215	330	196	77	130	247	143	100	132	73	309	216	199	93	201	241	151	104	182	311	54	258	251	102	145	184	334	292	195	102					
		67.66%	62.94%	60.71%	62.79%	58.09%	64.23%	67.83%	72.69%	64.16%	72.41%	64.40%	65.15%	72.41%	71.33%	69.19%	76.98%	73.96%	71.24%	70.53%	73.98%	68.99%	70.07%	64.58%	75.66%	64.05%	68.25%	80.88%	67.35%	78.57%	75.14%	64.32%	58.13%	89.29%	55.23%	43.45%	71.36%	72.24%	67.69%	76.86%	79.76%	75.79%	80.32%	82.54%	74.59%	74.40%	53.47%	60.71%	59.48%	64.97%	56.86%	58.04%	72.61%	85.13%	71.96%	79.07%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	55	9	5	11	1	3	2	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	5	1	1	0					
		0.32%	0.67%	0.60%	0.94%	0.33%	0.59%	1.74%	0.45%	0.00%	1.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.53%	0.00%	0.00%	0.25%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.24%	0.64%	0.39%	0.00%	1.09%	0.29%	0.37%	0.00%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
