Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																														
Дата голосования: 04.12.2011																																																														
																																																														
Наименование Избирательной комиссии:    Погарская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763					
		1.00%	1.96%	1.70%	2.33%	1.14%	1.40%	0.48%	2.54%	0.61%	0.53%	2.78%	1.03%	0.81%	0.00%	2.74%	0.48%	0.00%	0.00%	0.70%	0.59%	0.77%	0.71%	0.74%	0.00%	0.93%	0.00%	2.68%	1.38%	1.48%	1.39%	0.00%	0.00%	1.15%	0.00%	0.00%	1.09%	0.83%	0.27%	0.76%	0.00%	0.00%	0.85%	0.00%	0.00%	0.40%	0.74%	1.23%	0.64%	2.13%	1.99%	0.00%	1.14%	0.77%	1.08%	0.38%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10312	401	364	484	168	256	97	159	344	124	44	215	89	60	73	126	60	67	267	332	159	441	191	195	144	324	189	347	169	63	108	299	163	68	189	116	315	208	150	72	156	212	142	66	144	235	35	228	205	74	158	120	388	285	150	74					
		59.56%	46.25%	44.28%	46.99%	47.86%	51.30%	46.63%	44.79%	69.49%	65.26%	61.11%	55.27%	36.18%	56.07%	50.00%	60.00%	60.00%	62.04%	61.95%	65.35%	61.15%	78.47%	70.48%	81.25%	66.67%	63.53%	63.42%	79.59%	62.59%	87.50%	66.26%	72.05%	62.21%	66.67%	64.29%	63.04%	65.08%	55.47%	57.25%	66.06%	65.00%	60.23%	72.08%	69.47%	57.83%	58.31%	43.21%	48.41%	54.67%	49.01%	58.52%	45.45%	74.47%	77.24%	57.25%	77.08%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	64	2	4	9	3	1	3	0	0	0	1	3	0	3	1	1	1	1	5	2	1	2	0	1	1	0	1	0	0	0	0	1	0	1	0	0	2	1	1	0	0	2	0	0	0	1	1	1	2	0	1	1	1	0	2	0					
		0.37%	0.23%	0.49%	0.87%	0.85%	0.20%	1.44%	0.00%	0.00%	0.00%	1.39%	0.77%	0.00%	2.80%	0.68%	0.48%	1.00%	0.93%	1.16%	0.39%	0.38%	0.36%	0.00%	0.42%	0.46%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.98%	0.00%	0.00%	0.41%	0.27%	0.38%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.25%	1.23%	0.21%	0.53%	0.00%	0.37%	0.38%	0.19%	0.00%	0.76%	0.00%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
