Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Параньгинская районная																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	90	1	5	5	13	9	0	6	1	6	2	2	5	11	1	9	11	1	2					
		0.85%	0.07%	0.48%	0.32%	1.94%	1.25%	0.00%	1.07%	0.25%	3.31%	0.27%	1.13%	1.13%	2.34%	0.17%	1.79%	3.11%	0.26%	2.78%					
19	2.Всероссийская политическая партия «Гражданская Сила»	4	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0					
		0.04%	0.00%	0.10%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	0	0	2	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0					
		0.06%	0.00%	0.00%	0.13%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.23%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	933	137	178	204	54	34	19	33	17	31	18	4	6	26	33	39	61	31	8					
		8.79%	9.75%	17.13%	13.02%	8.05%	4.72%	5.16%	5.89%	4.28%	17.13%	2.44%	2.26%	1.36%	5.52%	5.75%	7.75%	17.23%	8.18%	11.11%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	19	0	2	3	3	1	0	0	0	5	0	0	0	1	0	0	2	1	1					
		0.18%	0.00%	0.19%	0.19%	0.45%	0.14%	0.00%	0.00%	0.00%	2.76%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.56%	0.26%	1.39%					
23	6.Политическая партия «Партия социальной справедливости»	5	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0					
		0.05%	0.07%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.21%	0.00%	0.00%	0.28%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	241	21	51	38	2	7	11	14	8	9	2	4	4	9	21	11	22	6	1					
		2.27%	1.49%	4.91%	2.43%	0.30%	0.97%	2.99%	2.50%	2.02%	4.97%	0.27%	2.26%	0.90%	1.91%	3.66%	2.19%	6.21%	1.58%	1.39%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	74	1	3	3	11	4	1	8	1	12	0	2	1	2	3	5	13	1	3					
		0.70%	0.07%	0.29%	0.19%	1.64%	0.56%	0.27%	1.43%	0.25%	6.63%	0.00%	1.13%	0.23%	0.42%	0.52%	0.99%	3.67%	0.26%	4.17%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	35	0	0	12	7	1	1	0	1	1	0	1	2	2	1	3	2	0	1					
		0.33%	0.00%	0.00%	0.77%	1.04%	0.14%	0.27%	0.00%	0.25%	0.55%	0.00%	0.56%	0.45%	0.42%	0.17%	0.60%	0.56%	0.00%	1.39%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9158	1242	796	1295	555	664	332	495	369	116	715	159	422	419	512	432	241	338	56					
		86.24%	88.40%	76.61%	82.64%	82.71%	92.22%	90.22%	88.39%	92.95%	64.09%	96.75%	89.83%	95.48%	88.96%	89.20%	85.88%	68.08%	89.18%	77.78%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	12	0	0	2	3	0	1	0	0	0	1	1	0	0	1	2	0	1	0					
		0.11%	0.00%	0.00%	0.13%	0.45%	0.00%	0.27%	0.00%	0.00%	0.00%	0.14%	0.56%	0.00%	0.00%	0.17%	0.40%	0.00%	0.26%	0.00%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
