Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Басманный район																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №3601	УИК №3602	УИК №3604	УИК №3606	УИК №3607	УИК №3608	УИК №3609	УИК №4001	УИК №8052	УИК №8137	УИК №8138	УИК №8139	УИК №8147									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7948	214	180	279	296	304	150	212	158	224	284	199	255	224	272	173	281	280	208	139	292	277	264	250	250	265	258	324	257	150	17	51	71	6	63	21	73	245	119	24	43	296									
		33.31%	31.75%	26.67%	32.48%	33.87%	29.60%	27.78%	25.82%	29.53%	26.32%	31.87%	32.57%	30.58%	32.23%	30.36%	29.03%	39.58%	32.26%	31.52%	28.90%	32.63%	32.51%	33.08%	31.97%	31.65%	29.51%	32.05%	33.03%	33.55%	47.32%	32.08%	41.46%	58.20%	30.00%	60.00%	32.31%	48.34%	73.35%	51.97%	46.15%	54.43%	54.41%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	428	16	10	15	8	27	10	20	8	17	23	10	11	5	18	12	13	16	12	10	17	17	16	13	10	30	13	20	11	6	0	1	3	0	5	0	1	2	2	0	0	0									
		1.79%	2.37%	1.48%	1.75%	0.92%	2.63%	1.85%	2.44%	1.50%	1.99%	2.58%	1.64%	1.32%	0.72%	2.01%	2.01%	1.83%	1.84%	1.82%	2.08%	1.90%	1.99%	2.01%	1.66%	1.27%	3.34%	1.61%	2.04%	1.44%	1.89%	0.00%	0.81%	2.46%	0.00%	4.76%	0.00%	0.66%	0.60%	0.87%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	87	2	2	3	3	2	1	2	2	4	3	1	4	2	4	1	4	3	3	4	4	3	4	3	4	5	4	4	2	0	0	0	1	0	0	1	0	0	1	0	0	1									
		0.36%	0.30%	0.30%	0.35%	0.34%	0.19%	0.19%	0.24%	0.37%	0.47%	0.34%	0.16%	0.48%	0.29%	0.45%	0.17%	0.56%	0.35%	0.45%	0.83%	0.45%	0.35%	0.50%	0.38%	0.51%	0.56%	0.50%	0.41%	0.26%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	1.54%	0.00%	0.00%	0.44%	0.00%	0.00%	0.18%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2796	79	68	81	124	124	55	77	64	87	83	65	95	87	92	62	84	94	89	44	113	84	101	103	97	89	103	120	96	45	9	25	12	5	20	11	30	14	44	7	13	101									
		11.72%	11.72%	10.07%	9.43%	14.19%	12.07%	10.19%	9.38%	11.96%	10.22%	9.32%	10.64%	11.39%	12.52%	10.27%	10.40%	11.83%	10.83%	13.48%	9.15%	12.63%	9.86%	12.66%	13.17%	12.28%	9.91%	12.80%	12.23%	12.53%	14.20%	16.98%	20.33%	9.84%	25.00%	19.05%	16.92%	19.87%	4.19%	19.21%	13.46%	16.46%	18.57%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	915	38	49	33	36	51	23	43	18	35	54	21	42	29	33	28	30	33	34	24	28	26	28	28	37	21	19	28	23	2	0	3	1	0	2	0	4	1	3	0	1	6									
		3.84%	5.64%	7.26%	3.84%	4.12%	4.97%	4.26%	5.24%	3.36%	4.11%	6.06%	3.44%	5.04%	4.17%	3.68%	4.70%	4.23%	3.80%	5.15%	4.99%	3.13%	3.05%	3.51%	3.58%	4.68%	2.34%	2.36%	2.85%	3.00%	0.63%	0.00%	2.44%	0.82%	0.00%	1.90%	0.00%	2.65%	0.30%	1.31%	0.00%	1.27%	1.10%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1066	29	43	62	37	57	27	53	32	63	50	28	35	35	34	20	20	49	26	15	34	41	40	42	38	33	38	40	27	2	0	2	0	0	2	0	2	3	2	3	2	0									
		4.47%	4.30%	6.37%	7.22%	4.23%	5.55%	5.00%	6.46%	5.98%	7.40%	5.61%	4.58%	4.20%	5.04%	3.79%	3.36%	2.82%	5.65%	3.94%	3.12%	3.80%	4.81%	5.01%	5.37%	4.81%	3.67%	4.72%	4.08%	3.52%	0.63%	0.00%	1.63%	0.00%	0.00%	1.90%	0.00%	1.32%	0.90%	0.87%	5.77%	2.53%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	54	0	2	2	2	1	3	4	0	2	1	1	3	2	1	1	2	2	2	1	2	2	1	4	1	4	4	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.23%	0.00%	0.30%	0.23%	0.23%	0.10%	0.56%	0.49%	0.00%	0.24%	0.11%	0.16%	0.36%	0.29%	0.11%	0.17%	0.28%	0.23%	0.30%	0.21%	0.22%	0.23%	0.13%	0.51%	0.13%	0.45%	0.50%	0.20%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.92%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3397	120	132	161	122	172	114	163	89	153	159	124	147	122	128	73	69	131	72	86	121	118	106	102	105	140	106	119	82	7	2	7	2	0	1	6	4	5	6	1	5	15									
		14.24%	17.80%	19.56%	18.74%	13.96%	16.75%	21.11%	19.85%	16.64%	17.98%	17.85%	20.29%	17.63%	17.55%	14.29%	12.25%	9.72%	15.09%	10.91%	17.88%	13.52%	13.85%	13.28%	13.04%	13.29%	15.59%	13.17%	12.13%	10.70%	2.21%	3.77%	5.69%	1.64%	0.00%	0.95%	9.23%	2.65%	1.50%	2.62%	1.92%	6.33%	2.76%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3301	87	98	85	113	122	75	132	83	127	88	61	118	79	156	99	83	127	107	86	129	142	124	110	99	142	93	138	136	59	21	18	16	5	4	12	12	22	23	9	7	54									
		13.84%	12.91%	14.52%	9.90%	12.93%	11.88%	13.89%	16.08%	15.51%	14.92%	9.88%	9.98%	14.15%	11.37%	17.41%	16.61%	11.69%	14.63%	16.21%	17.88%	14.41%	16.67%	15.54%	14.07%	12.53%	15.81%	11.55%	14.07%	17.75%	18.61%	39.62%	14.63%	13.11%	25.00%	3.81%	18.46%	7.95%	6.59%	10.04%	17.31%	8.86%	9.93%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	186	4	5	3	4	6	3	5	0	0	7	2	8	9	8	7	7	4	6	6	5	4	6	13	12	18	2	8	8	3	0	0	0	0	1	0	0	1	5	1	0	5									
		0.78%	0.59%	0.74%	0.35%	0.46%	0.58%	0.56%	0.61%	0.00%	0.00%	0.79%	0.33%	0.96%	1.29%	0.89%	1.17%	0.99%	0.46%	0.91%	1.25%	0.56%	0.47%	0.75%	1.66%	1.52%	2.00%	0.25%	0.82%	1.04%	0.95%	0.00%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.30%	2.18%	1.92%	0.00%	0.92%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1246	28	18	59	41	74	24	51	21	49	41	37	37	31	49	43	38	45	18	19	45	41	39	37	46	55	56	66	51	14	2	3	9	1	2	2	11	18	9	2	2	12									
		5.22%	4.15%	2.67%	6.87%	4.69%	7.21%	4.44%	6.21%	3.93%	5.76%	4.60%	6.06%	4.44%	4.46%	5.47%	7.21%	5.35%	5.18%	2.73%	3.95%	5.03%	4.81%	4.89%	4.73%	5.82%	6.12%	6.96%	6.73%	6.66%	4.42%	3.77%	2.44%	7.38%	5.00%	1.90%	3.08%	7.28%	5.39%	3.93%	3.85%	2.53%	2.21%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
