Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Арзамасская городская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153					
		2.22%	2.37%	2.38%	1.85%	0.98%	1.82%	2.48%	2.00%	1.49%	1.78%	1.62%	1.85%	2.34%	2.09%	2.66%	1.88%	1.79%	2.51%	2.45%	2.26%	1.47%	2.95%	3.33%	2.00%	2.31%	2.79%	3.02%	2.78%	2.27%	1.88%	2.19%	1.68%	1.04%	2.99%	2.96%	3.67%	2.69%	2.43%	1.37%	1.99%	1.62%	1.78%	1.76%	2.30%	2.68%	2.57%	2.51%					
19	2.Всероссийская политическая партия «Гражданская Сила»	496	9	10	12	9	14	8	16	3	12	9	7	5	8	7	8	12	7	13	7	14	12	17	8	18	9	21	16	10	6	25	18	10	21	6	3	20	0	3	10	6	17	3	12	9	9	17					
		0.80%	0.67%	0.79%	0.69%	0.68%	0.75%	0.46%	1.00%	0.41%	0.55%	0.77%	0.56%	0.40%	0.58%	0.62%	0.79%	0.80%	0.50%	0.80%	0.61%	0.98%	0.64%	0.83%	0.94%	1.07%	0.61%	1.44%	1.27%	1.13%	0.94%	1.44%	1.16%	1.04%	1.69%	0.81%	0.52%	1.02%	0.00%	0.34%	0.62%	0.51%	0.77%	0.44%	1.11%	0.58%	1.01%	0.85%					
20	3.Политическая партия «Демократическая партия России»	87	4	1	0	0	3	0	5	0	3	2	4	0	3	3	3	2	1	1	2	2	1	0	3	1	4	3	2	0	1	0	3	3	4	3	0	2	1	1	1	3	3	2	3	0	0	4					
		0.14%	0.30%	0.08%	0.00%	0.00%	0.16%	0.00%	0.31%	0.00%	0.14%	0.17%	0.32%	0.00%	0.22%	0.27%	0.30%	0.13%	0.07%	0.06%	0.17%	0.14%	0.05%	0.00%	0.35%	0.06%	0.27%	0.21%	0.16%	0.00%	0.16%	0.00%	0.19%	0.31%	0.32%	0.40%	0.00%	0.10%	0.13%	0.11%	0.06%	0.26%	0.14%	0.29%	0.28%	0.00%	0.00%	0.20%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	9360	160	156	264	267	292	221	250	118	335	163	188	189	241	155	136	212	246	279	195	226	291	369	132	287	296	174	193	163	79	296	246	99	245	109	55	390	70	115	188	126	324	87	126	181	135	291					
		15.14%	11.87%	12.36%	15.23%	20.03%	15.59%	12.77%	15.65%	16.03%	15.32%	13.93%	15.14%	15.24%	17.39%	13.77%	13.48%	14.06%	17.62%	17.10%	16.94%	15.78%	15.63%	18.07%	15.53%	17.02%	20.11%	11.96%	15.33%	18.46%	12.38%	17.08%	15.85%	10.29%	19.77%	14.69%	9.62%	19.81%	9.43%	13.11%	11.68%	10.73%	14.75%	12.74%	11.61%	11.57%	15.08%	14.59%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	299	9	7	5	1	5	11	8	0	6	8	6	9	11	4	4	9	5	7	9	9	9	16	7	10	5	7	12	11	1	12	6	4	13	3	0	9	0	0	8	0	4	5	4	8	2	10					
		0.48%	0.67%	0.55%	0.29%	0.08%	0.27%	0.64%	0.50%	0.00%	0.27%	0.68%	0.48%	0.73%	0.79%	0.36%	0.40%	0.60%	0.36%	0.43%	0.78%	0.63%	0.48%	0.78%	0.82%	0.59%	0.34%	0.48%	0.95%	1.25%	0.16%	0.69%	0.39%	0.42%	1.05%	0.40%	0.00%	0.46%	0.00%	0.00%	0.50%	0.00%	0.18%	0.73%	0.37%	0.51%	0.22%	0.50%					
23	6.Политическая партия «Партия социальной справедливости»	147	3	2	4	4	2	12	5	1	2	2	1	2	3	2	3	6	3	2	1	2	9	3	3	8	4	1	3	2	3	4	4	2	3	1	1	7	4	0	1	1	8	0	3	2	3	5					
		0.24%	0.22%	0.16%	0.23%	0.30%	0.11%	0.69%	0.31%	0.14%	0.09%	0.17%	0.08%	0.16%	0.22%	0.18%	0.30%	0.40%	0.21%	0.12%	0.09%	0.14%	0.48%	0.15%	0.35%	0.47%	0.27%	0.07%	0.24%	0.23%	0.47%	0.23%	0.26%	0.21%	0.24%	0.13%	0.17%	0.36%	0.54%	0.00%	0.06%	0.09%	0.36%	0.00%	0.28%	0.13%	0.34%	0.25%					
24	7.Политическая партия «Либерально-демократическая партия России»	7814	190	165	225	130	229	235	199	96	304	145	153	160	163	139	123	191	173	197	113	156	223	248	113	202	158	180	153	112	68	201	182	179	117	92	90	242	106	122	217	152	280	115	160	224	106	286					
		12.64%	14.09%	13.07%	12.98%	9.75%	12.23%	13.58%	12.46%	13.04%	13.91%	12.39%	12.32%	12.90%	11.76%	12.34%	12.19%	12.67%	12.39%	12.07%	9.82%	10.89%	11.98%	12.14%	13.29%	11.98%	10.73%	12.37%	12.15%	12.68%	10.66%	11.60%	11.73%	18.61%	9.44%	12.40%	15.73%	12.29%	14.29%	13.91%	13.48%	12.95%	12.74%	16.84%	14.75%	14.31%	11.84%	14.34%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	6781	122	116	250	176	272	239	159	68	215	142	123	151	182	106	91	129	157	174	161	145	230	229	71	181	149	139	169	104	56	195	165	54	111	58	45	233	59	94	184	139	244	74	108	183	108	221					
		10.97%	9.05%	9.19%	14.43%	13.20%	14.52%	13.81%	9.96%	9.24%	9.84%	12.14%	9.90%	12.18%	13.13%	9.41%	9.02%	8.55%	11.25%	10.66%	13.99%	10.13%	12.35%	11.21%	8.35%	10.74%	10.12%	9.55%	13.42%	11.78%	8.78%	11.25%	10.63%	5.61%	8.96%	7.82%	7.87%	11.83%	7.95%	10.72%	11.43%	11.84%	11.11%	10.83%	9.95%	11.69%	12.07%	11.08%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	681	11	8	10	7	13	14	9	4	38	28	16	20	15	12	13	15	15	15	6	12	18	21	10	17	17	16	12	8	6	29	26	16	34	4	2	28	3	7	13	16	26	1	8	25	6	31					
		1.10%	0.82%	0.63%	0.58%	0.53%	0.69%	0.81%	0.56%	0.54%	1.74%	2.39%	1.29%	1.61%	1.08%	1.07%	1.29%	0.99%	1.07%	0.92%	0.52%	0.84%	0.97%	1.03%	1.18%	1.01%	1.15%	1.10%	0.95%	0.91%	0.94%	1.67%	1.68%	1.66%	2.74%	0.54%	0.35%	1.42%	0.40%	0.80%	0.81%	1.36%	1.18%	0.15%	0.74%	1.60%	0.67%	1.55%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	33476	787	741	893	700	974	921	871	427	1175	633	692	644	694	645	586	874	718	858	599	815	973	1027	469	881	748	825	636	430	387	895	837	566	618	435	350	957	472	510	930	700	1214	375	614	862	484	1034					
		54.14%	58.38%	58.72%	51.53%	52.51%	52.00%	53.21%	54.54%	58.02%	53.75%	54.10%	55.72%	51.94%	50.07%	57.28%	58.08%	57.96%	51.43%	52.57%	52.04%	56.91%	52.26%	50.29%	55.18%	52.25%	50.82%	56.70%	50.52%	48.70%	60.66%	51.64%	53.93%	58.84%	49.88%	58.63%	61.19%	48.60%	63.61%	58.15%	57.76%	59.63%	55.26%	54.90%	56.59%	55.08%	54.08%	51.86%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	486	9	7	14	13	15	10	22	2	17	5	8	12	14	4	10	9	10	16	12	4	20	30	2	19	16	18	14	8	5	17	14	2	18	2	2	14	3	5	5	5	10	3	6	8	10	17					
		0.79%	0.67%	0.55%	0.81%	0.98%	0.80%	0.58%	1.38%	0.27%	0.78%	0.43%	0.64%	0.97%	1.01%	0.36%	0.99%	0.60%	0.72%	0.98%	1.04%	0.28%	1.07%	1.47%	0.24%	1.13%	1.09%	1.24%	1.11%	0.91%	0.78%	0.98%	0.90%	0.21%	1.45%	0.27%	0.35%	0.71%	0.40%	0.57%	0.31%	0.43%	0.46%	0.44%	0.55%	0.51%	1.12%	0.85%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
