Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Кизеловская городская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК  1401	УИК  1402	УИК  1403	УИК  1404	УИК  1405	УИК  1406	УИК  1407	УИК  1408	УИК  1409	УИК  1410	УИК  1412	УИК  1413	УИК  1414	УИК  1415	УИК  1416	УИК  1417	УИК  1418	УИК  1419	УИК  1420					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	942	22	45	69	18	55	49	85	38	16	17	49	40	12	130	2	45	52	75	123					
		6.05%	3.63%	3.85%	4.92%	2.56%	5.62%	4.76%	6.86%	5.58%	3.26%	4.69%	6.97%	10.72%	4.25%	10.27%	0.51%	5.79%	5.11%	7.65%	11.08%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	478	11	26	55	20	34	53	61	25	16	13	18	16	2	43	10	16	25	14	20					
		3.07%	1.81%	2.22%	3.92%	2.85%	3.48%	5.15%	4.92%	3.67%	3.26%	3.59%	2.56%	4.28%	0.70%	3.39%	2.56%	2.06%	2.45%	1.42%	1.80%					
22	"5. ""За Русь Святую"""	61	2	3	6	5	4	3	2	3	2	2	4	1	2	3	2	4	7	2	4					
		0.39%	0.33%	0.25%	0.42%	0.71%	0.40%	0.29%	0.16%	0.44%	0.40%	0.55%	0.56%	0.26%	0.70%	0.23%	0.51%	0.51%	0.68%	0.20%	0.36%					
23	"6. ""Объединенная Российская партия ""Русь"""	40	2	4	4	2	4	1	5	0	2	1	0	3	0	4	1	2	3	0	2					
		0.25%	0.33%	0.34%	0.28%	0.28%	0.40%	0.09%	0.40%	0.0%	0.40%	0.27%	0.0%	0.80%	0.0%	0.31%	0.25%	0.25%	0.29%	0.0%	0.18%					
24	"7. ""Новый курс - Автомобильная Россия"""	150	6	20	18	11	10	18	6	6	5	3	5	2	4	7	4	10	9	1	5					
		0.96%	0.99%	1.71%	1.28%	1.56%	1.02%	1.74%	0.48%	0.88%	1.02%	0.82%	0.71%	0.53%	1.41%	0.55%	1.02%	1.28%	0.88%	0.10%	0.45%					
25	"8. ""Народно-республиканская партия России"""	19	0	3	1	0	2	0	0	4	0	2	0	0	1	1	1	1	1	1	1					
		0.12%	0.0%	0.25%	0.07%	0.0%	0.20%	0.0%	0.0%	0.58%	0.0%	0.55%	0.0%	0.0%	0.35%	0.07%	0.25%	0.12%	0.09%	0.10%	0.09%					
26	"9. ""Российская экологическая партия ""Зеленые"""	21	0	4	0	4	3	1	1	0	1	0	1	0	0	1	0	2	0	2	1					
		0.13%	0.0%	0.34%	0.0%	0.57%	0.30%	0.09%	0.08%	0.0%	0.20%	0.0%	0.14%	0.0%	0.0%	0.07%	0.0%	0.25%	0.0%	0.20%	0.09%					
27	"10. ""Аграрная партия России"""	335	9	22	32	10	20	49	42	20	7	4	6	9	3	37	4	7	20	13	21					
		2.15%	1.48%	1.88%	2.28%	1.42%	2.04%	4.76%	3.39%	2.94%	1.42%	1.10%	0.85%	2.41%	1.06%	2.92%	1.02%	0.90%	1.96%	1.32%	1.89%					
28	"11. ""Истинные патриоты России"""	16	2	1	0	0	0	1	0	0	0	0	1	1	0	3	1	1	0	1	4					
		0.10%	0.33%	0.08%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.14%	0.26%	0.0%	0.23%	0.25%	0.12%	0.0%	0.10%	0.36%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	171	9	5	14	2	9	10	6	7	10	2	8	2	1	15	4	17	16	20	14					
		1.10%	1.48%	0.42%	0.99%	0.28%	0.92%	0.97%	0.48%	1.02%	2.04%	0.55%	1.13%	0.53%	0.35%	1.18%	1.02%	2.19%	1.57%	2.04%	1.26%					
30	"13. ""Демократическая партия России"""	55	2	1	5	0	2	5	2	3	0	3	3	0	2	7	1	1	10	2	6					
		0.35%	0.33%	0.08%	0.35%	0.0%	0.20%	0.48%	0.16%	0.44%	0.0%	0.82%	0.42%	0.0%	0.70%	0.55%	0.25%	0.12%	0.98%	0.20%	0.54%					
31	"14. ""Великая Россия - Евразийский Союз"""	32	2	3	1	0	1	1	2	4	2	2	2	2	1	1	1	1	2	2	2					
		0.20%	0.33%	0.25%	0.07%	0.0%	0.10%	0.09%	0.16%	0.58%	0.40%	0.55%	0.28%	0.53%	0.35%	0.07%	0.25%	0.12%	0.19%	0.20%	0.18%					
32	"15. ""Партия СЛОН"""	23	0	1	2	0	0	3	2	0	0	0	1	0	1	1	0	3	1	4	4					
		0.14%	0.0%	0.08%	0.14%	0.0%	0.0%	0.29%	0.16%	0.0%	0.0%	0.0%	0.14%	0.0%	0.35%	0.07%	0.0%	0.38%	0.09%	0.40%	0.36%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1082	41	73	92	41	52	71	82	50	31	25	29	18	11	127	7	47	91	120	74					
		6.96%	6.77%	6.26%	6.56%	5.84%	5.32%	6.89%	6.62%	7.35%	6.32%	6.90%	4.12%	4.82%	3.90%	10.03%	1.79%	6.05%	8.94%	12.24%	6.66%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	46	5	2	6	2	0	0	5	1	2	1	3	1	2	2	1	1	7	4	1					
		0.29%	0.82%	0.17%	0.42%	0.28%	0.0%	0.0%	0.40%	0.14%	0.40%	0.27%	0.42%	0.26%	0.70%	0.15%	0.25%	0.12%	0.68%	0.40%	0.09%					
35	"18. ""ЛДПР"""	2440	116	179	201	110	144	147	164	105	65	59	127	79	61	181	83	164	141	96	218					
		15.69%	19.17%	15.35%	14.34%	15.69%	14.73%	14.28%	13.24%	15.44%	13.26%	16.29%	18.06%	21.17%	21.63%	14.30%	21.28%	21.13%	13.86%	9.79%	19.63%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	453	21	30	33	11	27	22	27	12	16	10	29	27	12	41	7	17	41	33	37					
		2.91%	3.47%	2.57%	2.35%	1.56%	2.76%	2.13%	2.18%	1.76%	3.26%	2.76%	4.12%	7.23%	4.25%	3.24%	1.79%	2.19%	4.03%	3.36%	3.33%					
37	"20. ""Политическая партия ""Единая Россия"""	5288	203	433	508	290	338	311	387	219	160	148	234	97	101	347	209	285	358	316	344					
		34.01%	33.55%	37.13%	36.25%	41.36%	34.59%	30.22%	31.26%	32.20%	32.65%	40.88%	33.28%	26.00%	35.81%	27.43%	53.58%	36.72%	35.20%	32.24%	30.99%					
38	"21. ""Российская Конституционно-демократическая партия"""	29	1	2	0	4	0	2	1	1	0	1	2	0	1	2	5	1	0	4	2					
		0.18%	0.16%	0.17%	0.0%	0.57%	0.0%	0.19%	0.08%	0.14%	0.0%	0.27%	0.28%	0.0%	0.35%	0.15%	1.28%	0.12%	0.0%	0.40%	0.18%					
39	"22. ""Развитие предпринимательства"""	25	2	4	0	1	2	1	0	1	0	0	4	1	1	3	0	2	1	2	0					
		0.16%	0.33%	0.34%	0.0%	0.14%	0.20%	0.09%	0.0%	0.14%	0.0%	0.0%	0.56%	0.26%	0.35%	0.23%	0.0%	0.25%	0.09%	0.20%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1570	83	124	141	62	132	103	154	75	34	15	60	22	25	151	6	76	106	106	95					
		10.09%	13.71%	10.63%	10.06%	8.84%	13.51%	10.00%	12.43%	11.02%	6.93%	4.14%	8.53%	5.89%	8.86%	11.93%	1.53%	9.79%	10.42%	10.81%	8.55%					
																										
41	Против всех	800	27	43	96	41	46	58	60	26	39	15	45	21	16	75	16	26	50	41	59					
		5.14%	4.46%	3.68%	6.85%	5.84%	4.70%	5.63%	4.84%	3.82%	7.95%	4.14%	6.40%	5.63%	5.67%	5.92%	4.10%	3.35%	4.91%	4.18%	5.31%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
