Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Хабарская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793									
		18.76%	16.64%	26.42%	25.82%	20.85%	17.34%	14.43%	14.17%	18.75%	11.11%	24.49%	15.09%	15.00%	12.50%	11.50%	8.26%	8.93%	22.68%	11.43%	15.14%	31.33%	22.80%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	0	0	7	3	0	1	0	0	1	0	1	0	0	1	0	1	3	0	0	1	1									
		0.35%	0.00%	0.00%	1.21%	0.98%	0.00%	0.21%	0.00%	0.00%	0.53%	0.00%	0.31%	0.00%	0.00%	0.32%	0.00%	1.79%	1.12%	0.00%	0.00%	1.20%	0.16%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	15	2	1	4	3	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0									
		0.26%	0.33%	0.18%	0.69%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.96%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	2	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	2	1	0									
		0.21%	0.33%	0.18%	0.17%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.83%	1.79%	0.00%	0.95%	1.08%	1.20%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	48	5	5	3	10	4	4	1	0	0	1	1	0	1	2	1	0	0	2	3	0	5									
		0.83%	0.82%	0.92%	0.52%	3.26%	1.08%	0.82%	0.83%	0.00%	0.00%	1.02%	0.31%	0.00%	1.39%	0.64%	0.83%	0.00%	0.00%	1.90%	1.62%	0.00%	0.81%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1188	145	112	128	52	81	126	14	20	33	13	78	29	7	87	15	10	51	14	19	15	139									
		20.52%	23.89%	20.55%	22.18%	16.94%	21.95%	25.98%	11.67%	20.83%	17.46%	13.27%	24.53%	11.15%	9.72%	27.80%	12.40%	17.86%	18.96%	13.33%	10.27%	18.07%	22.64%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	4	4	2	1	2	2	0	0	2	1	0	1	0	0	0	0	0	0	1	1	1									
		0.38%	0.66%	0.73%	0.35%	0.33%	0.54%	0.41%	0.00%	0.00%	1.06%	1.02%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	1.20%	0.16%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	554	80	48	59	34	21	55	18	15	22	13	55	10	9	18	12	2	15	7	7	4	50									
		9.57%	13.18%	8.81%	10.23%	11.07%	5.69%	11.34%	15.00%	15.63%	11.64%	13.27%	17.30%	3.85%	12.50%	5.75%	9.92%	3.57%	5.58%	6.67%	3.78%	4.82%	8.14%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
