Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Красноярская																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	286	7	4	3	17	13	7	3	10	17	10	11	9	2	10	16	6	11	9	5	11	10	7	1	9	13	1	22	1	8	3	6	1	4	2	3	1	3	0	3	2	2	0	0	3	0									
		1.00%	1.36%	0.82%	0.94%	2.09%	0.93%	1.16%	1.59%	0.94%	1.29%	0.58%	0.64%	1.63%	0.42%	1.19%	1.21%	0.68%	0.66%	0.58%	0.58%	0.83%	1.18%	2.59%	0.51%	1.33%	1.82%	0.36%	4.73%	0.43%	1.07%	1.21%	1.55%	0.47%	0.78%	0.87%	0.91%	0.28%	0.80%	0.00%	1.15%	1.56%	0.71%	0.00%	0.00%	0.78%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	662	10	12	7	21	45	27	4	18	21	43	32	8	12	20	32	23	29	23	22	15	15	5	1	5	35	6	28	1	15	10	9	7	17	8	5	19	7	5	12	1	7	6	0	10	4									
		2.32%	1.94%	2.47%	2.19%	2.59%	3.22%	4.46%	2.12%	1.69%	1.60%	2.47%	1.87%	1.45%	2.53%	2.39%	2.42%	2.59%	1.75%	1.49%	2.54%	1.13%	1.77%	1.85%	0.51%	0.74%	4.90%	2.16%	6.02%	0.43%	2.00%	4.05%	2.33%	3.29%	3.33%	3.49%	1.52%	5.40%	1.88%	1.89%	4.58%	0.78%	2.48%	2.99%	0.00%	2.61%	1.65%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	419	7	6	1	19	24	11	3	9	26	22	30	6	3	18	16	15	23	19	13	17	13	9	4	7	8	2	27	1	8	5	4	4	8	4	2	3	4	4	2	0	2	2	0	5	3									
		1.47%	1.36%	1.23%	0.31%	2.34%	1.72%	1.82%	1.59%	0.85%	1.98%	1.27%	1.75%	1.08%	0.63%	2.15%	1.21%	1.69%	1.39%	1.23%	1.50%	1.28%	1.54%	3.33%	2.02%	1.03%	1.12%	0.72%	5.81%	0.43%	1.07%	2.02%	1.03%	1.88%	1.57%	1.75%	0.61%	0.85%	1.07%	1.52%	0.76%	0.00%	0.71%	0.99%	0.00%	1.31%	1.23%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16282	318	279	172	384	682	363	122	580	713	876	884	301	266	444	721	487	1200	1044	484	833	376	169	149	366	279	213	152	197	429	111	211	94	313	130	208	214	206	207	144	107	191	125	84	259	195									
		57.02%	61.75%	57.41%	53.75%	47.29%	48.82%	59.90%	64.55%	54.51%	54.26%	50.37%	51.70%	54.43%	56.00%	52.98%	54.54%	54.90%	72.46%	67.75%	55.95%	62.96%	44.44%	62.59%	75.25%	53.98%	39.02%	76.62%	32.69%	85.28%	57.20%	44.94%	54.52%	44.13%	61.37%	56.77%	63.03%	60.80%	55.23%	78.41%	54.96%	83.59%	67.73%	62.19%	78.50%	67.62%	80.25%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	201	5	3	3	5	12	2	1	4	12	17	12	4	7	9	11	4	3	5	22	8	14	1	1	5	2	0	1	1	4	1	2	0	3	2	6	1	5	1	0	0	1	1	0	0	0									
		0.70%	0.97%	0.62%	0.94%	0.62%	0.86%	0.33%	0.53%	0.38%	0.91%	0.98%	0.70%	0.72%	1.47%	1.07%	0.83%	0.45%	0.18%	0.32%	2.54%	0.60%	1.65%	0.37%	0.51%	0.74%	0.28%	0.00%	0.22%	0.43%	0.53%	0.40%	0.52%	0.00%	0.59%	0.87%	1.82%	0.28%	1.34%	0.38%	0.00%	0.00%	0.35%	0.50%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	115	3	3	1	4	2	1	2	9	6	4	12	18	0	4	3	2	1	1	2	1	13	0	0	2	3	0	0	2	1	0	6	0	1	0	0	4	2	1	0	0	0	1	0	0	0									
		0.40%	0.58%	0.62%	0.31%	0.49%	0.14%	0.17%	1.06%	0.85%	0.46%	0.23%	0.70%	3.25%	0.00%	0.48%	0.23%	0.23%	0.06%	0.06%	0.23%	0.08%	1.54%	0.00%	0.00%	0.29%	0.42%	0.00%	0.00%	0.87%	0.13%	0.00%	1.55%	0.00%	0.20%	0.00%	0.00%	1.14%	0.54%	0.38%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4197	68	64	60	141	270	74	19	122	188	222	241	56	91	151	257	171	161	176	130	270	140	23	21	122	138	33	66	14	116	58	63	32	76	35	50	38	49	18	40	5	29	16	10	47	26									
		14.70%	13.20%	13.17%	18.75%	17.36%	19.33%	12.21%	10.05%	11.47%	14.31%	12.77%	14.09%	10.13%	19.16%	18.02%	19.44%	19.28%	9.72%	11.42%	15.03%	20.41%	16.55%	8.52%	10.61%	17.99%	19.30%	11.87%	14.19%	6.06%	15.47%	23.48%	16.28%	15.02%	14.90%	15.28%	15.15%	10.80%	13.14%	6.82%	15.27%	3.91%	10.28%	7.96%	9.35%	12.27%	10.70%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	179	3	1	1	5	22	1	0	6	7	14	15	10	2	3	6	6	9	5	3	0	11	1	0	3	5	1	21	0	6	1	2	0	0	0	0	3	4	0	1	0	0	0	0	1	0									
		0.63%	0.58%	0.21%	0.31%	0.62%	1.57%	0.17%	0.00%	0.56%	0.53%	0.81%	0.88%	1.81%	0.42%	0.36%	0.45%	0.68%	0.54%	0.32%	0.35%	0.00%	1.30%	0.37%	0.00%	0.44%	0.70%	0.36%	4.52%	0.00%	0.80%	0.40%	0.52%	0.00%	0.00%	0.00%	0.00%	0.85%	1.07%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	306	6	11	0	15	3	3	4	6	13	23	23	12	1	6	17	3	10	11	22	9	21	9	0	5	6	0	24	0	12	3	5	1	6	0	4	0	2	0	1	0	5	2	0	1	1									
		1.07%	1.17%	2.26%	0.00%	1.85%	0.21%	0.50%	2.12%	0.56%	0.99%	1.32%	1.35%	2.17%	0.21%	0.72%	1.29%	0.34%	0.60%	0.71%	2.54%	0.68%	2.48%	3.33%	0.00%	0.74%	0.84%	0.00%	5.16%	0.00%	1.60%	1.21%	1.29%	0.47%	1.18%	0.00%	1.21%	0.00%	0.54%	0.00%	0.38%	0.00%	1.77%	0.99%	0.00%	0.26%	0.41%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	47	0	1	3	0	2	0	0	2	0	1	1	4	0	1	4	0	1	0	3	0	8	1	0	2	5	0	1	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	2									
		0.16%	0.00%	0.21%	0.94%	0.00%	0.14%	0.00%	0.00%	0.19%	0.00%	0.06%	0.06%	0.72%	0.00%	0.12%	0.30%	0.00%	0.06%	0.00%	0.35%	0.00%	0.95%	0.37%	0.00%	0.29%	0.70%	0.00%	0.22%	0.00%	0.13%	0.00%	0.26%	0.47%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	339	5	8	2	21	26	2	1	7	6	28	20	12	2	9	15	5	10	6	24	15	9	7	0	7	27	3	22	0	3	3	6	1	4	2	8	2	0	2	2	2	3	0	1	1	0									
		1.19%	0.97%	1.65%	0.63%	2.59%	1.86%	0.33%	0.53%	0.66%	0.46%	1.61%	1.17%	2.17%	0.42%	1.07%	1.13%	0.56%	0.60%	0.39%	2.77%	1.13%	1.06%	2.59%	0.00%	1.03%	3.78%	1.08%	4.73%	0.00%	0.40%	1.21%	1.55%	0.47%	0.78%	0.87%	2.42%	0.57%	0.00%	0.76%	0.76%	1.56%	1.06%	0.00%	0.93%	0.26%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3225	53	35	49	128	195	82	19	80	119	250	161	55	36	100	145	102	133	153	121	97	104	21	13	131	119	15	66	10	101	35	47	60	58	26	20	49	69	22	35	7	23	30	9	33	9									
		11.29%	10.29%	7.20%	15.31%	15.76%	13.96%	13.53%	10.05%	7.52%	9.06%	14.38%	9.42%	9.95%	7.58%	11.93%	10.97%	11.50%	8.03%	9.93%	13.99%	7.33%	12.29%	7.78%	6.57%	19.32%	16.64%	5.40%	14.19%	4.33%	13.47%	14.17%	12.14%	28.17%	11.37%	11.35%	6.06%	13.92%	18.50%	8.33%	13.36%	5.47%	8.16%	14.93%	8.41%	8.62%	3.70%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	100	0	2	0	5	4	2	1	9	4	10	5	2	1	1	3	2	7	11	2	6	5	2	0	2	2	0	0	0	0	1	0	0	2	0	2	2	1	1	0	0	1	1	0	1	0									
		0.35%	0.00%	0.41%	0.00%	0.62%	0.29%	0.33%	0.53%	0.85%	0.30%	0.58%	0.29%	0.36%	0.21%	0.12%	0.23%	0.23%	0.42%	0.71%	0.23%	0.45%	0.59%	0.74%	0.00%	0.29%	0.28%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.39%	0.00%	0.61%	0.57%	0.27%	0.38%	0.00%	0.00%	0.35%	0.50%	0.00%	0.26%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	708	8	28	6	26	50	16	2	29	14	18	30	9	11	36	33	37	38	51	3	16	12	11	5	7	65	3	23	2	20	8	11	5	9	15	9	4	5	0	9	2	6	7	0	9	0									
		2.48%	1.55%	5.76%	1.88%	3.20%	3.58%	2.64%	1.06%	2.73%	1.07%	1.04%	1.75%	1.63%	2.32%	4.30%	2.50%	4.17%	2.29%	3.31%	0.35%	1.21%	1.42%	4.07%	2.53%	1.03%	9.09%	1.08%	4.95%	0.87%	2.67%	3.24%	2.84%	2.35%	1.76%	6.55%	2.73%	1.14%	1.34%	0.00%	3.44%	1.56%	2.13%	3.48%	0.00%	2.35%	0.00%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
