Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Таганский район																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №3618	УИК №3619	УИК №3620	УИК №3621									
		3.71%	5.05%	4.70%	3.60%	4.62%	2.54%	3.88%	5.25%	3.23%	2.84%	4.45%	5.81%	3.71%	3.74%	4.38%	4.45%	2.95%	3.80%	2.61%	3.59%	3.36%	4.27%	2.53%	4.88%	3.20%	2.88%	3.84%	2.97%	2.88%	1.77%	4.52%	2.45%	2.91%	10.00%	2.73%	3.01%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	529	17	14	8	11	11	13	18	14	22	19	18	12	14	16	18	20	17	19	16	19	21	13	19	13	15	10	16	20	13	18	11	14	1	12	15	2									
		2.07%	1.99%	2.53%	1.60%	1.45%	2.33%	1.44%	2.01%	1.61%	2.72%	1.97%	2.33%	1.59%	1.64%	1.85%	1.86%	2.11%	1.80%	2.15%	2.05%	2.46%	2.49%	1.73%	2.21%	2.31%	1.96%	1.37%	2.26%	2.88%	1.64%	2.26%	1.68%	2.91%	3.33%	3.64%	4.52%	3.92%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	845	14	23	22	20	17	30	15	40	20	27	26	25	30	29	32	37	39	33	26	21	27	28	30	20	28	16	21	15	30	26	22	17	4	15	16	4									
		3.31%	1.65%	4.16%	4.40%	2.64%	3.60%	3.32%	1.67%	4.61%	2.47%	2.80%	3.36%	3.31%	3.51%	3.34%	3.31%	3.90%	4.12%	3.74%	3.33%	2.72%	3.20%	3.73%	3.48%	3.56%	3.66%	2.19%	2.97%	2.16%	3.79%	3.27%	3.36%	3.53%	13.33%	4.55%	4.82%	7.84%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8088	250	165	164	215	135	233	259	243	269	375	217	230	292	235	305	277	284	247	258	270	253	238	257	190	248	266	254	248	245	263	210	174	13	141	147	18									
		31.72%	29.38%	29.84%	32.80%	28.40%	28.60%	25.80%	28.91%	28.03%	33.25%	38.82%	28.04%	30.46%	34.15%	27.10%	31.57%	29.19%	29.99%	28.00%	33.08%	34.93%	29.98%	31.73%	29.85%	33.81%	32.42%	36.44%	35.93%	35.73%	30.97%	33.04%	32.11%	36.17%	43.33%	42.73%	44.28%	35.29%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	499	13	12	7	10	7	17	20	17	20	21	18	12	20	18	17	13	25	21	18	14	19	15	14	12	19	13	13	16	18	20	9	9	0	1	1	0									
		1.96%	1.53%	2.17%	1.40%	1.32%	1.48%	1.88%	2.23%	1.96%	2.47%	2.17%	2.33%	1.59%	2.34%	2.08%	1.76%	1.37%	2.64%	2.38%	2.31%	1.81%	2.25%	2.00%	1.63%	2.14%	2.48%	1.78%	1.84%	2.31%	2.28%	2.51%	1.38%	1.87%	0.00%	0.30%	0.30%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	98	1	2	1	4	3	2	2	4	2	5	3	4	3	5	0	5	11	4	3	2	4	2	1	3	3	1	5	1	3	2	2	0	1	1	3	0									
		0.38%	0.12%	0.36%	0.20%	0.53%	0.64%	0.22%	0.22%	0.46%	0.25%	0.52%	0.39%	0.53%	0.35%	0.58%	0.00%	0.53%	1.16%	0.45%	0.38%	0.26%	0.47%	0.27%	0.12%	0.53%	0.39%	0.14%	0.71%	0.14%	0.38%	0.25%	0.31%	0.00%	3.33%	0.30%	0.90%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3010	89	59	54	85	55	88	89	60	75	105	89	106	94	116	115	80	119	128	96	94	115	92	118	82	114	103	83	90	118	88	80	57	3	43	25	3									
		11.80%	10.46%	10.67%	10.80%	11.23%	11.65%	9.75%	9.93%	6.92%	9.27%	10.87%	11.50%	14.04%	10.99%	13.38%	11.90%	8.43%	12.57%	14.51%	12.31%	12.16%	13.63%	12.27%	13.70%	14.59%	14.90%	14.11%	11.74%	12.97%	14.92%	11.06%	12.23%	11.85%	10.00%	13.03%	7.53%	5.88%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	904	28	19	18	26	20	51	46	26	32	28	23	31	37	31	40	26	25	35	29	27	32	28	33	18	18	31	31	23	30	26	19	6	0	5	4	2									
		3.55%	3.29%	3.44%	3.60%	3.43%	4.24%	5.65%	5.13%	2.99%	3.96%	2.90%	2.97%	4.11%	4.33%	3.58%	4.14%	2.74%	2.64%	3.97%	3.72%	3.49%	3.79%	3.73%	3.83%	3.20%	2.35%	4.25%	4.38%	3.31%	3.79%	3.27%	2.91%	1.25%	0.00%	1.52%	1.20%	3.92%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1096	38	24	31	49	14	65	41	47	48	33	42	37	19	37	41	35	48	31	43	21	23	29	35	29	38	34	33	17	32	26	27	20	0	5	4	0									
		4.30%	4.47%	4.34%	6.20%	6.47%	2.97%	7.20%	4.58%	5.42%	5.93%	3.42%	5.43%	4.90%	2.22%	4.27%	4.24%	3.69%	5.07%	3.51%	5.51%	2.72%	2.73%	3.87%	4.07%	5.16%	4.97%	4.66%	4.67%	2.45%	4.05%	3.27%	4.13%	4.16%	0.00%	1.52%	1.20%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	67	2	0	1	4	0	0	2	2	2	1	3	2	2	4	1	3	3	2	2	1	2	4	1	0	4	1	5	0	1	1	3	2	0	1	5	0									
		0.26%	0.24%	0.00%	0.20%	0.53%	0.00%	0.00%	0.22%	0.23%	0.25%	0.10%	0.39%	0.26%	0.23%	0.46%	0.10%	0.32%	0.32%	0.23%	0.26%	0.13%	0.24%	0.53%	0.12%	0.00%	0.52%	0.14%	0.71%	0.00%	0.13%	0.13%	0.46%	0.42%	0.00%	0.30%	1.51%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3131	132	94	81	119	84	166	163	140	110	131	93	88	93	107	104	133	136	86	70	77	90	79	95	53	75	66	59	64	81	90	91	47	0	20	13	1									
		12.28%	15.51%	16.99%	16.20%	15.72%	17.80%	18.38%	18.19%	16.15%	13.60%	13.56%	12.02%	11.66%	10.88%	12.34%	10.77%	14.01%	14.36%	9.75%	8.97%	9.96%	10.66%	10.53%	11.03%	9.43%	9.80%	9.04%	8.35%	9.22%	10.24%	11.31%	13.91%	9.77%	0.00%	6.06%	3.92%	1.96%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4116	157	92	62	112	85	147	127	183	140	112	125	108	140	157	171	193	129	161	137	129	149	106	140	73	122	94	100	119	128	135	93	71	2	41	64	12									
		16.14%	18.45%	16.64%	12.40%	14.80%	18.01%	16.28%	14.17%	21.11%	17.31%	11.59%	16.15%	14.30%	16.37%	18.11%	17.70%	20.34%	13.62%	18.25%	17.56%	16.69%	17.65%	14.13%	16.26%	12.99%	15.95%	12.88%	14.14%	17.15%	16.18%	16.96%	14.22%	14.76%	6.67%	12.42%	19.28%	23.53%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	142	12	2	3	6	2	3	2	4	5	3	4	5	7	3	5	6	2	5	4	3	1	9	11	0	3	7	4	2	3	6	2	4	0	3	1	0									
		0.56%	1.41%	0.36%	0.60%	0.79%	0.42%	0.33%	0.22%	0.46%	0.62%	0.31%	0.52%	0.66%	0.82%	0.35%	0.52%	0.63%	0.21%	0.57%	0.51%	0.39%	0.12%	1.20%	1.28%	0.00%	0.39%	0.96%	0.57%	0.29%	0.38%	0.75%	0.31%	0.83%	0.00%	0.91%	0.30%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1670	49	17	28	46	20	42	53	49	36	51	55	55	62	59	60	72	62	78	43	56	63	78	54	44	49	43	54	43	64	48	63	35	1	20	13	5									
		6.55%	5.76%	3.07%	5.60%	6.08%	4.24%	4.65%	5.92%	5.65%	4.45%	5.28%	7.11%	7.28%	7.25%	6.81%	6.21%	7.59%	6.55%	8.84%	5.51%	7.24%	7.46%	10.40%	6.27%	7.83%	6.41%	5.89%	7.64%	6.20%	8.09%	6.03%	9.63%	7.28%	3.33%	6.06%	3.92%	9.80%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
