Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
"Наименование Избирательной комиссии:    Прокопьевск, Рудничная"																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3406	165	105	51	124	152	81	193	111	172	150	139	92	51	208	110	131	173	104	180	149	144	177	194	149	101					
		7.80%	10.52%	6.22%	5.48%	5.19%	7.27%	4.96%	11.86%	6.17%	7.92%	8.96%	7.10%	4.88%	2.97%	8.54%	7.21%	7.31%	12.23%	5.55%	11.33%	8.78%	7.50%	10.56%	11.31%	9.12%	7.84%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	438	10	3	16	31	13	8	44	8	28	22	12	10	6	17	6	16	31	11	27	28	0	25	37	8	21					
		1.00%	0.64%	0.18%	1.72%	1.30%	0.62%	0.49%	2.70%	0.44%	1.29%	1.31%	0.61%	0.53%	0.35%	0.70%	0.39%	0.89%	2.19%	0.59%	1.70%	1.65%	0.00%	1.49%	2.16%	0.49%	1.63%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	32806	1262	1359	657	1675	1699	1267	980	1445	1659	1246	1566	1405	1372	1948	1225	1447	847	1439	1032	1198	1544	1113	1082	1310	1029					
		75.09%	80.48%	80.46%	70.57%	70.11%	81.29%	77.54%	60.23%	80.37%	76.42%	74.39%	79.98%	74.46%	80.00%	80.00%	80.33%	80.70%	59.90%	76.83%	64.95%	70.60%	80.46%	66.41%	63.09%	80.17%	79.89%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	144	9	2	4	8	6	2	10	8	2	6	5	4	2	10	2	9	9	5	5	11	0	9	10	5	1					
		0.33%	0.57%	0.12%	0.43%	0.33%	0.29%	0.12%	0.61%	0.44%	0.09%	0.36%	0.26%	0.21%	0.12%	0.41%	0.13%	0.50%	0.64%	0.27%	0.31%	0.65%	0.00%	0.54%	0.58%	0.31%	0.08%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
