Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Наровчатская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	35	3	1	1	0	2	1	1	3	0	2	0	0	2	1	1	0	0	2	0	0	1	1	0	1	4	6	0	2									
		0.43%	0.68%	0.23%	0.49%	0.00%	0.53%	0.63%	0.38%	2.19%	0.00%	0.43%	0.00%	0.00%	1.64%	0.60%	0.53%	0.00%	0.00%	0.95%	0.00%	0.00%	0.85%	1.05%	0.00%	0.74%	0.25%	0.50%	0.00%	0.84%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	163	8	12	8	1	5	2	2	12	0	15	1	4	1	1	5	0	0	1	3	2	2	3	0	6	33	19	8	9									
		2.00%	1.82%	2.75%	3.92%	0.61%	1.33%	1.25%	0.75%	8.76%	0.00%	3.26%	1.10%	3.20%	0.82%	0.60%	2.65%	0.00%	0.00%	0.48%	3.49%	2.00%	1.71%	3.16%	0.00%	4.44%	2.08%	1.57%	3.09%	3.77%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	54	5	4	2	0	5	5	0	1	0	0	0	0	0	0	2	0	0	1	0	3	0	0	0	0	6	15	1	4									
		0.66%	1.14%	0.92%	0.98%	0.00%	1.33%	3.13%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.48%	0.00%	3.00%	0.00%	0.00%	0.00%	0.00%	0.38%	1.24%	0.39%	1.67%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6600	351	355	141	140	278	124	221	95	313	387	80	114	107	152	158	60	122	173	70	78	85	70	183	81	1280	999	202	181									
		81.14%	79.77%	81.24%	69.12%	85.89%	73.74%	77.50%	83.40%	69.34%	92.33%	84.13%	87.91%	91.20%	87.70%	91.02%	83.60%	93.75%	88.41%	82.38%	81.40%	78.00%	72.65%	73.68%	84.33%	60.00%	80.55%	82.63%	77.99%	75.73%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	17	1	0	0	0	2	1	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	2	0	0	1	3	1	1									
		0.21%	0.23%	0.00%	0.00%	0.00%	0.53%	0.63%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	1.20%	0.00%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	2.11%	0.00%	0.00%	0.06%	0.25%	0.39%	0.42%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.75%	0.00%	0.29%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	1.05%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	457	20	8	20	9	21	13	30	15	8	25	5	2	7	1	12	2	7	13	4	8	13	13	21	9	76	58	21	16									
		5.62%	4.55%	1.83%	9.80%	5.52%	5.57%	8.13%	11.32%	10.95%	2.36%	5.43%	5.49%	1.60%	5.74%	0.60%	6.35%	3.13%	5.07%	6.19%	4.65%	8.00%	11.11%	13.68%	9.68%	6.67%	4.78%	4.80%	8.11%	6.69%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	13	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	1	2	0									
		0.16%	0.00%	0.00%	0.98%	0.00%	0.27%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.25%	0.08%	0.77%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	10	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	3	0	0									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.46%	0.00%	0.19%	0.25%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.08%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	16	1	0	4	1	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0									
		0.20%	0.23%	0.00%	1.96%	0.61%	0.80%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	589	35	53	22	11	50	10	5	4	15	25	5	5	3	10	7	2	7	18	9	5	12	5	9	30	142	64	7	19									
		7.24%	7.95%	12.13%	10.78%	6.75%	13.26%	6.25%	1.89%	2.92%	4.42%	5.43%	5.49%	4.00%	2.46%	5.99%	3.70%	3.13%	5.07%	8.57%	10.47%	5.00%	10.26%	5.26%	4.15%	22.22%	8.94%	5.29%	2.70%	7.95%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	7	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0									
		0.09%	0.23%	0.00%	0.49%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	1.48%	0.06%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	101	0	0	1	0	6	3	2	1	0	0	0	0	1	0	2	0	0	1	0	1	0	0	2	3	28	35	10	5									
		1.24%	0.00%	0.00%	0.49%	0.00%	1.59%	1.88%	0.75%	0.73%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	1.06%	0.00%	0.00%	0.48%	0.00%	1.00%	0.00%	0.00%	0.92%	2.22%	1.76%	2.89%	3.86%	2.09%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
