Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Протвинская городская                            																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №2200	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1120	52	72	116	129	99	118	76	96	84	117	92	69					
		6.49%	4.16%	4.86%	7.60%	8.16%	6.99%	7.24%	5.67%	6.99%	6.11%	7.50%	6.55%	5.19%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	383	29	31	35	50	39	38	27	39	29	27	19	20					
		2.22%	2.32%	2.09%	2.29%	3.16%	2.75%	2.33%	2.01%	2.84%	2.11%	1.73%	1.35%	1.50%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1433	81	104	134	127	94	117	130	117	107	130	179	113					
		8.30%	6.49%	7.03%	8.78%	8.04%	6.63%	7.18%	9.70%	8.52%	7.79%	8.34%	12.74%	8.50%					
22	"5. ""За Русь Святую"""	76	10	5	5	4	6	8	7	7	3	10	3	8					
		0.44%	0.80%	0.33%	0.32%	0.25%	0.42%	0.49%	0.52%	0.51%	0.21%	0.64%	0.21%	0.60%					
23	"6. ""Объединенная Российская партия ""Русь"""	16	2	2	2	1	1	1	1	3	1	2	0	0					
		0.09%	0.16%	0.13%	0.13%	0.06%	0.07%	0.06%	0.07%	0.21%	0.07%	0.12%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	266	16	22	18	20	19	29	13	30	14	27	27	31					
		1.54%	1.28%	1.48%	1.18%	1.26%	1.34%	1.78%	0.97%	2.18%	1.01%	1.73%	1.92%	2.33%					
25	"8. ""Народно-республиканская партия России"""	12	0	1	0	0	1	0	0	6	1	1	2	0					
		0.06%	0.0%	0.06%	0.0%	0.0%	0.07%	0.0%	0.0%	0.43%	0.07%	0.06%	0.14%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	84	8	5	3	6	9	7	8	8	7	9	6	8					
		0.48%	0.64%	0.33%	0.19%	0.37%	0.63%	0.42%	0.59%	0.58%	0.50%	0.57%	0.42%	0.60%					
27	"10. ""Аграрная партия России"""	355	29	34	37	33	18	33	33	32	29	32	14	31					
		2.05%	2.32%	2.29%	2.42%	2.08%	1.27%	2.02%	2.46%	2.33%	2.11%	2.05%	0.99%	2.33%					
28	"11. ""Истинные патриоты России"""	6	2	1	0	0	0	0	0	0	0	3	0	0					
		0.03%	0.16%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	174	16	11	8	12	23	12	19	18	13	15	16	11					
		1.00%	1.28%	0.74%	0.52%	0.75%	1.62%	0.73%	1.41%	1.31%	0.94%	0.96%	1.13%	0.82%					
30	"13. ""Демократическая партия России"""	24	3	1	3	2	3	0	3	1	0	2	4	2					
		0.13%	0.24%	0.06%	0.19%	0.12%	0.21%	0.0%	0.22%	0.07%	0.0%	0.12%	0.28%	0.15%					
31	"14. ""Великая Россия - Евразийский Союз"""	18	5	1	1	3	3	0	0	1	0	2	1	1					
		0.10%	0.40%	0.06%	0.06%	0.18%	0.21%	0.0%	0.0%	0.07%	0.0%	0.12%	0.07%	0.07%					
32	"15. ""Партия СЛОН"""	27	0	2	3	1	1	1	2	5	5	3	1	3					
		0.15%	0.0%	0.13%	0.19%	0.06%	0.07%	0.06%	0.14%	0.36%	0.36%	0.19%	0.07%	0.22%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2614	150	213	263	261	231	238	219	202	206	261	203	167					
		15.15%	12.01%	14.40%	17.24%	16.52%	16.31%	14.61%	16.34%	14.72%	15.00%	16.75%	14.45%	12.56%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	15	3	0	2	0	5	3	1	0	0	1	0	0					
		0.08%	0.24%	0.0%	0.13%	0.0%	0.35%	0.18%	0.07%	0.0%	0.0%	0.06%	0.0%	0.0%					
35	"18. ""ЛДПР"""	1274	108	143	85	106	102	133	88	93	96	108	97	115					
		7.38%	8.65%	9.66%	5.57%	6.71%	7.20%	8.16%	6.56%	6.77%	6.99%	6.93%	6.90%	8.65%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	217	20	13	24	20	16	16	8	21	19	15	14	31					
		1.25%	1.60%	0.87%	1.57%	1.26%	1.12%	0.98%	0.59%	1.53%	1.38%	0.96%	0.99%	2.33%					
37	"20. ""Политическая партия ""Единая Россия"""	5769	463	484	455	465	470	597	446	434	492	523	462	478					
		33.44%	37.09%	32.72%	29.83%	29.44%	33.19%	36.67%	33.28%	31.63%	35.83%	33.56%	32.90%	35.96%					
38	"21. ""Российская Конституционно-демократическая партия"""	21	4	5	0	1	0	2	2	1	2	1	2	1					
		0.12%	0.32%	0.33%	0.0%	0.06%	0.0%	0.12%	0.14%	0.07%	0.14%	0.06%	0.14%	0.07%					
39	"22. ""Развитие предпринимательства"""	84	8	6	9	6	8	10	5	5	9	6	6	6					
		0.48%	0.64%	0.40%	0.59%	0.37%	0.56%	0.61%	0.37%	0.36%	0.65%	0.38%	0.42%	0.45%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1768	143	185	186	205	148	146	152	134	139	127	112	91					
		10.24%	11.45%	12.50%	12.19%	12.98%	10.45%	8.96%	11.34%	9.76%	10.12%	8.15%	7.97%	6.84%					
																			
41	Против всех	1236	66	110	113	94	103	95	90	101	95	120	131	118					
		7.16%	5.28%	7.43%	7.40%	5.95%	7.27%	5.83%	6.71%	7.36%	6.91%	7.70%	9.33%	8.87%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
