Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Алексеевский район																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №3655									
		2.11%	1.44%	1.88%	2.01%	2.12%	2.24%	2.77%	2.81%	2.47%	1.43%	1.61%	3.37%	1.04%	2.03%	2.50%	2.75%	2.63%	2.18%	1.41%	3.15%	1.62%	1.27%									
24	"6. Политическая партия ""Гражданская Платформа"""	55	2	3	2	0	3	3	2	2	8	2	2	3	2	3	2	5	4	2	1	2	2									
		0.34%	0.18%	0.38%	0.29%	0.00%	0.48%	0.36%	0.21%	0.26%	0.95%	0.32%	0.20%	0.44%	0.24%	0.47%	0.32%	0.82%	0.67%	0.12%	0.17%	0.36%	0.64%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1680	99	97	83	66	74	110	90	84	73	78	70	49	79	70	65	51	65	181	82	66	48									
		10.47%	8.91%	12.14%	11.94%	9.98%	11.84%	13.24%	9.36%	10.94%	8.70%	12.58%	7.15%	7.25%	9.43%	10.94%	10.52%	8.39%	10.92%	10.61%	13.60%	11.91%	15.29%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	614	46	39	31	28	37	29	34	21	45	17	43	33	27	22	29	18	24	40	19	31	1									
		3.83%	4.14%	4.88%	4.46%	4.24%	5.92%	3.49%	3.53%	2.73%	5.36%	2.74%	4.39%	4.88%	3.22%	3.44%	4.69%	2.96%	4.03%	2.34%	3.15%	5.60%	0.32%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	673	49	38	28	23	26	35	49	31	31	16	48	34	54	29	30	20	35	58	16	18	5									
		4.20%	4.41%	4.76%	4.03%	3.48%	4.16%	4.21%	5.09%	4.04%	3.69%	2.58%	4.90%	5.03%	6.44%	4.53%	4.85%	3.29%	5.88%	3.40%	2.65%	3.25%	1.59%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	40	6	3	1	1	6	2	1	2	0	0	4	0	1	0	0	2	3	4	1	1	2									
		0.25%	0.54%	0.38%	0.14%	0.15%	0.96%	0.24%	0.10%	0.26%	0.00%	0.00%	0.41%	0.00%	0.12%	0.00%	0.00%	0.33%	0.50%	0.23%	0.17%	0.18%	0.64%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2324	218	83	98	100	92	77	155	103	132	63	221	140	161	102	78	89	90	152	82	75	13									
		14.49%	19.62%	10.39%	14.10%	15.13%	14.72%	9.27%	16.11%	13.41%	15.73%	10.16%	22.57%	20.71%	19.21%	15.94%	12.62%	14.64%	15.13%	8.91%	13.60%	13.54%	4.14%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2350	135	98	95	121	95	135	157	136	134	97	129	106	121	117	117	94	103	173	89	66	32									
		14.65%	12.15%	12.27%	13.67%	18.31%	15.20%	16.25%	16.32%	17.71%	15.97%	15.65%	13.18%	15.68%	14.44%	18.28%	18.93%	15.46%	17.31%	10.14%	14.76%	11.91%	10.19%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	91	1	6	4	5	7	7	8	1	8	2	3	1	3	4	5	4	2	13	2	4	1									
		0.57%	0.09%	0.75%	0.58%	0.76%	1.12%	0.84%	0.83%	0.13%	0.95%	0.32%	0.31%	0.15%	0.36%	0.63%	0.81%	0.66%	0.34%	0.76%	0.33%	0.72%	0.32%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1218	104	56	59	59	46	60	68	71	50	57	71	58	57	41	43	57	52	102	43	33	31									
		7.59%	9.36%	7.01%	8.49%	8.93%	7.36%	7.22%	7.07%	9.24%	5.96%	9.19%	7.25%	8.58%	6.80%	6.41%	6.96%	9.38%	8.74%	5.98%	7.13%	5.96%	9.87%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
