Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																															
Дата голосования: 02.12.2007																																																																															
																																																																															
Наименование Избирательной комиссии:    Королевская городская																																																																															
																																																																															
Сводная таблица результатов выборов																																																																															
																																																																															
		Сумма	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	3379	50	50	60	50	21	60	30	40	58	40	50	45	35	35	35	40	25	60	60	60	50	60	50	30	50	50	50	50	50	60	60	40	50	60	50	60	60	60	50	60	60	50	50	60	60	60	60	60	60	60	60	60	60	40	10	0	0	50	60	50	50	20	20	60	50	60	20	10	10	50	60	45					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2205	31	26	38	32	20	51	26	31	58	25	29	43	30	29	25	40	24	32	30	29	22	30	23	28	31	41	23	36	32	34	43	26	37	43	35	45	34	47	37	57	38	35	23	53	20	34	52	34	29	26	59	44	51	23	0	0	0	23	25	18	20	15	6	40	29	35	6	1	0	32	40	41					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	2053	28	114	28	43	49	8	23	32	22	23	13	27	32	59	176	38	13	16	13	15	12	11	16	6	54	21	15	18	12	23	5	22	26	9	149	41	22	32	14	7	38	15	28	31	15	8	5	9	27	27	24	6	26	83	5	38	6	14	23	22	11	45	27	23	16	24	13	9	11	26	8	103					
14	Число погашенных неиспользованных открепительных удостоверений	1174	19	24	22	18	1	9	4	9	0	15	21	2	5	6	10	0	1	28	30	31	28	30	27	2	19	9	27	14	18	26	17	14	13	17	15	15	26	13	13	3	22	15	27	7	40	26	8	26	31	34	1	16	9	17	10	0	0	27	35	32	30	5	14	20	21	25	14	9	10	18	20	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	129	2	2	1	2	5	3	3	2	6	1	0	3	0	1	0	3	3	1	3	3	1	1	1	1	1	1	2	4	2	3	4	0	4	1	1	2	1	4	0	6	1	0	3	1	1	5	5	6	2	2	3	2	2	0	0	0	0	1	5	0	0	0	0	0	1	0	0	0	0	3	1	1					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																															
18	1.Политическая партия «Аграрная партия России»	1852	17	22	30	29	19	20	26	42	11	18	29	7	17	17	28	23	15	18	30	34	60	56	43	44	29	47	4	30	43	12	27	10	14	10	36	40	42	34	30	27	14	30	43	0	12	20	21	38	55	40	50	14	51	3	4	10	7	15	64	12	20	20	7	22	37	37	3	4	4	36	14	55					
		2.31%	2.07%	2.09%	2.64%	2.58%	2.14%	1.62%	2.81%	3.61%	0.80%	2.78%	3.22%	0.71%	1.56%	1.95%	2.55%	1.80%	1.69%	1.33%	1.99%	2.45%	5.31%	4.21%	4.10%	3.74%	2.35%	3.81%	0.34%	2.24%	3.77%	0.91%	1.76%	1.36%	1.19%	0.89%	2.96%	2.52%	3.66%	2.23%	2.53%	1.88%	0.93%	2.49%	3.53%	0.00%	0.93%	1.54%	1.26%	2.03%	3.43%	2.80%	3.18%	0.90%	3.24%	0.33%	1.44%	2.34%	4.76%	1.68%	5.00%	1.67%	2.70%	4.77%	2.68%	1.80%	3.78%	3.12%	0.58%	3.64%	3.74%	3.54%	1.02%	2.99%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1353	16	10	10	41	20	9	19	28	19	3	21	23	21	18	20	20	13	18	20	5	22	35	17	23	26	18	11	34	23	28	13	11	11	18	27	23	26	57	30	20	17	20	45	55	6	20	9	17	43	17	40	25	46	4	4	5	1	14	10	12	5	5	4	9	10	14	7	0	0	18	20	24					
		1.69%	1.95%	0.95%	0.88%	3.65%	2.25%	0.73%	2.05%	2.41%	1.39%	0.46%	2.33%	2.34%	1.93%	2.07%	1.82%	1.56%	1.47%	1.33%	1.33%	0.36%	1.95%	2.63%	1.62%	1.95%	2.11%	1.46%	0.95%	2.54%	2.01%	2.12%	0.85%	1.50%	0.93%	1.61%	2.22%	1.45%	2.27%	3.75%	2.53%	1.39%	1.13%	1.66%	3.70%	3.46%	0.46%	1.54%	0.54%	0.91%	2.68%	1.19%	2.55%	1.60%	2.92%	0.44%	1.44%	1.17%	0.68%	1.57%	0.78%	1.67%	0.67%	1.19%	1.53%	0.74%	1.02%	1.18%	1.35%	0.00%	0.00%	1.77%	1.45%	1.31%					
20	3.Политическая партия «Демократическая партия России»	105	1	2	0	1	1	2	3	0	0	2	0	4	3	1	0	5	0	1	0	1	2	6	2	2	0	0	2	2	0	1	3	1	2	4	0	0	1	2	2	1	1	0	2	6	4	0	2	1	2	1	4	2	1	1	1	2	0	0	3	0	0	1	2	2	2	0	0	0	1	2	2	0					
		0.13%	0.12%	0.19%	0.00%	0.09%	0.11%	0.16%	0.32%	0.00%	0.00%	0.31%	0.00%	0.41%	0.28%	0.11%	0.00%	0.39%	0.00%	0.07%	0.00%	0.07%	0.18%	0.45%	0.19%	0.17%	0.00%	0.00%	0.17%	0.15%	0.00%	0.08%	0.20%	0.14%	0.17%	0.36%	0.00%	0.00%	0.09%	0.13%	0.17%	0.07%	0.07%	0.00%	0.16%	0.38%	0.31%	0.00%	0.12%	0.05%	0.12%	0.07%	0.25%	0.13%	0.06%	0.11%	0.36%	0.47%	0.00%	0.00%	0.23%	0.00%	0.00%	0.24%	0.77%	0.16%	0.20%	0.00%	0.00%	0.00%	0.93%	0.20%	0.15%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	12994	157	185	201	168	145	211	171	194	241	72	157	189	162	142	150	204	126	221	213	242	198	245	221	214	261	187	238	275	257	222	254	84	181	170	156	275	164	268	167	196	297	212	186	239	233	154	341	299	299	201	254	265	260	108	11	77	27	127	216	143	102	59	54	105	119	160	75	11	26	130	202	218					
		16.18%	19.15%	17.60%	17.69%	14.96%	16.31%	17.11%	18.47%	16.67%	17.62%	11.13%	17.43%	19.27%	14.88%	16.30%	13.64%	15.96%	14.24%	16.27%	14.14%	17.45%	17.52%	18.42%	21.05%	18.17%	21.13%	15.17%	20.50%	20.52%	22.50%	16.81%	16.59%	11.44%	15.35%	15.19%	12.83%	17.35%	14.31%	17.61%	14.07%	13.66%	19.76%	17.58%	15.28%	15.05%	18.02%	11.89%	20.52%	15.95%	18.64%	14.06%	16.18%	16.94%	16.50%	11.97%	3.96%	18.03%	18.37%	14.22%	16.89%	19.94%	13.77%	14.08%	20.69%	8.59%	12.14%	13.48%	14.51%	10.00%	24.30%	12.78%	14.65%	11.86%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1749	31	24	10	31	19	44	19	47	64	18	27	35	17	16	34	17	9	32	27	25	25	40	35	22	19	33	24	46	29	35	18	13	22	22	14	22	28	53	31	24	15	43	41	41	34	12	30	23	35	50	33	46	19	22	4	6	1	14	36	11	6	11	3	27	11	13	3	3	0	8	27	20					
		2.18%	3.78%	2.28%	0.88%	2.76%	2.14%	3.57%	2.05%	4.04%	4.68%	2.78%	2.99%	3.57%	1.56%	1.84%	3.09%	1.33%	1.02%	2.36%	1.79%	1.80%	2.21%	3.01%	3.33%	1.87%	1.54%	2.68%	2.07%	3.43%	2.54%	2.65%	1.18%	1.77%	1.87%	1.97%	1.15%	1.39%	2.44%	3.48%	2.61%	1.67%	0.99%	3.57%	3.37%	2.58%	2.63%	0.93%	1.81%	1.23%	2.18%	3.50%	2.10%	2.94%	1.21%	2.44%	1.44%	1.41%	0.68%	1.57%	2.81%	1.53%	0.81%	2.63%	1.15%	2.21%	1.12%	1.10%	0.58%	2.73%	0.00%	0.79%	1.96%	1.09%					
23	6.Политическая партия «Партия социальной справедливости»	261	4	5	0	4	8	5	2	11	0	6	1	1	4	2	3	8	1	0	0	1	9	11	6	4	3	1	4	3	3	4	2	2	4	4	3	0	3	5	4	13	6	0	2	5	0	0	9	6	6	5	8	4	8	3	0	0	0	5	8	2	0	4	0	6	2	4	4	0	0	2	3	5					
		0.33%	0.49%	0.48%	0.00%	0.36%	0.90%	0.41%	0.22%	0.95%	0.00%	0.93%	0.11%	0.10%	0.37%	0.23%	0.27%	0.63%	0.11%	0.00%	0.00%	0.07%	0.80%	0.83%	0.57%	0.34%	0.24%	0.08%	0.34%	0.22%	0.26%	0.30%	0.13%	0.27%	0.34%	0.36%	0.25%	0.00%	0.26%	0.33%	0.34%	0.91%	0.40%	0.00%	0.16%	0.31%	0.00%	0.00%	0.54%	0.32%	0.37%	0.35%	0.51%	0.26%	0.51%	0.33%	0.00%	0.00%	0.00%	0.56%	0.63%	0.28%	0.00%	0.95%	0.00%	0.49%	0.20%	0.34%	0.77%	0.00%	0.00%	0.20%	0.22%	0.27%					
24	7.Политическая партия «Либерально-демократическая партия России»	4801	87	57	40	82	74	76	85	73	57	63	55	49	68	19	58	59	61	59	100	60	79	94	61	82	104	67	17	80	67	66	104	72	101	99	72	99	73	119	56	111	73	70	86	56	89	86	54	114	125	54	138	33	118	19	24	25	7	58	56	24	30	22	8	16	85	99	19	7	8	74	97	122					
		5.98%	10.61%	5.42%	3.52%	7.30%	8.32%	6.16%	9.18%	6.27%	4.17%	9.74%	6.10%	4.99%	6.24%	2.18%	5.27%	4.62%	6.89%	4.34%	6.64%	4.33%	6.99%	7.07%	5.81%	6.96%	8.42%	5.43%	1.46%	5.97%	5.87%	4.99%	6.79%	9.81%	8.57%	8.85%	5.92%	6.25%	6.37%	7.82%	4.72%	7.74%	4.86%	5.80%	7.07%	3.53%	6.88%	6.64%	3.25%	6.08%	7.79%	3.78%	8.79%	2.11%	7.49%	2.11%	8.63%	5.85%	4.76%	6.49%	4.38%	3.35%	4.05%	5.25%	3.07%	1.31%	8.67%	8.34%	3.68%	6.36%	7.48%	7.28%	7.03%	6.64%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5231	56	53	97	82	56	54	73	86	98	42	74	37	95	24	71	102	67	83	105	129	92	135	99	114	99	86	88	100	0	60	111	44	61	62	53	98	109	104	89	103	94	60	83	125	92	48	102	121	139	29	127	72	134	21	15	25	8	65	54	24	65	17	14	52	53	72	12	10	10	68	104	125					
		6.51%	6.83%	5.04%	8.54%	7.30%	6.30%	4.38%	7.88%	7.39%	7.16%	6.49%	8.21%	3.77%	8.72%	2.76%	6.45%	7.98%	7.57%	6.11%	6.97%	9.30%	8.14%	10.15%	9.43%	9.68%	8.02%	6.97%	7.58%	7.46%	0.00%	4.54%	7.25%	5.99%	5.17%	5.54%	4.36%	6.18%	9.51%	6.83%	7.50%	7.18%	6.25%	4.98%	6.82%	7.87%	7.12%	3.71%	6.14%	6.45%	8.67%	2.03%	8.09%	4.60%	8.50%	2.33%	5.40%	5.85%	5.44%	7.28%	4.22%	3.35%	8.77%	4.06%	5.36%	4.25%	5.41%	6.07%	2.32%	9.09%	9.35%	6.69%	7.54%	6.80%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	1072	8	18	22	23	14	6	17	25	6	13	21	9	13	12	20	19	0	32	38	16	19	23	36	12	13	12	10	16	0	20	4	9	11	21	22	34	15	22	14	16	12	6	27	24	5	0	30	17	18	12	27	18	23	4	2	9	4	9	10	9	14	4	4	18	19	16	9	1	2	12	19	27					
		1.34%	0.98%	1.71%	1.94%	2.05%	1.57%	0.49%	1.84%	2.15%	0.44%	2.01%	2.33%	0.92%	1.19%	1.38%	1.82%	1.49%	0.00%	2.36%	2.52%	1.15%	1.68%	1.73%	3.43%	1.02%	1.05%	0.97%	0.86%	1.19%	0.00%	1.51%	0.26%	1.23%	0.93%	1.88%	1.81%	2.15%	1.31%	1.45%	1.18%	1.11%	0.80%	0.50%	2.22%	1.51%	0.39%	0.00%	1.81%	0.91%	1.12%	0.84%	1.72%	1.15%	1.46%	0.44%	0.72%	2.11%	2.72%	1.01%	0.78%	1.26%	1.89%	0.95%	1.53%	1.47%	1.94%	1.35%	1.74%	0.91%	1.87%	1.18%	1.38%	1.47%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	47601	406	631	682	577	484	786	445	590	830	390	459	590	653	578	682	769	548	819	905	835	554	599	477	602	617	753	735	683	689	820	917	442	709	675	773	952	632	772	718	866	931	723	610	964	775	926	999	1144	792	982	812	1058	837	703	210	255	89	557	782	457	452	252	157	959	617	736	375	66	51	640	874	1172					
		59.28%	49.51%	60.04%	60.04%	51.38%	54.44%	63.75%	48.06%	50.69%	60.67%	60.28%	50.94%	60.14%	59.96%	66.36%	62.00%	60.17%	61.92%	60.31%	60.09%	60.20%	49.03%	45.04%	45.43%	51.10%	49.96%	61.07%	63.31%	50.97%	60.33%	62.07%	59.90%	60.22%	60.14%	60.32%	63.57%	60.06%	55.15%	50.72%	60.49%	60.35%	61.94%	59.95%	50.12%	60.71%	59.94%	71.51%	60.11%	61.01%	49.38%	68.67%	51.72%	67.65%	53.11%	77.94%	75.54%	59.72%	60.54%	62.37%	61.14%	63.74%	60.99%	60.14%	60.15%	78.41%	62.96%	62.01%	72.53%	60.00%	47.66%	62.93%	63.38%	63.76%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2289	24	44	30	58	40	15	48	57	21	8	40	23	24	31	29	36	31	53	50	18	52	67	42	40	49	24	12	55	20	31	60	36	48	15	38	30	39	61	40	41	27	30	70	53	29	21	48	75	63	22	52	4	53	6	3	8	1	19	21	15	35	16	8	7	14	24	7	7	4	16	12	39					
		2.85%	2.93%	4.19%	2.64%	5.16%	4.50%	1.22%	5.18%	4.90%	1.54%	1.24%	4.44%	2.34%	2.20%	3.56%	2.64%	2.82%	3.50%	3.90%	3.32%	1.30%	4.60%	5.04%	4.00%	3.40%	3.97%	1.95%	1.03%	4.10%	1.75%	2.35%	3.92%	4.90%	4.07%	1.34%	3.13%	1.89%	3.40%	4.01%	3.37%	2.86%	1.80%	2.49%	5.75%	3.34%	2.24%	1.62%	2.89%	4.00%	3.93%	1.54%	3.31%	0.26%	3.36%	0.67%	1.08%	1.87%	0.68%	2.13%	1.64%	2.09%	4.72%	3.82%	3.07%	0.57%	1.43%	2.02%	1.35%	6.36%	3.74%	1.57%	0.87%	2.12%					
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
