Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																	
Дата голосования: 07.12.2003 0:00:00																	
																	
Наименование Избирательной комиссии:    Северо-Енисейская																	
																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																	
																	
		Сумма	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
