Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Сосновская																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660									
		74.01%	68.74%	67.93%	62.99%	63.85%	66.60%	90.96%	77.68%	64.73%	55.45%	62.17%	85.71%	68.47%	45.31%	60.71%	73.16%	76.06%	82.00%	78.38%	70.29%	58.47%	80.92%	77.51%	95.05%	83.03%	75.59%	84.75%	77.53%	88.46%	90.07%	84.62%	75.00%	91.91%	84.58%	86.67%	86.32%	74.02%	82.88%	75.93%	77.07%	81.94%	82.17%	75.86%	51.57%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	45	3	7	9	2	2	1	0	5	2	0	0	0	4	0	1	2	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1									
		0.27%	0.37%	0.72%	0.88%	0.24%	0.41%	0.30%	0.00%	1.82%	0.48%	0.00%	0.00%	0.00%	1.56%	0.00%	0.20%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.67%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.20%									
24	"6. Политическая партия ""Гражданская Платформа"""	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.46%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	889	63	22	75	76	25	12	4	30	51	18	3	18	44	2	19	30	20	2	22	19	4	16	3	34	20	6	38	7	5	3	4	5	8	10	5	9	15	29	9	8	11	26	59									
		5.42%	7.69%	2.26%	7.30%	9.19%	5.09%	3.61%	3.57%	10.91%	12.35%	7.83%	3.57%	6.10%	17.19%	1.43%	3.78%	6.36%	4.00%	1.35%	3.37%	10.38%	1.32%	5.54%	0.74%	4.15%	6.69%	1.31%	6.52%	3.85%	3.31%	2.56%	3.57%	1.62%	3.33%	4.44%	0.63%	4.41%	5.14%	7.20%	4.39%	3.70%	4.78%	8.15%	11.61%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	2	3	0	0	0	1	1	0	0	1	0	2	3	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1									
		0.12%	0.24%	0.31%	0.00%	0.00%	0.00%	0.30%	0.89%	0.00%	0.00%	0.43%	0.00%	0.68%	1.17%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.20%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	34	3	0	4	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14									
		0.21%	0.37%	0.00%	0.39%	0.00%	0.20%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.34%	0.00%	0.71%	0.00%	0.21%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.37%	0.33%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	2.76%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0									
		0.04%	0.12%	0.00%	0.10%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	53	9	0	5	4	0	0	0	1	2	1	0	3	3	0	0	2	0	0	0	2	0	2	0	1	1	1	0	4	0	0	0	1	0	0	0	0	2	3	0	0	0	1	5									
		0.32%	1.10%	0.00%	0.49%	0.48%	0.00%	0.00%	0.00%	0.36%	0.48%	0.43%	0.00%	1.02%	1.17%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	1.09%	0.00%	0.69%	0.00%	0.12%	0.33%	0.22%	0.00%	2.20%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.68%	0.74%	0.00%	0.00%	0.00%	0.31%	0.98%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1622	76	126	152	93	53	9	15	31	56	24	7	41	44	20	58	34	33	18	101	11	14	33	14	51	23	39	35	7	4	10	10	12	20	15	95	30	19	36	22	18	19	26	68									
		9.89%	9.28%	12.95%	14.80%	11.25%	10.79%	2.71%	13.39%	11.27%	13.56%	10.43%	8.33%	13.90%	17.19%	14.29%	11.53%	7.20%	6.60%	12.16%	15.47%	6.01%	4.61%	11.42%	3.47%	6.23%	7.69%	8.50%	6.00%	3.85%	2.65%	8.55%	8.93%	3.88%	8.33%	6.67%	11.92%	14.71%	6.51%	8.93%	10.73%	8.33%	8.26%	8.15%	13.39%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	2	0	1	1	2	0	0	0	1	0	0	0	3	1	1	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	6									
		0.15%	0.24%	0.00%	0.10%	0.12%	0.41%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	1.17%	0.71%	0.20%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.18%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	776	50	103	74	88	37	4	1	6	17	12	0	9	16	14	34	16	15	3	34	25	40	8	3	23	4	10	22	0	2	5	6	1	9	5	9	6	4	8	6	3	2	8	34									
		4.73%	6.11%	10.59%	7.21%	10.64%	7.54%	1.20%	0.89%	2.18%	4.12%	5.22%	0.00%	3.05%	6.25%	10.00%	6.76%	3.39%	3.00%	2.03%	5.21%	13.66%	13.16%	2.77%	0.74%	2.81%	1.34%	2.18%	3.77%	0.00%	1.32%	4.27%	5.36%	0.32%	3.75%	2.22%	1.13%	2.94%	1.37%	1.99%	2.93%	1.39%	0.87%	2.51%	6.69%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
