Выборы Президента Российской Федерации																																																																
																																																																
"Наименование Избирательной комиссии:    Барнаул, Индустриальная"																																																																
																																																																
Итоги голосования 																																																																
																																																																
		Сумма	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №1880	УИК №1881					
11	Число полученных открепительных  удостоверений	1647	25	30	29	35	40	50	7	27	40	29	25	0	18	35	30	10	10	7	25	25	25	35	25	35	40	35	39	45	34	22	35	35	25	43	34	24	20	26	22	34	30	22	35	25	32	29	25	30	34	34	33	35	24	41	34	15	39					
12	Число выданных открепительных удостоверений	1104	19	19	18	23	24	37	2	22	12	12	14	0	7	17	14	5	5	7	12	19	17	22	15	28	26	27	23	26	24	20	32	25	15	29	28	17	16	13	17	24	18	20	27	13	28	24	23	18	32	28	24	17	16	24	26	11	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	916	14	21	13	18	16	18	8	15	8	9	18	17	4	13	17	7	18	21	18	12	12	16	13	15	7	23	15	15	23	16	18	18	18	22	10	13	66	12	18	17	13	12	14	15	9	14	23	44	16	15	11	21	16	16	15	6	4					
14	Число неиспользованных открепительных удостоверений	543	6	11	11	12	16	13	5	5	28	17	11	0	11	18	16	5	5	0	13	6	8	13	10	7	14	8	16	19	10	2	3	10	10	14	6	7	4	13	5	10	12	2	8	12	4	5	2	12	2	6	9	18	8	17	8	4	16					
15	"Число открепительных удостоверений, выданных в ТИК"	8	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																
18	. Глазьев Сергей Юрьевич	4239	86	58	77	108	66	99	17	56	50	74	60	4	52	36	64	13	40	30	92	90	75	74	59	95	94	70	90	84	86	79	137	119	74	121	105	55	80	103	68	80	70	90	75	81	107	78	67	72	69	82	91	76	84	86	92	17	82					
		5.54%	5.53%	3.69%	5.08%	5.84%	4.20%	6.32%	4.21%	4.19%	4.33%	4.79%	4.39%	2.21%	4.76%	3.72%	5.62%	4.01%	10.87%	6.05%	5.73%	5.84%	5.71%	4.33%	5.43%	5.54%	5.89%	3.99%	5.33%	5.45%	5.57%	5.53%	8.35%	7.82%	5.18%	7.28%	7.29%	4.93%	5.73%	7.16%	5.17%	5.58%	4.92%	6.41%	5.73%	6.07%	6.80%	5.60%	4.83%	5.94%	4.76%	4.47%	5.71%	5.55%	5.64%	5.68%	6.39%	5.11%	5.48%					
19	. Малышкин Олег Александрович	1816	44	39	36	41	33	28	8	54	32	55	50	7	40	36	30	10	9	11	32	36	42	52	17	52	41	42	41	44	24	30	32	25	29	22	28	29	35	33	35	27	31	27	21	28	27	24	43	32	24	31	43	24	48	32	41	4	25					
		2.37%	2.83%	2.48%	2.37%	2.22%	2.10%	1.79%	1.98%	4.04%	2.77%	3.56%	3.66%	3.87%	3.66%	3.72%	2.63%	3.09%	2.45%	2.22%	1.99%	2.34%	3.20%	3.04%	1.57%	3.03%	2.57%	2.40%	2.43%	2.86%	1.55%	2.10%	1.95%	1.64%	2.03%	1.32%	1.94%	2.60%	2.51%	2.29%	2.66%	1.88%	2.18%	1.92%	1.60%	2.10%	1.72%	1.72%	3.10%	2.64%	1.66%	1.69%	2.70%	1.75%	3.22%	2.11%	2.85%	1.20%	1.67%					
20	. Миронов Сергей Михайлович	651	9	13	13	15	16	10	3	16	9	19	8	3	7	7	8	3	3	3	18	19	13	17	12	18	21	18	10	17	8	13	17	13	10	14	11	14	7	10	7	9	7	14	8	8	11	13	5	7	8	16	18	12	16	8	18	6	15					
		0.85%	0.58%	0.83%	0.86%	0.81%	1.02%	0.64%	0.74%	1.20%	0.78%	1.23%	0.59%	1.66%	0.64%	0.72%	0.70%	0.93%	0.82%	0.60%	1.12%	1.23%	0.99%	0.99%	1.10%	1.05%	1.32%	1.03%	0.59%	1.10%	0.52%	0.91%	1.04%	0.85%	0.70%	0.84%	0.76%	1.25%	0.50%	0.70%	0.53%	0.63%	0.49%	1.00%	0.61%	0.60%	0.70%	0.93%	0.36%	0.58%	0.55%	0.87%	1.13%	0.88%	1.07%	0.53%	1.25%	1.80%	1.00%					
21	. Путин Владимир Владимирович	52989	1063	1082	1081	1223	1116	1064	293	933	840	1062	1029	137	712	674	763	212	254	354	1099	1026	899	1215	771	1208	1138	1234	1205	1096	1139	1020	1074	1000	986	1154	1010	722	928	937	875	954	988	940	897	929	1061	989	971	873	1032	1306	1109	907	1049	1083	961	262	1050					
		69.29%	68.32%	68.87%	71.26%	66.18%	71.08%	67.90%	72.52%	69.78%	72.73%	68.78%	75.33%	75.69%	65.20%	69.56%	66.99%	65.43%	69.02%	71.37%	68.47%	66.62%	68.42%	71.09%	70.99%	70.40%	71.30%	70.39%	71.30%	71.17%	73.72%	71.43%	65.45%	65.75%	69.00%	69.48%	70.14%	64.70%	66.43%	65.16%	66.49%	66.57%	69.48%	67.00%	68.53%	69.64%	67.45%	70.95%	70.01%	72.03%	71.22%	71.25%	69.62%	66.20%	70.45%	71.53%	66.74%	78.68%	70.14%					
22	. Хакамада Ирина Муцуовна	3581	93	83	57	68	68	71	10	48	37	43	41	7	40	33	41	9	10	28	64	76	58	78	48	85	81	104	86	108	90	96	88	66	76	71	48	60	90	76	65	56	69	56	55	53	85	74	56	36	70	82	83	87	60	82	88	10	78					
		4.68%	5.98%	5.28%	3.76%	3.68%	4.33%	4.53%	2.48%	3.59%	3.20%	2.78%	3.00%	3.87%	3.66%	3.41%	3.60%	2.78%	2.72%	5.65%	3.99%	4.94%	4.41%	4.56%	4.42%	4.95%	5.08%	5.93%	5.09%	7.01%	5.83%	6.72%	5.36%	4.34%	5.32%	4.27%	3.33%	5.38%	6.44%	5.29%	4.94%	3.91%	4.85%	3.99%	4.20%	3.97%	5.40%	5.31%	4.04%	2.97%	4.83%	4.47%	5.21%	6.35%	4.03%	5.42%	6.11%	3.00%	5.21%					
23	. Харитонов Николай Михайлович	9916	201	238	193	292	192	218	51	172	136	216	131	14	185	140	182	73	44	55	217	210	164	193	124	191	166	197	189	121	132	136	208	249	188	226	194	183	198	227	190	256	199	219	191	175	220	169	198	132	178	248	182	200	174	167	172	23	177					
		12.97%	12.92%	15.15%	12.72%	15.80%	12.23%	13.91%	12.62%	12.86%	11.77%	13.99%	9.59%	7.73%	16.94%	14.45%	15.98%	22.53%	11.96%	11.09%	13.52%	13.64%	12.48%	11.29%	11.42%	11.13%	10.40%	11.24%	11.18%	7.86%	8.54%	9.52%	12.68%	16.37%	13.16%	13.61%	13.47%	16.40%	14.17%	15.79%	14.44%	17.86%	13.99%	15.61%	14.59%	13.12%	13.99%	12.12%	14.28%	10.89%	12.28%	13.53%	11.42%	14.60%	11.69%	11.03%	11.94%	6.91%	11.82%					
																																																																
24	Против всех	2683	50	47	48	83	57	67	21	44	30	57	34	8	46	37	39	4	6	11	64	67	60	75	47	67	50	82	60	63	51	48	77	38	52	46	29	35	49	42	64	34	43	40	44	50	42	41	37	44	55	61	55	59	50	46	56	9	62					
		3.51%	3.21%	2.99%	3.16%	4.49%	3.63%	4.28%	5.20%	3.29%	2.60%	3.69%	2.49%	4.42%	4.21%	3.82%	3.42%	1.23%	1.63%	2.22%	3.99%	4.35%	4.57%	4.39%	4.33%	3.90%	3.13%	4.68%	3.55%	4.09%	3.30%	3.36%	4.69%	2.50%	3.64%	2.77%	2.01%	3.14%	3.51%	2.92%	4.86%	2.37%	3.02%	2.85%	3.36%	3.75%	2.67%	2.94%	2.67%	3.63%	3.80%	3.33%	3.45%	4.31%	3.36%	3.04%	3.89%	2.70%	4.14%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
