Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																											
Дата голосования: 07.12.2003 0:00:00																																																											
																																																											
Наименование Избирательной комиссии:    Купинская																																																											
																																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																											
																																																											
		Сумма	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	216	10	10	10	10	10	10	10	10	5	3	3	3	3	3	3	3	3	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	60	5	5	4	6	1	6	1	4	5	0	1	1	0	0	0	2	1	0	5	0	1	0	0	0	0	0	0	0	1	2	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	3	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	17	4	0	0	0	1	2	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0					
14	Число погашенных открепительных удостоверений	156	5	5	6	4	9	4	9	6	0	3	2	2	3	3	3	1	2	3	0	3	2	3	3	3	3	3	3	3	2	1	1	3	3	2	3	3	3	3	3	3	3	2	3	3	3	1	3	0	3	3	3	3					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	"1. ""ЕДИНЕНИЕ"""	261	10	5	8	5	10	5	10	14	10	7	3	6	4	5	3	8	0	1	7	0	2	9	3	1	0	3	2	3	7	7	5	10	11	8	1	4	6	0	2	0	2	3	6	9	1	1	1	7	11	15	0	0					
		1.52%	0.88%	0.73%	0.92%	0.61%	1.04%	0.47%	1.35%	2.52%	2.52%	3.64%	2.5%	2.01%	3.60%	6.75%	2.77%	2.0%	0.0%	0.53%	2.01%	0.0%	1.81%	2.16%	3.29%	0.49%	0.0%	0.77%	1.10%	3.37%	1.77%	2.47%	1.07%	2.98%	2.35%	2.75%	0.87%	1.41%	1.6%	0.0%	2.35%	0.0%	1.26%	0.96%	3.57%	7.75%	2.12%	0.31%	0.82%	1.82%	2.63%	3.13%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	241	23	11	22	15	22	10	19	14	7	2	2	0	1	0	0	6	1	2	7	0	0	3	0	2	0	7	0	0	3	3	2	0	7	18	2	7	3	0	4	2	1	2	0	0	0	1	1	3	5	1	0	0					
		1.40%	2.03%	1.61%	2.54%	1.84%	2.28%	0.95%	2.58%	2.52%	1.76%	1.04%	1.66%	0.0%	0.90%	0.0%	0.0%	1.5%	0.76%	1.07%	2.01%	0.0%	0.0%	0.72%	0.0%	0.98%	0.0%	1.81%	0.0%	0.0%	0.76%	1.06%	0.42%	0.0%	1.49%	6.20%	1.75%	2.47%	0.8%	0.0%	4.70%	1.52%	0.63%	0.64%	0.0%	0.0%	0.0%	0.31%	0.82%	0.78%	1.19%	0.20%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	379	21	22	10	15	24	23	15	8	9	2	4	6	2	3	1	14	0	3	10	5	1	6	1	4	10	11	1	1	8	9	6	9	8	9	3	10	16	0	0	0	5	9	1	0	5	5	5	2	18	10	6	3					
		2.21%	1.85%	3.23%	1.15%	1.84%	2.49%	2.19%	2.03%	1.44%	2.27%	1.04%	3.33%	2.01%	1.80%	4.05%	0.92%	3.5%	0.0%	1.61%	2.87%	4.80%	0.90%	1.44%	1.09%	1.96%	3.12%	2.84%	0.55%	1.12%	2.03%	3.18%	1.28%	2.68%	1.70%	3.10%	2.63%	3.53%	4.26%	0.0%	0.0%	0.0%	3.16%	2.89%	0.59%	0.0%	10.63%	1.57%	4.13%	0.52%	4.30%	2.09%	4.58%	2.32%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	265	26	22	25	21	26	31	30	8	6	1	4	3	0	0	0	1	0	1	1	0	0	2	1	2	7	3	0	2	3	0	2	3	5	3	1	1	2	0	0	0	0	3	0	1	0	0	0	6	6	3	0	3					
		1.54%	2.29%	3.23%	2.89%	2.58%	2.70%	2.95%	4.07%	1.44%	1.51%	0.52%	3.33%	1.00%	0.0%	0.0%	0.0%	0.25%	0.0%	0.53%	0.28%	0.0%	0.0%	0.48%	1.09%	0.98%	2.18%	0.77%	0.0%	2.24%	0.76%	0.0%	0.42%	0.89%	1.06%	1.03%	0.87%	0.35%	0.53%	0.0%	0.0%	0.0%	0.0%	0.96%	0.0%	0.86%	0.0%	0.0%	0.0%	1.56%	1.43%	0.62%	0.0%	2.32%					
22	"5. ""За Русь Святую"""	93	2	15	7	0	2	5	5	0	0	1	1	6	0	0	0	1	1	0	4	0	0	7	1	3	2	0	2	0	3	3	2	4	3	0	0	0	1	0	3	0	1	1	0	0	0	0	0	3	3	1	0	0					
		0.54%	0.17%	2.20%	0.81%	0.0%	0.20%	0.47%	0.67%	0.0%	0.0%	0.52%	0.83%	2.01%	0.0%	0.0%	0.0%	0.25%	0.76%	0.0%	1.14%	0.0%	0.0%	1.68%	1.09%	1.47%	0.62%	0.0%	1.10%	0.0%	0.76%	1.06%	0.42%	1.19%	0.64%	0.0%	0.0%	0.0%	0.26%	0.0%	3.52%	0.0%	0.63%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.78%	0.71%	0.20%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	52	4	6	0	11	0	2	0	1	1	0	1	0	0	0	2	0	1	1	1	0	0	0	0	0	1	1	0	0	0	2	0	1	0	1	1	1	0	0	2	0	0	0	2	0	0	0	0	0	4	3	0	2					
		0.30%	0.35%	0.88%	0.0%	1.35%	0.0%	0.19%	0.0%	0.18%	0.25%	0.0%	0.83%	0.0%	0.0%	0.0%	1.85%	0.0%	0.76%	0.53%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.25%	0.0%	0.0%	0.0%	0.70%	0.0%	0.29%	0.0%	0.34%	0.87%	0.35%	0.0%	0.0%	2.35%	0.0%	0.0%	0.0%	1.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.95%	0.62%	0.0%	1.55%					
24	"7. ""Новый курс - Автомобильная Россия"""	86	5	2	11	9	8	4	5	5	2	1	1	3	1	0	1	0	0	0	0	0	0	2	0	0	1	1	0	0	3	1	6	0	1	3	0	0	0	0	0	0	0	0	1	0	0	5	0	1	1	1	1	0					
		0.50%	0.44%	0.29%	1.27%	1.10%	0.83%	0.38%	0.67%	0.90%	0.50%	0.52%	0.83%	1.00%	0.90%	0.0%	0.92%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.31%	0.25%	0.0%	0.0%	0.76%	0.35%	1.28%	0.0%	0.21%	1.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	1.57%	0.0%	0.26%	0.23%	0.20%	0.76%	0.0%					
25	"8. ""Народно-республиканская партия России"""	37	0	2	1	6	3	0	2	0	0	0	2	2	0	0	0	1	0	0	0	0	0	1	0	0	3	2	0	0	1	0	1	0	1	2	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1					
		0.21%	0.0%	0.29%	0.11%	0.73%	0.31%	0.0%	0.27%	0.0%	0.0%	0.0%	1.66%	0.67%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.93%	0.51%	0.0%	0.0%	0.25%	0.0%	0.21%	0.0%	0.21%	0.68%	1.75%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.20%	0.0%	0.77%					
26	"9. ""Российская экологическая партия ""Зеленые"""	17	3	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0					
		0.09%	0.26%	0.0%	0.11%	0.12%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.25%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.76%	0.0%					
27	"10. ""Аграрная партия России"""	1330	36	20	51	41	39	41	17	11	46	15	2	40	12	1	13	21	7	10	13	14	3	65	8	12	29	38	13	6	48	41	50	66	26	18	15	30	43	0	7	7	13	68	13	15	7	31	7	46	32	85	16	22					
		7.76%	3.17%	2.94%	5.90%	5.04%	4.05%	3.90%	2.30%	1.98%	11.61%	7.81%	1.66%	13.42%	10.81%	1.35%	12.03%	5.25%	5.38%	5.37%	3.73%	13.46%	2.72%	15.62%	8.79%	5.88%	9.06%	9.84%	7.18%	6.74%	12.18%	14.48%	10.70%	19.70%	5.55%	6.20%	13.15%	10.60%	11.46%	0.0%	8.23%	5.34%	8.22%	21.86%	7.73%	12.93%	14.89%	9.74%	5.78%	12.01%	7.65%	17.78%	12.21%	17.05%					
28	"11. ""Истинные патриоты России"""	18	0	2	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0					
		0.10%	0.0%	0.29%	0.11%	0.0%	0.0%	0.0%	0.13%	0.0%	0.25%	0.0%	0.0%	0.33%	0.0%	1.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.17%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.20%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	132	8	5	6	4	9	7	7	10	8	0	0	3	2	4	0	3	0	2	3	0	0	1	1	1	1	0	0	1	6	0	5	5	1	6	0	1	1	0	0	0	1	5	2	0	3	0	0	4	2	4	0	0					
		0.77%	0.70%	0.73%	0.69%	0.49%	0.93%	0.66%	0.95%	1.80%	2.02%	0.0%	0.0%	1.00%	1.80%	5.40%	0.0%	0.75%	0.0%	1.07%	0.86%	0.0%	0.0%	0.24%	1.09%	0.49%	0.31%	0.0%	0.0%	1.12%	1.52%	0.0%	1.07%	1.49%	0.21%	2.06%	0.0%	0.35%	0.26%	0.0%	0.0%	0.0%	0.63%	1.60%	1.19%	0.0%	6.38%	0.0%	0.0%	1.04%	0.47%	0.83%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	30	1	0	0	4	1	1	1	2	1	0	1	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	2	1	0	2	1	2	0	1	0	0	0	0	0	0					
		0.17%	0.08%	0.0%	0.0%	0.49%	0.10%	0.09%	0.13%	0.36%	0.25%	0.0%	0.83%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%	0.57%	0.0%	0.0%	0.0%	1.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.70%	0.0%	0.0%	0.21%	0.68%	0.0%	0.0%	0.0%	0.0%	2.35%	0.76%	0.0%	0.64%	0.59%	1.72%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	26	1	3	0	2	2	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	0	2	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0					
		0.15%	0.08%	0.44%	0.0%	0.24%	0.20%	0.09%	0.0%	0.0%	1.01%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.19%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.21%	0.0%	0.0%	0.0%	0.53%	2.63%	0.0%	0.76%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	18	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	1	0	0					
		0.10%	0.08%	0.0%	0.11%	0.0%	0.0%	0.0%	0.13%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	1.47%	0.0%	0.0%	0.0%	1.12%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.19%	0.0%	0.0%	0.94%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1147	99	62	97	95	109	104	45	53	28	7	2	18	0	1	1	30	10	10	18	3	11	20	4	11	15	15	18	2	19	9	13	14	16	19	12	6	29	1	1	11	3	16	8	0	5	9	6	11	24	16	6	5					
		6.69%	8.73%	9.11%	11.22%	11.69%	11.34%	9.91%	6.11%	9.54%	7.07%	3.64%	1.66%	6.04%	0.0%	1.35%	0.92%	7.5%	7.69%	5.37%	5.17%	2.88%	10.0%	4.80%	4.39%	5.39%	4.68%	3.88%	9.94%	2.24%	4.82%	3.18%	2.78%	4.17%	3.41%	6.55%	10.52%	2.12%	7.73%	1.31%	1.17%	8.39%	1.89%	5.14%	4.76%	0.0%	10.63%	2.83%	4.95%	2.87%	5.74%	3.34%	4.58%	3.87%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	61	1	2	0	1	5	3	1	1	1	1	0	2	0	1	0	3	0	0	3	0	0	4	1	0	3	3	2	2	0	1	1	0	2	1	1	0	0	0	0	1	0	1	0	0	0	2	1	1	0	9	0	0					
		0.35%	0.08%	0.29%	0.0%	0.12%	0.52%	0.28%	0.13%	0.18%	0.25%	0.52%	0.0%	0.67%	0.0%	1.35%	0.0%	0.75%	0.0%	0.0%	0.86%	0.0%	0.0%	0.96%	1.09%	0.0%	0.93%	0.77%	1.10%	2.24%	0.0%	0.35%	0.21%	0.0%	0.42%	0.34%	0.87%	0.0%	0.0%	0.0%	0.0%	0.76%	0.0%	0.32%	0.0%	0.0%	0.0%	0.62%	0.82%	0.26%	0.0%	1.88%	0.0%	0.0%					
35	"18. ""ЛДПР"""	2519	203	74	107	78	104	112	126	103	50	21	12	27	31	22	13	52	28	35	63	26	18	57	12	41	45	33	21	2	47	42	86	62	139	44	14	35	74	13	17	24	8	43	18	20	11	45	14	50	81	90	6	20					
		14.70%	17.91%	10.88%	12.38%	9.60%	10.82%	10.67%	17.11%	18.55%	12.62%	10.93%	10.0%	9.06%	27.92%	29.72%	12.03%	13.0%	21.53%	18.81%	18.10%	25.0%	16.36%	13.70%	13.18%	20.09%	14.06%	8.54%	11.60%	2.24%	11.92%	14.84%	18.41%	18.50%	29.70%	15.17%	12.28%	12.36%	19.73%	17.10%	20.0%	18.32%	5.06%	13.82%	10.71%	17.24%	23.40%	14.15%	11.57%	13.05%	19.37%	18.82%	4.58%	15.50%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	327	20	12	9	12	14	15	19	8	5	3	6	4	5	6	1	6	3	2	8	5	2	12	1	4	9	10	0	0	15	5	8	2	11	3	3	5	5	0	1	2	7	7	2	2	0	11	1	8	8	17	1	2					
		1.90%	1.76%	1.76%	1.04%	1.47%	1.45%	1.42%	2.58%	1.44%	1.26%	1.56%	5.0%	1.34%	4.50%	8.10%	0.92%	1.5%	2.30%	1.07%	2.29%	4.80%	1.81%	2.88%	1.09%	1.96%	2.81%	2.59%	0.0%	0.0%	3.80%	1.76%	1.71%	0.59%	2.35%	1.03%	2.63%	1.76%	1.33%	0.0%	1.17%	1.52%	4.43%	2.25%	1.19%	1.72%	0.0%	3.45%	0.82%	2.08%	1.91%	3.55%	0.76%	1.55%					
37	"20. ""Политическая партия ""Единая Россия"""	6036	400	227	233	255	309	384	271	193	141	65	66	105	24	20	32	111	54	79	124	20	49	134	38	82	113	163	84	42	127	106	153	79	139	102	51	114	92	48	32	60	81	95	52	50	6	145	69	161	166	149	83	58					
		35.23%	35.30%	33.38%	26.96%	31.40%	32.15%	36.60%	36.82%	34.77%	35.60%	33.85%	55.0%	35.23%	21.62%	27.02%	29.62%	27.75%	41.53%	42.47%	35.63%	19.23%	44.54%	32.21%	41.75%	40.19%	35.31%	42.22%	46.40%	47.19%	32.23%	37.45%	32.76%	23.58%	29.70%	35.17%	44.73%	40.28%	24.53%	63.15%	37.64%	45.80%	51.26%	30.54%	30.95%	43.10%	12.76%	45.59%	57.02%	42.03%	39.71%	31.17%	63.35%	44.96%					
38	"21. ""Российская Конституционно-демократическая партия"""	44	1	2	0	0	4	2	2	2	2	0	0	1	0	0	0	1	0	1	1	1	1	2	0	2	0	2	0	1	2	0	2	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	2	3	1	1	0					
		0.25%	0.08%	0.29%	0.0%	0.0%	0.41%	0.19%	0.27%	0.36%	0.50%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.25%	0.0%	0.53%	0.28%	0.96%	0.90%	0.48%	0.0%	0.98%	0.0%	0.51%	0.0%	1.12%	0.50%	0.0%	0.42%	0.29%	0.21%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.31%	0.0%	0.52%	0.71%	0.20%	0.76%	0.0%					
39	"22. ""Развитие предпринимательства"""	39	5	3	5	0	3	2	4	5	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0					
		0.22%	0.44%	0.44%	0.57%	0.0%	0.31%	0.19%	0.54%	0.90%	0.0%	0.0%	0.0%	0.0%	0.0%	1.35%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.25%	0.70%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.26%	0.23%	0.20%	0.76%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3072	205	141	231	194	219	245	117	84	49	52	7	50	27	6	32	107	19	29	57	22	15	74	10	28	65	70	34	20	62	30	83	67	75	28	4	51	89	10	11	17	27	35	51	17	8	41	11	49	39	40	9	9					
		17.93%	18.09%	20.73%	26.73%	23.89%	22.78%	23.35%	15.89%	15.13%	12.37%	27.08%	5.83%	16.77%	24.32%	8.10%	29.62%	26.75%	14.61%	15.59%	16.37%	21.15%	13.63%	17.78%	10.98%	13.72%	20.31%	18.13%	18.78%	22.47%	15.73%	10.60%	17.77%	20.0%	16.02%	9.65%	3.50%	18.02%	23.73%	13.15%	12.94%	12.97%	17.08%	11.25%	30.35%	14.65%	17.02%	12.89%	9.09%	12.79%	9.33%	8.36%	6.87%	6.97%					
																																																											
41	Против всех	529	42	30	15	22	30	37	27	21	14	10	4	6	0	0	9	19	2	7	16	8	2	12	3	8	13	15	1	1	19	9	24	6	5	17	3	11	3	0	2	1	8	6	3	0	1	6	5	13	8	4	0	1					
		3.08%	3.70%	4.41%	1.73%	2.70%	3.12%	3.52%	3.66%	3.78%	3.53%	5.20%	3.33%	2.01%	0.0%	0.0%	8.33%	4.75%	1.53%	3.76%	4.59%	7.69%	1.81%	2.88%	3.29%	3.92%	4.06%	3.88%	0.55%	1.12%	4.82%	3.18%	5.13%	1.79%	1.06%	5.86%	2.63%	3.88%	0.8%	0.0%	2.35%	0.76%	5.06%	1.92%	1.78%	0.0%	2.12%	1.88%	4.13%	3.39%	1.91%	0.83%	0.0%	0.77%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
