Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    ТИК Кунгурского МР																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №4601	УИК №4602	УИК №4603	УИК №4604	УИК №4605	УИК №4606	УИК №4607	УИК №4608	УИК №4609	УИК №4610	УИК №4611	УИК №4612	УИК №4613	УИК №4614	УИК №4615	УИК №4616	УИК №4617	УИК №4618	УИК №4619	УИК №4620	УИК №4621	УИК №4622	УИК №4623	УИК №4624	УИК №4625	УИК №4626	УИК №4627	УИК №4628	УИК №4629	УИК №4630	УИК №4631	УИК №4632	УИК №4633	УИК №4634	УИК №4635	УИК №4636	УИК №4637	УИК №4638	УИК №4639	УИК №4640	УИК №4641	УИК №4642	УИК №4643	УИК №4644	УИК №4645	УИК №4646	УИК №4647	УИК №4648	УИК №4649	УИК №4650	УИК №4651	УИК №4652	УИК №4653	УИК №4654	УИК №4655	УИК №4656					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	207	2	4	5	0	0	3	2	4	1	9	3	6	8	3	6	2	3	5	4	0	7	6	10	8	9	4	2	2	4	3	7	1	3	0	4	5	1	2	6	1	1	2	3	3	6	2	1	3	1	9	2	3	4	3	5	4					
14	Число погашенных неиспользованных открепительных удостоверений	319	1	16	8	2	0	19	4	4	4	6	3	9	12	0	1	12	15	3	5	7	1	4	0	4	13	4	5	2	2	4	7	5	5	8	10	8	14	13	13	5	10	4	8	7	3	1	4	5	4	6	0	3	0	0	4	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	1.Политическая партия «Аграрная партия России»	977	5	50	41	4	23	10	9	6	12	28	26	30	41	8	22	7	16	33	7	8	34	16	14	8	49	4	4	10	2	11	32	1	3	27	34	22	8	29	38	8	2	17	35	16	43	6	13	11	7	17	11	6	7	10	18	18					
		4.84%	4.76%	12.44%	4.63%	2.84%	15.13%	3.12%	4.19%	4.72%	2.96%	5.10%	4.21%	3.87%	5.11%	4.68%	3.64%	2.90%	2.70%	4.06%	2.95%	5.26%	4.82%	5.86%	2.05%	2.79%	7.24%	4.82%	7.02%	20.41%	1.71%	7.19%	5.23%	1.05%	2.68%	11.64%	5.02%	4.55%	2.46%	10.21%	9.60%	6.72%	2.50%	9.66%	4.85%	3.10%	6.89%	4.11%	5.58%	5.00%	6.80%	3.98%	1.82%	1.66%	3.65%	4.74%	4.49%	3.96%					
19	2.Всероссийская политическая партия «Гражданская Сила»	126	1	0	1	1	2	1	2	2	3	3	5	5	12	1	8	2	3	2	2	2	11	1	7	1	2	3	1	0	1	0	4	1	0	1	0	1	0	2	1	0	2	0	5	1	3	0	1	2	0	1	4	6	0	0	2	4					
		0.62%	0.95%	0.00%	0.11%	0.71%	1.32%	0.31%	0.93%	1.57%	0.74%	0.55%	0.81%	0.65%	1.49%	0.58%	1.32%	0.83%	0.51%	0.25%	0.84%	1.32%	1.56%	0.37%	1.02%	0.35%	0.30%	3.61%	1.75%	0.00%	0.85%	0.00%	0.65%	1.05%	0.00%	0.43%	0.00%	0.21%	0.00%	0.70%	0.25%	0.00%	2.50%	0.00%	0.69%	0.19%	0.48%	0.00%	0.43%	0.91%	0.00%	0.23%	0.66%	1.66%	0.00%	0.00%	0.50%	0.88%					
20	3.Политическая партия «Демократическая партия России»	18	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	2	1	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0					
		0.09%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.42%	0.00%	0.14%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.21%	0.62%	0.35%	0.00%	1.68%	0.00%	0.00%	0.00%	0.19%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1310	9	39	73	5	11	18	9	9	24	37	38	44	26	5	50	6	38	55	13	8	45	17	42	29	52	4	7	3	6	7	23	2	0	8	55	40	10	41	60	2	3	10	64	45	24	7	9	22	8	14	33	32	8	6	37	18					
		6.49%	8.57%	9.70%	8.24%	3.55%	7.24%	5.61%	4.19%	7.09%	5.93%	6.74%	6.16%	5.68%	3.24%	2.92%	8.28%	2.49%	6.41%	6.77%	5.49%	5.26%	6.37%	6.23%	6.14%	10.10%	7.68%	4.82%	12.28%	6.12%	5.13%	4.58%	3.76%	2.11%	0.00%	3.45%	8.12%	8.28%	3.08%	14.44%	15.15%	1.68%	3.75%	5.68%	8.88%	8.72%	3.85%	4.79%	3.86%	10.00%	7.77%	3.28%	5.46%	8.84%	4.17%	2.84%	9.23%	3.96%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	149	3	6	3	1	4	3	1	0	3	4	10	6	11	0	6	0	3	5	5	0	2	4	5	2	5	0	0	0	0	3	3	0	1	1	2	5	0	1	2	0	0	2	4	0	8	2	0	0	0	1	3	6	0	3	5	5					
		0.74%	2.86%	1.49%	0.34%	0.71%	2.63%	0.93%	0.47%	0.00%	0.74%	0.73%	1.62%	0.77%	1.37%	0.00%	0.99%	0.00%	0.51%	0.62%	2.11%	0.00%	0.28%	1.47%	0.73%	0.70%	0.74%	0.00%	0.00%	0.00%	0.00%	1.96%	0.49%	0.00%	0.89%	0.43%	0.30%	1.04%	0.00%	0.35%	0.51%	0.00%	0.00%	1.14%	0.55%	0.00%	1.28%	1.37%	0.00%	0.00%	0.00%	0.23%	0.50%	1.66%	0.00%	1.42%	1.25%	1.10%					
23	6.Политическая партия «Партия социальной справедливости»	37	1	0	1	1	0	0	0	0	1	1	2	4	1	1	0	0	1	2	0	0	1	1	2	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	3	1	0	0	2	2	2	0	0	0	0	0	0	1	0	0	0	1					
		0.18%	0.95%	0.00%	0.11%	0.71%	0.00%	0.00%	0.00%	0.00%	0.25%	0.18%	0.32%	0.52%	0.12%	0.58%	0.00%	0.00%	0.17%	0.25%	0.00%	0.00%	0.14%	0.37%	0.29%	0.00%	0.15%	0.00%	1.75%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.43%	0.00%	0.21%	0.00%	0.00%	0.76%	0.84%	0.00%	0.00%	0.28%	0.39%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.22%					
24	7.Политическая партия «Либерально-демократическая партия России»	2714	10	54	145	27	17	57	14	15	60	110	109	129	144	22	109	38	76	131	28	20	90	41	93	20	106	12	2	4	11	17	77	17	10	27	64	55	49	44	48	12	6	6	29	13	86	27	33	20	14	39	79	58	33	22	49	86					
		13.44%	9.52%	13.43%	16.37%	19.15%	11.18%	17.76%	6.51%	11.81%	14.81%	20.04%	17.67%	16.65%	17.93%	12.87%	18.05%	15.77%	12.82%	16.11%	11.81%	13.16%	12.75%	15.02%	13.60%	6.97%	15.66%	14.46%	3.51%	8.16%	9.40%	11.11%	12.58%	17.89%	8.93%	11.64%	9.45%	11.39%	15.08%	15.49%	12.12%	10.08%	7.50%	3.41%	4.02%	2.52%	13.78%	18.49%	14.16%	9.09%	13.59%	9.13%	13.08%	16.02%	17.19%	10.43%	12.22%	18.94%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	893	12	9	43	5	6	12	8	3	7	22	31	38	25	2	39	13	42	48	14	8	46	7	30	8	43	3	1	2	6	5	49	1	3	13	29	20	10	16	14	3	2	6	23	4	35	4	6	7	4	19	17	17	5	14	19	15					
		4.42%	11.43%	2.24%	4.85%	3.55%	3.95%	3.74%	3.72%	2.36%	1.73%	4.01%	5.02%	4.90%	3.11%	1.17%	6.46%	5.39%	7.08%	5.90%	5.91%	5.26%	6.52%	2.56%	4.39%	2.79%	6.35%	3.61%	1.75%	4.08%	5.13%	3.27%	8.01%	1.05%	2.68%	5.60%	4.28%	4.14%	3.08%	5.63%	3.54%	2.52%	2.50%	3.41%	3.19%	0.78%	5.61%	2.74%	2.58%	3.18%	3.88%	4.45%	2.81%	4.70%	2.60%	6.64%	4.74%	3.30%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	173	0	4	6	0	1	4	2	0	2	7	4	5	12	0	7	2	7	5	2	2	20	1	3	1	9	1	0	1	0	3	2	0	0	1	4	3	3	3	3	0	2	3	9	2	9	0	2	1	0	2	2	2	3	1	2	3					
		0.86%	0.00%	0.99%	0.68%	0.00%	0.66%	1.25%	0.93%	0.00%	0.49%	1.28%	0.65%	0.65%	1.49%	0.00%	1.16%	0.83%	1.18%	0.62%	0.84%	1.32%	2.83%	0.37%	0.44%	0.35%	1.33%	1.20%	0.00%	2.04%	0.00%	1.96%	0.33%	0.00%	0.00%	0.43%	0.59%	0.62%	0.92%	1.06%	0.76%	0.00%	2.50%	1.70%	1.25%	0.39%	1.44%	0.00%	0.86%	0.45%	0.00%	0.47%	0.33%	0.55%	1.56%	0.47%	0.50%	0.66%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13557	62	235	566	97	87	210	165	92	290	326	381	510	519	131	354	171	398	517	160	103	447	175	477	212	393	53	40	28	88	107	415	72	91	150	485	323	239	147	219	90	63	131	547	428	403	99	168	156	70	330	451	230	135	154	264	303					
		67.11%	59.05%	58.46%	63.88%	68.79%	57.24%	65.42%	76.74%	72.44%	71.60%	59.38%	61.75%	65.81%	64.63%	76.61%	58.61%	70.95%	67.12%	63.59%	67.51%	67.76%	63.31%	64.10%	69.74%	73.87%	58.05%	63.86%	70.18%	57.14%	75.21%	69.93%	67.81%	75.79%	81.25%	64.66%	71.64%	66.87%	73.54%	51.76%	55.30%	75.63%	78.75%	74.43%	75.87%	82.95%	64.58%	67.81%	72.10%	70.91%	67.96%	77.28%	74.67%	63.54%	70.31%	72.99%	65.84%	66.74%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	98	0	0	3	0	0	2	3	0	1	2	7	2	5	0	4	1	4	6	4	0	4	5	6	1	6	1	1	0	3	0	0	0	1	0	1	6	0	0	2	0	0	0	3	3	2	0	0	1	0	0	0	3	0	1	4	0					
		0.49%	0.00%	0.00%	0.34%	0.00%	0.00%	0.62%	1.40%	0.00%	0.25%	0.36%	1.13%	0.26%	0.62%	0.00%	0.66%	0.41%	0.67%	0.74%	1.69%	0.00%	0.57%	1.83%	0.88%	0.35%	0.89%	1.20%	1.75%	0.00%	2.56%	0.00%	0.00%	0.00%	0.89%	0.00%	0.15%	1.24%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.42%	0.58%	0.32%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.83%	0.00%	0.47%	0.99%	0.00%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
