Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Каякентская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	96	4	4	4	2	2	2	4	4	4	4	4	4	4	4	4	2	4	4	4	4	4	4	4	4	4	4									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	91	4	4	4	2	2	2	4	4	4	4	4	4	4	4	4	2	4	4	3	4	0	4	4	4	4	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	613	6	0	0	0	0	0	3	3	45	0	0	0	4	3	6	0	0	0	20	0	0	523	0	0	0	0									
		2.16%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.21%	3.19%	0.00%	0.00%	0.00%	1.11%	0.29%	2.14%	0.00%	0.00%	0.00%	1.15%	0.00%	0.00%	22.96%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	146	9	0	0	0	1	1	2	10	35	9	0	0	9	12	11	2	0	0	20	0	0	21	0	0	2	2									
		0.51%	0.68%	0.00%	0.00%	0.00%	0.74%	0.65%	0.12%	0.69%	2.48%	0.61%	0.00%	0.00%	2.49%	1.17%	3.91%	2.67%	0.00%	0.00%	1.15%	0.00%	0.00%	0.92%	0.00%	0.00%	0.49%	0.43%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	67	5	0	0	0	0	0	1	0	25	0	0	0	6	19	3	1	0	0	4	0	0	3	0	0	0	0									
		0.24%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	1.77%	0.00%	0.00%	0.00%	1.66%	1.85%	1.07%	1.33%	0.00%	0.00%	0.23%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19591	802	1158	291	50	103	74	1360	1305	786	1037	784	660	237	748	103	50	558	593	930	1361	1860	1211	1744	1112	296	378									
		69.05%	60.21%	71.13%	63.82%	71.43%	75.74%	48.37%	78.66%	89.51%	55.71%	70.54%	70.00%	80.49%	65.65%	72.69%	36.65%	66.67%	63.48%	40.95%	53.54%	79.08%	90.86%	53.16%	70.49%	80.52%	72.37%	80.77%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	63	6	0	0	0	0	0	3	0	3	0	0	0	0	3	3	1	0	0	5	0	0	8	0	0	0	31									
		0.22%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.29%	1.07%	1.33%	0.00%	0.00%	0.29%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	6.62%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	2	0	0	0	0	0	0	0	2	0	0	0	1	2	0	2	0	0	2	0	0	0	0	0	0	0									
		0.04%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.28%	0.19%	0.00%	2.67%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	59	7	0	3	0	0	0	0	4	0	0	0	0	7	5	5	3	2	0	6	0	0	11	0	0	6	0									
		0.21%	0.53%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	1.94%	0.49%	1.78%	4.00%	0.23%	0.00%	0.35%	0.00%	0.00%	0.48%	0.00%	0.00%	1.47%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	3	0	0	0	0	0	0	3	0	0	0	0	0	3	8	1	0	0	1	0	0	0	0	0	0	0									
		0.07%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	2.85%	1.33%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	32	7	0	0	0	2	0	0	1	2	0	0	0	0	1	8	1	0	0	0	0	0	10	0	0	0	0									
		0.11%	0.53%	0.00%	0.00%	0.00%	1.47%	0.00%	0.00%	0.07%	0.14%	0.00%	0.00%	0.00%	0.00%	0.10%	2.85%	1.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	33	3	0	0	0	0	1	0	10	3	0	0	0	0	7	4	1	0	0	0	0	0	4	0	0	0	0									
		0.12%	0.23%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.69%	0.21%	0.00%	0.00%	0.00%	0.00%	0.68%	1.42%	1.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	18	4	0	0	0	2	1	0	3	5	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0									
		0.06%	0.30%	0.00%	0.00%	0.00%	1.47%	0.65%	0.00%	0.21%	0.35%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	6217	403	411	90	20	27	71	196	25	250	347	269	102	61	87	102	12	285	848	637	292	187	449	724	197	91	34									
		21.91%	30.26%	25.25%	19.74%	28.57%	19.85%	46.41%	11.34%	1.71%	17.72%	23.61%	24.02%	12.44%	16.90%	8.45%	36.30%	16.00%	32.42%	58.56%	36.67%	16.97%	9.14%	19.71%	29.26%	14.27%	22.25%	7.26%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1224	45	59	68	0	0	3	146	77	178	71	67	58	11	130	8	1	34	0	98	68	0	24	4	72	0	2									
		4.31%	3.38%	3.62%	14.91%	0.00%	0.00%	1.96%	8.44%	5.28%	12.62%	4.83%	5.98%	7.07%	3.05%	12.63%	2.85%	1.33%	3.87%	0.00%	5.64%	3.95%	0.00%	1.05%	0.16%	5.21%	0.00%	0.43%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	99	2	0	4	0	1	0	1	5	60	6	0	0	0	2	10	0	0	0	0	0	0	2	0	0	0	6									
		0.35%	0.15%	0.00%	0.88%	0.00%	0.74%	0.00%	0.06%	0.34%	4.25%	0.41%	0.00%	0.00%	0.00%	0.19%	3.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	1.28%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
