Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																	
Дата голосования: 07.12.2003 0:00:00																	
																	
Наименование Избирательной комиссии:    Павинская																	
																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																	
																	
		Сумма	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	69	32	7	1	1	2	12	0	4	8	2					
		2.40%	2.96%	1.96%	1.44%	0.63%	1.92%	3.69%	0.0%	1.28%	3.49%	1.15%					
37	"20. ""Политическая партия ""Единая Россия"""	934	380	138	38	55	10	115	4	113	46	35					
		32.57%	35.25%	38.76%	55.07%	34.81%	9.61%	35.38%	6.25%	36.33%	20.08%	20.23%					
38	"21. ""Российская Конституционно-демократическая партия"""	7	3	1	0	0	0	3	0	0	0	0					
		0.24%	0.27%	0.28%	0.0%	0.0%	0.0%	0.92%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	5	4	0	0	0	0	0	0	1	0	0					
		0.17%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	398	121	47	5	11	16	36	35	65	37	25					
		13.88%	11.22%	13.20%	7.24%	6.96%	15.38%	11.07%	54.68%	20.90%	16.15%	14.45%					
																	
41	Против всех	59	23	8	3	0	1	7	4	9	1	3					
		2.05%	2.13%	2.24%	4.34%	0.0%	0.96%	2.15%	6.25%	2.89%	0.43%	1.73%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
