Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
"Наименование Избирательной комиссии:    Казань, Авиастроительная"																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41									
		1.57%	0.55%	0.50%	1.19%	1.33%	0.80%	1.67%	2.32%	0.96%	0.33%	2.08%	1.77%	0.49%	1.87%	1.10%	1.01%	1.03%	0.71%	1.02%	0.15%	1.75%	0.30%	0.67%	0.10%	0.96%	3.98%	1.06%	2.73%	2.54%	1.77%	1.22%	2.06%	0.97%	0.00%	1.61%	0.40%	0.88%	10.03%	1.25%	2.52%	0.87%	1.16%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2891	119	90	51	44	41	35	99	158	33	164	19	35	170	45	53	59	45	96	78	81	17	74	75	48	101	43	26	156	40	31	174	138	4	15	20	63	78	16	51	167	39									
		6.18%	8.22%	6.38%	4.03%	3.45%	3.29%	2.78%	8.22%	12.58%	2.69%	12.65%	1.30%	2.84%	15.89%	3.31%	5.94%	4.32%	4.01%	6.98%	5.83%	5.44%	2.57%	7.09%	7.49%	4.19%	10.31%	3.27%	1.92%	13.65%	4.16%	2.11%	13.29%	12.13%	5.56%	8.06%	4.02%	4.62%	4.98%	5.02%	4.15%	12.11%	3.76%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	230	4	12	6	12	10	5	3	1	2	7	6	3	9	2	1	5	2	16	5	1	1	3	1	3	5	18	7	2	2	23	0	4	0	0	1	9	4	1	4	6	24									
		0.49%	0.28%	0.85%	0.47%	0.94%	0.80%	0.40%	0.25%	0.08%	0.16%	0.54%	0.41%	0.24%	0.84%	0.15%	0.11%	0.37%	0.18%	1.16%	0.37%	0.07%	0.15%	0.29%	0.10%	0.26%	0.51%	1.37%	0.52%	0.17%	0.21%	1.56%	0.00%	0.35%	0.00%	0.00%	0.20%	0.66%	0.26%	0.31%	0.33%	0.44%	2.31%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2150	44	55	59	59	81	46	74	27	45	87	88	50	71	56	18	76	53	68	15	47	40	36	61	57	32	82	39	45	51	107	56	41	3	5	26	89	52	10	57	84	58									
		4.60%	3.04%	3.90%	4.67%	4.62%	6.50%	3.66%	6.14%	2.15%	3.66%	6.71%	6.00%	4.06%	6.64%	4.12%	2.02%	5.57%	4.73%	4.94%	1.12%	3.16%	6.05%	3.45%	6.09%	4.98%	3.27%	6.23%	2.88%	3.94%	5.31%	7.28%	4.28%	3.60%	4.17%	2.69%	5.23%	6.52%	3.32%	3.13%	4.64%	6.09%	5.59%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
