Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Зеленоградская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170									
		2.66%	3.22%	2.47%	1.99%	2.71%	1.97%	1.88%	2.26%	2.50%	4.62%	2.45%	3.13%	2.92%	3.81%	2.99%	4.18%	2.26%	2.15%	3.54%	1.06%	2.99%	3.51%	3.12%	3.88%	1.27%	1.78%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	255	39	9	35	33	7	5	9	13	2	9	19	0	11	3	8	2	3	7	2	16	7	5	4	1	6									
		2.05%	3.58%	1.86%	3.88%	2.71%	1.15%	0.34%	5.08%	3.25%	3.08%	1.23%	4.25%	0.00%	3.49%	0.75%	2.09%	1.13%	1.29%	2.06%	1.06%	1.92%	1.23%	1.56%	1.55%	1.27%	1.07%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5645	425	193	337	398	220	702	54	193	23	348	234	85	162	211	202	105	120	143	79	457	276	183	111	44	340									
		45.36%	39.06%	39.79%	37.36%	32.73%	36.07%	47.15%	30.51%	48.25%	35.38%	47.41%	52.35%	49.71%	51.43%	52.49%	52.74%	59.32%	51.50%	42.18%	42.02%	54.73%	48.42%	57.01%	43.02%	55.70%	60.50%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	118	16	6	13	11	9	10	6	9	2	2	3	2	3	1	1	0	0	2	0	6	6	1	4	0	5									
		0.95%	1.47%	1.24%	1.44%	0.90%	1.48%	0.67%	3.39%	2.25%	3.08%	0.27%	0.67%	1.17%	0.95%	0.25%	0.26%	0.00%	0.00%	0.59%	0.00%	0.72%	1.05%	0.31%	1.55%	0.00%	0.89%									
24	"6. Политическая партия ""Гражданская Платформа"""	28	1	0	0	3	2	5	1	1	0	1	3	0	2	0	1	0	0	1	0	4	1	0	0	0	2									
		0.22%	0.09%	0.00%	0.00%	0.25%	0.33%	0.34%	0.56%	0.25%	0.00%	0.14%	0.67%	0.00%	0.63%	0.00%	0.26%	0.00%	0.00%	0.29%	0.00%	0.48%	0.18%	0.00%	0.00%	0.00%	0.36%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2259	156	90	169	203	99	248	22	55	13	164	68	37	51	87	66	26	55	56	45	162	160	63	47	25	92									
		18.15%	14.34%	18.56%	18.74%	16.69%	16.23%	16.66%	12.43%	13.75%	20.00%	22.34%	15.21%	21.64%	16.19%	21.64%	17.23%	14.69%	23.61%	16.52%	23.94%	19.40%	28.07%	19.63%	18.22%	31.65%	16.37%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	135	14	8	11	28	6	16	2	6	0	4	3	0	2	4	4	2	4	2	1	4	5	2	3	0	4									
		1.08%	1.29%	1.65%	1.22%	2.30%	0.98%	1.07%	1.13%	1.50%	0.00%	0.54%	0.67%	0.00%	0.63%	0.99%	1.04%	1.13%	1.72%	0.59%	0.53%	0.48%	0.88%	0.62%	1.16%	0.00%	0.71%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	266	32	19	15	37	23	38	4	2	3	5	2	1	6	7	4	8	9	9	3	10	5	3	10	1	10									
		2.14%	2.94%	3.92%	1.66%	3.04%	3.77%	2.55%	2.26%	0.50%	4.62%	0.68%	0.45%	0.58%	1.90%	1.74%	1.04%	4.52%	3.86%	2.65%	1.60%	1.20%	0.88%	0.93%	3.88%	1.27%	1.78%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	27	3	0	2	1	1	3	1	1	0	3	0	0	1	0	1	0	0	8	0	1	1	0	0	0	0									
		0.22%	0.28%	0.00%	0.22%	0.08%	0.16%	0.20%	0.56%	0.25%	0.00%	0.41%	0.00%	0.00%	0.32%	0.00%	0.26%	0.00%	0.00%	2.36%	0.00%	0.12%	0.18%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	264	28	5	19	45	32	34	4	11	0	3	10	4	6	8	9	2	5	3	2	16	1	3	5	0	9									
		2.12%	2.57%	1.03%	2.11%	3.70%	5.25%	2.28%	2.26%	2.75%	0.00%	0.41%	2.24%	2.34%	1.90%	1.99%	2.35%	1.13%	2.15%	0.88%	1.06%	1.92%	0.18%	0.93%	1.94%	0.00%	1.60%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1480	173	63	136	203	91	192	30	46	14	93	33	14	33	35	33	13	17	52	36	59	34	26	21	4	29									
		11.89%	15.90%	12.99%	15.08%	16.69%	14.92%	12.89%	16.95%	11.50%	21.54%	12.67%	7.38%	8.19%	10.48%	8.71%	8.62%	7.34%	7.30%	15.34%	19.15%	7.07%	5.96%	8.10%	8.14%	5.06%	5.16%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	523	53	42	47	73	49	81	15	24	2	26	12	0	6	8	11	7	3	12	3	20	16	2	4	0	7									
		4.20%	4.87%	8.66%	5.21%	6.00%	8.03%	5.44%	8.47%	6.00%	3.08%	3.54%	2.68%	0.00%	1.90%	1.99%	2.87%	3.95%	1.29%	3.54%	1.60%	2.40%	2.81%	0.62%	1.55%	0.00%	1.25%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	447	56	24	56	71	23	51	10	12	1	20	16	6	6	10	7	4	5	10	3	18	12	11	12	0	3									
		3.59%	5.15%	4.95%	6.21%	5.84%	3.77%	3.43%	5.65%	3.00%	1.54%	2.72%	3.58%	3.51%	1.90%	2.49%	1.83%	2.26%	2.15%	2.95%	1.60%	2.16%	2.11%	3.43%	4.65%	0.00%	0.53%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
