Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Торопецкая																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	136	9	7	2	4	9	8	1	0	5	3	4	20	5	2	1	15	1	2	5	3	2	4	8	11	1	0	4									
		1.87%	1.74%	1.31%	0.97%	1.43%	2.05%	2.14%	0.68%	0.00%	2.63%	1.06%	1.37%	3.26%	1.36%	0.79%	0.83%	3.65%	0.83%	2.00%	2.96%	1.55%	0.87%	2.99%	1.98%	6.29%	0.79%	0.00%	1.59%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3735	244	243	103	145	206	183	45	103	90	117	152	250	221	159	67	224	65	58	73	110	150	74	229	86	85	99	154									
		51.30%	47.29%	45.59%	49.76%	51.79%	46.82%	48.93%	30.41%	56.28%	47.37%	41.34%	51.88%	40.72%	59.89%	62.60%	55.83%	54.50%	54.17%	58.00%	43.20%	56.99%	65.50%	55.22%	56.68%	49.14%	66.93%	60.37%	61.35%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	45	5	3	1	4	0	1	3	0	0	2	5	1	2	2	0	0	0	1	1	1	5	1	4	2	0	0	1									
		0.62%	0.97%	0.56%	0.48%	1.43%	0.00%	0.27%	2.03%	0.00%	0.00%	0.71%	1.71%	0.16%	0.54%	0.79%	0.00%	0.00%	0.00%	1.00%	0.59%	0.52%	2.18%	0.75%	0.99%	1.14%	0.00%	0.00%	0.40%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	3	2	1	1	1	1	2	1	0	0	1	1	0	0	0	0	0	0	2	0	0	1	0	1	1	0	0									
		0.26%	0.58%	0.38%	0.48%	0.36%	0.23%	0.27%	1.35%	0.55%	0.00%	0.00%	0.34%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%	0.75%	0.00%	0.57%	0.79%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1273	87	84	37	45	77	83	38	47	45	57	56	107	67	34	21	64	25	15	39	37	29	18	57	34	12	20	38									
		17.48%	16.86%	15.76%	17.87%	16.07%	17.50%	22.19%	25.68%	25.68%	23.68%	20.14%	19.11%	17.43%	18.16%	13.39%	17.50%	15.57%	20.83%	15.00%	23.08%	19.17%	12.66%	13.43%	14.11%	19.43%	9.45%	12.20%	15.14%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	35	2	5	2	2	3	1	2	1	0	3	2	3	1	3	0	2	0	0	1	0	1	0	1	0	0	0	0									
		0.48%	0.39%	0.94%	0.97%	0.71%	0.68%	0.27%	1.35%	0.55%	0.00%	1.06%	0.68%	0.49%	0.27%	1.18%	0.00%	0.49%	0.00%	0.00%	0.59%	0.00%	0.44%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	42	9	5	1	0	2	0	1	0	1	3	2	4	1	0	1	2	0	0	0	2	0	0	4	1	1	0	2									
		0.58%	1.74%	0.94%	0.48%	0.00%	0.45%	0.00%	0.68%	0.00%	0.53%	1.06%	0.68%	0.65%	0.27%	0.00%	0.83%	0.49%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.99%	0.57%	0.79%	0.00%	0.80%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	1	0	1									
		0.11%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.39%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.25%	0.00%	0.79%	0.00%	0.40%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	68	10	4	0	3	1	3	0	0	1	5	3	15	4	1	1	5	2	1	0	1	0	2	2	1	2	1	0									
		0.93%	1.94%	0.75%	0.00%	1.07%	0.23%	0.80%	0.00%	0.00%	0.53%	1.77%	1.02%	2.44%	1.08%	0.39%	0.83%	1.22%	1.67%	1.00%	0.00%	0.52%	0.00%	1.49%	0.50%	0.57%	1.57%	0.61%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	931	71	88	28	40	84	29	32	13	23	49	33	94	26	20	19	45	20	16	27	20	27	23	36	20	10	17	21									
		12.79%	13.76%	16.51%	13.53%	14.29%	19.09%	7.75%	21.62%	7.10%	12.11%	17.31%	11.26%	15.31%	7.05%	7.87%	15.83%	10.95%	16.67%	16.00%	15.98%	10.36%	11.79%	17.16%	8.91%	11.43%	7.87%	10.37%	8.37%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	0	3	0	0	2	1	2	0	0	0	1	1	2	3	1	0	1	0	1	1	2	2	1	0	0	1	1									
		0.36%	0.00%	0.56%	0.00%	0.00%	0.45%	0.27%	1.35%	0.00%	0.00%	0.00%	0.34%	0.16%	0.54%	1.18%	0.83%	0.00%	0.83%	0.00%	0.59%	0.52%	0.87%	1.49%	0.25%	0.00%	0.00%	0.61%	0.40%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	612	42	57	18	22	36	47	18	14	11	30	23	73	20	19	5	37	5	4	13	12	11	7	35	8	8	18	19									
		8.41%	8.14%	10.69%	8.70%	7.86%	8.18%	12.57%	12.16%	7.65%	5.79%	10.60%	7.85%	11.89%	5.42%	7.48%	4.17%	9.00%	4.17%	4.00%	7.69%	6.22%	4.80%	5.22%	8.66%	4.57%	6.30%	10.98%	7.57%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
