Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Рассказовская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	896	50	19	8	53	7	12	31	111	91	39	36	43	47	32	5	5	14	28	32	9	22	30	36	25	4	42	2	16	47									
		11.70%	10.29%	8.37%	5.33%	10.77%	4.05%	9.38%	25.00%	18.85%	18.35%	8.23%	19.05%	14.93%	16.21%	11.39%	3.40%	4.35%	12.61%	17.28%	9.47%	4.21%	16.67%	16.30%	18.18%	10.08%	5.06%	12.43%	0.69%	6.72%	9.83%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	0	0	0	0	0	0	1	1	0	1	1	3	0	2	0	0	0	0	1	2	1	0	1	1	0	0	0	0	0									
		0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.17%	0.00%	0.21%	0.53%	1.04%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.30%	0.93%	0.76%	0.00%	0.51%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	35	0	0	0	1	0	0	0	2	9	3	1	2	4	0	1	0	1	0	1	2	0	1	3	0	0	1	0	0	3									
		0.46%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.34%	1.81%	0.63%	0.53%	0.69%	1.38%	0.00%	0.68%	0.00%	0.90%	0.00%	0.30%	0.93%	0.00%	0.54%	1.52%	0.00%	0.00%	0.30%	0.00%	0.00%	0.63%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.30%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	23	1	0	0	2	0	0	0	4	1	3	2	2	2	1	0	0	1	0	2	0	0	0	0	0	1	0	0	0	1									
		0.30%	0.21%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.68%	0.20%	0.63%	1.06%	0.69%	0.69%	0.36%	0.00%	0.00%	0.90%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	0.21%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	789	42	17	10	52	8	8	24	78	81	55	31	53	25	47	0	2	11	13	45	19	15	19	29	24	2	51	4	5	19									
		10.30%	8.64%	7.49%	6.67%	10.57%	4.62%	6.25%	19.35%	13.24%	16.33%	11.60%	16.40%	18.40%	8.62%	16.73%	0.00%	1.74%	9.91%	8.02%	13.31%	8.88%	11.36%	10.33%	14.65%	9.68%	2.53%	15.09%	1.37%	2.10%	3.97%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	1	0	1	1	1	0	0	2	0	4	0	0	1	1	0	0	2	0	1	0	1	0	1	0	1	2	0	0	0									
		0.26%	0.21%	0.00%	0.67%	0.20%	0.58%	0.00%	0.00%	0.34%	0.00%	0.84%	0.00%	0.00%	0.34%	0.36%	0.00%	0.00%	1.80%	0.00%	0.30%	0.00%	0.76%	0.00%	0.51%	0.00%	1.27%	0.59%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	192	22	9	2	16	1	5	2	15	17	23	2	6	3	6	3	3	7	0	4	3	3	8	6	5	0	4	0	2	15									
		2.51%	4.53%	3.96%	1.33%	3.25%	0.58%	3.91%	1.61%	2.55%	3.43%	4.85%	1.06%	2.08%	1.03%	2.14%	2.04%	2.61%	6.31%	0.00%	1.18%	1.40%	2.27%	4.35%	3.03%	2.02%	0.00%	1.18%	0.00%	0.84%	3.14%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
