Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Ферзиковская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	174	5	9	8	13	3	5	2	8	9	16	6	5	3	9	1	5	16	43	8									
		2.29%	1.52%	4.64%	1.49%	2.81%	0.66%	1.03%	0.58%	3.10%	2.24%	2.95%	1.90%	2.31%	1.52%	2.46%	1.14%	3.31%	3.55%	3.33%	1.58%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4335	181	90	366	266	302	299	222	161	243	289	180	141	119	199	42	92	241	649	253									
		57.06%	54.85%	46.39%	68.28%	57.45%	65.94%	61.40%	64.35%	62.40%	60.45%	53.22%	57.14%	65.28%	60.41%	54.37%	47.73%	60.93%	53.44%	50.31%	49.90%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	46	2	0	2	3	1	3	1	2	4	2	3	1	1	3	0	0	6	10	2									
		0.61%	0.61%	0.00%	0.37%	0.65%	0.22%	0.62%	0.29%	0.78%	0.99%	0.37%	0.95%	0.46%	0.51%	0.82%	0.00%	0.00%	1.33%	0.78%	0.39%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	0	1	1	0	1	1	1	0	0	1	1	0	1	3	0	0	1	5	2									
		0.25%	0.00%	0.52%	0.19%	0.00%	0.22%	0.21%	0.29%	0.00%	0.00%	0.18%	0.32%	0.00%	0.51%	0.82%	0.00%	0.00%	0.22%	0.39%	0.39%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1321	64	32	83	76	73	72	43	43	80	102	65	27	37	84	19	19	61	234	107									
		17.39%	19.39%	16.49%	15.49%	16.41%	15.94%	14.78%	12.46%	16.67%	19.90%	18.78%	20.63%	12.50%	18.78%	22.95%	21.59%	12.58%	13.53%	18.14%	21.10%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	48	2	2	2	3	2	5	0	1	2	2	0	0	2	3	0	2	5	9	6									
		0.63%	0.61%	1.03%	0.37%	0.65%	0.44%	1.03%	0.00%	0.39%	0.50%	0.37%	0.00%	0.00%	1.02%	0.82%	0.00%	1.32%	1.11%	0.70%	1.18%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	56	2	0	3	3	5	9	0	2	4	3	1	0	4	1	2	2	4	7	4									
		0.74%	0.61%	0.00%	0.56%	0.65%	1.09%	1.85%	0.00%	0.78%	0.99%	0.55%	0.32%	0.00%	2.03%	0.27%	2.27%	1.32%	0.89%	0.54%	0.79%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	0	0	2	0	0	0	0	1	1	0	1	2	2	0	0	2	3	1									
		0.20%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.25%	0.18%	0.00%	0.46%	1.02%	0.55%	0.00%	0.00%	0.44%	0.23%	0.20%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	58	6	0	1	3	3	8	0	1	5	2	2	0	0	2	0	2	10	9	4									
		0.76%	1.82%	0.00%	0.19%	0.65%	0.66%	1.64%	0.00%	0.39%	1.24%	0.37%	0.63%	0.00%	0.00%	0.55%	0.00%	1.32%	2.22%	0.70%	0.79%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	860	42	33	41	56	44	41	37	16	22	74	32	24	16	33	15	16	53	195	70									
		11.32%	12.73%	17.01%	7.65%	12.10%	9.61%	8.42%	10.72%	6.20%	5.47%	13.63%	10.16%	11.11%	8.12%	9.02%	17.05%	10.60%	11.75%	15.12%	13.81%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	50	3	1	3	5	0	7	3	4	1	3	2	1	0	5	0	0	4	6	2									
		0.66%	0.91%	0.52%	0.56%	1.08%	0.00%	1.44%	0.87%	1.55%	0.25%	0.55%	0.63%	0.46%	0.00%	1.37%	0.00%	0.00%	0.89%	0.47%	0.39%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	247	5	8	14	12	9	16	9	6	13	18	10	9	4	11	5	3	19	50	26									
		3.25%	1.52%	4.12%	2.61%	2.59%	1.97%	3.29%	2.61%	2.33%	3.23%	3.31%	3.17%	4.17%	2.03%	3.01%	5.68%	1.99%	4.21%	3.88%	5.13%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
