Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																			
Дата голосования: 04.12.2011																																																																			
																																																																			
Наименование Избирательной комиссии:    Серовская городская																																																																			
																																																																			
Сводная таблица результатов выборов																																																																			
																																																																			
		Сумма	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №808	УИК №809	УИК №810	УИК №812	УИК №813	УИК №2467	УИК №2468	УИК №2469	УИК №2470	УИК №2471	УИК №2472	УИК №2473	УИК №2474	УИК №2475	УИК №2476	УИК №2477	УИК №2478	УИК №2479	УИК №2480	УИК №2481	УИК №2482	УИК №2483	УИК №2484	УИК №2485	УИК №2486	УИК №2487	УИК №2488	УИК №2489	УИК №2490	УИК №2491	УИК №2492	УИК №2493	УИК №2494	УИК №2495	УИК №2496	УИК №2497	УИК №2498	УИК №2499	УИК №2500	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1188	33	15	5	65	75	20	20	5	5	5	20	5	0	20	25	15	15	15	15	15	15	15	26	25	30	20	15	25	22	20	25	15	15	25	20	17	20	25	20	20	25	15	30	30	15	30	15	20	15	15	5	18	5	25	25	26	20	26	15	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1139	33	12	5	65	75	20	16	5	5	4	20	2	0	20	25	15	10	15	14	15	14	15	25	25	30	20	14	25	22	20	24	15	15	24	20	16	20	17	20	20	25	15	30	29	13	22	14	14	15	15	5	18	5	25	25	26	20	26	15	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	760	4	12	4	7	11	8	4	10	6	8	0	1	4	50	5	20	10	8	10	9	14	25	18	7	41	4	10	10	9	6	3	12	13	39	10	15	49	72	11	5	4	14	13	11	7	8	3	7	7	23	1	6	7	20	16	13	18	3	13	2					
14	Число погашенных неиспользованных открепительных удостоверений	49	0	3	0	0	0	0	4	0	0	1	0	3	0	0	0	0	5	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	8	0	0	0	0	0	1	2	8	1	6	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	11269	89	203	17	149	220	19	0	9	17	24	7	9	122	299	212	195	187	201	152	181	198	263	236	186	268	261	244	246	287	309	199	208	234	272	247	277	298	250	276	260	292	234	443	316	140	270	140	233	108	134	79	135	45	258	292	278	218	136	162	25					
		26.74%	29.37%	28.67%	26.15%	21.07%	31.38%	13.01%	0.00%	11.25%	13.18%	25.00%	14.58%	9.78%	23.92%	30.02%	23.90%	25.76%	25.10%	26.31%	24.13%	27.85%	25.42%	28.19%	28.50%	24.19%	26.20%	28.74%	29.05%	27.67%	28.39%	31.79%	27.15%	25.37%	30.59%	26.77%	27.94%	31.19%	28.96%	25.88%	28.37%	29.02%	28.10%	30.91%	36.13%	26.38%	22.19%	25.81%	22.05%	26.91%	22.04%	22.48%	18.54%	24.11%	20.93%	23.89%	27.97%	28.99%	23.02%	19.35%	23.38%	30.12%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7611	23	96	12	133	91	25	0	19	19	8	12	15	75	165	206	163	161	147	125	119	140	166	148	148	189	154	173	141	154	147	161	140	105	173	111	111	155	227	150	153	176	107	179	254	134	215	159	163	96	124	73	117	27	230	208	167	205	168	125	24					
		18.06%	7.59%	13.56%	18.46%	18.81%	12.98%	17.12%	0.00%	23.75%	14.73%	8.33%	25.00%	16.30%	14.71%	16.57%	23.22%	21.53%	21.61%	19.24%	19.84%	18.31%	17.97%	17.79%	17.87%	19.25%	18.48%	16.96%	20.60%	15.86%	15.23%	15.12%	21.96%	17.07%	13.73%	17.03%	12.56%	12.50%	15.06%	23.50%	15.42%	17.08%	16.94%	14.13%	14.60%	21.20%	21.24%	20.55%	25.04%	18.82%	19.59%	20.81%	17.14%	20.89%	12.56%	21.30%	19.92%	17.41%	21.65%	23.90%	18.04%	28.92%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	298	2	6	0	3	2	4	1	0	0	2	1	0	3	9	4	3	2	11	8	7	7	5	8	10	11	8	15	3	10	7	6	5	6	3	1	3	7	2	1	6	8	3	14	7	1	11	5	10	2	2	4	0	1	8	8	8	7	1	6	0					
		0.71%	0.66%	0.85%	0.00%	0.42%	0.29%	2.74%	7.69%	0.00%	0.00%	2.08%	2.08%	0.00%	0.59%	0.90%	0.45%	0.40%	0.27%	1.44%	1.27%	1.08%	0.90%	0.54%	0.97%	1.30%	1.08%	0.88%	1.79%	0.34%	0.99%	0.72%	0.82%	0.61%	0.78%	0.30%	0.11%	0.34%	0.68%	0.21%	0.10%	0.67%	0.77%	0.40%	1.14%	0.58%	0.16%	1.05%	0.79%	1.15%	0.41%	0.34%	0.94%	0.00%	0.47%	0.74%	0.77%	0.83%	0.74%	0.14%	0.87%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4521	16	50	7	70	65	16	1	10	14	2	4	6	45	76	85	63	89	73	84	57	71	116	93	81	106	92	81	103	129	106	73	102	75	114	140	89	110	100	128	99	105	83	122	129	96	100	61	88	47	60	66	66	21	136	128	126	114	62	62	8					
		10.73%	5.28%	7.06%	10.77%	9.90%	9.27%	10.96%	7.69%	12.50%	10.85%	2.08%	8.33%	6.52%	8.82%	7.63%	9.58%	8.32%	11.95%	9.55%	13.33%	8.77%	9.11%	12.43%	11.23%	10.53%	10.36%	10.13%	9.64%	11.59%	12.76%	10.91%	9.96%	12.44%	9.80%	11.22%	15.84%	10.02%	10.69%	10.35%	13.16%	11.05%	10.11%	10.96%	9.95%	10.77%	15.21%	9.56%	9.61%	10.16%	9.59%	10.07%	15.49%	11.79%	9.77%	12.59%	12.26%	13.14%	12.04%	8.82%	8.95%	9.64%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1059	2	13	0	6	6	0	0	0	3	3	2	1	10	12	12	19	12	21	13	14	23	22	22	23	33	23	18	28	30	39	16	18	33	45	55	30	33	27	28	32	45	30	50	30	14	12	12	19	6	16	5	8	1	18	15	16	23	6	5	1					
		2.51%	0.66%	1.84%	0.00%	0.85%	0.86%	0.00%	0.00%	0.00%	2.33%	3.13%	4.17%	1.09%	1.96%	1.20%	1.35%	2.51%	1.61%	2.75%	2.06%	2.15%	2.95%	2.36%	2.66%	2.99%	3.23%	2.53%	2.14%	3.15%	2.97%	4.01%	2.18%	2.20%	4.31%	4.43%	6.22%	3.38%	3.21%	2.80%	2.88%	3.57%	4.33%	3.96%	4.08%	2.50%	2.22%	1.15%	1.89%	2.19%	1.22%	2.68%	1.17%	1.43%	0.47%	1.67%	1.44%	1.67%	2.43%	0.85%	0.72%	1.20%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15332	149	304	29	307	283	81	11	40	71	54	21	61	239	384	317	271	275	268	222	252	296	317	287	283	350	329	272	313	351	318	248	320	270	374	297	347	371	313	341	301	377	271	370	409	228	360	238	307	200	236	168	210	96	354	318	324	325	295	287	22					
		36.38%	49.17%	42.94%	44.62%	43.42%	40.37%	55.48%	84.62%	50.00%	55.04%	56.25%	43.75%	66.30%	46.86%	38.55%	35.74%	35.80%	36.91%	35.08%	35.24%	38.77%	37.99%	33.98%	34.66%	36.80%	34.21%	36.23%	32.38%	35.21%	34.72%	32.72%	33.83%	39.02%	35.29%	36.81%	33.60%	39.08%	36.05%	32.40%	35.05%	33.59%	36.28%	35.80%	30.18%	34.14%	36.13%	34.42%	37.48%	35.45%	40.82%	39.60%	39.44%	37.50%	44.65%	32.78%	30.46%	33.79%	34.32%	41.96%	41.41%	26.51%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	832	12	16	0	29	12	0	0	1	0	1	0	0	6	34	27	20	11	12	10	9	17	17	20	16	31	16	13	14	18	17	7	7	10	11	12	9	28	27	14	16	15	14	20	18	4	17	4	17	5	11	16	9	11	23	35	12	37	16	26	2					
		1.97%	3.96%	2.26%	0.00%	4.10%	1.71%	0.00%	0.00%	1.25%	0.00%	1.04%	0.00%	0.00%	1.18%	3.41%	3.04%	2.64%	1.48%	1.57%	1.59%	1.38%	2.18%	1.82%	2.42%	2.08%	3.03%	1.76%	1.55%	1.57%	1.78%	1.75%	0.95%	0.85%	1.31%	1.08%	1.36%	1.01%	2.72%	2.80%	1.44%	1.79%	1.44%	1.85%	1.63%	1.50%	0.63%	1.63%	0.63%	1.96%	1.02%	1.85%	3.76%	1.61%	5.12%	2.13%	3.35%	1.25%	3.91%	2.28%	3.75%	2.41%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
