Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																													
Дата голосования: 18.09.2016																																																													
																																																													
Наименование Избирательной комиссии:    Новоалександровская																																																													
																																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																																													
																																																													
		Сумма	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	345	10	5	5	10	10	10	5	5	10	10	10	30	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	5	5	5	5	5	5	5	5	5	5	5	15	5	10	10	10	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	143	9	1	4	9	4	5	3	2	5	4	10	14	0	4	0	1	3	0	1	0	0	0	1	0	3	5	5	0	0	4	8	4	0	1	1	4	0	0	0	0	0	0	2	14	1	6	4	0	0	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	85	2	0	4	5	3	1	5	1	0	3	7	6	0	0	1	0	1	1	0	1	0	1	0	8	4	0	0	1	2	0	5	4	0	1	2	1	0	0	0	1	1	1	2	2	1	2	0	4	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	202	1	4	1	1	6	5	2	3	5	6	0	16	5	1	5	4	2	5	4	5	5	5	4	5	2	0	0	5	5	1	2	6	5	4	4	1	5	5	5	5	5	5	3	1	4	4	6	10	5	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	2	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	2	0	1	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	204	12	1	6	12	7	12	2	8	8	11	8	17	0	2	0	1	0	1	4	1	2	0	0	2	6	3	1	2	4	12	7	6	0	0	0	3	0	0	2	0	1	2	7	8	2	9	0	8	1	3									
		0.71%	1.32%	0.13%	0.76%	0.62%	0.46%	1.01%	0.44%	1.24%	0.98%	1.33%	0.81%	2.01%	0.00%	0.37%	0.00%	0.56%	0.00%	1.06%	0.69%	0.14%	0.42%	0.00%	0.00%	0.87%	0.47%	0.73%	1.01%	0.77%	0.83%	1.43%	0.60%	0.56%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	1.41%	0.00%	0.83%	1.53%	0.42%	1.03%	1.68%	1.00%	0.00%	1.09%	0.30%	1.50%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	592	25	9	11	23	35	23	7	24	4	20	10	29	2	14	3	5	10	4	13	18	16	11	0	4	22	11	2	4	18	10	17	25	3	4	5	13	7	2	9	5	6	5	14	19	5	13	22	18	12	1									
		2.06%	2.76%	1.16%	1.40%	1.19%	2.31%	1.94%	1.54%	3.72%	0.49%	2.42%	1.01%	3.44%	1.61%	2.62%	1.33%	2.82%	2.63%	4.26%	2.26%	2.56%	3.36%	5.34%	0.00%	1.74%	1.71%	2.68%	2.02%	1.54%	3.74%	1.19%	1.47%	2.32%	1.96%	2.41%	1.58%	2.17%	5.07%	2.44%	6.34%	4.17%	5.00%	3.82%	0.83%	2.46%	4.20%	1.44%	2.43%	2.46%	3.65%	0.50%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	334	8	7	9	21	9	9	1	9	5	13	24	24	0	5	0	1	8	1	11	7	10	1	0	0	12	4	2	1	7	8	19	24	0	1	2	9	1	0	0	0	4	0	14	11	2	12	7	8	2	1									
		1.16%	0.88%	0.90%	1.14%	1.08%	0.59%	0.76%	0.22%	1.40%	0.62%	1.57%	2.42%	2.84%	0.00%	0.93%	0.00%	0.56%	2.11%	1.06%	1.91%	0.99%	2.10%	0.49%	0.00%	0.00%	0.93%	0.98%	2.02%	0.39%	1.46%	0.95%	1.64%	2.23%	0.00%	0.60%	0.63%	1.50%	0.72%	0.00%	0.00%	0.00%	3.33%	0.00%	0.83%	1.42%	1.68%	1.33%	0.77%	1.09%	0.61%	0.50%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19488	607	601	543	1141	1108	883	277	305	627	510	600	502	86	393	165	127	245	70	372	468	283	157	49	170	957	271	54	219	270	612	820	740	131	120	226	365	98	60	92	75	79	97	1298	490	80	621	494	535	226	169									
		67.91%	66.92%	77.35%	68.91%	58.88%	73.09%	74.45%	61.01%	47.29%	77.12%	61.74%	60.48%	59.48%	69.35%	73.46%	73.33%	71.75%	64.47%	74.47%	64.58%	66.67%	59.45%	76.21%	79.03%	73.91%	74.24%	66.10%	54.55%	84.56%	56.13%	72.68%	70.69%	68.71%	85.62%	72.29%	71.29%	60.93%	71.01%	73.17%	64.79%	62.50%	65.83%	74.05%	77.22%	63.39%	67.23%	69.00%	54.59%	73.19%	68.69%	84.50%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	121	4	1	2	13	4	5	3	6	2	6	3	13	1	1	0	1	1	0	0	0	4	0	0	2	2	1	0	3	1	2	5	6	1	0	1	2	0	0	0	1	0	1	8	4	1	5	0	3	0	2									
		0.42%	0.44%	0.13%	0.25%	0.67%	0.26%	0.42%	0.66%	0.93%	0.25%	0.73%	0.30%	1.54%	0.81%	0.19%	0.00%	0.56%	0.26%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	0.87%	0.16%	0.24%	0.00%	1.16%	0.21%	0.24%	0.43%	0.56%	0.65%	0.00%	0.32%	0.33%	0.00%	0.00%	0.00%	0.83%	0.00%	0.76%	0.48%	0.52%	0.84%	0.56%	0.00%	0.41%	0.00%	1.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	37	0	2	1	0	1	0	2	7	0	1	1	6	0	1	0	0	1	0	0	0	4	0	0	0	2	0	0	0	4	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0									
		0.13%	0.00%	0.26%	0.13%	0.00%	0.07%	0.00%	0.44%	1.09%	0.00%	0.12%	0.10%	0.71%	0.00%	0.19%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.83%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3449	113	88	93	188	179	120	54	117	65	119	123	97	11	52	37	19	52	10	84	90	98	22	9	24	126	62	21	10	100	80	136	136	9	27	30	100	19	14	14	17	20	4	164	110	13	99	152	66	46	10									
		12.02%	12.46%	11.33%	11.80%	9.70%	11.81%	10.12%	11.89%	18.14%	7.99%	14.41%	12.40%	11.49%	8.87%	9.72%	16.44%	10.73%	13.68%	10.64%	14.58%	12.82%	20.59%	10.68%	14.52%	10.43%	9.78%	15.12%	21.21%	3.86%	20.79%	9.50%	11.72%	12.63%	5.88%	16.27%	9.46%	16.69%	13.77%	17.07%	9.86%	14.17%	16.67%	3.05%	9.76%	14.23%	10.92%	11.00%	16.80%	9.03%	13.98%	5.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	78	5	0	1	5	0	8	0	6	0	9	2	5	0	4	1	0	0	1	0	2	1	0	0	0	2	2	0	1	2	3	4	8	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0									
		0.27%	0.55%	0.00%	0.13%	0.26%	0.00%	0.67%	0.00%	0.93%	0.00%	1.09%	0.20%	0.59%	0.00%	0.75%	0.44%	0.00%	0.00%	1.06%	0.00%	0.28%	0.21%	0.00%	0.00%	0.00%	0.16%	0.49%	0.00%	0.39%	0.42%	0.36%	0.34%	0.74%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	112	3	3	5	11	6	0	2	3	6	4	6	14	1	1	0	0	1	0	0	5	2	0	0	0	7	2	7	0	1	3	6	4	0	1	0	2	0	0	0	0	0	0	4	0	1	1	0	0	0	0									
		0.39%	0.33%	0.39%	0.63%	0.57%	0.40%	0.00%	0.44%	0.47%	0.74%	0.48%	0.60%	1.66%	0.81%	0.19%	0.00%	0.00%	0.26%	0.00%	0.00%	0.71%	0.42%	0.00%	0.00%	0.00%	0.54%	0.49%	7.07%	0.00%	0.21%	0.36%	0.52%	0.37%	0.00%	0.60%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.84%	0.11%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	34	0	1	1	1	1	0	0	2	1	0	0	6	1	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	5	2	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	3	0	1	0	0									
		0.12%	0.00%	0.13%	0.13%	0.05%	0.07%	0.00%	0.00%	0.31%	0.12%	0.00%	0.00%	0.71%	0.81%	0.00%	0.44%	0.00%	0.26%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.08%	0.24%	0.00%	0.00%	1.04%	0.24%	0.09%	0.00%	0.00%	0.00%	0.32%	0.17%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.14%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	115	7	2	4	1	4	6	3	3	4	5	6	5	0	1	1	1	0	1	0	20	2	0	1	1	3	4	0	1	3	1	5	2	0	0	0	0	0	0	1	0	0	0	0	3	0	2	7	3	2	0									
		0.40%	0.77%	0.26%	0.51%	0.05%	0.26%	0.51%	0.66%	0.47%	0.49%	0.61%	0.60%	0.59%	0.00%	0.19%	0.44%	0.56%	0.00%	1.06%	0.00%	2.85%	0.42%	0.00%	1.61%	0.43%	0.23%	0.98%	0.00%	0.39%	0.62%	0.12%	0.43%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.22%	0.77%	0.41%	0.61%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2631	82	45	84	240	127	73	56	73	63	84	108	86	14	32	12	16	36	3	72	62	31	10	3	11	123	27	8	16	50	61	104	87	8	10	37	70	10	4	19	19	6	12	126	79	8	87	145	53	30	9									
		9.17%	9.04%	5.79%	10.66%	12.38%	8.38%	6.16%	12.33%	11.32%	7.75%	10.17%	10.89%	10.19%	11.29%	5.98%	5.33%	9.04%	9.47%	3.19%	12.50%	8.83%	6.51%	4.85%	4.84%	4.78%	9.54%	6.59%	8.08%	6.18%	10.40%	7.24%	8.97%	8.08%	5.23%	6.02%	11.67%	11.69%	7.25%	4.88%	13.38%	15.83%	5.00%	9.16%	7.50%	10.22%	6.72%	9.67%	16.02%	7.25%	9.12%	4.50%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	76	3	1	1	4	2	1	4	1	1	5	3	1	2	2	1	0	3	0	2	3	2	0	0	3	1	2	0	0	1	1	3	3	0	0	0	3	3	0	0	0	0	0	2	6	0	0	4	2	0	0									
		0.26%	0.33%	0.13%	0.13%	0.21%	0.13%	0.08%	0.88%	0.16%	0.12%	0.61%	0.30%	0.12%	1.61%	0.37%	0.44%	0.00%	0.79%	0.00%	0.35%	0.43%	0.42%	0.00%	0.00%	1.30%	0.08%	0.49%	0.00%	0.00%	0.21%	0.12%	0.26%	0.28%	0.00%	0.00%	0.00%	0.50%	2.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.78%	0.00%	0.00%	0.44%	0.27%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	917	21	12	13	235	22	19	29	69	17	19	27	25	5	19	4	3	8	3	10	13	15	5	0	8	20	17	3	2	6	34	18	20	1	2	14	18	0	2	4	1	3	7	33	25	3	23	39	19	0	2									
		3.20%	2.32%	1.54%	1.65%	12.13%	1.45%	1.60%	6.39%	10.70%	2.09%	2.30%	2.72%	2.96%	4.03%	3.55%	1.78%	1.69%	2.11%	3.19%	1.74%	1.85%	3.15%	2.43%	0.00%	3.48%	1.55%	4.15%	3.03%	0.77%	1.25%	4.04%	1.55%	1.86%	0.65%	1.20%	4.42%	3.01%	0.00%	2.44%	2.82%	0.83%	2.50%	5.34%	1.96%	3.23%	2.52%	2.56%	4.31%	2.60%	0.00%	1.00%									
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
