Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Комсомольская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК  550	УИК  551	УИК  552	УИК  553	УИК  554	УИК  555	УИК  556	УИК  557	УИК  558	УИК  559	УИК  560	УИК  561	УИК  562	УИК  563	УИК  564	УИК  565	УИК  566	УИК  567	УИК  568	УИК  569	УИК  570	УИК  571	УИК  572	УИК  573	УИК  574					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	348	27	38	22	35	14	35	1	8	1	6	3	4	9	42	13	2	7	16	22	3	20	6	0	5	9					
		3.35%	3.19%	3.76%	3.03%	2.66%	2.79%	5.36%	0.62%	2.83%	0.86%	2.75%	2.80%	1.87%	3.91%	7.01%	2.00%	2.56%	2.10%	2.71%	3.54%	1.89%	4.49%	11.11%	0.0%	2.28%	7.43%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	232	27	38	18	45	10	13	2	5	4	5	4	4	2	9	6	0	4	12	8	0	8	0	2	5	1					
		2.23%	3.19%	3.76%	2.48%	3.42%	1.99%	1.99%	1.25%	1.77%	3.47%	2.29%	3.73%	1.87%	0.86%	1.50%	0.92%	0.0%	1.20%	2.03%	1.28%	0.0%	1.79%	0.0%	1.55%	2.28%	0.82%					
22	"5. ""За Русь Святую"""	48	2	0	2	1	8	3	0	0	0	0	1	0	1	0	6	1	5	7	2	1	5	0	0	2	1					
		0.46%	0.23%	0.0%	0.27%	0.07%	1.59%	0.46%	0.0%	0.0%	0.0%	0.0%	0.93%	0.0%	0.43%	0.0%	0.92%	1.28%	1.50%	1.18%	0.32%	0.63%	1.12%	0.0%	0.0%	0.91%	0.82%					
23	"6. ""Объединенная Российская партия ""Русь"""	30	4	1	0	3	2	1	0	0	0	1	0	3	1	4	2	0	1	3	0	1	2	1	0	0	0					
		0.28%	0.47%	0.09%	0.0%	0.22%	0.39%	0.15%	0.0%	0.0%	0.0%	0.45%	0.0%	1.40%	0.43%	0.66%	0.30%	0.0%	0.30%	0.50%	0.0%	0.63%	0.44%	1.85%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	27	2	4	1	7	1	0	0	0	0	0	1	0	0	0	3	0	1	1	1	0	3	0	0	0	2					
		0.26%	0.23%	0.39%	0.13%	0.53%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%	0.46%	0.0%	0.30%	0.16%	0.16%	0.0%	0.67%	0.0%	0.0%	0.0%	1.65%					
25	"8. ""Народно-республиканская партия России"""	19	0	2	1	1	0	2	1	1	1	1	0	0	0	1	3	0	0	0	1	2	0	0	0	1	1					
		0.18%	0.0%	0.19%	0.13%	0.07%	0.0%	0.30%	0.62%	0.35%	0.86%	0.45%	0.0%	0.0%	0.0%	0.16%	0.46%	0.0%	0.0%	0.0%	0.16%	1.26%	0.0%	0.0%	0.0%	0.45%	0.82%					
26	"9. ""Российская экологическая партия ""Зеленые"""	29	4	7	4	1	0	2	0	2	0	0	0	0	0	1	1	0	1	0	1	1	3	0	0	1	0					
		0.27%	0.47%	0.69%	0.55%	0.07%	0.0%	0.30%	0.0%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.15%	0.0%	0.30%	0.0%	0.16%	0.63%	0.67%	0.0%	0.0%	0.45%	0.0%					
27	"10. ""Аграрная партия России"""	875	46	56	31	58	25	13	23	28	3	38	15	57	32	29	50	11	62	40	38	42	74	6	31	46	21					
		8.44%	5.43%	5.55%	4.28%	4.41%	4.99%	1.99%	14.37%	9.92%	2.60%	17.43%	14.01%	26.76%	13.91%	4.84%	7.70%	14.10%	18.67%	6.77%	6.11%	26.58%	16.62%	11.11%	24.03%	21.00%	17.35%					
28	"11. ""Истинные патриоты России"""	21	2	1	0	3	0	1	7	0	0	1	0	0	2	0	1	0	0	1	0	1	1	0	0	0	0					
		0.20%	0.23%	0.09%	0.0%	0.22%	0.0%	0.15%	4.37%	0.0%	0.0%	0.45%	0.0%	0.0%	0.86%	0.0%	0.15%	0.0%	0.0%	0.16%	0.0%	0.63%	0.22%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	88	12	11	3	10	9	2	0	3	1	0	1	1	0	4	6	2	4	5	9	0	4	1	0	0	0					
		0.84%	1.41%	1.09%	0.41%	0.76%	1.79%	0.30%	0.0%	1.06%	0.86%	0.0%	0.93%	0.46%	0.0%	0.66%	0.92%	2.56%	1.20%	0.84%	1.44%	0.0%	0.89%	1.85%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	10	1	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0					
		0.09%	0.11%	0.09%	0.0%	0.22%	0.19%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.16%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	27	0	2	1	2	2	1	2	1	2	0	1	1	0	1	1	0	1	2	5	0	2	0	0	0	0					
		0.26%	0.0%	0.19%	0.13%	0.15%	0.39%	0.15%	1.25%	0.35%	1.73%	0.0%	0.93%	0.46%	0.0%	0.16%	0.15%	0.0%	0.30%	0.33%	0.80%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	11	1	0	1	2	3	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0					
		0.10%	0.11%	0.0%	0.13%	0.15%	0.59%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	768	56	103	90	129	21	46	9	31	10	9	5	12	12	51	35	2	15	41	40	6	23	0	8	11	3					
		7.40%	6.61%	10.20%	12.43%	9.81%	4.19%	7.05%	5.62%	10.99%	8.69%	4.12%	4.67%	5.63%	5.21%	8.51%	5.39%	2.56%	4.51%	6.94%	6.44%	3.79%	5.16%	0.0%	6.20%	5.02%	2.47%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	46	4	3	1	8	3	5	0	0	0	0	0	1	1	10	1	1	2	1	2	0	2	0	1	0	0					
		0.44%	0.47%	0.29%	0.13%	0.60%	0.59%	0.76%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.43%	1.66%	0.15%	1.28%	0.60%	0.16%	0.32%	0.0%	0.44%	0.0%	0.77%	0.0%	0.0%					
35	"18. ""ЛДПР"""	1510	149	144	92	175	66	139	23	37	19	17	18	29	37	103	63	15	59	68	84	31	49	4	27	44	18					
		14.56%	17.61%	14.27%	12.70%	13.31%	13.17%	21.31%	14.37%	13.12%	16.52%	7.79%	16.82%	13.61%	16.08%	17.19%	9.70%	19.23%	17.77%	11.52%	13.52%	19.62%	11.01%	7.40%	20.93%	20.09%	14.87%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	364	35	26	17	59	14	17	7	15	1	5	4	10	6	13	25	3	17	29	27	6	9	0	2	9	8					
		3.51%	4.13%	2.57%	2.34%	4.49%	2.79%	2.60%	4.37%	5.31%	0.86%	2.29%	3.73%	4.69%	2.60%	2.17%	3.85%	3.84%	5.12%	4.91%	4.34%	3.79%	2.02%	0.0%	1.55%	4.10%	6.61%					
37	"20. ""Политическая партия ""Единая Россия"""	3191	265	314	243	385	155	225	53	83	63	92	39	52	58	174	207	19	72	183	194	32	144	10	34	56	39					
		30.78%	31.32%	31.11%	33.56%	29.29%	30.93%	34.50%	33.12%	29.43%	54.78%	42.20%	36.44%	24.41%	25.21%	29.04%	31.89%	24.35%	21.68%	31.01%	31.23%	20.25%	32.35%	18.51%	26.35%	25.57%	32.23%					
38	"21. ""Российская Конституционно-демократическая партия"""	17	1	2	2	0	1	2	0	1	0	0	2	0	2	1	1	0	0	1	0	0	0	0	0	1	0					
		0.16%	0.11%	0.19%	0.27%	0.0%	0.19%	0.30%	0.0%	0.35%	0.0%	0.0%	1.86%	0.0%	0.86%	0.16%	0.15%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%					
39	"22. ""Развитие предпринимательства"""	26	0	1	2	5	1	2	0	2	0	0	0	0	0	2	5	0	0	3	1	0	2	0	0	0	0					
		0.25%	0.0%	0.09%	0.27%	0.38%	0.19%	0.30%	0.0%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.77%	0.0%	0.0%	0.50%	0.16%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1526	109	143	120	220	89	77	15	40	4	16	7	20	32	90	159	3	47	108	94	19	54	19	15	20	6					
		14.72%	12.88%	14.17%	16.57%	16.74%	17.76%	11.80%	9.37%	14.18%	3.47%	7.33%	6.54%	9.38%	13.91%	15.02%	24.49%	3.84%	14.15%	18.30%	15.13%	12.02%	12.13%	35.18%	11.62%	9.13%	4.95%					
																																
41	Против всех	534	44	47	23	86	35	31	10	14	5	6	3	8	19	24	33	6	20	28	42	10	15	4	4	10	7					
		5.15%	5.20%	4.65%	3.17%	6.54%	6.98%	4.75%	6.25%	4.96%	4.34%	2.75%	2.80%	3.75%	8.26%	4.00%	5.08%	7.69%	6.02%	4.74%	6.76%	6.32%	3.37%	7.40%	3.10%	4.56%	5.78%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
