Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																														
Дата голосования: 18.09.2016																																																														
																																																														
Наименование Избирательной комиссии:    Октябрьская																																																														
																																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																																														
																																																														
		Сумма	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №8092	УИК №8094									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	840	10	10	10	10	5	5	5	20	10	5	10	5	5	20	5	15	15	10	5	10	5	5	5	15	20	15	5	10	5	5	15	15	15	15	5	5	5	5	50	50	110	10	110	30	20	20	20	20	20	0	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	332	0	5	3	6	2	5	0	13	7	4	1	0	0	19	0	5	7	4	0	9	0	0	1	1	10	2	0	2	1	0	11	7	15	4	0	1	5	1	42	28	21	10	22	3	16	10	10	9	10	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	516	2	0	0	2	1	0	1	0	3	10	2	1	0	2	0	2	2	2	3	2	1	1	1	3	0	0	2	2	0	0	0	0	4	0	2	0	2	1	9	60	1	2	15	327	8	2	0	0	0	0	38									
14	Число погашенных неиспользованных открепительных удостоверений	508	10	5	7	4	3	0	5	7	3	1	9	5	5	1	5	10	8	6	5	1	5	5	4	14	10	13	5	8	4	5	4	8	0	11	5	4	0	4	8	22	89	0	88	27	4	10	10	11	10	0	20									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	36	0	1	0	1	0	1	0	2	1	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	1	0	1	1	0	0	0	2	1	0	0	2	0	0	0	3	0	1	0	3	5	2	1	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	380	8	0	5	3	0	3	1	42	7	15	3	0	0	8	0	6	10	7	4	1	1	3	21	6	30	3	2	3	0	1	15	4	17	6	1	15	3	9	4	4	18	11	6	3	11	18	9	3	5	4	21									
		0.98%	1.25%	0.00%	0.83%	0.38%	0.00%	0.92%	0.53%	3.02%	0.66%	5.73%	0.54%	0.00%	0.00%	0.79%	0.00%	0.58%	0.99%	0.95%	2.56%	0.22%	0.90%	1.99%	3.38%	0.75%	1.85%	0.34%	2.47%	0.34%	0.00%	0.40%	1.00%	0.47%	0.94%	0.62%	0.41%	2.49%	0.44%	2.50%	0.53%	0.31%	1.81%	1.59%	0.39%	0.28%	0.61%	0.97%	0.87%	0.27%	0.56%	1.48%	3.62%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	457	12	8	0	0	7	2	1	14	5	2	13	0	3	5	1	21	16	25	9	17	1	2	10	8	24	12	4	14	0	2	28	10	11	7	3	13	14	3	7	8	30	8	4	9	13	19	16	3	8	3	2									
		1.18%	1.88%	1.01%	0.00%	0.00%	2.06%	0.62%	0.53%	1.01%	0.47%	0.76%	2.34%	0.00%	1.30%	0.50%	0.52%	2.02%	1.60%	3.40%	5.77%	3.74%	0.90%	1.32%	1.61%	0.99%	1.48%	1.37%	4.94%	1.58%	0.00%	0.80%	1.87%	1.17%	0.61%	0.73%	1.24%	2.16%	2.04%	0.83%	0.93%	0.62%	3.01%	1.16%	0.26%	0.85%	0.73%	1.02%	1.55%	0.27%	0.89%	1.11%	0.34%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	401	1	45	5	5	0	0	0	27	7	1	5	0	0	5	3	12	13	3	3	12	2	1	8	8	9	8	1	11	0	1	16	4	9	5	6	10	8	1	5	4	13	0	7	10	25	23	15	4	16	8	16									
		1.04%	0.16%	5.70%	0.83%	0.63%	0.00%	0.00%	0.00%	1.94%	0.66%	0.38%	0.90%	0.00%	0.00%	0.50%	1.56%	1.16%	1.30%	0.41%	1.92%	2.64%	1.80%	0.66%	1.29%	0.99%	0.55%	0.91%	1.23%	1.24%	0.00%	0.40%	1.07%	0.47%	0.50%	0.52%	2.49%	1.66%	1.16%	0.28%	0.67%	0.31%	1.31%	0.00%	0.46%	0.94%	1.40%	1.24%	1.45%	0.35%	1.79%	2.95%	2.76%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	28771	487	568	465	599	278	269	176	1030	823	196	471	127	185	756	175	779	745	416	80	211	76	115	498	594	1247	689	56	733	294	200	962	698	1511	795	191	376	584	286	576	983	532	547	1158	813	1388	1429	735	884	717	87	181									
		74.56%	76.09%	71.90%	77.11%	76.02%	82.01%	82.77%	93.62%	73.99%	77.64%	74.81%	84.71%	86.99%	80.43%	75.00%	91.15%	75.05%	74.28%	56.52%	51.28%	46.48%	68.47%	76.16%	80.06%	73.97%	76.88%	78.65%	69.14%	82.55%	77.98%	80.32%	64.13%	81.92%	83.16%	82.38%	79.25%	62.46%	85.01%	79.44%	76.80%	76.26%	53.41%	79.05%	75.83%	76.63%	77.46%	76.75%	71.15%	78.23%	80.02%	32.10%	31.21%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	115	0	0	0	0	0	0	1	0	0	1	2	0	0	3	1	6	7	4	1	3	1	0	1	4	3	2	0	3	0	1	4	0	4	5	2	0	2	1	2	3	6	0	3	0	15	8	0	4	0	2	10									
		0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.38%	0.36%	0.00%	0.00%	0.30%	0.52%	0.58%	0.70%	0.54%	0.64%	0.66%	0.90%	0.00%	0.16%	0.50%	0.18%	0.23%	0.00%	0.34%	0.00%	0.40%	0.27%	0.00%	0.22%	0.52%	0.83%	0.00%	0.29%	0.28%	0.27%	0.23%	0.60%	0.00%	0.20%	0.00%	0.84%	0.43%	0.00%	0.35%	0.00%	0.74%	1.72%									
24	"6. Политическая партия ""Гражданская Платформа"""	62	1	0	0	0	2	0	0	0	0	0	0	0	1	3	0	1	2	2	0	0	2	0	0	6	4	6	0	3	0	0	2	0	0	0	0	4	0	0	3	2	2	0	1	3	3	2	0	3	3	0	1									
		0.16%	0.16%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.30%	0.00%	0.10%	0.20%	0.27%	0.00%	0.00%	1.80%	0.00%	0.00%	0.75%	0.25%	0.68%	0.00%	0.34%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.40%	0.16%	0.20%	0.00%	0.07%	0.28%	0.17%	0.11%	0.00%	0.27%	0.33%	0.00%	0.17%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3091	62	40	28	46	16	24	4	80	44	21	18	11	12	109	9	135	98	101	25	81	8	16	44	88	79	31	3	45	23	17	161	65	133	77	21	93	34	22	37	73	226	68	104	113	144	174	64	56	64	8	36									
		8.01%	9.69%	5.06%	4.64%	5.84%	4.72%	7.38%	2.13%	5.75%	4.15%	8.02%	3.24%	7.53%	5.22%	10.81%	4.69%	13.01%	9.77%	13.72%	16.03%	17.84%	7.21%	10.60%	7.07%	10.96%	4.87%	3.54%	3.70%	5.07%	6.10%	6.83%	10.73%	7.63%	7.32%	7.98%	8.71%	15.45%	4.95%	6.11%	4.93%	5.66%	22.69%	9.83%	6.81%	10.65%	8.04%	9.34%	6.20%	4.96%	7.14%	2.95%	6.21%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	127	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	3	4	4	4	2	0	0	3	3	0	0	0	0	0	3	3	1	4	0	0	0	10	4	0	4	0	30	40									
		0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.10%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.25%	0.46%	4.94%	0.23%	0.00%	0.00%	0.20%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.40%	0.08%	0.40%	0.00%	0.00%	0.00%	0.56%	0.21%	0.00%	0.35%	0.00%	11.07%	6.90%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	125	0	6	0	0	0	0	0	0	0	0	1	0	0	5	0	4	1	2	0	1	0	0	0	3	14	7	0	3	0	1	6	1	6	0	0	2	1	0	1	1	4	4	2	3	8	4	0	3	0	8	23									
		0.32%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.50%	0.00%	0.39%	0.10%	0.27%	0.00%	0.22%	0.00%	0.00%	0.00%	0.37%	0.86%	0.80%	0.00%	0.34%	0.00%	0.40%	0.40%	0.12%	0.33%	0.00%	0.00%	0.33%	0.15%	0.00%	0.13%	0.08%	0.40%	0.58%	0.13%	0.28%	0.45%	0.21%	0.00%	0.27%	0.00%	2.95%	3.97%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	60	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	2	0	0	0	1	0	5	12	5	0	2	0	1	2	1	0	0	0	2	0	0	1	3	4	1	0	0	0	3	8	3	0	0	0									
		0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.20%	0.00%	0.10%	0.00%	0.27%	0.00%	0.00%	0.00%	0.66%	0.00%	0.62%	0.74%	0.57%	0.00%	0.23%	0.00%	0.40%	0.13%	0.12%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.13%	0.23%	0.40%	0.14%	0.00%	0.00%	0.00%	0.16%	0.77%	0.27%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	457	4	0	0	0	3	0	0	7	0	1	0	1	0	6	1	4	5	1	0	1	0	0	0	4	5	5	2	1	0	0	7	2	1	6	0	3	3	0	2	6	4	2	45	4	4	8	12	2	0	106	189									
		1.18%	0.63%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.50%	0.00%	0.38%	0.00%	0.68%	0.00%	0.60%	0.52%	0.39%	0.50%	0.14%	0.00%	0.22%	0.00%	0.00%	0.00%	0.50%	0.31%	0.57%	2.47%	0.11%	0.00%	0.00%	0.47%	0.23%	0.06%	0.62%	0.00%	0.50%	0.44%	0.00%	0.27%	0.47%	0.40%	0.29%	2.95%	0.38%	0.22%	0.43%	1.16%	0.18%	0.00%	39.11%	32.59%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3270	45	110	61	78	18	20	4	97	104	18	21	4	21	87	2	51	78	158	24	82	20	11	30	63	158	74	7	55	37	15	254	44	93	51	15	62	31	23	67	119	88	30	169	73	110	140	148	93	57	8	42									
		8.47%	7.03%	13.92%	10.12%	9.90%	5.31%	6.15%	2.13%	6.97%	9.81%	6.87%	3.78%	2.74%	9.13%	8.63%	1.04%	4.91%	7.78%	21.47%	15.38%	18.06%	18.02%	7.28%	4.82%	7.85%	9.74%	8.45%	8.64%	6.19%	9.81%	6.02%	16.93%	5.16%	5.12%	5.28%	6.22%	10.30%	4.51%	6.39%	8.93%	9.23%	8.84%	4.34%	11.07%	6.88%	6.14%	7.52%	14.33%	8.23%	6.36%	2.95%	7.24%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	112	1	0	0	0	0	0	0	7	8	1	1	0	2	0	0	2	3	0	0	0	0	0	6	3	5	12	0	1	0	1	1	2	6	0	0	4	1	6	2	3	4	2	4	5	3	3	10	1	0	1	1									
		0.29%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.75%	0.38%	0.18%	0.00%	0.87%	0.00%	0.00%	0.19%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.37%	0.31%	1.37%	0.00%	0.11%	0.00%	0.40%	0.07%	0.23%	0.33%	0.00%	0.00%	0.66%	0.15%	1.67%	0.27%	0.23%	0.40%	0.29%	0.26%	0.47%	0.17%	0.16%	0.97%	0.09%	0.00%	0.37%	0.17%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	970	18	13	39	57	15	7	1	88	62	5	7	0	6	16	0	15	17	0	7	17	0	2	4	8	25	13	0	12	23	9	27	18	26	13	2	12	6	6	38	79	14	13	24	21	52	27	14	56	22	3	11									
		2.51%	2.81%	1.65%	6.47%	7.23%	4.42%	2.15%	0.53%	6.32%	5.85%	1.91%	1.26%	0.00%	2.61%	1.59%	0.00%	1.45%	1.69%	0.00%	4.49%	3.74%	0.00%	1.32%	0.64%	0.99%	1.54%	1.48%	0.00%	1.35%	6.10%	3.61%	1.80%	2.11%	1.43%	1.35%	0.83%	1.99%	0.87%	1.67%	5.07%	6.13%	1.41%	1.88%	1.57%	1.98%	2.90%	1.45%	1.36%	4.96%	2.46%	1.11%	1.90%									
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
