Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Ординская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	33	5	3	4	3	1	1	1	1	1	0	0	1	0	0	0	3	1	1	2	5									
		0.74%	0.82%	0.49%	1.43%	2.07%	0.76%	0.41%	1.15%	0.68%	0.37%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	1.17%	0.71%	0.50%	0.60%	1.58%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	220	15	21	17	1	6	6	6	7	12	6	14	11	4	4	4	12	12	6	31	25									
		4.92%	2.45%	3.45%	6.09%	0.69%	4.55%	2.44%	6.90%	4.79%	4.49%	7.50%	6.90%	5.64%	4.60%	5.26%	6.25%	4.67%	8.51%	3.02%	9.28%	7.91%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	89	21	14	6	1	1	5	5	1	3	1	4	5	6	2	1	3	2	4	1	3									
		1.99%	3.43%	2.30%	2.15%	0.69%	0.76%	2.03%	5.75%	0.68%	1.12%	1.25%	1.97%	2.56%	6.90%	2.63%	1.56%	1.17%	1.42%	2.01%	0.30%	0.95%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2048	275	265	110	82	66	113	43	54	131	44	96	92	44	39	28	117	54	119	151	125									
		45.76%	44.86%	43.51%	39.43%	56.55%	50.00%	45.93%	49.43%	36.99%	49.06%	55.00%	47.29%	47.18%	50.57%	51.32%	43.75%	45.53%	38.30%	59.80%	45.21%	39.56%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	21	8	3	0	1	1	1	0	0	1	0	0	0	0	0	1	1	1	0	2	1									
		0.47%	1.31%	0.49%	0.00%	0.69%	0.76%	0.41%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	1.56%	0.39%	0.71%	0.00%	0.60%	0.32%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3									
		0.13%	0.16%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.95%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	818	128	149	57	22	31	45	2	31	58	11	51	32	9	12	18	44	33	32	24	29									
		18.28%	20.88%	24.47%	20.43%	15.17%	23.48%	18.29%	2.30%	21.23%	21.72%	13.75%	25.12%	16.41%	10.34%	15.79%	28.13%	17.12%	23.40%	16.08%	7.19%	9.18%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	6	5	6	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0									
		0.51%	0.98%	0.82%	2.15%	0.69%	0.76%	0.41%	1.15%	0.68%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	28	3	4	3	0	0	2	0	0	2	0	1	3	1	2	1	3	0	2	0	1									
		0.63%	0.49%	0.66%	1.08%	0.00%	0.00%	0.81%	0.00%	0.00%	0.75%	0.00%	0.49%	1.54%	1.15%	2.63%	1.56%	1.17%	0.00%	1.01%	0.00%	0.32%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	3	1	1	2	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	2									
		0.31%	0.49%	0.16%	0.36%	1.38%	0.00%	0.00%	1.15%	0.00%	0.37%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.30%	0.63%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	48	18	8	7	0	1	3	0	1	0	0	2	1	0	0	0	1	0	1	5	0									
		1.07%	2.94%	1.31%	2.51%	0.00%	0.76%	1.22%	0.00%	0.68%	0.00%	0.00%	0.99%	0.51%	0.00%	0.00%	0.00%	0.39%	0.00%	0.50%	1.50%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	767	79	99	47	13	14	41	22	43	28	12	25	35	19	11	9	54	25	20	73	98									
		17.14%	12.89%	16.26%	16.85%	8.97%	10.61%	16.67%	25.29%	29.45%	10.49%	15.00%	12.32%	17.95%	21.84%	14.47%	14.06%	21.01%	17.73%	10.05%	21.86%	31.01%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	3	2	0	0	0	0	1	1	1	1	0	3	0	0	0	0	0	0	1	0									
		0.29%	0.49%	0.33%	0.00%	0.00%	0.00%	0.00%	1.15%	0.68%	0.37%	1.25%	0.00%	1.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	161	30	22	11	6	5	11	1	3	14	1	5	9	2	3	2	8	3	4	12	9									
		3.60%	4.89%	3.61%	3.94%	4.14%	3.79%	4.47%	1.15%	2.05%	5.24%	1.25%	2.46%	4.62%	2.30%	3.95%	3.13%	3.11%	2.13%	2.01%	3.59%	2.85%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
