Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																				
Дата голосования: 07.12.2003 0:00:00																																																																				
																																																																				
Наименование Избирательной комиссии:    Сармановская																																																																				
																																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																				
																																																																				
		Сумма	УИК №2538	УИК №2539	УИК №2540	УИК №2541	УИК №2542	УИК №2543	УИК №2544	УИК №2545	УИК №2546	УИК №2547	УИК №2548	УИК №2549	УИК №2550	УИК №2551	УИК №2552	УИК №2553	УИК №2554	УИК №2555	УИК №2556	УИК №2557	УИК №2558	УИК №2559	УИК №2560	УИК №2561	УИК №2562	УИК №2563	УИК №2564	УИК №2565	УИК №2566	УИК №2567	УИК №2568	УИК №2569	УИК №2570	УИК №2571	УИК №2572	УИК №2573	УИК №2574	УИК №2575	УИК №2576	УИК №2577	УИК №2578	УИК №2579	УИК №2580	УИК №2581	УИК №2582	УИК №2583	УИК №2584	УИК №2585	УИК №2586	УИК №2587	УИК №2588	УИК №2589	УИК №2590	УИК №2591	УИК №2592	УИК №2593	УИК №2594	УИК №2595	УИК №2596	УИК №2597	УИК №2598					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	548	8	6	4	8	3	4	6	10	2	4	1	6	3	8	6	4	6	6	1	6	0	2	6	0	10	6	6	16	0	4	5	1	15	0	6	6	6	10	4	6	10	1	6	10	14	29	12	18	25	13	11	2	2	19	23	27	26	24	26	21	18					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	403	8	3	0	3	2	0	6	8	2	0	0	6	1	5	6	0	1	1	0	3	0	0	0	0	5	2	1	11	0	0	1	0	8	0	0	1	2	8	0	3	3	1	4	3	14	29	12	18	24	13	5	2	1	18	23	24	26	22	26	20	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	134	4	5	1	2	1	0	2	2	0	1	0	3	1	3	3	1	2	0	0	2	1	0	2	1	4	0	1	3	0	0	2	1	1	0	0	0	0	6	0	1	4	2	0	0	6	2	0	2	5	6	4	0	0	11	5	7	3	7	3	6	5					
14	Число погашенных открепительных удостоверений	145	0	3	4	5	1	4	0	2	0	4	1	0	2	3	0	4	5	5	1	3	0	2	6	0	5	4	5	5	0	4	4	1	7	0	6	5	4	2	4	3	7	0	2	7	0	0	0	0	1	0	6	0	1	1	0	3	0	2	0	1	0					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																				
18	"1. ""ЕДИНЕНИЕ"""	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	4	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	3	1	0	1	0	0	0	0	34	34	13	26	28	24	10	30					
		0.85%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.85%	1.54%	0.0%	0.0%	0.59%	0.0%	1.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.34%	0.0%	0.0%	0.43%	0.15%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	3.01%	2.18%	0.84%	2.21%	2.31%	1.86%	0.77%	2.43%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	1	2	0	0	1	0	4	6	14	10	5	14	8	17					
		0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.42%	0.77%	1.47%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.14%	0.15%	0.16%	0.24%	0.0%	0.0%	0.56%	0.0%	0.35%	0.38%	0.91%	0.85%	0.41%	1.08%	0.62%	1.37%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	2	0	1	0	0	0	1	21	21	22	17	18	10	19	16					
		0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	1.15%	0.0%	0.0%	0.0%	0.69%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.58%	0.30%	0.0%	0.12%	0.0%	0.0%	0.0%	0.64%	1.86%	1.35%	1.43%	1.44%	1.48%	0.77%	1.47%	1.29%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	0	3	2	0	1	0	0	0	2	7	5	26	22	11	6	5	12					
		0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.96%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.42%	1.15%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.84%	0.0%	0.34%	0.34%	0.0%	0.43%	0.30%	0.0%	0.12%	0.0%	0.0%	0.0%	1.29%	0.62%	0.32%	1.69%	1.87%	0.90%	0.46%	0.38%	0.97%					
22	"5. ""За Русь Святую"""	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	5	1	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.06%	0.08%	0.08%	0.38%	0.07%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	5	5	2	3	4	4	2	0					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.96%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.44%	0.32%	0.13%	0.25%	0.33%	0.31%	0.15%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	93	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	8	10	14	12	3	21	6	10					
		0.34%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.12%	0.0%	0.18%	0.0%	0.0%	0.70%	0.64%	0.91%	1.02%	0.24%	1.63%	0.46%	0.81%					
25	"8. ""Народно-республиканская партия России"""	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	3	3	3	1	14	0					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.19%	0.25%	0.24%	0.07%	1.09%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	7	3	2	1	0	1					
		0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.96%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.19%	0.45%	0.25%	0.16%	0.07%	0.0%	0.08%					
27	"10. ""Аграрная партия России"""	136	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	2	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	1	5	1	2	0	1	0	3	0	1	10	19	24	9	4	11	9	8					
		0.51%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.15%	1.47%	0.0%	0.0%	0.0%	1.24%	0.0%	0.0%	0.0%	0.76%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.28%	0.0%	0.34%	0.91%	0.14%	0.30%	0.0%	0.12%	0.0%	0.56%	0.0%	0.64%	0.88%	1.22%	1.56%	0.76%	0.33%	0.85%	0.70%	0.64%					
28	"11. ""Истинные патриоты России"""	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	3	2	2	2	2	4	3	1					
		0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.26%	0.12%	0.13%	0.17%	0.16%	0.31%	0.23%	0.08%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	0	0	0	0	0	5	12	12	15	10	20	0	11					
		0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	12.18%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.69%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.77%	0.78%	1.27%	0.82%	1.55%	0.0%	0.89%					
30	"13. ""Демократическая партия России"""	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	7	3	2	2	2	3	3	2					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	0.19%	0.13%	0.17%	0.16%	0.23%	0.23%	0.16%					
31	"14. ""Великая Россия - Евразийский Союз"""	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	1	3	2	1	1	4	0	2					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.08%	0.19%	0.13%	0.08%	0.08%	0.31%	0.0%	0.16%					
32	"15. ""Партия СЛОН"""	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	3	3	4	0					
		0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.25%	0.06%	0.0%	0.24%	0.23%	0.31%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	175	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	5	0	0	0	0	6	0	0	0	0	0	0	1	0	4	0	0	0	3	0	1	0	2	7	2	0	0	0	0	1	0	15	9	20	11	27	13	17	22					
		0.65%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.93%	2.89%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.93%	0.0%	0.0%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	1.80%	0.0%	0.0%	0.0%	0.63%	0.0%	0.34%	0.0%	0.36%	1.02%	0.30%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	1.33%	0.57%	1.30%	0.93%	2.22%	1.01%	1.32%	1.78%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	7	12	5	6	3	3	3					
		0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.45%	0.78%	0.42%	0.49%	0.23%	0.23%	0.24%					
35	"18. ""ЛДПР"""	248	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	1	2	0	0	1	23	0	1	0	0	0	0	0	0	4	0	0	0	6	0	2	0	6	6	2	4	2	1	4	1	2	13	15	21	10	65	5	15	29					
		0.93%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.0%	1.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	1.47%	0.0%	0.0%	0.34%	2.86%	0.0%	0.81%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.80%	0.0%	0.0%	0.0%	1.26%	0.0%	0.69%	0.0%	1.10%	0.87%	0.30%	0.64%	0.24%	0.14%	0.74%	0.56%	1.29%	1.15%	0.96%	1.36%	0.85%	5.36%	0.38%	1.16%	2.35%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	277	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	2	4	0	1	0	2	7	1	0	3	0	0	0	3	7	8	19	15	65	14	109	7					
		1.04%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.99%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.29%	0.84%	0.0%	0.34%	0.0%	0.36%	1.02%	0.15%	0.0%	0.36%	0.0%	0.0%	0.0%	1.94%	0.62%	0.51%	1.23%	1.27%	5.36%	1.08%	8.48%	0.56%					
37	"20. ""Политическая партия ""Единая Россия"""	22869	359	212	137	371	223	108	336	335	85	201	481	241	214	147	147	101	220	270	385	389	117	64	223	118	448	167	273	538	157	108	301	125	411	197	192	160	207	312	78	143	432	349	272	282	519	640	624	601	799	676	517	173	138	853	1215	1127	875	787	964	845	880					
		85.96%	100.0%	100.0%	98.56%	96.11%	93.30%	97.29%	98.82%	99.70%	98.83%	99.50%	97.96%	99.17%	99.53%	94.83%	71.01%	94.39%	96.06%	100.0%	100.0%	99.23%	100.0%	91.42%	86.10%	86.76%	97.60%	99.40%	94.79%	66.91%	94.01%	87.80%	96.47%	95.41%	90.52%	98.99%	97.46%	100.0%	93.24%	96.59%	96.29%	92.85%	91.13%	99.14%	94.11%	98.60%	95.40%	93.29%	95.41%	96.77%	97.79%	99.12%	96.63%	97.74%	89.61%	75.68%	78.13%	73.51%	74.46%	64.93%	75.01%	65.80%	71.31%					
38	"21. ""Российская Конституционно-демократическая партия"""	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	2	0	0	8	3	1	4	1	2	2	5					
		0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.23%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.70%	0.19%	0.06%	0.34%	0.08%	0.15%	0.15%	0.40%					
39	"22. ""Развитие предпринимательства"""	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	5	4	4	2	1	2	5	6					
		0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.96%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.25%	0.26%	0.17%	0.08%	0.15%	0.38%	0.48%					
