Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Островская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280									
		0.54%	0.37%	0.60%	0.00%	1.18%	2.78%	0.00%	0.47%	0.98%	0.35%	1.74%	0.73%	0.00%	0.26%	0.00%	0.46%	0.65%	0.00%	0.00%	1.48%	0.00%	0.00%	1.18%	0.00%	0.98%	1.61%	0.00%	1.33%	0.00%	1.37%	0.00%	1.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	23	4	0	2	0	0	0	1	0	1	1	0	1	1	0	0	3	0	0	1	1	0	0	0	1	0	0	2	0	2	1	0	0	0	0	0	0	0	1									
		0.20%	0.50%	0.00%	1.14%	0.00%	0.00%	0.00%	0.12%	0.00%	0.12%	0.19%	0.00%	0.45%	0.26%	0.00%	0.00%	0.28%	0.00%	0.00%	0.74%	0.84%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.88%	0.00%	1.37%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1695	132	127	28	9	7	73	104	71	132	82	86	35	40	11	128	194	48	17	31	15	20	10	16	34	10	3	43	22	29	16	7	27	11	28	11	16	13	9									
		14.50%	16.36%	9.53%	16.00%	10.59%	9.72%	16.74%	12.15%	11.64%	15.37%	15.83%	15.66%	15.70%	10.20%	14.10%	19.42%	18.05%	25.26%	12.69%	22.96%	12.61%	12.35%	11.76%	12.50%	16.67%	16.13%	6.67%	19.03%	16.42%	19.86%	15.24%	7.87%	13.37%	9.24%	11.57%	11.83%	11.59%	14.61%	7.56%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	30	2	3	1	0	0	1	2	3	1	1	1	1	0	0	0	4	2	0	1	0	1	0	0	0	0	0	1	0	1	1	0	2	0	1	0	0	0	0									
		0.26%	0.25%	0.23%	0.57%	0.00%	0.00%	0.23%	0.23%	0.49%	0.12%	0.19%	0.18%	0.45%	0.00%	0.00%	0.00%	0.37%	1.05%	0.00%	0.74%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.68%	0.95%	0.00%	0.99%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	79	4	6	0	0	0	3	21	3	9	3	3	2	2	0	3	3	0	0	0	1	3	2	0	2	0	0	2	1	1	2	1	2	0	0	0	0	0	0									
		0.68%	0.50%	0.45%	0.00%	0.00%	0.00%	0.69%	2.45%	0.49%	1.05%	0.58%	0.55%	0.90%	0.51%	0.00%	0.46%	0.28%	0.00%	0.00%	0.00%	0.84%	1.85%	2.35%	0.00%	0.98%	0.00%	0.00%	0.88%	0.75%	0.68%	1.90%	1.12%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	1	0	0	0	0	1	0	4	0	0	1	1	0	0	0	2	0	0	0	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0									
		0.14%	0.12%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.66%	0.00%	0.00%	0.18%	0.45%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	1.56%	0.49%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	339	20	17	8	4	4	12	18	13	22	19	25	2	8	2	20	26	3	4	7	9	17	3	6	5	1	1	7	10	7	4	4	4	3	13	1	7	2	1									
		2.90%	2.48%	1.28%	4.57%	4.71%	5.56%	2.75%	2.10%	2.13%	2.56%	3.67%	4.55%	0.90%	2.04%	2.56%	3.03%	2.42%	1.58%	2.99%	5.19%	7.56%	10.49%	3.53%	4.69%	2.45%	1.61%	2.22%	3.10%	7.46%	4.79%	3.81%	4.49%	1.98%	2.52%	5.37%	1.08%	5.07%	2.25%	0.84%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1895	111	95	23	18	12	76	206	145	163	73	101	31	104	8	150	180	25	21	19	14	19	6	16	25	1	6	27	26	29	9	11	23	26	32	9	28	17	10									
		16.21%	13.75%	7.13%	13.14%	21.18%	16.67%	17.43%	24.07%	23.77%	18.98%	14.09%	18.40%	13.90%	26.53%	10.26%	22.76%	16.74%	13.16%	15.67%	14.07%	11.76%	11.73%	7.06%	12.50%	12.25%	1.61%	13.33%	11.95%	19.40%	19.86%	8.57%	12.36%	11.39%	21.85%	13.22%	9.68%	20.29%	19.10%	8.40%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	63	5	2	0	0	0	2	5	5	4	2	4	2	1	0	8	7	2	1	0	0	0	0	1	3	0	0	0	2	3	0	0	3	0	0	0	1	0	0									
		0.54%	0.62%	0.15%	0.00%	0.00%	0.00%	0.46%	0.58%	0.82%	0.47%	0.39%	0.73%	0.90%	0.26%	0.00%	1.21%	0.65%	1.05%	0.75%	0.00%	0.00%	0.00%	0.00%	0.78%	1.47%	0.00%	0.00%	0.00%	1.49%	2.05%	0.00%	0.00%	1.49%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	903	39	36	10	7	8	55	71	74	97	38	40	29	40	12	40	80	12	8	10	13	13	5	9	21	5	2	12	7	17	5	4	16	21	16	3	9	8	11									
		7.72%	4.83%	2.70%	5.71%	8.24%	11.11%	12.61%	8.29%	12.13%	11.29%	7.34%	7.29%	13.00%	10.20%	15.38%	6.07%	7.44%	6.32%	5.97%	7.41%	10.92%	8.02%	5.88%	7.03%	10.29%	8.06%	4.44%	5.31%	5.22%	11.64%	4.76%	4.49%	7.92%	17.65%	6.61%	3.23%	6.52%	8.99%	9.24%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
