Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
"Наименование Избирательной комиссии:    Ульяновск, Засвияжская N2"																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954					
		1.12%	1.89%	1.12%	1.05%	1.12%	0.63%	1.56%	1.62%	1.32%	1.53%	1.35%	1.52%	0.68%	0.63%	0.64%	1.63%	1.65%	1.28%	0.83%	2.13%	0.89%	1.35%	1.15%	0.63%	0.57%	0.51%	1.81%	0.72%	1.07%	1.02%	1.28%	1.80%	1.69%	1.04%	1.39%	0.83%	1.62%	1.36%	0.32%	0.51%	1.34%	0.27%	0.00%	0.77%	0.24%	0.17%	0.45%	0.00%					
20	3.Политическая партия «Демократическая партия России»	46	1	0	2	0	1	2	2	5	1	2	2	1	0	2	0	1	3	0	0	0	0	1	2	0	0	0	1	1	0	1	1	1	2	3	3	0	2	1	0	1	0	0	0	1	0	0	0					
		0.09%	0.10%	0.00%	0.26%	0.00%	0.09%	0.18%	0.19%	0.35%	0.07%	0.13%	0.12%	0.07%	0.00%	0.13%	0.00%	0.08%	0.23%	0.00%	0.00%	0.00%	0.00%	0.09%	0.18%	0.00%	0.00%	0.00%	0.07%	0.07%	0.00%	0.07%	0.07%	0.07%	0.12%	0.19%	0.25%	0.00%	0.15%	0.11%	0.00%	0.10%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	7607	142	173	120	215	195	142	160	186	197	230	245	210	211	240	160	156	224	191	89	120	138	172	169	188	161	151	221	246	199	211	200	174	221	213	178	152	215	114	104	143	108	10	86	124	45	23	35					
		14.35%	14.88%	19.42%	15.75%	15.99%	17.57%	13.06%	15.24%	12.88%	13.14%	15.52%	14.88%	14.29%	19.04%	15.31%	12.39%	12.88%	16.84%	14.36%	10.53%	13.35%	12.40%	15.26%	15.23%	17.96%	16.45%	14.42%	15.89%	16.45%	15.55%	15.03%	13.34%	11.76%	13.48%	13.48%	14.75%	11.74%	16.20%	12.21%	17.57%	14.77%	14.48%	11.11%	9.47%	9.87%	7.81%	10.31%	9.49%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	237	4	0	3	4	2	12	7	7	3	4	6	4	6	8	5	5	2	6	4	4	7	2	8	4	2	9	5	10	5	4	6	20	9	7	4	10	4	5	6	4	2	0	2	2	1	0	3					
		0.45%	0.42%	0.00%	0.39%	0.30%	0.18%	1.10%	0.67%	0.48%	0.20%	0.27%	0.36%	0.27%	0.54%	0.51%	0.39%	0.41%	0.15%	0.45%	0.47%	0.44%	0.63%	0.18%	0.72%	0.38%	0.20%	0.86%	0.36%	0.67%	0.39%	0.28%	0.40%	1.35%	0.55%	0.44%	0.33%	0.77%	0.30%	0.54%	1.01%	0.41%	0.27%	0.00%	0.22%	0.16%	0.17%	0.00%	0.81%					
23	6.Политическая партия «Партия социальной справедливости»	107	4	4	0	3	4	1	3	2	4	6	2	3	3	3	0	1	4	3	3	1	3	5	0	3	1	4	1	4	3	1	2	0	5	7	1	2	5	2	0	1	0	0	0	1	0	0	2					
		0.20%	0.42%	0.45%	0.00%	0.22%	0.36%	0.09%	0.29%	0.14%	0.27%	0.40%	0.12%	0.20%	0.27%	0.19%	0.00%	0.08%	0.30%	0.23%	0.36%	0.11%	0.27%	0.44%	0.00%	0.29%	0.10%	0.38%	0.07%	0.27%	0.23%	0.07%	0.13%	0.00%	0.30%	0.44%	0.08%	0.15%	0.38%	0.21%	0.00%	0.10%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.54%					
24	7.Политическая партия «Либерально-демократическая партия России»	5237	78	82	50	142	102	115	120	147	181	171	166	144	111	184	130	118	120	137	98	82	100	118	106	95	88	101	121	148	146	162	129	163	177	179	118	132	149	73	37	77	56	6	67	107	63	16	25					
		9.88%	8.18%	9.20%	6.56%	10.56%	9.19%	10.58%	11.43%	10.18%	12.07%	11.54%	10.09%	9.80%	10.02%	11.73%	10.07%	9.74%	9.02%	10.30%	11.60%	9.12%	8.98%	10.47%	9.55%	9.07%	8.99%	9.65%	8.70%	9.90%	11.41%	11.54%	8.61%	11.02%	10.79%	11.33%	9.78%	10.19%	11.23%	7.82%	6.25%	7.95%	7.51%	6.67%	7.38%	8.52%	10.94%	7.17%	6.78%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5987	144	81	78	152	117	135	116	153	170	172	186	204	142	187	135	149	196	172	92	90	128	112	109	94	118	118	172	183	146	177	193	154	218	158	136	163	113	67	46	93	46	6	113	155	65	7	26					
		11.30%	15.09%	9.09%	10.24%	11.30%	10.54%	12.42%	11.05%	10.60%	11.34%	11.61%	11.30%	13.88%	12.82%	11.93%	10.46%	12.30%	14.74%	12.93%	10.89%	10.01%	11.50%	9.94%	9.82%	8.98%	12.05%	11.27%	12.37%	12.24%	11.41%	12.61%	12.88%	10.41%	13.29%	10.00%	11.27%	12.59%	8.52%	7.17%	7.77%	9.61%	6.17%	6.67%	12.44%	12.34%	11.28%	3.14%	7.05%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	672	17	14	5	20	16	18	6	15	21	14	25	16	15	21	16	16	10	22	11	13	20	13	13	18	14	10	26	21	19	14	19	29	14	14	7	11	16	16	3	15	10	0	11	16	7	0	5					
		1.27%	1.78%	1.57%	0.66%	1.49%	1.44%	1.66%	0.57%	1.04%	1.40%	0.94%	1.52%	1.09%	1.35%	1.34%	1.24%	1.32%	0.75%	1.65%	1.30%	1.45%	1.80%	1.15%	1.17%	1.72%	1.43%	0.96%	1.87%	1.40%	1.48%	0.99%	1.27%	1.96%	0.85%	0.89%	0.58%	0.85%	1.21%	1.71%	0.51%	1.55%	1.34%	0.00%	1.21%	1.27%	1.22%	0.00%	1.36%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	30216	497	496	457	725	614	602	584	839	828	803	908	799	556	836	766	689	696	714	492	537	650	624	646	588	546	587	782	799	709	755	873	852	887	919	690	757	751	639	367	589	505	66	597	784	379	173	264					
		57.01%	52.10%	55.67%	59.97%	53.90%	55.32%	55.38%	55.62%	58.10%	55.24%	54.18%	55.16%	54.35%	50.18%	53.32%	59.33%	56.90%	52.33%	53.68%	58.22%	59.73%	58.40%	55.37%	58.20%	56.16%	55.77%	56.06%	56.22%	53.44%	55.39%	53.77%	58.24%	57.61%	54.09%	58.16%	57.17%	58.46%	56.59%	68.42%	61.99%	60.85%	67.69%	73.33%	65.75%	62.42%	65.80%	77.58%	71.54%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	505	11	6	7	12	11	14	7	17	14	18	22	22	12	24	15	9	6	20	6	5	9	15	8	6	7	9	12	15	6	19	9	14	28	12	8	10	27	4	4	7	4	0	1	10	2	0	1					
		0.95%	1.15%	0.67%	0.92%	0.89%	0.99%	1.29%	0.67%	1.18%	0.93%	1.21%	1.34%	1.50%	1.08%	1.53%	1.16%	0.74%	0.45%	1.50%	0.71%	0.56%	0.81%	1.33%	0.72%	0.57%	0.72%	0.86%	0.86%	1.00%	0.47%	1.35%	0.60%	0.95%	1.71%	0.76%	0.66%	0.77%	2.03%	0.43%	0.68%	0.72%	0.54%	0.00%	0.11%	0.80%	0.35%	0.00%	0.27%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
