Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
"Наименование Избирательной комиссии:    Ульяновск, Засвияжская N2"																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1462	37	30	37	40	30	20	35	40	50	35	30	45	25	43	50	35	17	30	25	33	21	34	30	20	20	35	35	35	35	35	35	39	35	46	40	37	37	31	40	25	15	15	5	25	25	10	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1362	36	27	34	39	30	20	35	36	44	32	28	45	25	37	49	34	14	30	25	32	21	25	30	20	20	31	35	35	34	32	35	21	32	46	40	33	35	30	40	20	15	15	2	24	17	10	3	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	706	22	12	17	25	21	0	7	10	11	20	11	13	20	21	21	10	12	15	7	4	48	21	7	15	27	10	12	10	36	14	27	10	21	14	32	16	10	14	11	10	8	10	3	5	23	3	5	5					
14	Число погашенных неиспользованных открепительных удостоверений	100	1	3	3	1	0	0	0	4	6	3	2	0	0	6	1	1	3	0	0	1	0	9	0	0	0	4	0	0	1	3	0	18	3	0	0	4	2	1	0	5	0	0	3	1	8	0	2	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	37	0	1	0	1	3	1	0	0	0	1	1	0	1	2	0	0	1	0	2	0	1	0	1	2	1	1	0	0	2	1	1	0	3	2	2	0	2	0	2	0	0	0	0	1	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9843	258	245	238	204	220	210	241	201	280	256	255	308	188	301	199	243	182	223	135	176	219	189	152	140	173	233	240	212	193	180	249	179	232	246	251	247	259	313	254	177	161	81	13	194	265	114	41	73					
		19.77%	20.12%	21.36%	20.71%	18.99%	20.15%	19.14%	19.58%	18.86%	20.74%	17.93%	18.99%	20.22%	20.28%	21.92%	17.82%	19.26%	21.24%	20.20%	15.66%	17.87%	22.23%	17.32%	17.59%	15.91%	17.74%	20.90%	20.43%	19.92%	18.19%	18.35%	22.27%	20.79%	18.99%	20.83%	19.55%	19.95%	19.26%	22.37%	20.91%	16.42%	21.32%	16.80%	18.31%	23.69%	23.45%	21.39%	18.64%	19.89%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7185	156	133	134	150	141	148	202	181	216	222	205	200	146	173	181	175	131	176	152	136	159	164	153	132	140	172	178	136	132	153	189	125	174	175	177	174	204	211	208	111	83	44	11	92	165	93	22	50					
		14.43%	12.17%	11.60%	11.66%	13.97%	12.91%	13.49%	16.41%	16.98%	16.00%	15.55%	15.26%	13.13%	15.75%	12.60%	16.20%	13.87%	15.29%	15.94%	17.63%	13.81%	16.14%	15.03%	17.71%	15.00%	14.36%	15.43%	15.15%	12.78%	12.44%	15.60%	16.91%	14.52%	14.24%	14.82%	13.79%	14.05%	15.17%	15.08%	17.12%	10.30%	10.99%	9.13%	15.49%	11.23%	14.60%	17.45%	10.00%	13.62%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	626	13	15	15	7	10	15	20	15	16	19	14	12	9	19	10	6	8	19	16	17	10	8	7	17	21	11	12	13	14	11	12	6	21	16	22	18	16	32	18	7	7	1	2	17	21	5	3	3					
		1.26%	1.01%	1.31%	1.31%	0.65%	0.92%	1.37%	1.62%	1.41%	1.19%	1.33%	1.04%	0.79%	0.97%	1.38%	0.90%	0.48%	0.93%	1.72%	1.86%	1.73%	1.02%	0.73%	0.81%	1.93%	2.15%	0.99%	1.02%	1.22%	1.32%	1.12%	1.07%	0.70%	1.72%	1.35%	1.71%	1.45%	1.19%	2.29%	1.48%	0.65%	0.93%	0.21%	2.82%	2.08%	1.86%	0.94%	1.36%	0.82%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	14835	439	324	361	366	332	348	339	302	403	456	455	509	329	429	344	408	242	296	235	274	278	324	267	272	312	347	359	325	329	298	285	257	346	334	397	355	393	393	360	352	195	179	19	173	251	123	54	67					
		29.80%	34.24%	28.25%	31.42%	34.08%	30.40%	31.72%	27.54%	28.33%	29.85%	31.93%	33.88%	33.42%	35.49%	31.25%	30.80%	32.33%	28.24%	26.81%	27.26%	27.82%	28.22%	29.70%	30.90%	30.91%	32.00%	31.12%	30.55%	30.55%	31.01%	30.38%	25.49%	29.85%	28.31%	28.28%	30.92%	28.68%	29.22%	28.09%	29.63%	32.65%	25.83%	37.14%	26.76%	21.12%	22.21%	23.08%	24.55%	18.26%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1510	37	27	29	37	26	38	40	39	53	62	28	69	26	52	37	44	29	38	32	35	27	36	24	19	32	35	35	28	18	23	44	19	49	50	43	23	40	38	37	20	16	4	3	27	27	8	6	1					
		3.03%	2.89%	2.35%	2.52%	3.45%	2.38%	3.46%	3.25%	3.66%	3.93%	4.34%	2.08%	4.53%	2.80%	3.79%	3.31%	3.49%	3.38%	3.44%	3.71%	3.55%	2.74%	3.30%	2.78%	2.16%	3.28%	3.14%	2.98%	2.63%	1.70%	2.34%	3.94%	2.21%	4.01%	4.23%	3.35%	1.86%	2.97%	2.72%	3.05%	1.86%	2.12%	0.83%	4.23%	3.30%	2.39%	1.50%	2.73%	0.27%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14701	351	367	345	291	344	307	351	308	353	384	354	394	214	372	327	363	245	337	265	320	271	347	250	280	279	295	319	328	351	301	313	255	360	336	368	395	399	383	315	393	277	157	21	302	375	178	91	170					
		29.53%	27.38%	31.99%	30.03%	27.09%	31.50%	27.99%	28.51%	28.89%	26.15%	26.89%	26.36%	25.87%	23.09%	27.09%	29.27%	28.76%	28.59%	30.53%	30.74%	32.49%	27.51%	31.81%	28.94%	31.82%	28.62%	26.46%	27.15%	30.83%	33.08%	30.68%	27.99%	29.62%	29.46%	28.45%	28.66%	31.91%	29.67%	27.38%	25.93%	36.46%	36.69%	32.57%	29.58%	36.87%	33.19%	33.40%	41.36%	46.32%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	285	8	7	7	3	6	11	10	7	8	11	10	13	3	10	6	4	4	2	7	7	6	0	2	4	4	7	10	7	7	7	8	7	13	5	9	6	5	9	2	5	3	1	0	1	9	2	1	1					
		0.57%	0.62%	0.61%	0.61%	0.28%	0.55%	1.00%	0.81%	0.66%	0.59%	0.77%	0.74%	0.85%	0.32%	0.73%	0.54%	0.32%	0.47%	0.18%	0.81%	0.71%	0.61%	0.00%	0.23%	0.45%	0.41%	0.63%	0.85%	0.66%	0.66%	0.71%	0.72%	0.81%	1.06%	0.42%	0.70%	0.48%	0.37%	0.64%	0.16%	0.46%	0.40%	0.21%	0.00%	0.12%	0.80%	0.38%	0.45%	0.27%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
