Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Мелекесская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304					
		23.02%	23.72%	22.85%	29.67%	16.57%	23.23%	23.92%	29.81%	34.36%	24.22%	10.00%	20.14%	24.40%	17.65%	35.01%	29.72%	23.08%	38.10%	17.15%	22.51%	26.00%	34.39%	15.58%	23.11%	17.91%	16.32%	28.88%	18.47%	26.29%	23.46%	20.13%	12.71%	10.19%	15.71%	26.53%	14.09%	14.89%	18.38%	20.55%	28.00%	25.42%	20.78%	20.45%	12.37%	8.00%	11.89%	18.40%	19.35%	19.65%	10.63%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	202	24	3	9	1	26	11	10	6	2	0	13	7	0	8	1	0	0	10	1	0	14	1	2	0	0	1	1	2	14	1	4	0	1	0	3	5	2	0	2	0	0	0	3	0	7	1	1	3	2					
		0.97%	1.24%	0.39%	0.81%	0.59%	2.22%	1.49%	1.17%	2.06%	1.24%	0.00%	2.34%	2.11%	0.00%	1.26%	0.25%	0.00%	0.00%	1.04%	0.26%	0.00%	0.97%	0.50%	0.94%	0.00%	0.00%	0.36%	0.45%	0.49%	1.59%	0.13%	0.85%	0.00%	0.71%	0.00%	2.01%	0.92%	1.47%	0.00%	0.62%	0.00%	0.00%	0.00%	0.44%	0.00%	1.11%	0.22%	0.27%	1.73%	1.25%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10385	933	344	527	106	530	323	338	134	76	28	286	192	106	231	172	143	28	408	214	32	594	119	103	83	91	161	151	214	412	429	238	65	74	34	65	347	72	149	177	46	44	25	423	62	418	239	212	89	98					
		49.62%	48.22%	44.91%	47.52%	62.72%	45.26%	43.65%	39.67%	46.05%	47.20%	46.67%	51.44%	57.83%	56.68%	36.26%	43.32%	50.00%	26.67%	42.41%	54.73%	32.00%	41.11%	59.80%	48.58%	41.29%	47.89%	58.12%	68.02%	52.58%	46.92%	57.20%	50.42%	60.19%	52.86%	69.39%	43.62%	63.79%	52.94%	68.04%	54.46%	38.98%	57.14%	56.82%	61.57%	82.67%	66.24%	51.73%	56.99%	51.45%	61.25%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	69	9	1	2	0	6	5	3	0	0	0	1	2	0	1	0	0	0	3	1	0	4	0	1	1	0	1	1	2	3	2	2	0	0	0	0	2	0	1	4	1	0	0	4	0	0	2	1	2	1					
		0.33%	0.47%	0.13%	0.18%	0.00%	0.51%	0.68%	0.35%	0.00%	0.00%	0.00%	0.18%	0.60%	0.00%	0.16%	0.00%	0.00%	0.00%	0.31%	0.26%	0.00%	0.28%	0.00%	0.47%	0.50%	0.00%	0.36%	0.45%	0.49%	0.34%	0.27%	0.42%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.46%	1.23%	0.85%	0.00%	0.00%	0.58%	0.00%	0.00%	0.43%	0.27%	1.16%	0.63%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
