Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Камышловская городская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931					
		0.13%	0.0%	0.0%	0.54%	0.0%	0.12%	0.33%	0.31%	0.17%	0.0%	0.0%	0.11%	0.41%	0.08%	0.15%	0.0%	0.15%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	21	0	2	1	1	1	0	2	2	2	1	0	0	3	2	2	0	2					
		0.21%	0.0%	0.58%	0.27%	0.31%	0.12%	0.0%	0.31%	0.35%	0.42%	0.15%	0.0%	0.0%	0.26%	0.31%	1.06%	0.0%	0.21%					
27	"10. ""Аграрная партия России"""	289	13	6	13	13	29	7	17	14	16	17	26	15	52	20	3	12	16					
		3.00%	4.01%	1.76%	3.54%	4.14%	3.75%	2.31%	2.63%	2.50%	3.38%	2.60%	3.11%	3.13%	4.59%	3.12%	1.59%	1.80%	1.72%					
28	"11. ""Истинные патриоты России"""	16	0	0	0	0	1	4	1	0	1	1	0	3	0	1	0	0	4					
		0.16%	0.0%	0.0%	0.0%	0.0%	0.12%	1.32%	0.15%	0.0%	0.21%	0.15%	0.0%	0.62%	0.0%	0.15%	0.0%	0.0%	0.43%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	65	3	4	1	2	5	0	7	3	1	5	6	5	6	7	2	3	5					
		0.67%	0.92%	1.17%	0.27%	0.63%	0.64%	0.0%	1.08%	0.53%	0.21%	0.76%	0.71%	1.04%	0.53%	1.09%	1.06%	0.45%	0.53%					
30	"13. ""Демократическая партия России"""	22	0	1	1	0	5	3	0	2	2	0	1	1	3	0	0	2	1					
		0.22%	0.0%	0.29%	0.27%	0.0%	0.64%	0.99%	0.0%	0.35%	0.42%	0.0%	0.11%	0.20%	0.26%	0.0%	0.0%	0.30%	0.10%					
31	"14. ""Великая Россия - Евразийский Союз"""	14	1	1	0	1	0	2	3	1	1	0	1	0	2	0	0	1	0					
		0.14%	0.30%	0.29%	0.0%	0.31%	0.0%	0.66%	0.46%	0.17%	0.21%	0.0%	0.11%	0.0%	0.17%	0.0%	0.0%	0.15%	0.0%					
32	"15. ""Партия СЛОН"""	18	0	0	1	0	1	3	0	2	1	0	3	1	1	0	0	1	4					
		0.18%	0.0%	0.0%	0.27%	0.0%	0.12%	0.99%	0.0%	0.35%	0.21%	0.0%	0.35%	0.20%	0.08%	0.0%	0.0%	0.15%	0.43%					
33	"16. ""Родина"" (народно-патриотический союз)"""	615	18	29	20	26	61	6	42	41	23	51	58	37	70	43	6	41	43					
		6.39%	5.55%	8.55%	5.44%	8.28%	7.90%	1.98%	6.51%	7.33%	4.86%	7.81%	6.93%	7.72%	6.18%	6.72%	3.19%	6.15%	4.63%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	20	1	3	0	0	2	4	1	0	3	1	0	0	0	0	0	2	3					
		0.20%	0.30%	0.88%	0.0%	0.0%	0.25%	1.32%	0.15%	0.0%	0.63%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.32%					
35	"18. ""ЛДПР"""	1126	47	37	59	26	63	67	71	68	67	68	86	49	119	81	18	64	136					
		11.70%	14.50%	10.91%	16.07%	8.28%	8.16%	22.11%	11.00%	12.16%	14.16%	10.41%	10.28%	10.22%	10.52%	12.67%	9.57%	9.60%	14.65%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	423	26	7	9	15	27	17	27	38	29	28	31	24	46	25	7	36	31					
		4.39%	8.02%	2.06%	2.45%	4.77%	3.49%	5.61%	4.18%	6.79%	6.13%	4.28%	3.70%	5.01%	4.06%	3.91%	3.72%	5.40%	3.34%					
37	"20. ""Политическая партия ""Единая Россия"""	2986	81	84	104	109	253	43	193	170	141	225	284	155	348	189	69	229	309					
		31.05%	25.0%	24.77%	28.33%	34.71%	32.77%	14.19%	29.92%	30.41%	29.80%	34.45%	33.97%	32.35%	30.76%	29.57%	36.70%	34.38%	33.29%					
38	"21. ""Российская Конституционно-демократическая партия"""	25	1	2	2	0	2	3	2	1	0	2	1	0	2	2	0	3	2					
		0.25%	0.30%	0.58%	0.54%	0.0%	0.25%	0.99%	0.31%	0.17%	0.0%	0.30%	0.11%	0.0%	0.17%	0.31%	0.0%	0.45%	0.21%					
39	"22. ""Развитие предпринимательства"""	25	0	1	0	1	0	1	2	2	1	2	4	2	4	0	4	0	1					
		0.25%	0.0%	0.29%	0.0%	0.31%	0.0%	0.33%	0.31%	0.35%	0.21%	0.30%	0.47%	0.41%	0.35%	0.0%	2.12%	0.0%	0.10%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1466	30	57	66	45	155	16	103	92	79	96	139	57	167	95	28	116	125					
		15.24%	9.25%	16.81%	17.98%	14.33%	20.07%	5.28%	15.96%	16.45%	16.70%	14.70%	16.62%	11.89%	14.76%	14.86%	14.89%	17.41%	13.46%					
																								
41	Против всех	394	17	14	20	7	20	46	16	19	18	23	32	10	46	20	11	20	55					
		4.09%	5.24%	4.12%	5.44%	2.22%	2.59%	15.18%	2.48%	3.39%	3.80%	3.52%	3.82%	2.08%	4.06%	3.12%	5.85%	3.00%	5.92%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
