Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																										
Дата голосования: 18.09.2016																																																										
																																																										
Наименование Избирательной комиссии:    Гафурийская																																																										
																																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																																										
																																																										
		Сумма	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	174	8	5	8	8	7	6	9	8	5	3	5	3	1	1	3	1	5	5	3	3	4	3	1	2	2	5	4	1	5	8	1	3	3	3	3	3	2	1	1	3	1	3	1	5	3	3	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	107	3	5	8	8	7	6	8	1	5	3	3	1	0	0	0	1	1	1	2	3	4	3	0	1	0	5	3	0	2	8	1	1	0	1	0	1	2	0	0	0	1	1	1	2	0	1	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	101	2	3	2	2	2	0	3	3	42	0	2	4	0	1	0	1	1	5	3	2	1	0	1	1	1	0	0	1	0	4	1	0	0	1	2	1	3	0	1	0	1	0	0	0	0	3	1									
14	Число погашенных неиспользованных открепительных удостоверений	67	5	0	0	0	0	0	1	7	0	0	2	2	1	1	3	0	4	4	1	0	0	0	1	1	2	0	1	1	3	0	0	2	3	2	3	2	0	1	1	3	0	2	0	3	3	2	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	2	1	3	4	1	1	2	3	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	146	55	0	0	8	5	0	9	3	13	2	3	0	1	0	1	1	0	6	3	1	0	0	0	0	0	0	0	0	6	5	2	0	0	0	2	3	0	2	1	5	1	2	0	0	6	0	0									
		0.68%	5.93%	0.00%	0.00%	0.64%	1.14%	0.00%	0.85%	0.39%	1.70%	0.41%	0.32%	0.00%	0.55%	0.00%	0.31%	0.43%	0.00%	0.68%	0.58%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.61%	1.13%	1.53%	0.00%	0.00%	0.00%	0.58%	0.90%	0.00%	1.22%	0.52%	1.34%	0.62%	0.45%	0.00%	0.00%	2.03%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	607	2	0	0	40	20	0	0	5	22	0	0	139	7	0	9	8	0	42	37	0	1	5	9	8	28	2	26	13	16	24	13	1	42	0	12	11	14	5	15	0	7	4	0	0	20	0	0									
		2.84%	0.22%	0.00%	0.00%	3.18%	4.55%	0.00%	0.00%	0.65%	2.88%	0.00%	0.00%	36.10%	3.87%	0.00%	2.81%	3.42%	0.00%	4.77%	7.10%	0.00%	0.44%	1.62%	9.89%	3.13%	11.72%	0.49%	5.07%	4.17%	4.29%	5.44%	9.92%	0.39%	7.50%	0.00%	3.50%	3.31%	6.25%	3.05%	7.77%	0.00%	4.32%	0.91%	0.00%	0.00%	6.78%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	244	46	5	0	6	5	0	14	0	14	7	9	0	0	0	1	0	0	8	6	3	1	5	3	2	0	5	0	5	4	7	5	0	26	0	6	2	2	3	1	6	0	12	0	0	5	15	5									
		1.14%	4.96%	0.81%	0.00%	0.48%	1.14%	0.00%	1.31%	0.00%	1.83%	1.43%	0.95%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.91%	1.15%	1.34%	0.44%	1.62%	3.30%	0.78%	0.00%	1.22%	0.00%	1.60%	1.07%	1.59%	3.82%	0.00%	4.64%	0.00%	1.75%	0.60%	0.89%	1.83%	0.52%	1.61%	0.00%	2.73%	0.00%	0.00%	1.69%	2.68%	1.82%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12322	473	320	782	654	168	312	566	401	561	253	493	205	106	70	277	174	284	456	230	117	127	257	65	175	136	218	408	163	192	274	92	157	358	316	241	205	138	89	138	194	115	258	190	240	206	292	176									
		57.68%	50.97%	51.86%	52.03%	51.99%	38.18%	52.00%	53.15%	52.01%	73.33%	51.74%	51.95%	53.25%	58.56%	50.72%	86.56%	74.36%	70.65%	51.82%	44.15%	52.23%	56.19%	83.17%	71.43%	68.36%	56.90%	53.04%	79.53%	52.24%	51.47%	62.13%	70.23%	61.57%	63.93%	57.98%	70.26%	61.75%	61.61%	54.27%	71.50%	52.15%	70.99%	58.64%	71.70%	59.26%	69.83%	52.14%	64.23%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	106	1	2	15	7	5	18	8	10	21	0	0	0	1	0	0	1	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0									
		0.50%	0.11%	0.32%	0.99%	0.56%	1.14%	3.00%	0.75%	1.30%	2.75%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.43%	0.00%	1.02%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.17%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	1	0	0	2	0	0	0	1	3	0	0	0	0	0	2	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
		0.07%	0.11%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.13%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.11%	0.77%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1101	38	32	30	44	106	12	28	16	50	10	53	9	15	6	13	8	9	159	72	5	12	16	7	34	25	9	19	10	23	37	3	5	16	11	25	27	8	5	7	7	3	14	5	13	19	12	14									
		5.15%	4.09%	5.19%	1.99%	3.50%	24.09%	2.00%	2.63%	2.08%	6.54%	2.04%	5.58%	2.34%	8.29%	4.35%	4.06%	3.42%	2.24%	18.07%	13.82%	2.23%	5.31%	5.18%	7.69%	13.28%	10.46%	2.19%	3.70%	3.21%	6.17%	8.39%	2.29%	1.96%	2.86%	2.02%	7.29%	8.13%	3.57%	3.05%	3.63%	1.88%	1.85%	3.18%	1.89%	3.21%	6.44%	2.14%	5.11%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	2	3	0	3	6	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0									
		0.12%	0.22%	0.49%	0.00%	0.24%	1.36%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	87	1	2	15	18	15	0	6	2	2	2	0	0	3	0	0	2	0	5	1	0	1	0	0	1	0	0	0	0	7	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0									
		0.41%	0.11%	0.32%	0.99%	1.43%	3.41%	0.00%	0.56%	0.26%	0.26%	0.41%	0.00%	0.00%	1.66%	0.00%	0.00%	0.85%	0.00%	0.57%	0.19%	0.00%	0.44%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	1.88%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.76%	0.00%	0.00%	0.00%	0.58%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	47	1	0	0	0	13	0	0	1	3	0	0	0	0	0	0	1	0	3	2	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	3	0	0	2	0	0	0	9	0	0	0	0	0									
		0.22%	0.11%	0.00%	0.00%	0.00%	2.95%	0.00%	0.00%	0.13%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.34%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.14%	0.00%	0.76%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	1.22%	0.00%	0.00%	0.00%	2.05%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5574	278	203	526	441	75	210	339	277	55	171	306	0	47	47	15	26	108	165	89	79	84	23	7	31	43	144	60	109	99	94	13	84	118	191	46	42	51	54	29	130	22	127	70	140	34	196	76									
		26.09%	29.96%	32.90%	34.99%	35.06%	17.05%	35.00%	31.83%	35.93%	7.19%	34.97%	32.24%	0.00%	25.97%	34.06%	4.69%	11.11%	26.87%	18.75%	17.08%	35.27%	37.17%	7.44%	7.69%	12.11%	17.99%	35.04%	11.70%	34.94%	26.54%	21.32%	9.92%	32.94%	21.07%	35.05%	13.41%	12.65%	22.77%	32.93%	15.03%	34.95%	13.58%	28.86%	26.42%	34.57%	11.53%	35.00%	27.74%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	63	2	3	15	4	4	0	5	1	2	5	0	0	1	0	0	0	1	4	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0									
		0.29%	0.22%	0.49%	0.99%	0.32%	0.91%	0.00%	0.47%	0.13%	0.26%	1.02%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.25%	0.45%	1.54%	0.00%	0.00%	0.00%	0.00%	1.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.83%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	793	26	47	120	20	12	37	75	50	8	39	85	32	0	10	1	0	0	9	9	18	0	0	0	2	5	33	0	10	3	0	0	8	0	27	2	2	2	0	1	30	4	9	0	12	0	45	0									
		3.71%	2.80%	7.62%	7.98%	1.59%	2.73%	6.17%	7.04%	6.49%	1.05%	7.98%	8.96%	8.31%	0.00%	7.25%	0.31%	0.00%	0.00%	1.02%	1.73%	8.04%	0.00%	0.00%	0.00%	0.78%	2.09%	8.03%	0.00%	3.21%	0.80%	0.00%	0.00%	3.14%	0.00%	4.95%	0.58%	0.60%	0.89%	0.00%	0.52%	8.06%	2.47%	2.05%	0.00%	2.96%	0.00%	8.04%	0.00%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
