Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
"Наименование Избирательной комиссии:    Махачкала, Ленинская"																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.01%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	12	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	50	2	7	1	3	2	0	0	2	2	0	0	3	0	0	2	1	0	12	0	0	0	6	0	0	0	3	0	0	4	0	0	0	0	0	0					
		0.08%	0.12%	0.40%	0.07%	0.22%	0.10%	0.00%	0.00%	0.12%	0.13%	0.00%	0.00%	0.12%	0.00%	0.00%	0.14%	0.05%	0.00%	0.57%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	134	4	18	0	4	0	2	0	3	4	0	0	5	0	3	7	2	0	23	0	12	0	10	11	0	0	5	1	0	2	0	0	4	1	13	0					
		0.22%	0.24%	1.04%	0.00%	0.29%	0.00%	0.10%	0.00%	0.19%	0.26%	0.00%	0.00%	0.20%	0.00%	0.23%	0.48%	0.10%	0.00%	1.09%	0.00%	0.88%	0.00%	0.47%	0.50%	0.00%	0.00%	0.24%	0.05%	0.00%	0.10%	0.00%	0.00%	0.18%	0.16%	0.80%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	63	5	6	0	0	0	0	0	9	1	0	0	6	0	0	1	0	0	3	0	0	0	7	0	0	0	3	1	0	2	5	13	0	1	0	0					
		0.10%	0.29%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.07%	0.00%	0.00%	0.24%	0.00%	0.00%	0.07%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.15%	0.05%	0.00%	0.10%	0.32%	0.74%	0.00%	0.16%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	53662	1504	1528	1312	1206	1845	1771	1130	1411	1319	1018	1469	2137	1366	1154	1281	1766	1558	1833	2109	1212	1119	1846	1973	1819	927	1800	1768	2018	1805	1400	1549	2014	629	1417	1649					
		88.28%	88.52%	88.02%	88.83%	88.68%	88.70%	88.68%	88.14%	87.64%	87.24%	88.44%	85.81%	84.94%	89.99%	88.29%	87.68%	88.97%	87.73%	86.99%	88.99%	88.47%	84.52%	87.32%	88.91%	88.99%	89.13%	87.80%	90.99%	89.21%	88.44%	89.40%	87.96%	88.61%	97.52%	87.31%	88.94%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	24	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.18%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
