Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																															
Дата голосования: 18.09.2016																																																															
																																																															
Наименование Избирательной комиссии:    Краснозерская																																																															
																																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																																															
																																																															
		Сумма	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	629	9	15	15	8	10	10	5	15	5	3	12	5	7	20	20	10	4	10	5	60	28	60	30	3	18	10	5	5	20	10	10	2	15	10	12	5	2	3	15	10	20	2	6	5	15	8	3	4	15	15	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	629	9	15	15	8	10	10	5	15	5	3	12	5	7	20	20	10	4	10	5	60	28	60	30	3	18	10	5	5	20	10	10	2	15	10	12	5	2	3	15	10	20	2	6	5	15	8	3	4	15	15	10	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	222	2	6	6	5	3	3	2	2	2	1	3	2	2	3	4	1	2	2	2	11	19	10	13	38	2	6	2	2	4	0	6	2	2	5	5	2	1	3	6	3	1	4	2	2	2	2	2	2	2	5	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	71	1	0	0	0	1	0	0	3	0	0	0	0	0	4	0	1	0	0	0	5	15	20	6	0	2	0	1	0	1	0	1	0	3	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	134	1	0	5	2	4	0	0	6	0	0	2	4	0	3	4	3	1	0	1	8	9	13	8	1	3	3	1	1	8	2	2	0	5	3	6	3	1	1	4	2	2	1	0	0	1	0	0	0	3	4	1	2									
		1.05%	0.75%	0.00%	1.55%	1.37%	1.59%	0.00%	0.00%	1.83%	0.00%	0.00%	0.77%	1.49%	0.00%	1.01%	1.43%	2.40%	1.89%	0.00%	1.59%	0.99%	1.09%	1.48%	1.06%	0.84%	1.28%	1.53%	4.35%	0.65%	1.95%	1.05%	0.65%	0.00%	1.22%	1.34%	1.63%	2.36%	2.44%	4.55%	1.15%	0.87%	0.61%	5.56%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.76%	0.89%	0.36%	1.25%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	607	6	20	22	7	12	16	3	6	2	2	9	13	3	18	11	8	0	9	3	37	38	45	54	3	9	20	1	5	21	10	18	0	17	14	15	3	1	0	15	8	16	1	0	6	16	1	1	0	24	21	12	5									
		4.76%	4.48%	5.10%	6.81%	4.79%	4.78%	3.93%	6.82%	1.83%	2.67%	4.55%	3.47%	4.83%	7.89%	6.04%	3.94%	6.40%	0.00%	4.74%	4.76%	4.56%	4.59%	5.11%	7.14%	2.52%	3.83%	10.20%	4.35%	3.27%	5.11%	5.26%	5.84%	0.00%	4.16%	6.25%	4.07%	2.36%	2.44%	0.00%	4.30%	3.49%	4.91%	5.56%	0.00%	3.61%	5.63%	0.81%	2.70%	0.00%	6.11%	4.70%	4.33%	3.13%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	259	1	4	2	5	5	1	7	5	0	1	5	6	1	9	6	3	0	7	0	25	22	27	14	1	2	11	0	5	6	4	5	0	8	4	9	3	0	0	5	0	7	1	0	1	2	1	0	3	7	6	12	0									
		2.03%	0.75%	1.02%	0.62%	3.42%	1.99%	0.25%	15.91%	1.53%	0.00%	2.27%	1.93%	2.23%	2.63%	3.02%	2.15%	2.40%	0.00%	3.68%	0.00%	3.08%	2.66%	3.07%	1.85%	0.84%	0.85%	5.61%	0.00%	3.27%	1.46%	2.11%	1.62%	0.00%	1.96%	1.79%	2.44%	2.36%	0.00%	0.00%	1.43%	0.00%	2.15%	5.56%	0.00%	0.60%	0.70%	0.81%	0.00%	6.98%	1.78%	1.34%	4.33%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5560	46	120	109	49	79	223	19	166	46	21	105	121	21	120	134	63	16	80	35	335	332	340	327	54	118	82	13	74	170	88	102	9	190	75	192	66	29	12	176	115	143	6	49	102	127	79	6	14	196	189	108	69									
		43.59%	34.33%	30.61%	33.75%	33.56%	31.47%	54.79%	43.18%	50.76%	61.33%	47.73%	40.54%	44.98%	55.26%	40.27%	48.03%	50.40%	30.19%	42.11%	55.56%	41.31%	40.10%	38.64%	43.25%	45.38%	50.21%	41.84%	56.52%	48.37%	41.36%	46.32%	33.12%	50.00%	46.45%	33.48%	52.03%	51.97%	70.73%	54.55%	50.43%	50.22%	43.87%	33.33%	73.13%	61.45%	44.72%	64.23%	16.22%	32.56%	49.87%	42.28%	38.99%	43.13%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	59	1	0	0	2	0	0	0	3	0	0	2	0	1	1	2	1	0	0	0	5	5	11	5	0	1	3	0	0	2	0	0	0	1	1	3	0	1	0	2	1	2	0	0	1	0	0	0	0	1	1	0	0									
		0.46%	0.75%	0.00%	0.00%	1.37%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.77%	0.00%	2.63%	0.34%	0.72%	0.80%	0.00%	0.00%	0.00%	0.62%	0.60%	1.25%	0.66%	0.00%	0.43%	1.53%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.24%	0.45%	0.81%	0.00%	2.44%	0.00%	0.57%	0.44%	0.61%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.25%	0.22%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	26	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	2	2	2	1	0	0	0	1	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	2									
		0.20%	0.75%	0.00%	0.00%	0.68%	0.40%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.34%	0.00%	0.80%	0.00%	0.53%	0.00%	0.00%	0.12%	0.23%	0.26%	1.68%	0.43%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.89%	0.27%	0.00%	0.00%	0.00%	0.29%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.36%	1.25%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2643	41	95	78	48	78	82	3	96	19	12	37	53	6	40	63	22	9	52	7	170	175	199	124	29	43	43	1	29	95	45	57	5	79	35	44	22	5	3	68	53	51	4	9	16	68	15	5	22	84	109	55	40									
		20.72%	30.60%	24.23%	24.15%	32.88%	31.08%	20.15%	6.82%	29.36%	25.33%	27.27%	14.29%	19.70%	15.79%	13.42%	22.58%	17.60%	16.98%	27.37%	11.11%	20.96%	21.14%	22.61%	16.40%	24.37%	18.30%	21.94%	4.35%	18.95%	23.11%	23.68%	18.51%	27.78%	19.32%	15.63%	11.92%	17.32%	12.20%	13.64%	19.48%	23.14%	15.64%	22.22%	13.43%	9.64%	23.94%	12.20%	13.51%	51.16%	21.37%	24.38%	19.86%	25.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	49	1	0	4	0	2	2	0	1	0	0	0	1	1	0	1	1	0	0	2	3	1	5	3	0	1	1	0	1	0	0	1	0	6	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	3	4	1									
		0.38%	0.75%	0.00%	1.24%	0.00%	0.80%	0.49%	0.00%	0.31%	0.00%	0.00%	0.00%	0.37%	2.63%	0.00%	0.36%	0.80%	0.00%	0.00%	3.17%	0.37%	0.12%	0.57%	0.40%	0.00%	0.43%	0.51%	0.00%	0.65%	0.00%	0.00%	0.32%	0.00%	1.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.67%	1.44%	0.63%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	47	0	0	1	0	0	0	1	2	0	0	0	0	1	0	0	1	0	1	0	5	4	5	5	2	1	1	0	1	1	1	2	0	2	2	0	0	0	0	2	0	0	0	0	0	3	0	0	0	2	0	1	0									
		0.37%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	2.27%	0.61%	0.00%	0.00%	0.00%	0.00%	2.63%	0.00%	0.00%	0.80%	0.00%	0.53%	0.00%	0.62%	0.48%	0.57%	0.66%	1.68%	0.43%	0.51%	0.00%	0.65%	0.24%	0.53%	0.65%	0.00%	0.49%	0.89%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.51%	0.00%	0.36%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.27%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	1.59%	0.12%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.29%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	73	1	0	4	0	2	1	0	1	1	0	3	1	0	2	1	1	2	0	1	7	10	4	5	1	1	2	0	1	0	1	3	0	0	2	5	0	0	0	1	0	1	0	2	0	0	1	1	0	1	2	1	0									
		0.57%	0.75%	0.00%	1.24%	0.00%	0.80%	0.25%	0.00%	0.31%	1.33%	0.00%	1.16%	0.37%	0.00%	0.67%	0.36%	0.80%	3.77%	0.00%	1.59%	0.86%	1.21%	0.45%	0.66%	0.84%	0.43%	1.02%	0.00%	0.65%	0.00%	0.53%	0.97%	0.00%	0.00%	0.89%	1.36%	0.00%	0.00%	0.00%	0.29%	0.00%	0.31%	0.00%	2.99%	0.00%	0.00%	0.81%	2.70%	0.00%	0.25%	0.45%	0.36%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2534	33	121	87	28	59	59	9	31	6	5	84	47	3	93	29	14	25	25	12	169	177	155	156	17	38	24	7	28	86	27	104	4	70	77	76	26	2	4	51	34	85	5	7	38	40	18	23	3	48	76	55	34									
		19.87%	24.63%	30.87%	26.93%	19.18%	23.51%	14.50%	20.45%	9.48%	8.00%	11.36%	32.43%	17.47%	7.89%	31.21%	10.39%	11.20%	47.17%	13.16%	19.05%	20.84%	21.38%	17.61%	20.63%	14.29%	16.17%	12.24%	30.43%	18.30%	20.92%	14.21%	33.77%	22.22%	17.11%	34.38%	20.60%	20.47%	4.88%	18.18%	14.61%	14.85%	26.07%	27.78%	10.45%	22.89%	14.08%	14.63%	62.16%	6.98%	12.21%	17.00%	19.86%	21.25%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	36	1	0	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	1	5	5	4	0	1	0	0	0	1	0	0	0	1	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	2	1	0	1									
		0.28%	0.75%	0.00%	0.31%	0.00%	0.40%	0.25%	2.27%	0.00%	0.00%	2.27%	0.00%	0.00%	0.00%	0.34%	0.36%	0.00%	0.00%	0.00%	1.59%	0.12%	0.60%	0.57%	0.53%	0.00%	0.43%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.24%	0.00%	0.54%	0.00%	2.44%	4.55%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.22%	0.00%	0.63%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	323	1	8	3	0	4	10	1	8	0	0	5	8	1	6	13	2	0	4	0	20	24	29	21	8	6	4	0	3	8	5	5	0	23	4	11	2	0	0	9	8	8	0	0	0	16	3	0	0	8	14	8	2									
		2.53%	0.75%	2.04%	0.93%	0.00%	1.59%	2.46%	2.27%	2.45%	0.00%	0.00%	1.93%	2.97%	2.63%	2.01%	4.66%	1.60%	0.00%	2.11%	0.00%	2.47%	2.90%	3.30%	2.78%	6.72%	2.55%	2.04%	0.00%	1.96%	1.95%	2.63%	1.62%	0.00%	5.62%	1.79%	2.98%	1.57%	0.00%	0.00%	2.58%	3.49%	2.45%	0.00%	0.00%	0.00%	5.63%	2.44%	0.00%	0.00%	2.04%	3.13%	2.89%	1.25%									
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
