Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Ровеньская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №921	УИК №922	УИК №923	УИК №925	УИК №926	УИК №927	УИК №928									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	47	1	2	0	2	5	0	1	2	4	0	1	0	0	0	2	0	3	5	2	2	3	2	3	0	0	3	0	2	2	0									
		0.38%	0.16%	0.67%	0.00%	0.86%	1.04%	0.00%	0.25%	0.72%	0.68%	0.00%	0.23%	0.00%	0.00%	0.00%	0.39%	0.00%	0.39%	0.66%	0.20%	0.28%	0.36%	0.56%	0.34%	0.00%	0.00%	0.99%	0.00%	0.43%	0.67%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.17%	0.34%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.13%	0.00%	0.00%	0.12%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1632	88	28	45	17	45	36	44	24	84	59	71	13	20	26	65	30	98	118	158	86	121	62	132	9	14	35	15	45	24	20									
		13.33%	14.33%	9.33%	10.64%	7.33%	9.36%	12.99%	10.81%	8.70%	14.29%	20.21%	16.40%	10.92%	14.60%	17.22%	12.60%	18.75%	12.89%	15.47%	16.06%	12.01%	14.70%	17.51%	15.03%	10.47%	15.38%	11.51%	10.34%	9.70%	8.00%	11.98%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	7	0	3	3	2	0	2	0	0	0	0	1	0	0									
		0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.17%	0.34%	0.00%	0.84%	0.00%	0.00%	0.19%	0.00%	0.92%	0.00%	0.30%	0.42%	0.24%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	27	1	0	1	0	1	0	2	1	0	0	0	0	0	0	0	1	5	2	5	1	0	3	2	0	0	1	0	0	1	0									
		0.22%	0.16%	0.00%	0.24%	0.00%	0.21%	0.00%	0.49%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.66%	0.26%	0.51%	0.14%	0.00%	0.85%	0.23%	0.00%	0.00%	0.33%	0.00%	0.00%	0.33%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	0	0	0	2	0	1	0	0	1	2	0	0	0	1	0	1	1	0	2	2	1	2	0	0	0	0	0	0	0									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.25%	0.00%	0.00%	0.34%	0.46%	0.00%	0.00%	0.00%	0.19%	0.00%	0.13%	0.13%	0.00%	0.28%	0.24%	0.28%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	48	2	1	3	1	1	3	1	1	3	0	2	1	3	0	0	1	4	3	6	3	1	1	1	0	0	2	0	1	1	2									
		0.39%	0.33%	0.33%	0.71%	0.43%	0.21%	1.08%	0.25%	0.36%	0.51%	0.00%	0.46%	0.84%	2.19%	0.00%	0.00%	0.63%	0.53%	0.39%	0.61%	0.42%	0.12%	0.28%	0.11%	0.00%	0.00%	0.66%	0.00%	0.22%	0.33%	1.20%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3125	126	88	107	54	109	63	113	72	170	66	109	35	48	22	192	54	171	213	243	170	205	78	249	25	9	74	26	135	55	44									
		25.53%	20.52%	29.33%	25.30%	23.28%	22.66%	22.74%	27.76%	26.09%	28.91%	22.60%	25.17%	29.41%	35.04%	14.57%	37.21%	33.75%	22.50%	27.92%	24.70%	23.74%	24.91%	22.03%	28.36%	29.07%	9.89%	24.34%	17.93%	29.09%	18.33%	26.35%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	1	1	1	0	0	2	0	1	0	0	0	0	2	0	1	1	1	2	3	2	2	1	1	0	1	1	0	1	1	0									
		0.21%	0.16%	0.33%	0.24%	0.00%	0.00%	0.72%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	1.46%	0.00%	0.19%	0.63%	0.13%	0.26%	0.30%	0.28%	0.24%	0.28%	0.11%	0.00%	1.10%	0.33%	0.00%	0.22%	0.33%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	373	7	2	6	0	11	1	4	3	21	6	31	2	7	2	6	1	40	26	55	12	41	18	39	0	4	4	3	9	5	7									
		3.05%	1.14%	0.67%	1.42%	0.00%	2.29%	0.36%	0.98%	1.09%	3.57%	2.05%	7.16%	1.68%	5.11%	1.32%	1.16%	0.63%	5.26%	3.41%	5.59%	1.68%	4.98%	5.08%	4.44%	0.00%	4.40%	1.32%	2.07%	1.94%	1.67%	4.19%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
